governorate,constituency,imada,total_voters,sibling_cliques_count,sibling_voters_count,sibling_voters_pct,parental_ties_count,max_sibling_set_size
تطاوين,تطاوين الجنوبية - بئر الأحمر - غمراسن,المزطورية الشمالية,1126,200,596,52.93,290,8
تطاوين,تطاوين الجنوبية - بئر الأحمر - غمراسن,المسرب,3047,552,1753,57.53,1131,16
تطاوين,تطاوين الجنوبية - بئر الأحمر - غمراسن,الواحة,3349,480,1241,37.06,587,11
تطاوين,تطاوين الجنوبية - بئر الأحمر - غمراسن,بئر الثلاثين,901,193,648,71.92,326,10
تطاوين,تطاوين الجنوبية - بئر الأحمر - غمراسن,رأس الوادي,437,88,298,68.19,180,10
تطاوين,تطاوين الجنوبية - بئر الأحمر - غمراسن,شنني,530,113,330,62.26,156,9
تطاوين,تطاوين الجنوبية - بئر الأحمر - غمراسن,شنني الجديدة,281,49,137,48.75,84,6
تطاوين,تطاوين الجنوبية - بئر الأحمر - غمراسن,غرغار,2598,481,1746,67.21,1066,13
بنزرت,منزل جميل - جرزونة,جرزونة الشرقية,3820,400,924,24.19,320,5
بنزرت,منزل جميل - جرزونة,جرزونة الشمالية,3039,312,743,24.45,310,7
بنزرت,منزل جميل - جرزونة,جرزونة الغربية,2931,385,923,31.49,339,6
بنزرت,منزل جميل - جرزونة,منزل جميل الشرقية,16219,1579,3699,22.81,1328,8
تطاوين,تطاوين الجنوبية - بئر الأحمر - غمراسن,غمراسن,1906,198,464,24.34,168,5
تطاوين,تطاوين الجنوبية - بئر الأحمر - غمراسن,قراقر,318,52,159,50.0,103,7
تطاوين,تطاوين الجنوبية - بئر الأحمر - غمراسن,قرماسة,1107,225,665,60.07,317,9
تطاوين,تطاوين الجنوبية - بئر الأحمر - غمراسن,قصر الحدادة,1330,201,586,44.06,272,15
بنزرت,منزل جميل - جرزونة,منزل جميل الغربية,6278,591,1324,21.09,499,6
بنزرت,منزل جميل - جرزونة,منزل عبد الرحمان الشرقية,9367,1095,2485,26.53,816,7
بنزرت,منزل جميل - جرزونة,منزل عبد الرحمان الغربية,2901,377,881,30.37,310,5
تطاوين,تطاوين الجنوبية - بئر الأحمر - غمراسن,البئر الأحمر الشرقية,1428,191,489,34.24,232,6
تطاوين,تطاوين الجنوبية - بئر الأحمر - غمراسن,بني بركة-تونكت,1065,183,564,52.96,352,10
تطاوين,تطاوين الجنوبية - بئر الأحمر - غمراسن,تطاوين العليا,2532,233,523,20.66,106,5
تطاوين,تطاوين الجنوبية - بئر الأحمر - غمراسن,تطاوين المدينة,6606,595,1428,21.62,496,7
تطاوين,تطاوين الجنوبية - بئر الأحمر - غمراسن,حي البر,2759,383,1299,47.08,754,13
تطاوين,تطاوين الشمالية - بني مهيرة - الصمار,الغرياني,627,104,343,54.7,198,10
تطاوين,تطاوين الشمالية - بني مهيرة - الصمار,القلعة الشرقية,1902,338,1088,57.2,666,13
تطاوين,تطاوين الشمالية - بني مهيرة - الصمار,القلعة الغربية,1624,278,841,51.79,502,10
تطاوين,تطاوين الشمالية - بني مهيرة - الصمار,المرة,455,83,224,49.23,107,7
تطاوين,تطاوين الشمالية - بني مهيرة - الصمار,الرهاش,231,26,79,34.2,46,7
تطاوين,تطاوين الشمالية - بني مهيرة - الصمار,الزهراء,3530,538,1379,39.07,639,10
تطاوين,تطاوين الشمالية - بني مهيرة - الصمار,السعادة,967,157,476,49.22,280,10
تطاوين,تطاوين الشمالية - بني مهيرة - الصمار,الصمار,3634,602,1837,50.55,956,12
تطاوين,تطاوين الشمالية - بني مهيرة - الصمار,بني بلال,1102,163,465,42.2,232,8
تطاوين,تطاوين الشمالية - بني مهيرة - الصمار,بني مهيرة الشرقية,1225,193,551,44.98,285,10
تطاوين,تطاوين الشمالية - بني مهيرة - الصمار,تلالت,1368,253,794,58.04,379,10
تطاوين,تطاوين الشمالية - بني مهيرة - الصمار,خاتمة,1373,213,654,47.63,386,10
تطاوين,تطاوين الشمالية - بني مهيرة - الصمار,قصر عون,1569,290,1028,65.52,729,13
تطاوين,تطاوين الشمالية - بني مهيرة - الصمار,قصر مهيرة,2891,565,1852,64.06,1675,15
تطاوين,تطاوين الشمالية - بني مهيرة - الصمار,قطوفة,730,108,353,48.36,261,11
تطاوين,تطاوين الشمالية - بني مهيرة - الصمار,كرشاو,1708,325,1150,67.33,769,13
بنزرت,منزل بورقيبة - تينجة,الشلاغمية,4364,519,1204,27.59,490,8
بنزرت,منزل بورقيبة - تينجة,المدينة,20277,2210,4910,24.21,1290,6
بنزرت,منزل بورقيبة - تينجة,النجاح 1,7995,1128,2675,33.46,974,9
بنزرت,منزل بورقيبة - تينجة,النجاح 2,7691,772,1715,22.3,523,6
تطاوين,تطاوين الجنوبية - بئر الأحمر - غمراسن,قصر المرابطين,1438,270,773,53.76,292,19
تطاوين,تطاوين الجنوبية - بئر الأحمر - غمراسن,قصر المقابلة,2683,507,1646,61.35,802,13
تطاوين,تطاوين الجنوبية - بئر الأحمر - غمراسن,وادي الخيل,429,31,75,17.48,22,4
تطاوين,تطاوين الشمالية - بني مهيرة - الصمار,التضامن,9481,1142,2907,30.66,1209,9
تطاوين,ذهيبة - رمادة,كنبوت,533,97,288,54.03,177,12
تطاوين,ذهيبة - رمادة,مغنى,241,47,149,61.83,87,7
تطاوين,ذهيبة - رمادة,نكريف,783,151,476,60.79,263,9
توزر,توزر,الإزدهار,6374,836,2113,33.15,819,9
تطاوين,ذهيبة - رمادة,ذهيبة الشرقية,2143,306,760,35.46,317,10
تطاوين,ذهيبة - رمادة,ذهيبة الغربية,1394,186,458,32.86,181,7
تطاوين,ذهيبة - رمادة,رمادة الشرقية,2003,331,1033,51.57,629,13
تطاوين,ذهيبة - رمادة,رمادة الغربية,3077,487,1311,42.61,633,10
تطاوين,تطاوين الشمالية - بني مهيرة - الصمار,المعونة,283,51,165,58.3,90,8
تطاوين,تطاوين الشمالية - بني مهيرة - الصمار,النزهة,5843,746,1889,32.33,703,7
تطاوين,تطاوين الشمالية - بني مهيرة - الصمار,النصر,3797,405,1050,27.65,532,9
تطاوين,تطاوين الشمالية - بني مهيرة - الصمار,برورمت,5674,873,2476,43.64,1378,16
توزر,توزر,مسغونة,988,131,319,32.29,131,6
توزر,دقاش - حامة الجريد - تمغزة,الحامة,3334,578,1589,47.66,621,9
توزر,دقاش - حامة الجريد - تمغزة,الرميثة,469,88,306,65.25,194,13
توزر,دقاش - حامة الجريد - تمغزة,الشبيكة,949,163,543,57.22,299,9
توزر,دقاش - حامة الجريد - تمغزة,سندس فم الخنقة,508,101,363,71.46,203,9
توزر,دقاش - حامة الجريد - تمغزة,شاكمو,397,64,217,54.66,125,9
توزر,دقاش - حامة الجريد - تمغزة,عين الكرمة,1054,171,564,53.51,298,10
توزر,دقاش - حامة الجريد - تمغزة,ميداس,563,113,357,63.41,168,10
تطاوين,تطاوين الشمالية - بني مهيرة - الصمار,وادي الغار,6453,908,2446,37.9,1160,12
تطاوين,تطاوين الشمالية - بني مهيرة - الصمار,وادي القمح,6267,974,2614,41.71,1338,15
تطاوين,ذهيبة - رمادة,بئر عمير,455,86,291,63.96,194,9
تطاوين,ذهيبة - رمادة,برج الخضراء,3,0,0,0.0,0,0
توزر,توزر,الحضر,4969,803,2251,45.3,958,12
توزر,توزر,الزبدة,2324,266,655,28.18,239,8
توزر,توزر,الشابية,4554,507,1307,28.7,567,8
توزر,توزر,القيطنة,1,0,0,0.0,0,0
توزر,دقاش - حامة الجريد - تمغزة,المحاسن,3063,544,1551,50.64,576,12
توزر,دقاش - حامة الجريد - تمغزة,النملات,2038,363,1017,49.9,439,8
توزر,دقاش - حامة الجريد - تمغزة,بوهلال,2849,545,1678,58.9,603,12
توزر,دقاش - حامة الجريد - تمغزة,تمغزة,2059,378,1104,53.62,527,14
توزر,نفطة - حزوة,حطام,916,172,513,56.0,262,9
توزر,نفطة - حزوة,عين أولاد الغريسي,532,94,284,53.38,167,8
توزر,نفطة - حزوة,غرة جوان,1864,283,722,38.73,299,6
تونس,التحرير - باردو,إبن سيناء,1648,95,218,13.23,108,4
توزر,دقاش - حامة الجريد - تمغزة,دغومس,1622,303,916,56.47,496,10
توزر,دقاش - حامة الجريد - تمغزة,دقاش الجنوبية,4302,656,1642,38.17,570,7
توزر,دقاش - حامة الجريد - تمغزة,دقاش الشمالية,2377,293,691,29.07,241,6
توزر,دقاش - حامة الجريد - تمغزة,سبع آبار,2838,475,1277,45.0,547,8
توزر,نفطة - حزوة,الاصيل,1580,199,477,30.19,159,6
توزر,نفطة - حزوة,التحرير,1981,236,538,27.16,181,6
توزر,نفطة - حزوة,الخضر بن حسين,4216,743,2114,50.14,1103,9
توزر,نفطة - حزوة,السنى,1709,212,521,30.49,205,7
توزر,نفطة - حزوة,الشافعي الشريف,2572,438,1120,43.55,560,7
توزر,نفطة - حزوة,العيون,2315,369,929,40.13,447,10
توزر,نفطة - حزوة,الواحة,1904,319,804,42.23,380,6
توزر,نفطة - حزوة,حزوة,2558,438,1327,51.88,670,9
توزر,توزر,الهبائلة,2148,216,526,24.49,199,6
توزر,توزر,الهوادف,2936,449,1154,39.31,452,7
توزر,توزر,حي المطار,8447,977,2444,28.93,1063,11
توزر,توزر,رأس الذراع حلبة,3694,488,1500,40.61,741,10
تونس,التحرير - باردو,التحرير الثاني,2049,195,468,22.84,143,5
تونس,التحرير - باردو,التحرير العلوي,3098,326,782,25.24,374,5
تونس,التحرير - باردو,الحديقة - (التحرير),1471,67,140,9.52,56,3
تونس,التحرير - باردو,الحديقة - (باردو),1078,49,115,10.67,32,5
تونس,التحرير - باردو,الإقامة الطيبة,567,38,85,14.99,34,4
تونس,التحرير - باردو,البساتين,606,40,91,15.02,32,4
تونس,التحرير - باردو,التحرير الأول,12130,1183,2666,21.98,760,7
تونس,التحرير - باردو,التحرير الثالث,613,41,90,14.68,35,4
تونس,السيجومي - الزهور,النجاح,3785,280,651,17.2,147,7
تونس,السيجومي - الزهور,بئر عنيبة,355,11,23,6.48,8,3
تونس,السيجومي - الزهور,باش حانبة,4051,428,1003,24.76,373,6
تونس,السيجومي - الزهور,حي الشهداء,828,38,81,9.78,37,4
تونس,التحرير - باردو,السعادة,3697,370,898,24.29,332,5
تونس,التحرير - باردو,الفتح,897,36,80,8.92,36,5
تونس,التحرير - باردو,باردو,13525,1136,2544,18.81,635,8
تونس,التحرير - باردو,باردو الجنوبي,4114,318,734,17.84,289,5
تونس,السيجومي - الزهور,الزهور الرابع,3551,289,647,18.22,208,5
تونس,السيجومي - الزهور,السعادة,2164,217,516,23.84,179,6
تونس,السيجومي - الزهور,السمران,4932,646,1528,30.98,494,6
تونس,السيجومي - الزهور,الملاسين,6094,635,1461,23.97,218,7
تونس,الحرائرية,الفلة,3330,376,866,26.01,374,5
تونس,الحرائرية,طارق بن زياد,2147,212,480,22.36,230,5
تونس,الحرائرية,غدير القلة,3230,506,1287,39.85,620,7
تونس,السيجومي - الزهور,الزهور,11862,1383,3294,27.77,1006,7
تونس,التحرير - باردو,باردو الشمالي,6997,568,1294,18.49,456,5
تونس,التحرير - باردو,بوشوشة,8620,623,1438,16.68,530,5
تونس,التحرير - باردو,خزندار,14783,1257,2829,19.14,1013,7
تونس,التحرير - باردو,قصر البرطال,3699,480,1191,32.2,478,6
تونس,السيجومي - الزهور,حي الطيران,5652,549,1284,22.72,427,6
تونس,السيجومي - الزهور,حي هلال,7771,1221,3053,39.29,871,7
تونس,السيجومي - الزهور,علي البلهوان - (السيجومي),7543,774,1812,24.02,504,7
تونس,العمران - العمران الاعلى,أحمد التليلي,3833,331,730,19.05,286,5
تونس,العمران - العمران الاعلى,حي الزياتين,7993,679,1499,18.75,419,6
تونس,العمران - العمران الاعلى,حي بن خلدون الأول,5622,391,879,15.64,292,6
تونس,العمران - العمران الاعلى,حي بن خلدون الثاني,874,14,28,3.2,15,2
تونس,العمران - العمران الاعلى,حي بن خلدون السادس,778,13,28,3.6,21,3
تونس,الحرائرية,الزهور الخامس,14737,1256,2855,19.37,988,6
تونس,الحرائرية,العقبة,11303,1052,2454,21.71,845,7
تونس,الحرائرية,العقبة العليا,4470,442,1015,22.71,448,7
تونس,الحرائرية,العنتيت,3041,345,804,26.44,323,7
تونس,العمران - العمران الاعلى,الجبل الأحمر,7276,934,2166,29.77,324,6
تونس,العمران - العمران الاعلى,الرمانة,8672,1001,2392,27.58,750,8
تونس,العمران - العمران الاعلى,الصديق,1602,100,216,13.48,76,4
تونس,العمران - العمران الاعلى,العمران,10510,808,1786,16.99,494,6
تونس,العمران - العمران الاعلى,العمران الأعلى,9315,606,1345,14.44,669,5
تونس,العمران - العمران الاعلى,النسيم,2925,242,560,19.15,288,6
تونس,العمران - العمران الاعلى,بئر عتيق,3238,316,728,22.48,260,5
تونس,العمران - العمران الاعلى,حي الإنطلاقة,8845,927,2198,24.85,744,7
تونس,التحرير - باردو,قصر السعيد,3669,333,743,20.25,112,5
تونس,التحرير - باردو,قصر السعيد الثاني,5337,479,1092,20.46,426,5
