path,name,ext,mime,drive_id,download_url
/ar/resultats-finals-gafsa/index,index,,google-document,1wAPMgI25JSmWS3ncEW_TKO9u52qagifIb84TnlXVgn4,https://docs.google.com/document/d/1wAPMgI25JSmWS3ncEW_TKO9u52qagifIb84TnlXVgn4/export?format=txt
/ar/resultats-finals-jendouba/index,index,,google-document,19_t584ztEnjVcrcOd413iPNb6v8f9uI5UB3xb8jXmeA,https://docs.google.com/document/d/19_t584ztEnjVcrcOd413iPNb6v8f9uI5UB3xb8jXmeA/export?format=txt
/ar/resultats-finals-kasserine/index,index,,google-document,11pQcD4D8Rcw-LiSYck1fTT7-on-leRkQDdG3GWXjHVU,https://docs.google.com/document/d/11pQcD4D8Rcw-LiSYck1fTT7-on-leRkQDdG3GWXjHVU/export?format=txt
/ar/resultats-finals-kebili/index,index,,google-document,1RZGTvDSk3-yMFYScjj-TBeQVsBoG2mzRY1Z2QcNRfr8,https://docs.google.com/document/d/1RZGTvDSk3-yMFYScjj-TBeQVsBoG2mzRY1Z2QcNRfr8/export?format=txt
/ar/resultats-finals-mahdia/index,index,,google-document,1d3K4C7ne07U5hgsmCIvfe04x6K668PHbv_OU5uLERnU,https://docs.google.com/document/d/1d3K4C7ne07U5hgsmCIvfe04x6K668PHbv_OU5uLERnU/export?format=txt
/ar/resultats-finals-mannouba/index,index,,google-document,1NXdQ6--dgiUsQ3wXZ8nSPdIvp-Iw_ZN6eV_Z7DpPx5M,https://docs.google.com/document/d/1NXdQ6--dgiUsQ3wXZ8nSPdIvp-Iw_ZN6eV_Z7DpPx5M/export?format=txt
/ar/resultats-finals-nabeul-2/index,index,,google-document,1ppBnGsZgYeCBMWfNHRYZF-IST0XT_q9OjdB8AO9712M,https://docs.google.com/document/d/1ppBnGsZgYeCBMWfNHRYZF-IST0XT_q9OjdB8AO9712M/export?format=txt
/ar/resultats-finals-sfax-1/index,index,,google-document,1N91hW5xNVmA7p4BCXUWXK7KdlDwZi6PRCEffSLU0rOI,https://docs.google.com/document/d/1N91hW5xNVmA7p4BCXUWXK7KdlDwZi6PRCEffSLU0rOI/export?format=txt
/ar/resultats-finals-sfax-2/index,index,,google-document,1k5A4WyfyIdpO9uxcFwc4KBl6acjw6ej44L8pGjayxHU,https://docs.google.com/document/d/1k5A4WyfyIdpO9uxcFwc4KBl6acjw6ej44L8pGjayxHU/export?format=txt
/ar/resultats-finals-siliana/index,index,,google-document,1FyXfTpZfNu0soD5eHzj_VJZcdDEaBKkfiNWWdcK1kVw,https://docs.google.com/document/d/1FyXfTpZfNu0soD5eHzj_VJZcdDEaBKkfiNWWdcK1kVw/export?format=txt
/ar/resultats-finals-sousse/index,index,,google-document,1t5ruMdnH0x-rwRwLs2Hpt4lr5YVI9kZTbC6v7cv113E,https://docs.google.com/document/d/1t5ruMdnH0x-rwRwLs2Hpt4lr5YVI9kZTbC6v7cv113E/export?format=txt
/ar/resultats-finals-tataouine/index,index,,google-document,1I5UC4TD0Yh9EZptCG8OYyTppNgdPbFoFEoL4e6S9x8Q,https://docs.google.com/document/d/1I5UC4TD0Yh9EZptCG8OYyTppNgdPbFoFEoL4e6S9x8Q/export?format=txt
/ar/resultats-finals-tozeur/index,index,,google-document,1bfgBEiUqkZ25LZsoUSxVWM82ZcQfudyd-UzuRyv0UYY,https://docs.google.com/document/d/1bfgBEiUqkZ25LZsoUSxVWM82ZcQfudyd-UzuRyv0UYY/export?format=txt
/ar/resultats-finals-tunis-1/index,index,,google-document,1PIETCjsHsdF4QTxrs4YRVZmPWVaPAOXEX3r49bTpjFc,https://docs.google.com/document/d/1PIETCjsHsdF4QTxrs4YRVZmPWVaPAOXEX3r49bTpjFc/export?format=txt
/ar/resultats-finals-tunis-2/index,index,,google-document,1AXxDSqQ-CqxOEXoOjh_vB7PV9JCJU0MIz_Dh8b0D2xs,https://docs.google.com/document/d/1AXxDSqQ-CqxOEXoOjh_vB7PV9JCJU0MIz_Dh8b0D2xs/export?format=txt
/ar/resultats-finals-zaghouan/index,index,,google-document,1pbVC4PLM063pKKOhpYyJ7l0Lp7xa7-gy4pDoydoHUpA,https://docs.google.com/document/d/1pbVC4PLM063pKKOhpYyJ7l0Lp7xa7-gy4pDoydoHUpA/export?format=txt
/ar/resultats-preliminaires-ariana/index,index,,google-document,12QesGTIAsuK5OKVuEucq1yCM0FAp5r8i1aF8rN5Ew0A,https://docs.google.com/document/d/12QesGTIAsuK5OKVuEucq1yCM0FAp5r8i1aF8rN5Ew0A/export?format=txt
/ar/resultats-preliminaires-beja/index,index,,google-document,1OQsQYSF9mAuyKoTNr0cohOL1gpuubMQ2Iq9Kri2wr4c,https://docs.google.com/document/d/1OQsQYSF9mAuyKoTNr0cohOL1gpuubMQ2Iq9Kri2wr4c/export?format=txt
/ar/resultats-preliminaires-ben-arous/index,index,,google-document,1mOS911O-_YhAigExt9tTVRjenIqFP36QMnFEBz_75RQ,https://docs.google.com/document/d/1mOS911O-_YhAigExt9tTVRjenIqFP36QMnFEBz_75RQ/export?format=txt
/ar/resultats-preliminaires-bizerte/index,index,,google-document,1BsSuOYmMzlWVaG9ZCyM8Bu4DPC4RSsJBibCVnWtR3zQ,https://docs.google.com/document/d/1BsSuOYmMzlWVaG9ZCyM8Bu4DPC4RSsJBibCVnWtR3zQ/export?format=txt
/ar/resultats-preliminaires-el-kef/index,index,,google-document,1vXxMsIkeQBAfn3MOVvgQqdRuC0_M8KIxqnNbbR1UIfs,https://docs.google.com/document/d/1vXxMsIkeQBAfn3MOVvgQqdRuC0_M8KIxqnNbbR1UIfs/export?format=txt
/ar/resultats-preliminaires-gabes/index,index,,google-document,1fzxOj8O2zizS_FvGxaMLuphQmLgchfeCHxZTEvkpMq4,https://docs.google.com/document/d/1fzxOj8O2zizS_FvGxaMLuphQmLgchfeCHxZTEvkpMq4/export?format=txt
/ar/resultats-preliminaires-gafsa/index,index,,google-document,14HB3C6-lWqA3gmeO4mNP8aDmfKQUT8IkYfHDxDjVMGE,https://docs.google.com/document/d/14HB3C6-lWqA3gmeO4mNP8aDmfKQUT8IkYfHDxDjVMGE/export?format=txt
/ar/resultats-preliminaires-jendouba/index,index,,google-document,1L0ZTQMHeh1qyOK9m-HYBdMNptdxKp_RCblcbMsWlIEY,https://docs.google.com/document/d/1L0ZTQMHeh1qyOK9m-HYBdMNptdxKp_RCblcbMsWlIEY/export?format=txt
/ar/resultats-preliminaires-kairouan/index,index,,google-document,1PD1H2XbgeWJcopzbwXPq1AakMDfWISM-jfG2C69zxVw,https://docs.google.com/document/d/1PD1H2XbgeWJcopzbwXPq1AakMDfWISM-jfG2C69zxVw/export?format=txt
/ar/resultats-preliminaires-kebili/index,index,,google-document,1p8hHIZeEjqUOWsK1vZbiFeRx_J9K3LPYeSrqUqaz2_8,https://docs.google.com/document/d/1p8hHIZeEjqUOWsK1vZbiFeRx_J9K3LPYeSrqUqaz2_8/export?format=txt
/ar/resultats-preliminaires-mahdia/index,index,,google-document,1CpGYlnz9xCPOgvjPUCv2LJ-6naL_4H9OeJDp9gVxvII,https://docs.google.com/document/d/1CpGYlnz9xCPOgvjPUCv2LJ-6naL_4H9OeJDp9gVxvII/export?format=txt
/ar/resultats-preliminaires-mannouba/index,index,,google-document,1Lnyl0qA6v51pRCOqtfTbE36zkTVqUrNAgDGCkm8Elog,https://docs.google.com/document/d/1Lnyl0qA6v51pRCOqtfTbE36zkTVqUrNAgDGCkm8Elog/export?format=txt
/ar/resultats-preliminaires-medenine/index,index,,google-document,1HzvajEKmQOrjzig-RmU5EYpXKlM1aWtsEDkx-eadjsQ,https://docs.google.com/document/d/1HzvajEKmQOrjzig-RmU5EYpXKlM1aWtsEDkx-eadjsQ/export?format=txt
/ar/resultats-preliminaires-monastir/index,index,,google-document,1FtJ2ztMNiaBpvQOoEQd-FLFUjXFLfhcV3-lirFp2zWY,https://docs.google.com/document/d/1FtJ2ztMNiaBpvQOoEQd-FLFUjXFLfhcV3-lirFp2zWY/export?format=txt
/ar/resultats-preliminaires-nabeul-1/index,index,,google-document,1X0dHMk90JaqC-IcqYCH-gmEJBwV6bOpLd9cn41-UmDc,https://docs.google.com/document/d/1X0dHMk90JaqC-IcqYCH-gmEJBwV6bOpLd9cn41-UmDc/export?format=txt
/ar/resultats-preliminaires-nabeul-2/index,index,,google-document,1-vnVbE3nBXVkKsIYO1Yum1L22-KMZ1ZOaVmKlBJM0Xg,https://docs.google.com/document/d/1-vnVbE3nBXVkKsIYO1Yum1L22-KMZ1ZOaVmKlBJM0Xg/export?format=txt
/ar/resultats-preliminaires-sfax-1/index,index,,google-document,1VLbkctPU9auRxF6ZW-1U6JiyG20WRadz9Bn1Btx54kM,https://docs.google.com/document/d/1VLbkctPU9auRxF6ZW-1U6JiyG20WRadz9Bn1Btx54kM/export?format=txt
/ar/resultats-preliminaires-sfax-2/index,index,,google-document,1v-KQSQlRZkQpDX8Ud9q5L1paA6TJBLkqW5vergZq2cQ,https://docs.google.com/document/d/1v-KQSQlRZkQpDX8Ud9q5L1paA6TJBLkqW5vergZq2cQ/export?format=txt
/ar/resultats-preliminaires-sidi-bouzid/index,index,,google-document,1R2px52IZ1tdpQgk7v68zSE3_rkN1c0cCHjlfduBzk70,https://docs.google.com/document/d/1R2px52IZ1tdpQgk7v68zSE3_rkN1c0cCHjlfduBzk70/export?format=txt
/ar/resultats-preliminaires-siliana/index,index,,google-document,1vPLQ3VHhhZpfu3d6iJIlzTLJkb2CpkCQaeVCvP07SyQ,https://docs.google.com/document/d/1vPLQ3VHhhZpfu3d6iJIlzTLJkb2CpkCQaeVCvP07SyQ/export?format=txt
/ar/resultats-preliminaires-sousse/index,index,,google-document,1s2z_DWvOUnCn_IrY96xXCjIBFtlG_F7s8CL72zRyKlw,https://docs.google.com/document/d/1s2z_DWvOUnCn_IrY96xXCjIBFtlG_F7s8CL72zRyKlw/export?format=txt
/ar/resultats-preliminaires-tataouine/index,index,,google-document,12TWo-4kzmI71XKagxAouDIGPU_s9k3G8u9GlrOwrkA8,https://docs.google.com/document/d/12TWo-4kzmI71XKagxAouDIGPU_s9k3G8u9GlrOwrkA8/export?format=txt
/ar/resultats-preliminaires-tozeur/index,index,,google-document,16bF7WZbspkXWKRR1ogv7e7qD9_NBq3NSH1vWNZOaFNQ,https://docs.google.com/document/d/16bF7WZbspkXWKRR1ogv7e7qD9_NBq3NSH1vWNZOaFNQ/export?format=txt
/ar/resultats-preliminaires-tunis-1/index,index,,google-document,1rg-xcgZoLHqKoRhZmOMlpUHf5s81PPNZ11B1N9dmNTA,https://docs.google.com/document/d/1rg-xcgZoLHqKoRhZmOMlpUHf5s81PPNZ11B1N9dmNTA/export?format=txt
/ar/resultats-preliminaires-tunis-2/index,index,,google-document,1gZLyTFOoskjv3Sv5tgXKQoTDXe5CvxAJPoakbUX5DYI,https://docs.google.com/document/d/1gZLyTFOoskjv3Sv5tgXKQoTDXe5CvxAJPoakbUX5DYI/export?format=txt
/ar/resultats-preliminaires-zaghouan/index,index,,google-document,16ZjFOJXYOsba8PdwrH1RpaE7JuglQo_2HIhpQhm6XKM,https://docs.google.com/document/d/16ZjFOJXYOsba8PdwrH1RpaE7JuglQo_2HIhpQhm6XKM/export?format=txt
/ar/retrait-confiance/index,index,,google-document,1J1LmSF3Jjp9HMsORn8AP_766M5GuyGMDwPsYqELsyMw,https://docs.google.com/document/d/1J1LmSF3Jjp9HMsORn8AP_766M5GuyGMDwPsYqELsyMw/export?format=txt
/ar/tazkiyat2024/index,index,,google-document,1vEp6x71fElMHUyvz4BhOZdkdkuJsy9BeuB4DIfnddkg,https://docs.google.com/document/d/1vEp6x71fElMHUyvz4BhOZdkdkuJsy9BeuB4DIfnddkg/export?format=txt
/ar/wp-json/index.json,index.json,json,application/json,1Sxd5OSPt1jmPNhDYv8Pn-x2U3v0nHC1F,https://drive.google.com/uc?export=download&id=1Sxd5OSPt1jmPNhDYv8Pn-x2U3v0nHC1F
/ar/wp-json/wp/v2/pages/13646.json,13646.json,json,application/json,1-WRbunUX3Wj08ulaZo1zYyTsZnLLg2CS,https://drive.google.com/uc?export=download&id=1-WRbunUX3Wj08ulaZo1zYyTsZnLLg2CS
/ar/wp-json/wp/v2/pages/19308.json,19308.json,json,application/json,1q1uCjlLYS6d95dzzUJfzi5ca8oaeBDJb,https://drive.google.com/uc?export=download&id=1q1uCjlLYS6d95dzzUJfzi5ca8oaeBDJb
/ar/wp-json/wp/v2/pages/19444.json,19444.json,json,application/json,17j4_U-8MhyvRyRIaEFXj9sTnphvyYlrX,https://drive.google.com/uc?export=download&id=17j4_U-8MhyvRyRIaEFXj9sTnphvyYlrX
/ar/wp-json/wp/v2/pages/20516.json,20516.json,json,application/json,1zK7C0C-C90Ww7TwJb-kXKHNqlx5vkH7H,https://drive.google.com/uc?export=download&id=1zK7C0C-C90Ww7TwJb-kXKHNqlx5vkH7H
/ar/wp-json/wp/v2/posts/17870.json,17870.json,json,application/json,1pG2bHwO-_l_JM_-wuTYe11bxn7ECj0cg,https://drive.google.com/uc?export=download&id=1pG2bHwO-_l_JM_-wuTYe11bxn7ECj0cg
/ar/الانتخابات/index,index,,google-document,1mtt-OsOTK91NahTMJfAEkrJ5WYnSYN6W8b3CnEbdQUI,https://docs.google.com/document/d/1mtt-OsOTK91NahTMJfAEkrJ5WYnSYN6W8b3CnEbdQUI/export?format=txt
/ar/الإعلام/index,index,,google-document,1JdDp-WG-wUlqL_4ZihDiPJWBOFJfYHHbxjT7BnGu8ck,https://docs.google.com/document/d/1JdDp-WG-wUlqL_4ZihDiPJWBOFJfYHHbxjT7BnGu8ck/export?format=txt
/ar/النتائج-الأولية-القصرين/index,index,,google-document,1j1IEvP5ooVXL_I3q9pavujlRgxG3wY6gcEHhnlBf2R4,https://docs.google.com/document/d/1j1IEvP5ooVXL_I3q9pavujlRgxG3wY6gcEHhnlBf2R4/export?format=txt
/ar/النتائج-النهائية-القيروان/index,index,,google-document,1-4jMgYlR1kxUR10L6dTSYN8M5VIUOVnGi0iUvglEhyI,https://docs.google.com/document/d/1-4jMgYlR1kxUR10L6dTSYN8M5VIUOVnGi0iUvglEhyI/export?format=txt
/ar/النتائج-النهائية-الكاف/index,index,,google-document,1lsc1yyWUykKrSkkAxqTMnXP8OBcFh12cIKTTy_gziaQ,https://docs.google.com/document/d/1lsc1yyWUykKrSkkAxqTMnXP8OBcFh12cIKTTy_gziaQ/export?format=txt
/ar/النتائج-النهائية-المنستير/index,index,,google-document,1VrEpWkRz83G9HtMKlF5cSHu2DobkR-b1OQ2iWLAXx-U,https://docs.google.com/document/d/1VrEpWkRz83G9HtMKlF5cSHu2DobkR-b1OQ2iWLAXx-U/export?format=txt
/ar/النتائج-النهائية-بن-عروس/index,index,,google-document,1LjA2V80Ry8LcNpfawj3V8FILQDLybq2HUT2ef50RThE,https://docs.google.com/document/d/1LjA2V80Ry8LcNpfawj3V8FILQDLybq2HUT2ef50RThE/export?format=txt
/ar/النتائج-النهائية-بنزرت/index,index,,google-document,1CHj8Jh3zVmisJPUpPLKsHfDbK_-xKJEtLvSeC-ofgeM,https://docs.google.com/document/d/1CHj8Jh3zVmisJPUpPLKsHfDbK_-xKJEtLvSeC-ofgeM/export?format=txt
/ar/النتائج-النهائية-سيدي-بوزيد/index,index,,google-document,1gA9e5phX1pa8aMxW4o5iQmby0neFK63ZtH5IP6RL8eM,https://docs.google.com/document/d/1gA9e5phX1pa8aMxW4o5iQmby0neFK63ZtH5IP6RL8eM/export?format=txt
/ar/النتائج-النهائية-مدنين/index,index,,google-document,1H861s3EhY7qNSMmCuXoFUNjZ4xeMGQBW8kl6hDyM-PA,https://docs.google.com/document/d/1H861s3EhY7qNSMmCuXoFUNjZ4xeMGQBW8kl6hDyM-PA/export?format=txt
/ar/النتائج-النهائية-نابل-1/index,index,,google-document,1We8rq5ifT1w2jUgj6htAo96RSzevFP2G6D-hyidp7L8,https://docs.google.com/document/d/1We8rq5ifT1w2jUgj6htAo96RSzevFP2G6D-hyidp7L8/export?format=txt
/ar/النتائج/index,index,,google-document,1JWvH-iFfvtPZm8S9bK3d00NsUhf8mEQlLObTK41IVqA,https://docs.google.com/document/d/1JWvH-iFfvtPZm8S9bK3d00NsUhf8mEQlLObTK41IVqA/export?format=txt
/ar/الهيئة/index,index,,google-document,1rboh72RfbBpEQ6R2ZBjF-U4ud0VR-z5vkIRnPXRDRZA,https://docs.google.com/document/d/1rboh72RfbBpEQ6R2ZBjF-U4ud0VR-z5vkIRnPXRDRZA/export?format=txt
/ar/إحصائيات-لعملية-التسجيل/index,index,,google-document,1AtOBL0g9dbXCwg4ybFILA1zNj8Qha5Dv3889oFDOg_Q,https://docs.google.com/document/d/1AtOBL0g9dbXCwg4ybFILA1zNj8Qha5Dv3889oFDOg_Q/export?format=txt
/ar/إحصائيات/index,index,,google-document,1NH214WCpGZQThjQNjkRBFF7y3bWMYCBWgD3rENvl2Dc,https://docs.google.com/document/d/1NH214WCpGZQThjQNjkRBFF7y3bWMYCBWgD3rENvl2Dc/export?format=txt
/ar/إعتماد-الانتخابات-البلدية-2018/index,index,,google-document,1JVGGbe0IvJxw1uEtl6_-rgdv5J7RTm_6yDqc8p8biBw,https://docs.google.com/document/d/1JVGGbe0IvJxw1uEtl6_-rgdv5J7RTm_6yDqc8p8biBw/export?format=txt
/ar/إفتتاحية/index,index,,google-document,1P7VjV_C7-Sonj7B5byKBk-Z7XeA6k-G6WUmLh8SQ14I,https://docs.google.com/document/d/1P7VjV_C7-Sonj7B5byKBk-Z7XeA6k-G6WUmLh8SQ14I/export?format=txt
/ar/بطاقات-كشف-التشريعية/index,index,,google-document,1Mts6mb7vsPprDGsrNyZcbqKmQM8aNF-K2HV8ED1qajc,https://docs.google.com/document/d/1Mts6mb7vsPprDGsrNyZcbqKmQM8aNF-K2HV8ED1qajc/export?format=txt
/ar/دراسات-وثائق/index,index,,google-document,1J26cA_LyxoZDlWc_Kyanfsr9Agt8y4RjjS43Gf3eclU,https://docs.google.com/document/d/1J26cA_LyxoZDlWc_Kyanfsr9Agt8y4RjjS43Gf3eclU/export?format=txt
/ar/صحافة/index,index,,google-document,1aRA6u4PL2MKlrL5Y2mJYGCsM7kYRAuuJTs-fEzH8nlA,https://docs.google.com/document/d/1aRA6u4PL2MKlrL5Y2mJYGCsM7kYRAuuJTs-fEzH8nlA/export?format=txt
/ar/طلب-عروض/index,index,,google-document,1EgMPs1vkBg_YUgKRPvIRic6309Z44UOAby8BntAMOP8,https://docs.google.com/document/d/1EgMPs1vkBg_YUgKRPvIRic6309Z44UOAby8BntAMOP8/export?format=txt
/ar/عاجل/index,index,,google-document,1Oc-ilKvTjPoEY2VY6ZiMruSE3mSuqrYIH2RVpYcQrcY,https://docs.google.com/document/d/1Oc-ilKvTjPoEY2VY6ZiMruSE3mSuqrYIH2RVpYcQrcY/export?format=txt
/ar/قرار-الهيئة-العليا-المستقلة-للإنتخاب/index,index,,google-document,1HI6_OWi-QK0ZPXx3gcoDy-zP45wae8kcZaEcEjHbjUw,https://docs.google.com/document/d/1HI6_OWi-QK0ZPXx3gcoDy-zP45wae8kcZaEcEjHbjUw/export?format=txt
/ar/للإتصال/index,index,,google-document,17rcn7rM3pLv83rKlTMrDHrBEkK3-8tU7DCsJMto7KMQ,https://docs.google.com/document/d/17rcn7rM3pLv83rKlTMrDHrBEkK3-8tU7DCsJMto7KMQ/export?format=txt
/ar/محاضر-عملية-الفرز-للدورة-الثانية/index,index,,google-document,1PIKnV7-8f-6n4CEzWUdVc05Bq_jMHt_qbwEwTnMxvvE,https://docs.google.com/document/d/1PIKnV7-8f-6n4CEzWUdVc05Bq_jMHt_qbwEwTnMxvvE/export?format=txt
/ar/محاضر-مراكز-تجميع-النتائج/index,index,,google-document,1QyDLxrur_60S5eLX1YSMiQM4coTLZgPcgrOORKhI5ZE,https://docs.google.com/document/d/1QyDLxrur_60S5eLX1YSMiQM4coTLZgPcgrOORKhI5ZE/export?format=txt
/ar/مستجدات/index,index,,google-document,1AQWg_TGINhrCMaZuOnNLsS86bo0bsV3E7i_TZEaPMBY,https://docs.google.com/document/d/1AQWg_TGINhrCMaZuOnNLsS86bo0bsV3E7i_TZEaPMBY/export?format=txt
/bienvenue-sur-notre-site/index,index,,google-document,14tlI3CqpkaHauNlzSZuX6AA7KSBt_cD8iZiluVlQ1C8,https://docs.google.com/document/d/14tlI3CqpkaHauNlzSZuX6AA7KSBt_cD8iZiluVlQ1C8/export?format=txt
/bvotes/index,index,,google-document,1pHIPfeMEkIrznVfa2WqxyZBTtykC56RyJb4qsnmeZDA,https://docs.google.com/document/d/1pHIPfeMEkIrznVfa2WqxyZBTtykC56RyJb4qsnmeZDA/export?format=txt
/bvotes/js/jquery.js,jquery.js,js,unknown,1zYvXlaNQFWixf_9v75YtYSgILtHQwlti,https://drive.google.com/uc?export=download&id=1zYvXlaNQFWixf_9v75YtYSgILtHQwlti
/capture02/index,index,,google-document,10RZwaPRK010S6HpS5OtskOua7RbVEiWfKOAoZ_STKRc,https://docs.google.com/document/d/10RZwaPRK010S6HpS5OtskOua7RbVEiWfKOAoZ_STKRc/export?format=txt
