election,doc_type,collection,node_kind,level,batch,bureau,city_or_delegation,constituency,country_or_governorate,delegation,document,extra1,extra2,extra3,extra4,extra5,governorate,imada,polling_centre,scope,sector,drive_id,path
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,سبيطلة,,,,,,,القصرين,,,,,1c4kqoGBX2kjNva5g57RV-vNQ54tmH_2T,/wp-content/uploads/2024/PvCvPresidentielle24/القصرين/سبيطلة
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,فريانة,,,,,,,القصرين,,,,,14-QLaOTqPgc9VjrrbabZFKYWTmWArh0G,/wp-content/uploads/2024/PvCvPresidentielle24/القصرين/فريانة
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,فوسانة,,,,,,,القصرين,,,,,1zaIDNqweIhQrXPnQi10bNRVfCH2rmzWp,/wp-content/uploads/2024/PvCvPresidentielle24/القصرين/فوسانة
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,ماجل بلعباس,,,,,,,القصرين,,,,,1NORKJZkCvtSSR6pZbC_3dqEF-sHW2NKe,/wp-content/uploads/2024/PvCvPresidentielle24/القصرين/ماجل بلعباس
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,السبيخة,,,,,,,القيروان,,,,,1uGDaZp0xxWcDpTge-3Be1VWPZUuZYtew,/wp-content/uploads/2024/PvCvPresidentielle24/القيروان/السبيخة
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,الشبيكة,,,,,,,القيروان,,,,,1R8wPp6pTW6GGa8V9zKBZ6JgRIZvvn0-p,/wp-content/uploads/2024/PvCvPresidentielle24/القيروان/الشبيكة
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,الشراردة,,,,,,,القيروان,,,,,1iHLwuv4_fhLi5aSfSKnWsy783T1-tpNB,/wp-content/uploads/2024/PvCvPresidentielle24/القيروان/الشراردة
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,العلا,,,,,,,القيروان,,,,,1hx7ypMhICo3ZsiTCm5QWUe--Yw-KfX9c,/wp-content/uploads/2024/PvCvPresidentielle24/القيروان/العلا
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,القيروان الجنوبية,,,,,,,القيروان,,,,,1wEROOKAJk5eIvCzAZedxKdqQnaxuPjz_,/wp-content/uploads/2024/PvCvPresidentielle24/القيروان/القيروان الجنوبية
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,القيروان الشمالية,,,,,,,القيروان,,,,,1HSLSC4bGZUwgaMr6b75pS8V_MKbGIEgL,/wp-content/uploads/2024/PvCvPresidentielle24/القيروان/القيروان الشمالية
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,الوسلاتية,,,,,,,القيروان,,,,,1oeAED_Rjy0KGMWwkoCyDinALHMA-a_Uw,/wp-content/uploads/2024/PvCvPresidentielle24/القيروان/الوسلاتية
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,بوحجلة,,,,,,,القيروان,,,,,1SbJx13rOXlKWPwrrQVSPpl-HSOzWaJe_,/wp-content/uploads/2024/PvCvPresidentielle24/القيروان/بوحجلة
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,حاجب العيون,,,,,,,القيروان,,,,,1ae0wuWvWgEkV0amitOO82tR1QfpAHkTM,/wp-content/uploads/2024/PvCvPresidentielle24/القيروان/حاجب العيون
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,حفوز,,,,,,,القيروان,,,,,1BJvcFseR_mRcG4UbjtA20CCoz6ca39Xd,/wp-content/uploads/2024/PvCvPresidentielle24/القيروان/حفوز
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,عين جلولة,,,,,,,القيروان,,,,,1t7CDgKWrd7SFPg7nlxS_hJHJy7nABDRN,/wp-content/uploads/2024/PvCvPresidentielle24/القيروان/عين جلولة
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,منزل المهيري,,,,,,,القيروان,,,,,1dJfy1L--yjQ7W6IwFBvuXfUo2DdfPMYp,/wp-content/uploads/2024/PvCvPresidentielle24/القيروان/منزل المهيري
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,نصر اللّه,,,,,,,القيروان,,,,,1weMidm-tbGOsvd3xk4Uoe_irzRAFOehG,/wp-content/uploads/2024/PvCvPresidentielle24/القيروان/نصر اللّه
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,الجريصة,,,,,,,الكاف,,,,,1WjUOQ7GgDp7t_W75JWHcyTD3pRrY7z8S,/wp-content/uploads/2024/PvCvPresidentielle24/الكاف/الجريصة
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,الدهماني,,,,,,,الكاف,,,,,1sLp5iPhrZxROVXGWrnPyO8SNHcAyhIIa,/wp-content/uploads/2024/PvCvPresidentielle24/الكاف/الدهماني
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,السرس,,,,,,,الكاف,,,,,1E0jVSFfJljIAscldYX8wo32Zve4TC7vh,/wp-content/uploads/2024/PvCvPresidentielle24/الكاف/السرس
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,الطويرف,,,,,,,الكاف,,,,,1iIYOxnj4kD0_m-O3qx9DUjXORfPwme-D,/wp-content/uploads/2024/PvCvPresidentielle24/الكاف/الطويرف
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,القصور,,,,,,,الكاف,,,,,1njkEeRAv3G4m9ymCVtKdzxQwIEayQHI-,/wp-content/uploads/2024/PvCvPresidentielle24/الكاف/القصور
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,القلعة الخصباء,,,,,,,الكاف,,,,,17G_kU2PxG4vmHdNhAJtAGIIgc2xl1y2v,/wp-content/uploads/2024/PvCvPresidentielle24/الكاف/القلعة الخصباء
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,الكاف الشرقية,,,,,,,الكاف,,,,,14xyvDRDJM24XQSTGulARidmEhCK-ssiq,/wp-content/uploads/2024/PvCvPresidentielle24/الكاف/الكاف الشرقية
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,الكاف الغربية,,,,,,,الكاف,,,,,1Obg5UHqrr9T3hwoJuI-xmoR8VIoRT6AX,/wp-content/uploads/2024/PvCvPresidentielle24/الكاف/الكاف الغربية
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,تاجروين,,,,,,,الكاف,,,,,1YcitOW-yBiMJa0t9ihJBhUbXp-nNY91l,/wp-content/uploads/2024/PvCvPresidentielle24/الكاف/تاجروين
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,ساقية سيدي يوسف,,,,,,,الكاف,,,,,1QsD3RMhBypInJsDSyv3p7b7VuHwGKrpc,/wp-content/uploads/2024/PvCvPresidentielle24/الكاف/ساقية سيدي يوسف
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,قلعة سنان,,,,,,,الكاف,,,,,1UmguSgzymWeZiq8lnyonGl_Cqw69k_-w,/wp-content/uploads/2024/PvCvPresidentielle24/الكاف/قلعة سنان
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,نبر,,,,,,,الكاف,,,,,1Iki9oPjPJA050FitxYuCMUkrd68brjlG,/wp-content/uploads/2024/PvCvPresidentielle24/الكاف/نبر
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,البقالطة,,,,,,,المنستير,,,,,1CcuvVMKP2Pg6O73imHdwn3_Efswp4ZBE,/wp-content/uploads/2024/PvCvPresidentielle24/المنستير/البقالطة
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,الساحلين,,,,,,,المنستير,,,,,1PaJVXCGYD2efnVitMYlr_YfW-WvGh2JA,/wp-content/uploads/2024/PvCvPresidentielle24/المنستير/الساحلين
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,المكنين,,,,,,,المنستير,,,,,1xhiE5JGjoqvgvaVaY0dTqhIrVWlE8sSI,/wp-content/uploads/2024/PvCvPresidentielle24/المنستير/المكنين
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,المنستير,,,,,,,المنستير,,,,,1QoROJb_wYoMc4ud6WUrNDGYt40tSuGno,/wp-content/uploads/2024/PvCvPresidentielle24/المنستير/المنستير
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,الوردانين,,,,,,,المنستير,,,,,1iE3IQZRL-84mgWAAK-hW_-Vrh114Yy0I,/wp-content/uploads/2024/PvCvPresidentielle24/المنستير/الوردانين
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,بنبلة,,,,,,,المنستير,,,,,1sA56K2Qfe2qlOkRtrSYIXXe8rZhZvny8,/wp-content/uploads/2024/PvCvPresidentielle24/المنستير/بنبلة
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,بني حسان,,,,,,,المنستير,,,,,18DTDTVyhypu5e8e4IPK7Akv-QVZVhQs2,/wp-content/uploads/2024/PvCvPresidentielle24/المنستير/بني حسان
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,جمال,,,,,,,المنستير,,,,,1SF-8i_9WRH2RUbR2zR_y45K-wXQZssNV,/wp-content/uploads/2024/PvCvPresidentielle24/المنستير/جمال
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,زرمدين,,,,,,,المنستير,,,,,1hHOFXUh8vCztMOP_kYpax7Fd7Xf7xvVZ,/wp-content/uploads/2024/PvCvPresidentielle24/المنستير/زرمدين
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,صيادة - لمطة - بوحجر,,,,,,,المنستير,,,,,1n1PdcBrbiNk6LlqRn02CBIQruJEdoXy9,/wp-content/uploads/2024/PvCvPresidentielle24/المنستير/صيادة - لمطة - بوحجر
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,طبلبة,,,,,,,المنستير,,,,,1_-4IEPmGhi5teKrScge1Ih1Q0vlvAGFG,/wp-content/uploads/2024/PvCvPresidentielle24/المنستير/طبلبة
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,قصر هلال,,,,,,,المنستير,,,,,1yDzBQLewypUAUV7f2aJmlDsYDqgicxyl,/wp-content/uploads/2024/PvCvPresidentielle24/المنستير/قصر هلال
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,قصيبة المديوني,,,,,,,المنستير,,,,,1y-2lZVFLYH89axKo2Dxy4zaPNZkYgSyB,/wp-content/uploads/2024/PvCvPresidentielle24/المنستير/قصيبة المديوني
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,البرادعة,,,,,,,المهدية,,,,,1brHalPYkL4dgW4l6yRJdt_b8685-Ne_1,/wp-content/uploads/2024/PvCvPresidentielle24/المهدية/البرادعة
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,الجم,,,,,,,المهدية,,,,,1lKyIj59tGXsbVKvwrOuFWbIvqrxZtHTz,/wp-content/uploads/2024/PvCvPresidentielle24/المهدية/الجم
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,السواسي,,,,,,,المهدية,,,,,1nlBAKuauED7nt6H_oTYpKAjk1Yf9Y3MU,/wp-content/uploads/2024/PvCvPresidentielle24/المهدية/السواسي
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,الشابة,,,,,,,المهدية,,,,,1ihUhqK9vR9fz2zVYU26EFD80tuvvT7H-,/wp-content/uploads/2024/PvCvPresidentielle24/المهدية/الشابة
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,المهدية,,,,,,,المهدية,,,,,1sZYZx1epyQ6eEbmR-WTTkiDMp1NoJ_lQ,/wp-content/uploads/2024/PvCvPresidentielle24/المهدية/المهدية
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,أولاد الشامخ,,,,,,,المهدية,,,,,1MhcuNK0D4Sp6yY4IqMkuCHfHMFGaWYy0,/wp-content/uploads/2024/PvCvPresidentielle24/المهدية/أولاد الشامخ
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,بومرداس,,,,,,,المهدية,,,,,1RhgrhSee_hpXP-JEjS14lTCC3w-hsY3h,/wp-content/uploads/2024/PvCvPresidentielle24/المهدية/بومرداس
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,رجيش,,,,,,,المهدية,,,,,1Ur9jI1igzml_EmxR1H5J78XbVQP-Njrz,/wp-content/uploads/2024/PvCvPresidentielle24/المهدية/رجيش
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,سيدي علوان,,,,,,,المهدية,,,,,1E9Ajv1u9tetjgHn8yRNf6CE0r_kNdHmz,/wp-content/uploads/2024/PvCvPresidentielle24/المهدية/سيدي علوان
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,شربان,,,,,,,المهدية,,,,,1Ii3N2kGAF-o04dPZtxjVzuweq7r-cg2E,/wp-content/uploads/2024/PvCvPresidentielle24/المهدية/شربان
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,قصور الساف,,,,,,,المهدية,,,,,1hFBrDrhoiba2qh4yRonqneadRI4t9Cf3,/wp-content/uploads/2024/PvCvPresidentielle24/المهدية/قصور الساف
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,ملولش,,,,,,,المهدية,,,,,1DzfxEKtbyePOuA4PFxFig0iy70PxjdzX,/wp-content/uploads/2024/PvCvPresidentielle24/المهدية/ملولش
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,هبيرة,,,,,,,المهدية,,,,,1w4_8BwFDKPflxm0AKoMroT32FwdJsynR,/wp-content/uploads/2024/PvCvPresidentielle24/المهدية/هبيرة
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,المنيهلة,,,,,,,أريانة,,,,,1V8K7ZP1pMT0NUyZisba0HtUniQ1Uc1dg,/wp-content/uploads/2024/PvCvPresidentielle24/أريانة/المنيهلة
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,أريانة المدينة,,,,,,,أريانة,,,,,1p4M624RlzXvI1I1VFkzycsuZyrHWiHRp,/wp-content/uploads/2024/PvCvPresidentielle24/أريانة/أريانة المدينة
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,حي التضامن,,,,,,,أريانة,,,,,1FCGPmv4Lwdz5xcWHwj5TUfiLn2Wb70r6,/wp-content/uploads/2024/PvCvPresidentielle24/أريانة/حي التضامن
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,رواد,,,,,,,أريانة,,,,,1mefoFIwkT2oINKxeDJoyxSfi7dviEP5b,/wp-content/uploads/2024/PvCvPresidentielle24/أريانة/رواد
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,سكرة,,,,,,,أريانة,,,,,1m2ZSfP51fPR4vuUWwX4R4Ctt77nmBhdU,/wp-content/uploads/2024/PvCvPresidentielle24/أريانة/سكرة
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,سيدي ثابت,,,,,,,أريانة,,,,,1K1zd4tx7ahxT4kIVB97idQw27GYviHZ_,/wp-content/uploads/2024/PvCvPresidentielle24/أريانة/سيدي ثابت
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,قلعة الأندلس,,,,,,,أريانة,,,,,11WkIkDZBAElikKSsUWtZHx9rSXmj0YWj,/wp-content/uploads/2024/PvCvPresidentielle24/أريانة/قلعة الأندلس
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,باجة الجنوبية,,,,,,,باجة,,,,,1TtFSzF1G7cL82Vxb1c5KD6s75lPqRgjL,/wp-content/uploads/2024/PvCvPresidentielle24/باجة/باجة الجنوبية
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,باجة الشمالية,,,,,,,باجة,,,,,1JN4fc1N9i-9IF4odxCFc7kKFl2hBrmXA,/wp-content/uploads/2024/PvCvPresidentielle24/باجة/باجة الشمالية
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,تبرسق,,,,,,,باجة,,,,,17PFffjP8_yN2I4goBcGuAxPTnpWOR6zE,/wp-content/uploads/2024/PvCvPresidentielle24/باجة/تبرسق
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,تستور,,,,,,,باجة,,,,,1tZetBa7_6S50GK_J0uEJonQGiWlP878m,/wp-content/uploads/2024/PvCvPresidentielle24/باجة/تستور
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,تيبار,,,,,,,باجة,,,,,1QNqhISyys02TxTxNShIxpRBtL5oUPDeM,/wp-content/uploads/2024/PvCvPresidentielle24/باجة/تيبار
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,عمدون,,,,,,,باجة,,,,,1hsGyP5Dr6hRQulUbhIQ90UxBnPQdZ8gn,/wp-content/uploads/2024/PvCvPresidentielle24/باجة/عمدون
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,قبلاط,,,,,,,باجة,,,,,194WonuNuFmV9Vy6kMlA66TaDJ7NspRAt,/wp-content/uploads/2024/PvCvPresidentielle24/باجة/قبلاط
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,مجاز الباب,,,,,,,باجة,,,,,1r-d93pGs5CubDhBgYIA3u7DFq8UtfQW-,/wp-content/uploads/2024/PvCvPresidentielle24/باجة/مجاز الباب
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,نفزة,,,,,,,باجة,,,,,1QMrZs9oiZWnIAcSNHTZ-TJpv4Q_k9haC,/wp-content/uploads/2024/PvCvPresidentielle24/باجة/نفزة
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,بن عروس,,,,,,,بن عروس,,,,,1Q9m6Mgws7PrybO-c67Xeuknbz-ixaJLH,/wp-content/uploads/2024/PvCvPresidentielle24/بن عروس/بن عروس
presidentielle_2024,pv_centre_vote,2024/PvCvPresidentielle24,folder,2,,,,,,العالية,,,,,,,بنزرت,,,,,128O4-mdAwjovQJ5lIA4AroGpAhaa4Dhe,/wp-content/uploads/2024/PvCvPresidentielle24/بنزرت/العالية
