pcode,name,governorate_name,region_name,n_neighbours,island_bridged,region_cluster,region_saied_mean,region_zammel_mean,region_maghzaoui_mean,saied_lisa_class,saied_lisa_i,saied_lisa_p,saied_lisa_sig,saied_gi_z,saied_gi_p,saied_gi_sig,zammel_lisa_class,zammel_lisa_i,zammel_lisa_p,zammel_lisa_sig,zammel_gi_z,zammel_gi_p,zammel_gi_sig,maghzaoui_lisa_class,maghzaoui_lisa_i,maghzaoui_lisa_p,maghzaoui_lisa_sig,maghzaoui_gi_z,maghzaoui_gi_p,maghzaoui_gi_sig
TN155558,El Asfour,Nabeul,North East,5,0,0,95.2446,3.5100,1.2454,ns,0.496083,0.217900,0,1.135132,0.217900,0,ns,0.424807,0.271500,0,-1.004850,0.271500,0,ns,0.265907,0.193400,0,-0.987798,0.193400,0
TN155559,Lezdine,Nabeul,North East,4,0,0,95.2446,3.5100,1.2454,ns,0.446760,0.102300,0,1.438042,0.102300,0,ns,0.377030,0.123300,0,-1.331837,0.123300,0,ns,0.263074,0.145000,0,-1.075425,0.145000,0
TN155651,Tafelloum,Nabeul,North East,4,0,0,95.2446,3.5100,1.2454,ns,0.528364,0.152000,0,1.284876,0.152000,0,ns,0.470275,0.162500,0,-1.239745,0.162500,0,ns,0.247514,0.293200,0,-0.819462,0.293200,0
TN155652,El Mida,Nabeul,North East,7,0,0,95.2446,3.5100,1.2454,ns,0.261555,0.033700,0,2.162638,0.033700,0,ns,0.157041,0.039000,0,-2.072090,0.039000,0,ns,0.288072,0.081500,0,-1.409429,0.081500,0
TN155653,Fartouna,Nabeul,North East,5,0,0,95.2446,3.5100,1.2454,ns,0.438312,0.069100,0,1.684070,0.069100,0,ns,0.424815,0.082900,0,-1.563831,0.082900,0,ns,0.118855,0.104500,0,-1.236123,0.104500,0
TN155654,Oum Dhouil,Nabeul,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.680858,0.065400,0,1.728871,0.065400,0,ns,0.597191,0.076000,0,-1.623013,0.076000,0,ns,0.342872,0.129600,0,-1.263677,0.129600,0
TN155655,Lebna,Nabeul,North East,4,0,0,95.2446,3.5100,1.2454,ns,0.364584,0.183400,0,1.189780,0.183400,0,ns,0.344230,0.238900,0,-1.049793,0.238900,0,ns,0.094638,0.162500,0,-1.067975,0.162500,0
TN155656,Korchine,Nabeul,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.545696,0.086000,0,1.588643,0.086000,0,ns,0.506646,0.091600,0,-1.537026,0.091600,0,ns,0.211973,0.198500,0,-0.977447,0.198500,0
TN155751,Oued El Khatf,Nabeul,North East,7,0,0,95.2446,3.5100,1.2454,ns,0.349866,0.300800,0,0.974661,0.300800,0,ns,0.282861,0.373500,0,-0.831156,0.373500,0,ns,0.231347,0.218900,0,-0.966297,0.218900,0
TN155752,Melloul,Nabeul,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.715242,0.074000,0,1.684920,0.074000,0,ns,0.608265,0.088300,0,-1.575847,0.088300,0,ns,0.406874,0.130100,0,-1.207849,0.130100,0
TN155753,Azmour,Nabeul,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.255382,0.059400,0,1.786840,0.059400,0,ns,0.242497,0.064000,0,-1.721250,0.064000,0,ns,0.087781,0.148200,0,-1.122168,0.148200,0
TN155754,Kelibia Est,Nabeul,North East,3,0,0,95.2446,3.5100,1.2454,ns,-0.025495,0.370100,0,0.834287,0.370100,0,ns,-0.059786,0.418100,0,-0.750425,0.418100,0,ns,0.098713,0.355000,0,-0.717309,0.355000,0
TN155755,Kelibia Ouest,Nabeul,North East,4,0,0,95.2446,3.5100,1.2454,ns,0.032128,0.529700,0,0.589671,0.529700,0,ns,0.013913,0.569700,0,-0.527273,0.569700,0,ns,0.057684,0.514100,0,-0.498195,0.514100,0
TN155851,Hammam El Guezaz,Nabeul,North East,5,0,0,95.2446,3.5100,1.2454,ns,0.231171,0.170800,0,1.256474,0.170800,0,ns,0.189597,0.206700,0,-1.147167,0.206700,0,ns,0.151389,0.189700,0,-0.991359,0.189700,0
TN155852,Dar Allouch,Nabeul,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.401567,0.104400,0,1.516102,0.104400,0,ns,0.396462,0.128800,0,-1.382775,0.128800,0,ns,0.077943,0.126700,0,-1.136652,0.126700,0
TN155853,Harat Ech-Choara,Nabeul,North East,4,0,0,95.2446,3.5100,1.2454,ns,0.419599,0.163000,0,1.251032,0.163000,0,ns,0.413846,0.163900,0,-1.219903,0.163900,0,ns,0.115932,0.339300,0,-0.710461,0.339300,0
TN155854,Ouezdra,Nabeul,North East,2,0,0,95.2446,3.5100,1.2454,ns,0.481257,0.411000,0,0.757965,0.411000,0,ns,0.397379,0.389600,0,-0.770379,0.389600,0,ns,0.247891,0.647500,0,-0.357934,0.647500,0
TN155951,El Haouaria Nord,Nabeul,North East,2,0,0,95.2446,3.5100,1.2454,ns,0.345241,0.198800,0,1.054597,0.198800,0,ns,0.308548,0.187800,0,-1.045869,0.187800,0,ns,0.151229,0.450400,0,-0.588250,0.450400,0
TN155952,El Haouaria Sud,Nabeul,North East,4,0,0,95.2446,3.5100,1.2454,ns,0.505661,0.173700,0,1.207454,0.173700,0,ns,0.462291,0.172300,0,-1.198025,0.172300,0,ns,0.204853,0.409500,0,-0.649637,0.409500,0
TN155954,Saheb El Jebel Sud,Nabeul,North East,5,0,0,95.2446,3.5100,1.2454,ns,0.449994,0.067200,0,1.687972,0.067200,0,ns,0.396567,0.077700,0,-1.579745,0.077700,0,ns,0.222357,0.120700,0,-1.261136,0.120700,0
TN155955,Bou Krim,Nabeul,North East,5,0,0,95.2446,3.5100,1.2454,ns,0.641179,0.065600,0,1.688506,0.065600,0,ns,0.562969,0.073900,0,-1.604463,0.073900,0,ns,0.320846,0.133600,0,-1.140559,0.133600,0
TN155956,Tazaghrane Est,Nabeul,North East,4,0,0,95.2446,3.5100,1.2454,ns,0.643061,0.108300,0,1.452237,0.108300,0,ns,0.584621,0.118200,0,-1.387649,0.118200,0,ns,0.276448,0.203200,0,-0.985700,0.203200,0
TN155957,Tazaghrane Ouest,Nabeul,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.570001,0.064100,0,1.738314,0.064100,0,ns,0.494263,0.077600,0,-1.623333,0.077600,0,ns,0.301515,0.101600,0,-1.274729,0.101600,0
TN155958,Zaouiet El Megaiez,Nabeul,North East,3,0,0,95.2446,3.5100,1.2454,ns,0.438374,0.089900,0,1.438944,0.089900,0,ns,0.401211,0.103100,0,-1.349497,0.103100,0,ns,0.180489,0.151500,0,-1.007528,0.151500,0
TN156051,Oued El Abid,Nabeul,North East,4,0,0,95.2446,3.5100,1.2454,ns,0.442177,0.152800,0,1.265503,0.152800,0,ns,0.385139,0.162300,0,-1.213861,0.162300,0,ns,0.226958,0.271900,0,-0.843721,0.271900,0
TN156052,Bir Ezzit,Nabeul,North East,7,0,0,95.2446,3.5100,1.2454,ns,0.426481,0.079400,0,1.663326,0.079400,0,ns,0.449489,0.089400,0,-1.583790,0.089400,0,ns,0.048161,0.164900,0,-1.096994,0.164900,0
TN156053,El Arima,Nabeul,North East,7,0,0,95.2446,3.5100,1.2454,ns,0.472735,0.053300,0,1.862018,0.053300,0,ns,0.468986,0.058100,0,-1.790355,0.058100,0,ns,0.120688,0.129900,0,-1.197128,0.129900,0
TN156054,Takelsa Nord,Nabeul,North East,4,0,0,95.2446,3.5100,1.2454,ns,0.130552,0.189600,0,1.171249,0.189600,0,ns,0.122028,0.186800,0,-1.160280,0.186800,0,ns,0.048446,0.403100,0,-0.628171,0.403100,0
TN156055,Takelsa Centre,Nabeul,North East,4,0,0,95.2446,3.5100,1.2454,ns,0.231588,0.234500,0,1.070514,0.234500,0,ns,0.224667,0.211300,0,-1.099740,0.211300,0,ns,0.065997,0.578600,0,-0.452094,0.578600,0
TN156151,El Mraissa,Nabeul,North East,7,0,0,95.2446,3.5100,1.2454,ns,0.215065,0.290800,0,1.013881,0.290800,0,ns,0.198944,0.306000,0,-0.973763,0.306000,0,ns,0.084984,0.409800,0,-0.648993,0.409800,0
TN156152,Ech-Cherifet,Nabeul,North East,5,0,0,95.2446,3.5100,1.2454,ns,0.177668,0.598600,0,0.516904,0.598600,0,ns,0.182580,0.587700,0,-0.537425,0.587700,0,ns,0.037255,0.807000,0,-0.199965,0.807000,0
TN156153,Bou Charray,Nabeul,North East,9,0,0,95.2446,3.5100,1.2454,ns,0.181540,0.256200,0,1.070079,0.256200,0,ns,0.185910,0.293500,0,-0.985399,0.293500,0,ns,0.018768,0.304600,0,-0.815372,0.304600,0
TN156154,Soliman,Nabeul,North East,5,0,3,85.6263,11.8057,2.5680,ns,-0.224059,0.486000,0,0.657928,0.486000,0,ns,-0.214752,0.516000,0,-0.614962,0.516000,0,ns,-0.067180,0.548400,0,-0.478364,0.548400,0
TN156155,Soliman Sud,Nabeul,North East,4,0,0,95.2446,3.5100,1.2454,ns,0.115003,0.601600,0,0.502651,0.601600,0,ns,0.115251,0.624200,0,-0.469028,0.624200,0,ns,0.022325,0.644900,0,-0.370357,0.644800,0
TN156251,Damous El Hajja,Nabeul,North East,5,0,0,95.2446,3.5100,1.2454,ns,0.706753,0.063800,0,1.758795,0.063800,0,ns,0.675873,0.061400,0,-1.731652,0.061400,0,ns,0.235032,0.203900,0,-0.937521,0.203900,0
TN156252,Errahma,Nabeul,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.787242,0.039400,0,2.031161,0.039400,0,ns,0.672952,0.042300,0,-1.956627,0.042300,0,ns,0.427328,0.102600,0,-1.268338,0.102600,0
TN156253,Menzel Bou Zelfa Nord,Nabeul,North East,7,0,0,95.2446,3.5100,1.2454,ns,0.488264,0.157300,0,1.326338,0.157300,0,ns,0.418454,0.191800,0,-1.215192,0.191800,0,ns,0.270351,0.184900,0,-1.015433,0.184900,0
TN156254,Menzel Bou Zelfa Sud,Nabeul,North East,5,0,0,95.2446,3.5100,1.2454,ns,0.002183,0.239800,0,1.070403,0.239800,0,ns,-0.016406,0.262300,0,-1.013704,0.262300,0,ns,0.043978,0.344700,0,-0.738544,0.344800,0
TN156255,Menzel Bou Zelfa Ouest,Nabeul,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.229721,0.124800,0,1.433542,0.124800,0,ns,0.217624,0.122800,0,-1.416134,0.122800,0,ns,0.079947,0.312700,0,-0.765306,0.312700,0
TN156351,Beni Khalled Nord,Nabeul,North East,5,0,0,95.2446,3.5100,1.2454,ns,0.166656,0.428600,0,0.746002,0.428600,0,ns,0.143423,0.436600,0,-0.730644,0.436600,0,ns,0.087114,0.572600,0,-0.434469,0.572600,0
TN156352,Beni Khalled Sud (Toumi),Nabeul,North East,10,0,0,95.2446,3.5100,1.2454,ns,0.345358,0.126400,0,1.454611,0.126400,0,ns,0.322386,0.171000,0,-1.278661,0.171000,0,ns,0.096915,0.109200,0,-1.305055,0.109200,0
TN156353,Zaouiet Djedidi,Nabeul,North East,2,0,0,95.2446,3.5100,1.2454,ns,0.222794,0.326000,0,0.871447,0.326000,0,ns,0.188600,0.313500,0,-0.867326,0.313500,0,ns,0.116494,0.541900,0,-0.453454,0.542000,0
TN156354,Kobba El Kebira,Nabeul,North East,4,0,0,95.2446,3.5100,1.2454,ns,0.578500,0.150000,0,1.283262,0.150000,0,ns,0.447341,0.186900,0,-1.158517,0.186900,0,ns,0.455807,0.167700,0,-1.094251,0.167700,0
TN156355,Bir Drassen,Nabeul,North East,8,0,0,95.2446,3.5100,1.2454,ns,0.607840,0.044800,0,1.951488,0.044800,0,ns,0.527529,0.052200,0,-1.848729,0.052200,0,ns,0.318567,0.094000,0,-1.318300,0.094000,0
TN156356,Bni Khaled Echarkya,Nabeul,North East,5,0,0,95.2446,3.5100,1.2454,ns,0.035903,0.123500,0,1.392384,0.123500,0,ns,-0.001163,0.141200,0,-1.301419,0.141200,0,ns,0.096638,0.197800,0,-0.957556,0.197800,0
TN156451,Fondouk Djedid,Nabeul,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.020614,0.904800,0,0.113147,0.904800,0,ns,0.019395,0.893500,0,-0.130524,0.893500,0,ns,-0.002088,0.998800,0,-0.001258,0.998800,0
TN156452,Chammes,Nabeul,North East,5,0,0,95.2446,3.5100,1.2454,ns,0.077365,0.647100,0,0.442970,0.647100,0,ns,0.060268,0.701200,0,-0.368656,0.701200,0,ns,0.056943,0.554200,0,-0.459613,0.554200,0
TN156453,Nianou,Nabeul,North East,5,0,0,95.2446,3.5100,1.2454,ns,0.127485,0.388400,0,0.815699,0.388400,0,ns,0.091002,0.477700,0,-0.678085,0.477700,0,ns,0.128249,0.266500,0,-0.839667,0.266500,0
TN156454,Turki,Nabeul,North East,7,0,0,95.2446,3.5100,1.2454,ns,0.031739,0.476100,0,0.684200,0.476100,0,ns,0.018727,0.521100,0,-0.614399,0.521100,0,ns,0.042580,0.466500,0,-0.567509,0.466500,0
TN156455,Khanguet El Hojjej,Nabeul,North East,9,0,0,95.2446,3.5100,1.2454,ns,0.172743,0.227500,0,1.163269,0.227500,0,ns,0.158031,0.278700,0,-1.031760,0.278700,0,ns,0.061611,0.213400,0,-1.019266,0.213400,0
TN156456,Grombalia Est,Nabeul,North East,6,0,0,95.2446,3.5100,1.2454,ns,-0.198105,0.334500,0,0.906998,0.334500,0,ns,-0.230412,0.349900,0,-0.885937,0.349900,0,ns,0.012120,0.505100,0,-0.536731,0.505100,0
TN156457,Grombalia Ouest,Nabeul,North East,5,0,0,95.2446,3.5100,1.2454,ns,0.021584,0.518500,0,0.619270,0.518500,0,ns,0.009386,0.575300,0,-0.541033,0.575300,0,ns,0.041674,0.476000,0,-0.570441,0.476000,0
TN156458,Djebel Terif,Nabeul,North East,7,0,0,95.2446,3.5100,1.2454,ns,0.614661,0.095000,0,1.564645,0.095000,0,ns,0.506248,0.116800,0,-1.454070,0.116800,0,ns,0.391628,0.145200,0,-1.107235,0.145200,0
TN156459,Ain Tebournouk,Nabeul,North East,7,0,0,95.2446,3.5100,1.2454,ns,0.454051,0.174700,0,1.265896,0.174700,0,ns,0.416537,0.200500,0,-1.183779,0.200500,0,ns,0.184045,0.256200,0,-0.898035,0.256200,0
TN156551,Sidi Dhaher,Nabeul,North East,4,0,0,95.2446,3.5100,1.2454,ns,0.004143,0.456200,0,0.705272,0.456200,0,ns,0.040794,0.535300,0,-0.583615,0.535300,0,ns,-0.151558,0.327600,0,-0.727195,0.327600,0
TN156552,El Machrouha,Nabeul,North East,5,0,0,95.2446,3.5100,1.2454,ns,0.174116,0.214200,0,1.152918,0.214200,0,ns,0.116071,0.239300,0,-1.074843,0.239300,0,ns,0.180374,0.277600,0,-0.842086,0.277600,0
TN156553,Borj Hefaied,Nabeul,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.387429,0.164900,0,1.289446,0.164900,0,ns,0.277050,0.243700,0,-1.078145,0.243700,0,ns,0.388907,0.088000,0,-1.346675,0.088000,0
TN156554,Bou Argoub Nord,Nabeul,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.162561,0.229200,0,1.117534,0.229200,0,ns,0.146609,0.237800,0,-1.092390,0.237800,0,ns,0.071109,0.407200,0,-0.629952,0.407200,0
TN156555,Bou Argoub Sud,Nabeul,North East,5,0,0,95.2446,3.5100,1.2454,ns,0.409069,0.270500,0,1.021141,0.270500,0,ns,0.322163,0.327600,0,-0.901148,0.327600,0,ns,0.308193,0.240500,0,-0.921070,0.240500,0
TN156556,Belli,Nabeul,North East,9,0,0,95.2446,3.5100,1.2454,ns,0.324534,0.076000,0,1.682138,0.076000,0,ns,0.257398,0.100500,0,-1.530249,0.100500,0,ns,0.237010,0.097100,0,-1.339026,0.097100,0
TN156557,El Kharrouba,Nabeul,North East,4,0,0,95.2446,3.5100,1.2454,ns,0.649244,0.092400,0,1.486184,0.092400,0,ns,0.519065,0.095900,0,-1.437793,0.095900,0,ns,0.420093,0.223700,0,-0.912128,0.223700,0
TN156651,Sidi Djedidi,Nabeul,North East,7,0,0,95.2446,3.5100,1.2454,ns,0.354478,0.180400,0,1.265380,0.180400,0,ns,0.279986,0.213900,0,-1.155643,0.213900,0,ns,0.260216,0.210600,0,-0.957496,0.210600,0
TN156652,Latrach,Nabeul,North East,7,0,0,95.2446,3.5100,1.2454,ns,0.275882,0.070600,0,1.716488,0.070600,0,ns,0.281142,0.096900,0,-1.530283,0.096900,0,ns,0.009592,0.066500,0,-1.453901,0.066500,0
TN156653,Bir Bou Regba,Nabeul,North East,7,0,0,95.2446,3.5100,1.2454,ns,0.127120,0.413300,0,0.794351,0.413300,0,ns,0.079038,0.513900,0,-0.632856,0.513900,0,ns,0.178825,0.235400,0,-0.946426,0.235400,0
TN156654,Baraket Es-Sahel,Nabeul,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.030120,0.466800,0,0.695358,0.466800,0,ns,0.017094,0.542600,0,-0.575645,0.542600,0,ns,0.048502,0.357100,0,-0.759636,0.357100,0
TN156655,Hammamet Nord,Nabeul,North East,8,0,0,95.2446,3.5100,1.2454,ns,0.008217,0.457400,0,-0.718569,0.457400,0,ns,0.035442,0.386500,0,0.824716,0.386500,0,ns,-0.001827,0.980900,0,0.016165,0.980900,0
TN156656,Hammamet Est,Nabeul,North East,2,0,0,95.2446,3.5100,1.2454,ns,0.333341,0.526700,0,-0.612229,0.526700,0,ns,0.413691,0.436400,0,0.717639,0.436400,0,ns,-0.008429,0.972400,0,-0.027998,0.972400,0
TN156657,Hammamet Ouest,Nabeul,North East,4,0,0,95.2446,3.5100,1.2454,ns,0.058462,0.868100,0,-0.161970,0.868100,0,ns,0.118120,0.766400,0,0.292670,0.766400,0,ns,-0.033605,0.681500,0,-0.323297,0.681500,0
TN156658,Mrezga,Nabeul,North East,2,0,0,95.2446,3.5100,1.2454,ns,0.451624,0.138200,0,-1.210948,0.138200,0,ns,0.468196,0.111400,0,1.251323,0.111400,0,ns,0.089527,0.532900,0,0.482851,0.532900,0
TN156659,Yasmin Hammamet,Nabeul,North East,4,0,0,95.2446,3.5100,1.2454,ns,0.090276,0.563300,0,0.540218,0.563300,0,ns,0.064991,0.591200,0,-0.499848,0.591200,0,ns,0.081753,0.605500,0,-0.392040,0.605500,0
TN165151,Zaghouan Ville,Zaghouan,North East,3,0,0,95.2446,3.5100,1.2454,ns,0.150899,0.655100,0,-0.431823,0.655100,0,ns,0.155441,0.618400,0,0.470763,0.618400,0,ns,0.022080,0.907200,0,0.090523,0.907200,0
TN165152,Zaghouan Nord,Zaghouan,North East,4,0,0,95.2446,3.5100,1.2454,ns,-0.028359,0.908300,0,0.103209,0.908300,0,ns,-0.004925,0.975200,0,-0.026801,0.975200,0,ns,-0.012102,0.704300,0,-0.311098,0.704300,0
TN165153,Zaghouan Sud,Zaghouan,North East,6,0,0,95.2446,3.5100,1.2454,ns,-0.001437,0.631700,0,0.468447,0.631700,0,ns,-0.025195,0.670100,0,-0.408323,0.670100,0,ns,0.081500,0.586300,0,-0.425290,0.586200,0
TN165154,Bir Halima,Zaghouan,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.437348,0.206400,0,1.185757,0.206400,0,ns,0.380632,0.195500,0,-1.207559,0.195500,0,ns,0.190888,0.506800,0,-0.534785,0.506800,0
TN165155,Mograne,Zaghouan,North East,9,0,0,95.2446,3.5100,1.2454,ns,-0.049019,0.182000,0,1.278082,0.182000,0,ns,0.010185,0.313700,0,-0.963160,0.313700,0,ns,-0.292866,0.046300,0,-1.665665,0.046300,0
TN165156,Jimla,Zaghouan,North East,8,0,0,95.2446,3.5100,1.2454,ns,0.214623,0.504800,0,0.649573,0.504800,0,ns,0.115146,0.651800,0,-0.439865,0.651800,0,ns,0.390388,0.204800,0,-1.004915,0.204800,0
TN165157,El Aitha,Zaghouan,North East,5,0,0,95.2446,3.5100,1.2454,ns,0.369478,0.216500,0,1.150761,0.216500,0,ns,0.281140,0.335400,0,-0.903738,0.335400,0,ns,0.270393,0.074000,0,-1.365840,0.074000,0
TN165158,Oued Erremel,Zaghouan,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.308835,0.136300,0,1.382368,0.136300,0,ns,0.207649,0.190600,0,-1.207744,0.190600,0,ns,0.352568,0.096400,0,-1.242471,0.096400,0
TN165159,Oued Ezzit,Zaghouan,North East,7,0,0,95.2446,3.5100,1.2454,ns,0.379106,0.103800,0,1.519539,0.103800,0,ns,0.316085,0.155000,0,-1.309339,0.155000,0,ns,0.221249,0.068800,0,-1.449471,0.068800,0
TN165251,El Jouf Est,Zaghouan,North East,8,0,0,95.2446,3.5100,1.2454,ns,0.369018,0.192400,0,1.235215,0.192400,0,ns,0.307092,0.249800,0,-1.080196,0.249800,0,ns,0.222216,0.152700,0,-1.110051,0.152700,0
TN165252,El Jouf Ouest,Zaghouan,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.624989,0.049700,0,1.895019,0.049700,0,ns,0.564175,0.062100,0,-1.763231,0.062100,0,ns,0.274544,0.081500,0,-1.405541,0.081500,0
TN165253,Ez-Zeriba Hammam Sud,Zaghouan,North East,5,0,0,95.2446,3.5100,1.2454,ns,0.110049,0.102300,0,1.501810,0.102300,0,ns,0.036121,0.136300,0,-1.336363,0.136300,0,ns,0.237576,0.098900,0,-1.285584,0.098900,0
TN165254,Ez-Zriba Hammam Nord,Zaghouan,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.165502,0.089200,0,1.576761,0.089200,0,ns,0.127510,0.112200,0,-1.448764,0.112200,0,ns,0.129848,0.117900,0,-1.197721,0.117900,0
TN165255,Ez-Zeriba Village,Zaghouan,North East,4,0,0,95.2446,3.5100,1.2454,ns,0.361489,0.287900,0,0.977115,0.287900,0,ns,0.302844,0.379300,0,-0.820422,0.379300,0,ns,0.189129,0.183100,0,-0.991525,0.183100,0
TN165256,Bou Achir,Zaghouan,North East,8,0,0,95.2446,3.5100,1.2454,ns,0.358473,0.177200,0,1.275464,0.177200,0,ns,0.294981,0.260500,0,-1.059640,0.260500,0,ns,0.200687,0.088800,0,-1.432169,0.088800,0
TN165257,Jeradou,Zaghouan,North East,7,0,0,95.2446,3.5100,1.2454,ns,-0.152452,0.049900,0,1.937275,0.049900,0,ns,-0.307101,0.051100,0,-1.894059,0.051100,0,ns,0.261699,0.145500,0,-1.156440,0.145500,0
TN165258,Ain El Batria,Zaghouan,North East,7,0,0,95.2446,3.5100,1.2454,ns,0.309281,0.218600,0,1.155180,0.218600,0,ns,0.233208,0.227300,0,-1.115807,0.227300,0,ns,0.230749,0.369600,0,-0.731846,0.369600,0
TN165351,Bir M'Chergua,Zaghouan,North East,6,0,0,95.2446,3.5100,1.2454,ns,-0.170754,0.067300,0,1.705683,0.067300,0,ns,-0.247039,0.091700,0,-1.524687,0.091700,0,ns,0.213433,0.069400,0,-1.435756,0.069400,0
TN165352,Bir M'Chergua Gare,Zaghouan,North East,5,0,0,95.2446,3.5100,1.2454,ns,0.312751,0.339200,0,0.904091,0.339200,0,ns,0.203509,0.424600,0,-0.751703,0.424600,0,ns,0.395177,0.215200,0,-0.924207,0.215200,0
TN165353,Daleil El Arous,Zaghouan,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.301297,0.169400,0,1.261755,0.169400,0,ns,0.247660,0.169900,0,-1.241299,0.169900,0,ns,0.174161,0.358300,0,-0.706702,0.358300,0
TN165354,Smenja,Zaghouan,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.239620,0.288200,0,0.989280,0.288200,0,ns,0.164396,0.330000,0,-0.905391,0.330000,0,ns,0.243037,0.336000,0,-0.755501,0.336000,0
TN165355,Jebel Oust,Zaghouan,North East,8,0,0,95.2446,3.5100,1.2454,ns,0.428711,0.097000,0,1.563420,0.097000,0,ns,0.331584,0.128600,0,-1.402744,0.128600,0,ns,0.339622,0.107000,0,-1.296085,0.107000,0
TN165356,Ain Essafsaf,Zaghouan,North East,7,0,0,95.2446,3.5100,1.2454,ns,0.585414,0.090600,0,1.589374,0.090600,0,ns,0.447136,0.153500,0,-1.305817,0.153500,0,ns,0.465691,0.042000,0,-1.735439,0.042000,0
TN165357,Boucha,Zaghouan,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.450102,0.111200,0,1.471940,0.111200,0,ns,0.514259,0.135200,0,-1.348793,0.135200,0,ns,-0.092630,0.146500,0,-1.135011,0.146500,0
TN165358,Ain Asker,Zaghouan,North East,5,0,0,95.2446,3.5100,1.2454,ns,0.267360,0.266900,0,1.034920,0.266900,0,ns,0.275612,0.379000,0,-0.819069,0.379000,0,ns,-0.144208,0.114200,0,-1.196581,0.114300,0
TN165451,Banlieu D'El Fahs,Zaghouan,North East,3,0,0,95.2446,3.5100,1.2454,ns,0.177913,0.374200,0,0.811014,0.374200,0,ns,0.158682,0.341200,0,-0.850853,0.341200,0,ns,0.062589,0.717600,0,-0.295205,0.717600,0
TN165452,Jouguar,Zaghouan,North East,7,0,0,95.2446,3.5100,1.2454,ns,0.328583,0.063700,0,1.769598,0.063700,0,ns,0.287593,0.054500,0,-1.820161,0.054500,0,ns,0.134113,0.352100,0,-0.725547,0.352100,0
TN165453,Bir Magra,Zaghouan,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.379177,0.203700,0,1.193896,0.203700,0,ns,0.281758,0.240000,0,-1.101127,0.240000,0,ns,0.323891,0.246100,0,-0.886187,0.246100,0
TN165454,Oum El Abouab,Zaghouan,North East,9,0,0,95.2446,3.5100,1.2454,ns,0.350813,0.065000,0,1.796051,0.065000,0,ns,0.316973,0.076500,0,-1.700705,0.076500,0,ns,0.155162,0.135100,0,-1.176241,0.135100,0
TN165455,Ouled Ezzouabi,Zaghouan,North East,4,0,0,95.2446,3.5100,1.2454,ns,0.609096,0.118600,0,1.380471,0.118600,0,ns,0.410170,0.169900,0,-1.207874,0.169900,0,ns,0.688006,0.095500,0,-1.238411,0.095500,0
TN165456,El Fahs,Zaghouan,North East,5,0,0,95.2446,3.5100,1.2454,ns,0.182675,0.183500,0,1.206785,0.183500,0,ns,0.158276,0.176900,0,-1.198007,0.176900,0,ns,0.088104,0.403600,0,-0.625336,0.403600,0
TN165457,Ed-Droua,Zaghouan,North East,4,0,0,95.2446,3.5100,1.2454,ns,0.194680,0.213100,0,1.117152,0.213100,0,ns,0.233256,0.212300,0,-1.103523,0.212300,0,ns,-0.018246,0.426500,0,-0.601070,0.426500,0
TN165458,El Ghrifet,Zaghouan,North East,11,0,0,95.2446,3.5100,1.2454,ns,0.366979,0.131500,0,1.472506,0.131500,0,ns,0.290599,0.176800,0,-1.296759,0.176800,0,ns,0.271256,0.111700,0,-1.277112,0.111700,0
TN165459,Bent Saidane,Zaghouan,North East,7,0,0,95.2446,3.5100,1.2454,ns,0.273347,0.155100,0,1.329991,0.155100,0,ns,0.286038,0.127300,0,-1.414245,0.127300,0,ns,0.045070,0.626700,0,-0.392447,0.626700,0
TN165460,El Amiem Nord,Zaghouan,North East,5,0,0,95.2446,3.5100,1.2454,ns,0.412732,0.125600,0,1.377051,0.125600,0,ns,0.352807,0.146900,0,-1.287635,0.146900,0,ns,0.230504,0.199200,0,-1.004336,0.199200,0
TN165461,El Amiem Sud,Zaghouan,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.348666,0.116800,0,1.452408,0.116800,0,ns,0.380360,0.135700,0,-1.363821,0.135700,0,ns,-0.005654,0.183800,0,-1.035722,0.183800,0
TN165462,Oued El Khadhra,Zaghouan,North East,7,0,0,95.2446,3.5100,1.2454,ns,0.140744,0.089900,0,1.589806,0.089900,0,ns,0.220982,0.136100,0,-1.379452,0.136100,0,ns,-0.278631,0.065800,0,-1.479926,0.065800,0
