constituency,rank,rank_check,list_name,list_name_source,list_name_ocr,list_name_text_layer,votes,share_pct,share_recomputed,share_decimals,share_check,constituency_valid_votes_lists,share_over,source_pages
نابل 1,33,agree,قائمة الدخلة للعمل والعدالة والتنمية,ocr,قائمة الدخلة للعمل والعدالة والتنمية,قائمة الدخلة للعمل والعدالة والتنمية,261,0.17,0.17,2,agree,147680,150126,60 61
نابل 1,34,agree,قائمة حزب الربادة,ocr,قائمة حزب الربادة,قائمة حزب الريادة,252,0.17,0.17,2,agree,147680,150126,60 61
نابل 1,35,agree,قائمة الشعب يريد,ocr,قائمة الشعب يريد,قائمة الشعب يريد,218,0.15,0.15,2,agree,147680,150126,60 61
نابل 1,36,agree,قائمة الحزب الليبرالي التونسي,ocr,قائمة الحزب الليبرالى التونسى,قائمة الحزب الليبرالي التونسي,205,0.14,0.14,2,agree,147680,150126,60 61
نابل 2,1,agree,قائمة حزب حركة نداء تونس,decision,قائمة حركة نداء تونس,قائمة حركة نداء تونس,60247,50.4,50.4,2,agree,117244,119545,62
نابل 2,2,agree,قائمة حزب حركة النهضة,decision,قائمة حزب حركة الهضة,قائمة حزب حركة النهضة,23478,19.64,19.64,2,agree,117244,119545,62
نابل 2,3,agree,قائمة حزب الاتحاد الوطني الحر,decision,قائمة حزب الاتحاد الوطني الحر,قائمة حزب الاتحاد الوطني الحر,5917,4.95,4.95,2,agree,117244,119545,62
نابل 2,4,agree,قائمة الجبهة الشعبية,decision,قائمة الجيهة الشعبية,قائمة الجبهة الشعبية,4000,3.35,3.35,2,agree,117244,119545,62
نابل 2,5,agree,قائمة حزب التحالف الديمقراطي,decision,قائمة حزب التحالف الديمقراطى,قائمة حزب التحالف الديمقراطي,3725,3.12,3.12,2,agree,117244,119545,62
نابل 2,6,agree,قائمة حزب آفاق تونس,decision,قائمة حزب آفاق تونس,قائمة حزب آفاق تونس,3031,2.54,2.54,2,agree,117244,119545,62
نابل 2,7,agree,قائمة حزب التيار الديمقراطي,decision,قائمة حزب التيار الديمقراص,قائمة حزب التيارالديمقراطي,1824,1.53,1.53,2,agree,117244,119545,62
نابل 2,8,agree,قائمة الحزب الاشتراى,ocr,قائمة الحزب الاشتراى,قائمة الحزب الاشتراكي,1822,1.52,1.52,2,agree,117244,119545,62
نابل 2,9,agree,قائمة حزب المؤتمر من أجل الجمهورية,decision,قائمة حزب المؤتمر من أجل الجمهورية,قائمة حزب المؤتمرمن أجل ر الجمهو ية,1639,1.37,1.37,2,agree,117244,119545,62
نابل 2,10,agree,قائمة الحزب الجمهوري,decision,قائمة الحزب الجمهوري,قائمة الحزب ر الجمهو ي,1522,1.27,1.27,2,agree,117244,119545,62
نابل 2,11,agree,قائمة حركة وفاء,ocr,قائمة حركة وفاء,قائمة حركة وفاء,1189,0.99,0.99,2,agree,117244,119545,62
نابل 2,12,agree,قائمة الاتحاد من أجل تونس,ocr,قائمة الاتحاد من أجل تونس,قائمة الاتحاد من أجل تونس,1186,0.99,0.99,2,agree,117244,119545,62
نابل 2,13,agree,قائمة تيار المحبة,decision,قائمة تيار المحبة,قائمة تياراملحبة,1105,0.92,0.92,2,agree,117244,119545,62
نابل 2,14,agree,قائمة حزب المبادرة,decision,قائمة حزب المبادرة,قائمة حزب ر المباد ة,856,0.72,0.72,2,agree,117244,119545,62
نابل 2,15,agree,قائمة حزب الإصلاح والتنمية,ocr,قائمة حزب الإصلاح والتنمية,قائمة حزب الإصالح والتنمية,589,0.49,0.49,2,agree,117244,119545,62
نابل 2,16,agree,قائمة حزب الغد,ocr,قائمة حزب الغد,قائمة حزب الغد,548,0.46,0.46,2,agree,117244,119545,62
نابل 2,17,agree,قائمة حزب التكتل,ocr,قائمة حزب التكتل,قائمة حزب التكتل,509,0.43,0.43,2,agree,117244,119545,62
نابل 2,18,agree,قائمة التآلف الوحدوي الديمقراض,ocr,قائمة التآلف الوحدوي الديمقراض,قائمة التآلف الوحدوي الديمقراطي,500,0.42,0.42,2,agree,117244,119545,62
نابل 2,19,agree,قائمة حزب جبهة 17 ديسمبر للتنمية,ocr,قائمة حزب جههة 17 ديسمبر للتنمية,قائمة حزب جبهة ديسمبرللتنمية,445,0.37,0.37,2,agree,117244,119545,62
نابل 2,20,agree,قائمة حركة الديمقراطيين الاشتراكيين,ocr,قائمة حركة الديمقراطيين الاشتراكيين,قائمة حركة الديمقراطيين الاشتراكيين,428,0.36,0.36,2,agree,117244,119545,62
نابل 2,21,agree,قائمة حزب حركة الديمقراطيين الاجتماعيين,decision,قائمة حركة الديمقراطيين الاجتماعيين,قائمة حركة الديمقراطيين الاجتماعيين,360,0.3,0.3,2,agree,117244,119545,62
نابل 2,22,agree,قائمة حزب حركة الشعب,decision,قائمة حركة الشعب,قائمة حركة الشعب,359,0.3,0.3,2,agree,117244,119545,62
نابل 2,23,agree,قائمة حزب الخضر,ocr,قائمة حزب الخضر,قائمة حزب الخضر,324,0.27,0.27,2,agree,117244,119545,62
نابل 2,24,agree,قائمة حزب صوت شعب تونس,ocr,قائمة حزب صوت شعب تونس,قائمة حزب صوت شعب تونس,298,0.25,0.25,2,agree,117244,119545,62
نابل 2,25,agree,قائمة شباب الوحدة,ocr,قائمة شباب الوحدة,قائمة شباب الوحدة,242,0.2,0.2,2,agree,117244,119545,62
نابل 2,26,agree,قائمة حزب حركة الجمهورية,ocr,قائمة حزب حركة الجمهورية,قائمة حزب حركة ر الجمهو ية,230,0.19,0.19,2,agree,117244,119545,62
نابل 2,27,agree,قائمة تونس المستقبل,ocr,قائمة تونس المستقبل,قائمة تونس المستقبل,195,0.16,0.16,2,agree,117244,119545,62
نابل 2,28,agree,قائمة حزب العمل التونيسى,ocr,قائمة حزب العمل التونيسى,قائمة حزب العمل التونسي,186,0.16,0.16,2,agree,117244,119545,62
نابل 2,29,agree,قائمة الحزب الليبرالي التونسي,ocr,قائمة الحزب الليبرالى التونسى,قائمة الحزب الليبرالي التونسي,184,0.15,0.15,2,agree,117244,119545,62
نابل 2,30,agree,قائمة حزب الجبهة الوطنية التونسية,ocr,قائمة حزب الجبهة الوطنية التونسية,قائمة حزب الجبهة الوطنية التونسية,176,0.15,0.15,2,agree,117244,119545,62
نابل 2,31,agree,قائمة اتحاد القوى الشبابية,ocr,قائمة اتحاد القوى الشبابية,قائمة اتحاد القوى الشبابية,130,0.11,0.11,2,agree,117244,119545,62
سوسة,1,agree,قائمة حزب حركة نداء تونس,decision,قائمة حركة نداء تونس,قائمة حركة نداء تونس,102604,48.23,48.23,2,agree,209984,212745,63 64
سوسة,2,agree,قائمة حزب حركة النهضة,decision,قائمة حزب حركة الهضة,قائمة حزب حركة النهضة,50820,23.89,23.89,2,agree,209984,212745,63 64
سوسة,3,agree,قائمة حزب آفاق تونس,decision,قائمة حزب آفاق تونس,قائمة حزب آفاق تونس,12360,5.81,5.81,2,agree,209984,212745,63 64
سوسة,4,agree,قائمة حزب المبادرة,decision,قائمة حزب المبادرة,قائمة حزب ر المباد ة,8626,4.05,4.05,2,agree,209984,212745,63 64
سوسة,5,agree,قائمة الجبهة الشعبية,decision,قائمة الجهة الشعبية,قائمة الجبهة الشعبية,5502,2.59,2.59,2,agree,209984,212745,63 64
سوسة,6,agree,قائمة حزب الاتحاد الوطني الحر,decision,قائمة حزب الاتحاد الوطني الحر,قائمة حزب الاتحاد الوطني الحر,4848,2.28,2.28,2,agree,209984,212745,63 64
سوسة,7,agree,قائمة حزب المؤتمر من أجل الجمهورية,decision,قائمة حزب المؤتمر من أجل الجمهورية,قائمة حزب المؤتمرمن أجل ر الجمهو ية,2887,1.36,1.36,2,agree,209984,212745,63 64
سوسة,8,agree,قائمة الحزب الجمهوري,decision,قائمة الحزب الجمهوري,قائمة الحزب ر الجمهو ي,2458,1.16,1.16,2,agree,209984,212745,63 64
سوسة,9,agree,قائمة حزب التيار الديمقراطي,decision,قائمة حزب التيار الديمقراض,قائمة حزب التيارالديمقراطي,2237,1.05,1.05,2,agree,209984,212745,63 64
سوسة,10,agree,قائمة تيار المحبة,decision,قائمة تيار المحبة,قائمة تياراملحبة,2131,1.0,1.0,2,agree,209984,212745,63 64
سوسة,11,agree,قائمة حزب التكتل,ocr,قائمة حزب التكتل,قائمة حزب التكتل,1535,0.72,0.72,2,agree,209984,212745,63 64
سوسة,12,agree,قائمة حزب التحالف الديمقراطي,decision,قائمة حزب التحالف الديمقراطي,قائمة حزب التحالف الديمقراطي,1213,0.57,0.57,2,agree,209984,212745,63 64
سوسة,13,agree,قائمة الحركة الدستورية,ocr,قائمة الحركة الدستورية,قائمة الحركة ر الدستو ية,890,0.42,0.42,2,agree,209984,212745,63 64
سوسة,14,agree,قائمة حزب حركة الشعب,decision,قائمة حركة الشعب,قائمة حركة الشعب,787,0.37,0.37,2,agree,209984,212745,63 64
سوسة,15,agree,قائمة الجبهة الوطنية للإنقاذ,decision,قائمة الجهة الوطنية للإنقاذ,قائمة الجبهة الوطنية لإلنقاذ,691,0.32,0.32,2,agree,209984,212745,63 64
سوسة,16,agree,قائمة حزب العريضة الشعبية,ocr,قائمة حزب العريضة الشعبية,قائمة حزب العريضة الشعبية,650,0.31,0.31,2,agree,209984,212745,63 64
سوسة,17,agree,القائمة البورقيبية,ocr,القائمة البورقيبية,القائمة ر البو قيبية,621,0.29,0.29,2,agree,209984,212745,63 64
سوسة,18,agree,قائمة حركة الإقلاع إلى المستقبل,ocr,قائمة حركة الإقلاع إلى المستقبل,قائمة حركة الإقالع إلى المستقبل,603,0.28,0.28,2,agree,209984,212745,63 64
سوسة,19,agree,قائمة حركة الديمقراطيين الاشتراكيين,ocr,قائمة حركة الديمقراطيين الاشتراكين,قائمة حركة الديمقراطيين الاشتراكين,581,0.27,0.27,2,agree,209984,212745,63 64
سوسة,20,agree,قائمة إرادة الشعب,ocr,قائمة إرادة الشعب,قائمة رإ ادة الشعب,568,0.27,0.27,2,agree,209984,212745,63 64
سوسة,21,agree,قائمة الاتحاد من أجل تونس,ocr,قائمة الاتحاد من أجل تونس,قائمة الاتحاد من أجل تونس,561,0.26,0.26,2,agree,209984,212745,63 64
سوسة,22,agree,قائمة تحيا تونس,ocr,قائمة تحيا تونس,قائمة تحيا تونس,513,0.24,0.24,2,agree,209984,212745,63 64
سوسة,23,agree,قائمة حزب السيادة الشعب,ocr,قائمة حزب السيادة الشعب,قائمة حزب السيادة الشعب,440,0.21,0.21,2,agree,209984,212745,63 64
سوسة,24,agree,قائمة حزب حركة التونسي,ocr,قائمة حزب حركة التونسي,قائمة حزب حركة التونسي,427,0.2,0.2,2,agree,209984,212745,63 64
سوسة,25,agree,قائمة الحزب الاشتراى,ocr,قائمة الحزب الاشتراى,قائمة الحزب الاشتراكي,400,0.19,0.19,2,agree,209984,212745,63 64
سوسة,26,agree,قائمة حزب العمل التونيسى,ocr,قائمة حزب العمل التونيسى,قائمة حزب العمل التونسي,393,0.18,0.18,2,agree,209984,212745,63 64
سوسة,27,agree,قائمة حزب المستقبل,ocr,قائمة حزب المستقبل,قائمة حزب المستقبل,352,0.17,0.17,2,agree,209984,212745,63 64
سوسة,28,agree,قائمة جوهرة,ocr,قائمة جوهرة,قائمة جوهرة,346,0.16,0.16,2,agree,209984,212745,63 64
سوسة,29,agree,قائمة حزب صوت شعب تونس,ocr,قائمة حزب صوت شعب تونس,قائمة حزب صوت شعب تونس,323,0.15,0.15,2,agree,209984,212745,63 64
سوسة,30,agree,قائمة الحركة الديمقراطية للإصلاح والبناء,ocr,قائمة الحركة الديمقراطية للإصلاح والبناء,قائمة الحركة الديمقراطية لإلصالح والبناء,305,0.14,0.14,2,agree,209984,212745,63 64
سوسة,31,agree,قائمة حزب التكتل الشعبى من أجل تونس,ocr,قائمة حزب التكتل الشعبي من أجل تونس,قائمة حزب التكتل الشعبي من أجل تونس,297,0.14,0.14,2,agree,209984,212745,63 64
سوسة,32,agree,قائمة حزب الأمان,ocr,قائمة حزب الأمان,قائمة حزب الأمان,295,0.14,0.14,2,agree,209984,212745,63 64
سوسة,33,agree,قائمة حزب العدل والتنمية,ocr,قائمة حزب العدل والتنمية,قائمة حزب العدل والتنمية,294,0.14,0.14,2,agree,209984,212745,63 64
سوسة,34,agree,قائمة الرافدة,ocr,قائمة الرافدة,قائمة الرافدة,289,0.14,0.14,2,agree,209984,212745,63 64
سوسة,35,agree,قائمة الصباح الجديد لتونس,ocr,قائمة الصباح الجديد لتونس,قائمة الصباح الجديد لتونس,257,0.12,0.12,2,agree,209984,212745,63 64
سوسة,36,agree,قائمة اتحاد القوى الوطنية,ocr,قائمة اتحاد القوى الوطنية,قائمة اتحاد القوى الوطنية,229,0.11,0.11,2,agree,209984,212745,63 64
سوسة,37,agree,قائمة باب الأمل,ocr,قائمة باب الأمل,قائمة باب الأمل,226,0.11,0.11,2,agree,209984,212745,63 64
سوسة,38,agree,قائمة الشعب يريد,ocr,قائمة الشعب يريد,قائمة الشعب يريد,225,0.11,0.11,2,agree,209984,212745,63 64
سوسة,39,agree,قائمة حزب القيم الوطنية,ocr,قائمة حزب القيم الوطنية,قائمة حزب القيم الوطنية,217,0.1,0.1,2,agree,209984,212745,63 64
سوسة,40,agree,قائمة الائتلاف المستقل لحركة نور تونس,ocr,قائمة الائتلاف المستقل لحركة نور تونس,قائمة الائتلاف المستقل لحركة نور تونس,212,0.1,0.1,2,agree,209984,212745,63 64
سوسة,41,agree,قائمة الحزب الليبرالي التونسي,ocr,قائمة الحزب الليبرالى التونبى,قائمة الحزب الليبرالي التونسي,185,0.09,0.09,2,agree,209984,212745,63 64
سوسة,42,agree,قائمة حضر موت,ocr,قائمة حضر موت,قائمة حضرموت,180,0.08,0.08,2,agree,209984,212745,63 64
سوسة,43,agree,قائمة اتحاد الشباب الديمقراطى التونسى,ocr,قائمة اتحاد الشباب الديمقراطى التونسى,قائمة اتحاد الشباب الديمقراطي التونسي,142,0.07,0.07,2,agree,209984,212745,63 64
سوسة,44,agree,قائمة حركة الربيع العربى,ocr,قائمة حركة الربيع العربى,قائمة حركة الربيع العربي,137,0.06,0.06,2,agree,209984,212745,63 64
سوسة,45,agree,قائمة الأديب للتنمية والعدالة,ocr,قائمة الأديب للتنمية والعدالة,قائمة الأديب للتنمية والعدالة,127,0.06,0.06,2,agree,209984,212745,63 64
المنستير,1,agree,قائمة حزب حركة نداء تونس,decision,قائمة حركة نداء تونس,قائمة حركة نداء تونس,104221,56.18,56.18,2,agree,183345,185502,65 66
المنستير,2,agree,قائمة حزب حركة النهضة,decision,قائمة حزب حركة الهضة,قائمة حزب حركة النهضة,37815,20.39,20.39,2,agree,183345,185502,65 66
المنستير,3,agree,قائمة حزب آفاق تونس,decision,قائمة حزب آفاق تونس,قائمة حزب آفاق تونس,6292,3.39,3.39,2,agree,183345,185502,65 66
المنستير,4,agree,قائمة الجبهة الشعبية,decision,قائمة الجيهة عبيةالش,قائمة الجبهة الشعبية,5073,2.73,2.73,2,agree,183345,185502,65 66
المنستير,5,agree,قائمة حزب المبادرة,decision,قائمة حزب المبادرة,قائمة حزب ر المباد ة,5007,2.7,2.7,2,agree,183345,185502,65 66
المنستير,6,agree,قائمة حزب الاتحاد الوطني الحر,decision,قائمة الاتحاد الوطني الحر,قائمة الاتحاد الوطني الحر,3164,1.71,1.71,2,agree,183345,185502,65 66
المنستير,7,agree,قائمة حزب التيار الديمقراطي,decision,قائمة حزب التيار الديمقراطض,قائمة حزب التيارالديمقراطي,2353,1.27,1.27,2,agree,183345,185502,65 66
المنستير,8,agree,قائمة حزب التحالف الديمقراطي,decision,قائمة حزب التحالف الديمقراضص,قائمة حزب التحالف الديمقراطي,2021,1.09,1.09,2,agree,183345,185502,65 66
المنستير,9,agree,قائمة الحزب الجمهوري,decision,قائمة الحزب الجمبورى,قائمة الحزب ر الجمهو ي,2013,1.09,1.09,2,agree,183345,185502,65 66
المنستير,10,agree,قائمة تيار المحبة,decision,قائمة تيار ةالمحب,قائمة تياراملحبة,1606,0.87,0.87,2,agree,183345,185502,65 66
المنستير,11,agree,قائمة حزب المؤتمر من أجل الجمهورية,decision,قائمة حزب المؤتمر من أجل الجمهورية,قائمة حزب المؤتمرمن أجل ر الجمهو ية,1444,0.78,0.78,2,agree,183345,185502,65 66
المنستير,12,agree,قائمة الاتحاد من أجل تونس,ocr,قائمة الاتحاد من أجل تونس,قائمة الاتحاد من أجل تونس,1227,0.66,0.66,2,agree,183345,185502,65 66
المنستير,13,agree,قائمة حركة عبالش,ocr,قائمة حركة عبالش,قائمة حركة الشعب,1167,0.63,0.63,2,agree,183345,185502,65 66
المنستير,14,agree,قائمة حركة وفاء,ocr,قائمة حركة وفاء,قائمة حركة وفاء,1148,0.62,0.62,2,agree,183345,185502,65 66
المنستير,15,agree,قائمة تصحيح المسار,ocr,قائمة تصحيح المسار,قائمة تصحيح المسار,1073,0.58,0.58,2,agree,183345,185502,65 66
المنستير,16,agree,قائمة الحركة الدستورية,ocr,قائمة الحركة الدستورية,قائمة الحركة ر الدستو ية,786,0.42,0.42,2,agree,183345,185502,65 66
المنستير,17,agree,قائمة حزب التكتل,ocr,قائمة حزب التكتل,قائمة حزب التكتل,743,0.4,0.4,2,agree,183345,185502,65 66
المنستير,18,agree,قائمة شمس ةالمحب,ocr,قائمة شمس ةالمحب,قائمة شمس المحبة,485,0.26,0.26,2,agree,183345,185502,65 66
المنستير,19,agree,قائمة شهداء تونس,ocr,قائمة شهداء تونس,قائمة شهداء تونس,448,0.24,0.24,2,agree,183345,185502,65 66
المنستير,20,agree,قائمة حركة الوحدة الشعبية,ocr,قائمة حركة الوحدة الشعبية,قائمة حركة الوحدة الشعبية,447,0.24,0.24,2,agree,183345,185502,65 66
المنستير,21,agree,قائمة الحزب الإسلامي التونبى,ocr,قائمة الحزب الإسلامى التونسى,قائمة الحزب الإسالمي التونسي,428,0.23,0.23,2,agree,183345,185502,65 66
المنستير,22,agree,قائمة الحركة الديمقراطية للإصلاح والبناء,ocr,قائمة الحركة الديمقراطية للاصلاح و البناء,قائمة الحركة الديمقراطية للإصلاح والبناء,426,0.23,0.23,2,agree,183345,185502,65 66
المنستير,23,agree,قائمة الانفتاح و الوفاء,ocr,قائمة الانفتاح و الوفاء,قائمة الانفتاح والوفاء,392,0.21,0.21,2,agree,183345,185502,65 66
المنستير,24,agree,قائمة حزب زرقاء اليمامة,ocr,قائمة حزب زرقاء اليمامة,قائمة حزب رز قاء اليمامة,374,0.2,0.2,2,agree,183345,185502,65 66
المنستير,25,agree,قائمة حزب العدالة والتنمية,ocr,قائمة حزب العدالة والتنمية,قائمة حزب العدالة والتنمية,344,0.19,0.19,2,agree,183345,185502,65 66
المنستير,26,agree,قائمة حزب المصالحة,ocr,قائمة حزب المصالحة,قائمة حزب المصالحة,340,0.18,0.18,2,agree,183345,185502,65 66
المنستير,27,agree,قائمة الحزب الاشتراى,ocr,قائمة الحزب الاشتراى,قائمة الحزب الاشتراكي,324,0.17,0.17,2,agree,183345,185502,65 66
المنستير,28,agree,قائمة حزب صوت شعب تونس,ocr,قائمة حزب صوت شعب تونس,قائمة حزب صوت شعب تونس,301,0.16,0.16,2,agree,183345,185502,65 66
المنستير,29,agree,قائمة الائتلاف المستقل لحركة نور تونس,ocr,قائمة الائتلاف المستقل لحركة نور تونس,قائمة الائتلاف المستقل لحركة نور تونس,290,0.16,0.16,2,agree,183345,185502,65 66
المنستير,30,agree,قائمة التقارب,ocr,قائمة التقارب,قائمة ر التقا ب,286,0.15,0.15,2,agree,183345,185502,65 66
المنستير,31,agree,قائمة الشعب يريد,ocr,قائمة الشعب يريد,قائمة الشعب يريد,283,0.15,0.15,2,agree,183345,185502,65 66
المنستير,32,agree,قائمة دولة الحق,ocr,قائمة دولة الحق,قائمة دولة الحق,253,0.14,0.14,2,agree,183345,185502,65 66
المنستير,33,agree,قائمة حزب اللقاء الدستورى,ocr,قائمة حزب اللقاء الدستورى,قائمة حزب اللقاء ال ر دستو ي,243,0.13,0.13,2,agree,183345,185502,65 66
المنستير,34,agree,قائمة حركة الديمقراطيين الاشتراكيين,ocr,قائمة حركة الديمقراطيين الاشتراكيين,قائمة حركة الديمقراطيين الاشتراكيين,194,0.1,0.1,2,agree,183345,185502,65 66
المنستير,35,agree,قائمة حزب الأمان,ocr,قائمة حزب الأمان,قائمة حزب الأمان,184,0.1,0.1,2,agree,183345,185502,65 66
المنستير,36,agree,قائمة الحراك الاجتماءي,ocr,قائمة الحراك الاجتماءي,قائمة الحراك الاجتماعي,150,0.08,0.08,2,agree,183345,185502,65 66
المهدية,1,agree,قائمة حزب حركة نداء تونس,decision,قائمة حركة نداء تونس,قائمة حركة نداء تونس,50448,44.55,44.55,2,agree,110757,113251,67
المهدية,2,agree,قائمة حزب حركة النهضة,decision,قائمة حزب حركة الهضة,قائمة حزب حركة النهضة,24865,21.96,21.96,2,agree,110757,113251,67
المهدية,3,agree,قائمة حزب آفاق تونس,decision,قائمة حزب آفاق تونس,قائمة حزب آفاق تونس,10915,9.64,9.64,2,agree,110757,113251,67
المهدية,4,agree,قائمة الجبهة الشعبية,decision,قائمة الجهة الشعبية,قائمة الجبهة الشعبية,3215,2.84,2.84,2,agree,110757,113251,67
المهدية,5,agree,قائمة حزب الاتحاد الوطني الحر,decision,قائمة حزب الاتحاد الوطني الحر,قائمة حزب الاتحاد الوطني الحر,2747,2.43,2.43,2,agree,110757,113251,67
المهدية,6,agree,قائمة الحزب الجمهوري,decision,قائمة الحزب الجمبورى,قائمة الحزب ر الجمهو ي,2151,1.9,1.9,2,agree,110757,113251,67
المهدية,7,agree,قائمة حزب المبادرة,decision,قائمة حزب المبادرة,قائمة حزب ر المباد ة,1620,1.43,1.43,2,agree,110757,113251,67
المهدية,8,agree,قائمة حزب المؤتمر من أجل الجمهورية,decision,قائمة حزب المؤتمرمن أجل الجمهورية,قائمة حزب المؤتمرمن أجل ر الجمهو ية,1342,1.18,1.18,2,agree,110757,113251,67
المهدية,9,agree,قائمة حزب التيار الديمقراطي,decision,قائمة حزب التيار الديمقراطى,قائمة حزب التيارالديمقراطي,1259,1.11,1.11,2,agree,110757,113251,67
المهدية,10,agree,قائمة حركة وفاء,ocr,قائمة حركة وفاء,قائمة حركة وفاء,1257,1.11,1.11,2,agree,110757,113251,67
المهدية,11,agree,قائمة الحركة الدستورية,ocr,قائمة الحركة الدستورية,قائمة الحركة ر الدستو ية,1250,1.1,1.1,2,agree,110757,113251,67
المهدية,12,agree,قائمة تيار المحبة,decision,قائمة تيار المحبة,قائمة تياراملحبة,1118,0.99,0.99,2,agree,110757,113251,67
المهدية,13,agree,قائمة الفلاح,ocr,قائمة الفلاح,قائمة الفالح,1060,0.94,0.94,2,agree,110757,113251,67
المهدية,14,agree,قائمة حزب التحالف الديمقراطي,decision,قائمة حزب التحالف الديمقراطي,قائمة حزب التحالف الديمقراطي,811,0.72,0.72,2,agree,110757,113251,67
المهدية,15,agree,قائمة الاتحاد من أجل تونس,ocr,قائمة الاتحاد من أجل تونس,قائمة الاتحاد من أجل تونس,770,0.68,0.68,2,agree,110757,113251,67
المهدية,16,agree,قائمة الرفاهة (حزب الرفاه التونبي),ocr,قائمة الرفاهة (حزب الرفاه التونبي),قائمة (الرفاهة حزب الرفاه (التونسي,651,0.57,0.57,2,agree,110757,113251,67
المهدية,17,agree,قائمة الشعب يريد,text-layer,,قائمة الشعب يريد,536,0.47,0.47,2,agree,110757,113251,67
المهدية,18,agree,قائمة الإصلاح والمواطنة,ocr,قائمة الإصلاح والمواطنة,قائمة الإصالح واملواطنة,533,0.47,0.47,2,agree,110757,113251,67
المهدية,19,agree,قائمة حزب المجد,ocr,قائمة حزب المجد,قائمة حزب المجد,513,0.45,0.45,2,agree,110757,113251,67
المهدية,20,agree,قائمة حركة التونسي,ocr,قائمة حركة التونسى,قائمة حركة التونسي,405,0.36,0.36,2,agree,110757,113251,67
المهدية,21,agree,قائمة حزب صوت شعب تونس,ocr,قائمة حزب صوت شعب تونس,قائمة حزب صوت شعب تونس,398,0.35,0.35,2,agree,110757,113251,67
المهدية,22,agree,قائمة التطلع,ocr,قائمة التطلع,قائمة التطلع,397,0.35,0.35,2,agree,110757,113251,67
المهدية,23,agree,قائمة نضال كريم,ocr,قائمة نضال كريم,قائمة نضال كريم,364,0.32,0.32,2,agree,110757,113251,67
المهدية,24,agree,قائمة تيارصوت الشعب الحر,ocr,قائمة تيارصوت الشعب الحر,قائمة تيارصوت الشعب الحر,349,0.31,0.31,2,agree,110757,113251,67
المهدية,25,agree,قائمة العزة لتونس,ocr,قائمة العزة لتونس,قائمة العزة لتونس,327,0.29,0.29,2,agree,110757,113251,67
المهدية,26,agree,قائمة حزب الأمان,ocr,قائمة حزب الأمان,قائمة حزب الأمان,256,0.23,0.23,2,agree,110757,113251,67
المهدية,27,agree,قائمة الحزب الديمقراطي للعدالة والرخاء,ocr,قائمة الحزب الديمقراطي للعدالة والرخاء,قائمة الحزب الديمقراطي للعدالة والرخاء,251,0.22,0.22,2,agree,110757,113251,67
المهدية,28,agree,قائمة العزم والإرادة والعمل,ocr,قائمة العزم والإرادة والعمل,قائمة العزم ر الإادةو والعمل,248,0.22,0.22,2,agree,110757,113251,67
المهدية,29,agree,قائمة العدالة والتنمية,ocr,قائمة العدالة والتنمية,قائمة العدالة والتنمية,246,0.22,0.22,2,agree,110757,113251,67
المهدية,30,agree,قائمة الإنقاذ,ocr,قائمة الإنقاذ,قائمة الإنقاذ,244,0.22,0.22,2,agree,110757,113251,67
المهدية,31,agree,قائمة الشباب الديمقراطى,ocr,قائمة الشباب الديمقراطى,قائمة الشباب الديمقراطي,211,0.19,0.19,2,agree,110757,113251,67
القصرين,1,agree,قائمة حزب حركة نداء تونس,decision,قائمة حركة نداء تونس,قائمة حركة نداء تونس,28362,26.54,26.54,2,agree,104193,106849,68 69 70
القصرين,2,agree,قائمة حزب حركة النهضة,decision,قائمة حزب حركة الهضة,قائمة حزب حركة النهضة,23650,22.13,22.13,2,agree,104193,106849,68 69 70
القصرين,3,agree,قائمة الجبهة الشعبية,decision,قائمة الجهة الشعبية,قائمة الجبهة الشعبية,4591,4.3,4.3,2,agree,104193,106849,68 69 70
القصرين,4,agree,قائمة حزب الاتحاد الوطني الحر,decision,قائمة حزب الاتحاد الوطني الحر,قائمة حزب الاتحاد الوطني الحر,3441,3.22,3.22,2,agree,104193,106849,68 69 70
القصرين,5,agree,قائمة حزب المؤتمر من أجل الجمهورية,decision,قائمة حزب المؤتمرمن أجل الجمهورية,قائمة حزب المؤتمرمن أجل ر الجمهو ية,2938,2.75,2.75,2,agree,104193,106849,68 69 70
القصرين,6,agree,قائمة حزب التكتل,ocr,قائمة حزب التكتل,قائمة حزب التكتل,2180,2.04,2.04,2,agree,104193,106849,68 69 70
القصرين,7,agree,قائمة تيار المحبة,decision,قائمة تيار المحبة,قائمة تياراملحبة,1771,1.66,1.66,2,agree,104193,106849,68 69 70
القصرين,8,agree,قائمة حزب حركة الشعب,decision,قائمة حركة الشعب,قائمة حركة الشعب,1737,1.63,1.63,2,agree,104193,106849,68 69 70
القصرين,9,agree,قائمة حزب المبادرة,decision,قائمة حزب المبادرة,قائمة حزب ر المباد ة,1390,1.3,1.3,2,agree,104193,106849,68 69 70
القصرين,10,agree,قائمة الحزب الجمهوري,decision,قائمة الحزب الجمهورى,قائمة الحزب ر الجمهو ي,1384,1.3,1.3,2,agree,104193,106849,68 69 70
القصرين,11,agree,قائمة الوصية,ocr,قائمة الوصية,قائمة الوصية,1237,1.16,1.16,2,agree,104193,106849,68 69 70
القصرين,12,agree,قائمة حزب حركة الديمقراطيين الاجتماعيين,decision,قائمة حركة الديمقراطيين الاجتماعيين,قائمة حركة الديمقراطيين الاجتماعيين,1155,1.08,1.08,2,agree,104193,106849,68 69 70
