bureau_code,isie_code,governorate_ar,delegation_ar,sector_ar,polling_centre_ar,governorate_name,delegation_name,region_name,id_delegation,adm3_pcode,imada_name_ar,imada_name,adm4_pcode,imada_match_score,imada_match_method,registered,voters,valid,blank,spoilt,votes_certified,complete,saied,saied_share_pct,saied_margin_pp,zammel,zammel_share_pct,zammel_margin_pp,maghzaoui,maghzaoui_share_pct,maghzaoui_margin_pp,candidate_sum,winner,runner_up,margin_pp,turnout_basis,turnout_pct
05030810402,0503,جندوبة,جندوبة,النور,م إبتدائية بلحسن الدريسي - النور,Jendouba,Jendouba Sud,North West,2251,TN2251,النور,En-Nour,TN225153,1.0000,scoped,1220,392,377,4,11,1,1,350,92.8382,88.5942,16,4.2440,-88.5942,11,2.9178,-89.9204,377,saied,zammel,88.5942,1,32.1311
05030910101,0503,جندوبة,جندوبة,جندوبة الجنوبية,م إبتدائية الفائز - جندوبة الجنوبية,Jendouba,Jendouba Sud,North West,2251,TN2251,جندوبة الجنوبية,Jendouba Sud,TN225152,1.0000,scoped,,398,381,6,11,1,1,335,87.9265,77.1654,41,10.7612,-77.1654,5,1.3123,-86.6142,381,saied,zammel,77.1654,,
05030910102,0503,جندوبة,جندوبة,جندوبة الجنوبية,م إبتدائية الفائز - جندوبة الجنوبية,Jendouba,Jendouba Sud,North West,2251,TN2251,جندوبة الجنوبية,Jendouba Sud,TN225152,1.0000,scoped,1030,317,302,7,8,1,1,274,90.7285,82.4503,25,8.2781,-82.4503,3,0.9934,-89.7351,302,saied,zammel,82.4503,1,30.7767
05030910103,0503,جندوبة,جندوبة,جندوبة الجنوبية,م إبتدائية الفائز - جندوبة الجنوبية,Jendouba,Jendouba Sud,North West,2251,TN2251,جندوبة الجنوبية,Jendouba Sud,TN225152,1.0000,scoped,1028,269,256,6,7,1,1,232,90.6250,82.0312,22,8.5938,-82.0312,2,0.7812,-89.8438,256,saied,zammel,82.0312,1,26.1673
05030910201,0503,جندوبة,جندوبة,جندوبة الجنوبية,م إبتدائية ساحة الشهداء - جندوبة الجنوبية,Jendouba,Jendouba Sud,North West,2251,TN2251,جندوبة الجنوبية,Jendouba Sud,TN225152,1.0000,scoped,1026,304,297,3,4,1,1,276,92.9293,88.2155,14,4.7138,-88.2155,7,2.3569,-90.5724,297,saied,zammel,88.2155,1,29.6296
05030910202,0503,جندوبة,جندوبة,جندوبة الجنوبية,م إبتدائية ساحة الشهداء - جندوبة الجنوبية,Jendouba,Jendouba Sud,North West,2251,TN2251,جندوبة الجنوبية,Jendouba Sud,TN225152,1.0000,scoped,1026,227,216,5,6,1,1,192,88.8889,80.5556,18,8.3333,-80.5556,6,2.7778,-86.1111,216,saied,zammel,80.5556,1,22.1248
05030910203,0503,جندوبة,جندوبة,جندوبة الجنوبية,م إبتدائية ساحة الشهداء - جندوبة الجنوبية,Jendouba,Jendouba Sud,North West,2251,TN2251,جندوبة الجنوبية,Jendouba Sud,TN225152,1.0000,scoped,1026,171,166,3,2,1,1,157,94.5783,89.7590,8,4.8193,-89.7590,1,0.6024,-93.9759,166,saied,zammel,89.7590,1,16.6667
05030910301,0503,جندوبة,جندوبة,جندوبة الجنوبية,م إبتدائية شارع الطيب المهيري- جندوبة الجنوبية,Jendouba,Jendouba Sud,North West,2251,TN2251,جندوبة الجنوبية,Jendouba Sud,TN225152,1.0000,scoped,987,136,134,1,1,1,1,114,85.0746,72.3881,17,12.6866,-72.3881,3,2.2388,-82.8358,134,saied,zammel,72.3881,1,13.7791
05030910401,0503,جندوبة,جندوبة,جندوبة الجنوبية,م إبتدائية شارع بورقيبة- جندوبة الجنوبية,Jendouba,Jendouba Sud,North West,2251,TN2251,جندوبة الجنوبية,Jendouba Sud,TN225152,1.0000,scoped,1092,437,418,6,13,1,1,367,87.7990,78.7081,38,9.0909,-78.7081,13,3.1100,-84.6890,418,saied,zammel,78.7081,1,40.0183
05030910402,0503,جندوبة,جندوبة,جندوبة الجنوبية,م إبتدائية شارع بورقيبة- جندوبة الجنوبية,Jendouba,Jendouba Sud,North West,2251,TN2251,جندوبة الجنوبية,Jendouba Sud,TN225152,1.0000,scoped,,,370,1,10,1,1,316,85.4054,73.5135,44,11.8919,-73.5135,10,2.7027,-82.7027,370,saied,zammel,73.5135,,
05030910403,0503,جندوبة,جندوبة,جندوبة الجنوبية,م إبتدائية شارع بورقيبة- جندوبة الجنوبية,Jendouba,Jendouba Sud,North West,2251,TN2251,جندوبة الجنوبية,Jendouba Sud,TN225152,1.0000,scoped,1092,274,267,2,5,1,1,228,85.3933,73.0337,33,12.3596,-73.0337,6,2.2472,-83.1461,267,saied,zammel,73.0337,1,25.0916
05030910404,0503,جندوبة,جندوبة,جندوبة الجنوبية,م إبتدائية شارع بورقيبة- جندوبة الجنوبية,Jendouba,Jendouba Sud,North West,2251,TN2251,جندوبة الجنوبية,Jendouba Sud,TN225152,1.0000,scoped,1089,268,259,3,6,1,1,218,84.1699,70.6564,35,13.5135,-70.6564,6,2.3166,-81.8533,259,saied,zammel,70.6564,1,24.6097
05030910501,0503,جندوبة,جندوبة,جندوبة الجنوبية,م إبتدائية نهج ابن خلدون- جندوبة الجنوبية,Jendouba,Jendouba Sud,North West,2251,TN2251,جندوبة الجنوبية,Jendouba Sud,TN225152,1.0000,scoped,,143,142,0,1,1,1,126,88.7324,77.4648,16,11.2676,-77.4648,0,0.0000,-88.7324,142,saied,zammel,77.4648,,
05031010101,0503,جندوبة,جندوبة,سوق السبت,م إبتدائية سوق السبت- سوق السبت,Jendouba,Jendouba Sud,North West,2251,TN2251,سوق السبت,Souk Es-Sebt,TN225157,1.0000,scoped,1016,325,311,1,13,1,1,298,95.8199,92.9260,4,1.2862,-94.5338,9,2.8939,-92.9260,311,saied,maghzaoui,92.9260,1,31.9882
05031010102,0503,جندوبة,جندوبة,سوق السبت,م إبتدائية سوق السبت- سوق السبت,Jendouba,Jendouba Sud,North West,2251,TN2251,سوق السبت,Souk Es-Sebt,TN225157,1.0000,scoped,1016,197,180,1,16,1,1,174,96.6667,94.4444,4,2.2222,-94.4444,2,1.1111,-95.5556,180,saied,zammel,94.4444,1,19.3898
05031010103,0503,جندوبة,جندوبة,سوق السبت,م إبتدائية سوق السبت- سوق السبت,Jendouba,Jendouba Sud,North West,2251,TN2251,سوق السبت,Souk Es-Sebt,TN225157,1.0000,scoped,1016,208,200,2,6,1,1,193,96.5000,94.5000,4,2.0000,-94.5000,3,1.5000,-95.0000,200,saied,zammel,94.5000,1,20.4724
05031010104,0503,جندوبة,جندوبة,سوق السبت,م إبتدائية سوق السبت- سوق السبت,Jendouba,Jendouba Sud,North West,2251,TN2251,سوق السبت,Souk Es-Sebt,TN225157,1.0000,scoped,,,118,,,1,1,114,96.6102,94.9153,2,1.6949,-94.9153,2,1.6949,-94.9153,118,saied,maghzaoui,94.9153,,
05031110101,0503,جندوبة,جندوبة,عين كريمة,م إبتدائية سيدي الهميسي - عين الكريمة,Jendouba,Jendouba Sud,North West,2251,TN2251,عين الكريمة,Ain Karima,TN225159,0.8889,scoped,843,367,353,2,12,1,1,345,97.7337,96.3173,5,1.4164,-96.3173,3,0.8499,-96.8839,353,saied,zammel,96.3173,1,43.5350
05031110201,0503,جندوبة,جندوبة,عين كريمة,م إبتدائية عين الكريمة-عين الكريمة,Jendouba,Jendouba Sud,North West,2251,TN2251,عين الكريمة,Ain Karima,TN225159,0.8889,scoped,,222,213,1,8,1,1,207,97.1831,95.3052,2,0.9390,-96.2441,4,1.8779,-95.3052,213,saied,maghzaoui,95.3052,,
05031210101,0503,جندوبة,جندوبة,معلة,م إبتدائية معلى-معلة,Jendouba,Jendouba Sud,North West,2251,TN2251,معلة,Maalla,TN225160,1.0000,scoped,774,215,199,6,10,1,1,197,98.9950,97.9899,2,1.0050,-97.9899,0,0.0000,-98.9950,199,saied,zammel,97.9899,1,27.7778
050401010201,0504,جندوبة,جندوبة الشمالية,الخضراء,م إبتدائية الشهيد كريم حامدي-الخضراء,Jendouba,Jendouba Nord,North West,2252,TN2252,الخضراء,El Khadhra,TN225254,1.0000,scoped,795,265,248,0,17,1,1,244,98.3871,97.1774,3,1.2097,-97.1774,1,0.4032,-97.9839,248,saied,zammel,97.1774,1,33.3333
05040110101,0504,جندوبة,جندوبة الشمالية,الخضراء,م إبتدائية الزوبيا - الخضراء,Jendouba,Jendouba Nord,North West,2252,TN2252,الخضراء,El Khadhra,TN225254,1.0000,scoped,770,229,219,2,8,1,1,213,97.2603,95.8904,3,1.3699,-95.8904,3,1.3699,-95.8904,219,saied,maghzaoui,95.8904,1,29.7403
05040110202,0504,جندوبة,جندوبة الشمالية,الخضراء,م إبتدائية الشهيد كريم حامدي-الخضراء,Jendouba,Jendouba Nord,North West,2252,TN2252,الخضراء,El Khadhra,TN225254,1.0000,scoped,795,170,164,2,4,1,1,163,99.3902,98.7805,0,0.0000,-99.3902,1,0.6098,-98.7805,164,saied,maghzaoui,98.7805,1,21.3836
05040210101,0504,جندوبة,جندوبة الشمالية,الدير,م إبتدائية أحواض القرع - الدير,Jendouba,Jendouba Nord,North West,2252,TN2252,الدير,Ed-Dir,TN225259,1.0000,scoped,373,64,61,0,3,1,1,61,100.0000,100.0000,0,0.0000,-100.0000,0,0.0000,-100.0000,61,saied,maghzaoui,100.0000,1,17.1582
05040210201,0504,جندوبة,جندوبة الشمالية,الدير,م إبتدائية علي الجندلي - الدير,Jendouba,Jendouba Nord,North West,2252,TN2252,الدير,Ed-Dir,TN225259,1.0000,scoped,,,,,,0,,,,,,,,,,,,,,,,
05040210301,0504,جندوبة,جندوبة الشمالية,الدير,م إبتدائية عين الزانة - الدير,Jendouba,Jendouba Nord,North West,2252,TN2252,الدير,Ed-Dir,TN225259,1.0000,scoped,462,101,87,1,13,1,1,87,100.0000,100.0000,0,0.0000,-100.0000,0,0.0000,-100.0000,87,saied,maghzaoui,100.0000,1,21.8615
05040310101,0504,جندوبة,جندوبة الشمالية,الزهور,م إبتدائية بن بشير - الزهور,Jendouba,Jendouba Nord,North West,2252,TN2252,الزهور,Ezzouhour,TN225253,1.0000,scoped,,325,305,2,18,1,1,293,96.0656,93.4426,8,2.6230,-93.4426,4,1.3115,-94.7541,305,saied,zammel,93.4426,,
05040310102,0504,جندوبة,جندوبة الشمالية,الزهور,م إبتدائية بن بشير - الزهور,Jendouba,Jendouba Nord,North West,2252,TN2252,الزهور,Ezzouhour,TN225253,1.0000,scoped,824,215,213,0,2,1,1,205,96.2441,93.8967,5,2.3474,-93.8967,3,1.4085,-94.8357,213,saied,zammel,93.8967,1,26.0922
05040410101,0504,جندوبة,جندوبة الشمالية,السواني,م إبتدائية السواني-السواني,Jendouba,Jendouba Nord,North West,2252,TN2252,السواني,Es-Souani,TN225255,1.0000,scoped,766,,260,0,2,1,1,258,99.2308,98.4615,2,0.7692,-98.4615,0,0.0000,-99.2308,260,saied,zammel,98.4615,,
05040410201,0504,جندوبة,جندوبة الشمالية,السواني,م إبتدائية عين المطوية - السواني,Jendouba,Jendouba Nord,North West,2252,TN2252,السواني,Es-Souani,TN225255,1.0000,scoped,1284,226,223,1,2,1,1,222,99.5516,99.1031,0,0.0000,-99.5516,1,0.4484,-99.1031,223,saied,maghzaoui,99.1031,1,17.6012
05040510101,0504,جندوبة,جندوبة الشمالية,الفردوس,م إبتدائية ابن الجزار  - الفردوس,Jendouba,Jendouba Nord,North West,2252,TN2252,الفردوس,El Ferdous,TN225251,1.0000,scoped,1279,453,434,7,12,1,1,403,92.8571,87.0968,25,5.7604,-87.0968,6,1.3825,-91.4747,434,saied,zammel,87.0968,1,35.4183
05040510102,0504,جندوبة,جندوبة الشمالية,الفردوس,م إبتدائية ابن الجزار  - الفردوس,Jendouba,Jendouba Nord,North West,2252,TN2252,الفردوس,El Ferdous,TN225251,1.0000,scoped,1279,344,333,4,7,1,1,314,94.2943,89.7898,15,4.5045,-89.7898,4,1.2012,-93.0931,333,saied,zammel,89.7898,1,26.8960
05040510103,0504,جندوبة,جندوبة الشمالية,الفردوس,م إبتدائية ابن الجزار  - الفردوس,Jendouba,Jendouba Nord,North West,2252,TN2252,الفردوس,El Ferdous,TN225251,1.0000,scoped,1279,283,274,4,5,1,1,267,97.4453,95.6204,5,1.8248,-95.6204,2,0.7299,-96.7153,274,saied,zammel,95.6204,1,22.1267
05040510201,0504,جندوبة,جندوبة الشمالية,الفردوس,م إبتدائية الجواهرية - الفردوس,Jendouba,Jendouba Nord,North West,2252,TN2252,الفردوس,El Ferdous,TN225251,1.0000,scoped,,203,196,0,7,1,1,192,97.9592,96.4286,1,0.5102,-97.4490,3,1.5306,-96.4286,196,saied,maghzaoui,96.4286,,
05040510301,0504,جندوبة,جندوبة الشمالية,الفردوس,م إبتدائية الزهوة - الفردوس,Jendouba,Jendouba Nord,North West,2252,TN2252,الفردوس,El Ferdous,TN225251,1.0000,scoped,1275,545,529,6,10,1,1,517,97.7316,96.2193,8,1.5123,-96.2193,4,0.7561,-96.9754,529,saied,zammel,96.2193,1,42.7451
05040510302,0504,جندوبة,جندوبة الشمالية,الفردوس,م إبتدائية الزهوة - الفردوس,Jendouba,Jendouba Nord,North West,2252,TN2252,الفردوس,El Ferdous,TN225251,1.0000,scoped,1275,441,427,5,9,1,1,421,98.5948,97.8923,3,0.7026,-97.8923,3,0.7026,-97.8923,427,saied,maghzaoui,97.8923,1,34.5882
05040510303,0504,جندوبة,جندوبة الشمالية,الفردوس,م إبتدائية الزهوة - الفردوس,Jendouba,Jendouba Nord,North West,2252,TN2252,الفردوس,El Ferdous,TN225251,1.0000,scoped,,374,358,2,14,1,1,353,98.6034,97.7654,2,0.5587,-98.0447,3,0.8380,-97.7654,358,saied,maghzaoui,97.7654,,
05040510401,0504,جندوبة,جندوبة الشمالية,الفردوس,م إبتدائية الصوالة - الفردوس,Jendouba,Jendouba Nord,North West,2252,TN2252,الفردوس,El Ferdous,TN225251,1.0000,scoped,648,203,200,1,2,1,1,198,99.0000,98.0000,2,1.0000,-98.0000,0,0.0000,-99.0000,200,saied,zammel,98.0000,1,31.3272
05040510501,0504,جندوبة,جندوبة الشمالية,الفردوس,م إبتدائية النصر حي زهوة - الفردوس,Jendouba,Jendouba Nord,North West,2252,TN2252,الفردوس,El Ferdous,TN225251,1.0000,scoped,797,302,294,5,3,1,1,284,96.5986,94.2177,7,2.3810,-94.2177,3,1.0204,-95.5782,294,saied,zammel,94.2177,1,37.8921
05040510502,0504,جندوبة,جندوبة الشمالية,الفردوس,م إبتدائية النصر حي زهوة - الفردوس,Jendouba,Jendouba Nord,North West,2252,TN2252,الفردوس,El Ferdous,TN225251,1.0000,scoped,796,238,229,5,4,1,1,225,98.2533,96.9432,3,1.3100,-96.9432,1,0.4367,-97.8166,229,saied,zammel,96.9432,1,29.8995
05040610101,0504,جندوبة,جندوبة الشمالية,الهادي بن حسين,م إبتدائية حي الهادي بن حسين-الهادي بن حسين,Jendouba,Jendouba Nord,North West,2252,TN2252,الهادي بن حسين,El Hedi Ben Hassine,TN225252,1.0000,scoped,1165,455,438,4,13,1,1,420,95.8904,92.9224,13,2.9680,-92.9224,5,1.1416,-94.7489,438,saied,zammel,92.9224,1,39.0558
05040610102,0504,جندوبة,جندوبة الشمالية,الهادي بن حسين,م إبتدائية حي الهادي بن حسين-الهادي بن حسين,Jendouba,Jendouba Nord,North West,2252,TN2252,الهادي بن حسين,El Hedi Ben Hassine,TN225252,1.0000,scoped,1165,362,343,3,16,1,1,328,95.6268,93.2945,8,2.3324,-93.2945,7,2.0408,-93.5860,343,saied,zammel,93.2945,1,31.0730
05040610103,0504,جندوبة,جندوبة الشمالية,الهادي بن حسين,م إبتدائية حي الهادي بن حسين-الهادي بن حسين,Jendouba,Jendouba Nord,North West,2252,TN2252,الهادي بن حسين,El Hedi Ben Hassine,TN225252,1.0000,scoped,1165,290,282,2,6,1,1,272,96.4539,93.6170,8,2.8369,-93.6170,2,0.7092,-95.7447,282,saied,zammel,93.6170,1,24.8927
05040610201,0504,جندوبة,جندوبة الشمالية,الهادي بن حسين,م إعدادية  الهادي بن حسين-الهادي بن حسين,Jendouba,Jendouba Nord,North West,2252,TN2252,الهادي بن حسين,El Hedi Ben Hassine,TN225252,1.0000,scoped,1102,124,118,2,4,1,1,114,96.6102,94.9153,2,1.6949,-94.9153,2,1.6949,-94.9153,118,saied,maghzaoui,94.9153,1,11.2523
05040710201,0504,جندوبة,جندوبة الشمالية,بلاريجيا,م إبتدائية الطواهرية - بلاريجيا,Jendouba,Jendouba Nord,North West,2252,TN2252,بلاريجيا,Bulla-Regja,TN225256,1.0000,scoped,,,339,3,11,1,1,333,98.2301,97.0501,4,1.1799,-97.0501,2,0.5900,-97.6401,339,saied,zammel,97.0501,,
05040710301,0504,جندوبة,جندوبة الشمالية,بلاريجيا,م إبتدائية بلاريجيا-بلاريجيا,Jendouba,Jendouba Nord,North West,2252,TN2252,بلاريجيا,Bulla-Regja,TN225256,1.0000,scoped,962,356,339,4,13,1,1,325,95.8702,92.9204,10,2.9499,-92.9204,4,1.1799,-94.6903,339,saied,zammel,92.9204,1,37.0062
05040710302,0504,جندوبة,جندوبة الشمالية,بلاريجيا,م إبتدائية بلاريجيا-بلاريجيا,Jendouba,Jendouba Nord,North West,2252,TN2252,بلاريجيا,Bulla-Regja,TN225256,1.0000,scoped,962,261,256,3,2,1,1,246,96.0938,92.9688,8,3.1250,-92.9688,2,0.7812,-95.3125,256,saied,zammel,92.9688,1,27.1310
05040810101,0504,جندوبة,جندوبة الشمالية,زطفورة,م إبتدائية الشافعي - زطفورة,Jendouba,Jendouba Nord,North West,2252,TN2252,زطفورة,Zatfoura,TN225257,1.0000,scoped,1126,251,238,5,8,1,1,228,95.7983,92.0168,9,3.7815,-92.0168,1,0.4202,-95.3782,238,saied,zammel,92.0168,1,22.2913
05040810201,0504,جندوبة,جندوبة الشمالية,زطفورة,م إبتدائية سطفورة-زطفورة,Jendouba,Jendouba Nord,North West,2252,TN2252,زطفورة,Zatfoura,TN225257,1.0000,scoped,883,349,324,7,18,1,1,320,98.7654,98.1481,2,0.6173,-98.1481,2,0.6173,-98.1481,324,saied,maghzaoui,98.1481,1,39.5243
05040810202,0504,جندوبة,جندوبة الشمالية,زطفورة,م إبتدائية سطفورة-زطفورة,Jendouba,Jendouba Nord,North West,2252,TN2252,زطفورة,Zatfoura,TN225257,1.0000,scoped,883,194,184,2,8,1,1,178,96.7391,95.1087,3,1.6304,-95.1087,3,1.6304,-95.1087,184,saied,maghzaoui,95.1087,1,21.9706
05040810301,0504,جندوبة,جندوبة الشمالية,زطفورة,م إبتدائية عتاب - زطفورة,Jendouba,Jendouba Nord,North West,2252,TN2252,زطفورة,Zatfoura,TN225257,1.0000,scoped,736,173,162,0,11,1,1,159,98.1481,96.2963,3,1.8519,-96.2963,0,0.0000,-98.1481,162,saied,zammel,96.2963,1,23.5054
05040910101,0504,جندوبة,جندوبة الشمالية,سوق الجمعة,م إبتدائية سوق الجمعة-سوق الجمعة,Jendouba,Jendouba Nord,North West,2252,TN2252,سوق الجمعة,Souk Djemaa,TN225260,1.0000,scoped,885,321,297,5,19,1,1,275,92.5926,87.2054,16,5.3872,-87.2054,6,2.0202,-90.5724,297,saied,zammel,87.2054,1,36.2712
05040910102,0504,جندوبة,جندوبة الشمالية,سوق الجمعة,م إبتدائية سوق الجمعة-سوق الجمعة,Jendouba,Jendouba Nord,North West,2252,TN2252,سوق الجمعة,Souk Djemaa,TN225260,1.0000,scoped,885,248,234,1,13,1,1,221,94.4444,91.0256,5,2.1368,-92.3077,8,3.4188,-91.0256,234,saied,maghzaoui,91.0256,1,28.0226
05040910103,0504,جندوبة,جندوبة الشمالية,سوق الجمعة,م إبتدائية سوق الجمعة-سوق الجمعة,Jendouba,Jendouba Nord,North West,2252,TN2252,سوق الجمعة,Souk Djemaa,TN225260,1.0000,scoped,884,183,166,1,16,1,1,160,96.3855,93.3735,5,3.0120,-93.3735,1,0.6024,-95.7831,166,saied,zammel,93.3735,1,20.7014
05041010101,0504,جندوبة,جندوبة الشمالية,شمتو,م إبتدائية أولاد عيار - شمتو,Jendouba,Jendouba Nord,North West,2252,TN2252,شمتو,Chemtou,TN225258,1.0000,scoped,499,128,124,1,3,1,1,119,95.9677,93.5484,3,2.4194,-93.5484,2,1.6129,-94.3548,124,saied,zammel,93.5484,1,25.6513
05041010201,0504,جندوبة,جندوبة الشمالية,شمتو,م إبتدائية عين الخراريب - شمتو,Jendouba,Jendouba Nord,North West,2252,TN2252,شمتو,Chemtou,TN225258,1.0000,scoped,,220,210,4,6,1,1,207,98.5714,97.6190,1,0.4762,-98.0952,2,0.9524,-97.6190,210,saied,maghzaoui,97.6190,,
05041010301,0504,جندوبة,جندوبة الشمالية,شمتو,م إبتدائية عين القصير - شمتو,Jendouba,Jendouba Nord,North West,2252,TN2252,شمتو,Chemtou,TN225258,1.0000,scoped,1177,341,324,8,9,1,1,313,96.6049,93.5185,10,3.0864,-93.5185,1,0.3086,-96.2963,324,saied,zammel,93.5185,1,28.9720
05050110101,0505,جندوبة,طبرقة,الحامدية,م إبتدائية الحوامدية-الحامدية,Jendouba,Tabarka,North West,2254,TN2254,الحامدية,El Hamdia,TN225453,1.0000,scoped,,326,298,3,25,1,1,290,97.3154,95.3020,6,2.0134,-95.3020,2,0.6711,-96.6443,298,saied,zammel,95.3020,,
05050110102,0505,جندوبة,طبرقة,الحامدية,م إبتدائية الحوامدية-الحامدية,Jendouba,Tabarka,North West,2254,TN2254,الحامدية,El Hamdia,TN225453,1.0000,scoped,898,274,264,1,9,1,1,256,96.9697,95.0758,5,1.8939,-95.0758,3,1.1364,-95.8333,264,saied,zammel,95.0758,1,30.5122
05050110103,0505,جندوبة,طبرقة,الحامدية,م إبتدائية الحوامدية-الحامدية,Jendouba,Tabarka,North West,2254,TN2254,الحامدية,El Hamdia,TN225453,1.0000,scoped,297,223,214,0,9,1,1,210,98.1308,97.1963,2,0.9346,-97.1963,2,0.9346,-97.1963,214,saied,maghzaoui,97.1963,1,75.0842
05050110201,0505,جندوبة,طبرقة,الحامدية,م إبتدائية السلايمية -الحامدية,Jendouba,Tabarka,North West,2254,TN2254,الحامدية,El Hamdia,TN225453,1.0000,scoped,779,309,294,8,7,1,1,288,97.9592,96.5986,4,1.3605,-96.5986,2,0.6803,-97.2789,294,saied,zammel,96.5986,1,39.6662
05050110202,0505,جندوبة,طبرقة,الحامدية,م إبتدائية السلايمية -الحامدية,Jendouba,Tabarka,North West,2254,TN2254,الحامدية,El Hamdia,TN225453,1.0000,scoped,779,182,174,4,4,1,1,172,98.8506,97.7011,2,1.1494,-97.7011,0,0.0000,-98.8506,174,saied,zammel,97.7011,1,23.3633
05050110301,0505,جندوبة,طبرقة,الحامدية,م إبتدائية سيدي بدر -الحامدية,Jendouba,Tabarka,North West,2254,TN2254,الحامدية,El Hamdia,TN225453,1.0000,scoped,930,422,410,3,9,1,1,393,95.8537,92.6829,13,3.1707,-92.6829,4,0.9756,-94.8780,410,saied,zammel,92.6829,1,45.3763
05050110302,0505,جندوبة,طبرقة,الحامدية,م إبتدائية سيدي بدر -الحامدية,Jendouba,Tabarka,North West,2254,TN2254,الحامدية,El Hamdia,TN225453,1.0000,scoped,930,342,340,1,1,1,1,328,96.4706,94.4118,7,2.0588,-94.4118,5,1.4706,-95.0000,340,saied,zammel,94.4118,1,36.7742
05050110303,0505,جندوبة,طبرقة,الحامدية,م إبتدائية سيدي بدر -الحامدية,Jendouba,Tabarka,North West,2254,TN2254,الحامدية,El Hamdia,TN225453,1.0000,scoped,928,294,279,1,14,1,1,263,94.2652,90.3226,11,3.9427,-90.3226,5,1.7921,-92.4731,279,saied,zammel,90.3226,1,31.6810
05050210101,0505,جندوبة,طبرقة,الحمام,م إبتدائية 18جانفي- الحمام,Jendouba,Tabarka,North West,2254,TN2254,الحمام,El Hammam,TN225454,1.0000,scoped,,183,166,1,16,1,1,162,97.5904,95.7831,3,1.8072,-95.7831,1,0.6024,-96.9880,166,saied,zammel,95.7831,,
05050210201,0505,جندوبة,طبرقة,الحمام,م إبتدائية الجبل الأبيض الوراهنية - الحمام,Jendouba,Tabarka,North West,2254,TN2254,الحمام,El Hammam,TN225454,1.0000,scoped,957,240,222,3,15,1,1,220,99.0991,98.6486,1,0.4505,-98.6486,1,0.4505,-98.6486,222,saied,maghzaoui,98.6486,1,25.0784
05050210301,0505,جندوبة,طبرقة,الحمام,م إبتدائية السواقي - الحمام,Jendouba,Tabarka,North West,2254,TN2254,الحمام,El Hammam,TN225454,1.0000,scoped,598,162,147,2,13,1,1,146,99.3197,98.6395,1,0.6803,-98.6395,0,0.0000,-99.3197,147,saied,zammel,98.6395,1,27.0903
05050310101,0505,جندوبة,طبرقة,الريحان,م إبتدائية الفجة - الريحان,Jendouba,Tabarka,North West,2254,TN2254,الريحان,Raihane,TN225452,1.0000,scoped,1043,207,199,5,3,1,1,198,99.4975,98.9950,1,0.5025,-98.9950,0,0.0000,-99.4975,199,saied,zammel,98.9950,1,19.8466
05050310201,0505,جندوبة,طبرقة,الريحان,م إبتدائية بريرم - الريحان,Jendouba,Tabarka,North West,2254,TN2254,الريحان,Raihane,TN225452,1.0000,scoped,,279,262,2,15,1,1,249,95.0382,90.4580,12,4.5802,-90.4580,1,0.3817,-94.6565,262,saied,zammel,90.4580,,
05050310202,0505,جندوبة,طبرقة,الريحان,م إبتدائية بريرم - الريحان,Jendouba,Tabarka,North West,2254,TN2254,الريحان,Raihane,TN225452,1.0000,scoped,1043,172,163,1,8,1,1,156,95.7055,92.0245,6,3.6810,-92.0245,1,0.6135,-95.0920,163,saied,zammel,92.0245,1,16.4909
05050310301,0505,جندوبة,طبرقة,الريحان,م إبتدائية مركز جاء بالله - الريحان,Jendouba,Tabarka,North West,2254,TN2254,الريحان,Raihane,TN225452,1.0000,scoped,847,242,226,4,12,1,1,218,96.4602,94.6903,4,1.7699,-94.6903,4,1.7699,-94.6903,226,saied,maghzaoui,94.6903,1,28.5714
05050310302,0505,جندوبة,طبرقة,الريحان,م إبتدائية مركز جاء بالله - الريحان,Jendouba,Tabarka,North West,2254,TN2254,الريحان,Raihane,TN225452,1.0000,scoped,846,156,146,4,6,1,1,142,97.2603,95.2055,1,0.6849,-96.5753,3,2.0548,-95.2055,146,saied,maghzaoui,95.2055,1,18.4397
05050310401,0505,جندوبة,طبرقة,الريحان,م إبتدائية هنشير الخذايرية - الريحان,Jendouba,Tabarka,North West,2254,TN2254,الريحان,Raihane,TN225452,1.0000,scoped,1019,314,297,2,15,1,1,286,96.2963,92.9293,10,3.3670,-92.9293,1,0.3367,-95.9596,297,saied,zammel,92.9293,1,30.8145
05050310402,0505,جندوبة,طبرقة,الريحان,م إبتدائية هنشير الخذايرية - الريحان,Jendouba,Tabarka,North West,2254,TN2254,الريحان,Raihane,TN225452,1.0000,scoped,1019,197,190,0,7,1,1,183,96.3158,93.6842,2,1.0526,-95.2632,5,2.6316,-93.6842,190,saied,maghzaoui,93.6842,1,19.3327
05050410101,0505,جندوبة,طبرقة,الناظور,م إبتدائية التغزاز - الناظور,Jendouba,Tabarka,North West,2254,TN2254,الناظور,Nadhour,TN225456,1.0000,scoped,679,197,179,1,17,1,1,172,96.0894,92.7374,1,0.5587,-95.5307,6,3.3520,-92.7374,179,saied,maghzaoui,92.7374,1,29.0133
05050410301,0505,جندوبة,طبرقة,الناظور,م إبتدائية سيدي روين - الناظور,Jendouba,Tabarka,North West,2254,TN2254,الناظور,Nadhour,TN225456,1.0000,scoped,673,280,260,12,8,1,1,252,96.9231,95.0000,3,1.1538,-95.7692,5,1.9231,-95.0000,260,saied,maghzaoui,95.0000,1,41.6048
