election,doc_type,collection,scope,governorate,delegation,constituency,sector,polling_centre,bureau_folder,bureau_code,filename,file_ext,file_url,path
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الجنوبية,,سيدي مرشد,م إبتدائية رأس الماء - سيدي مرشد,,07070710302,07070710302.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الجنوبية/سيدي مرشد/م إبتدائية رأس الماء - سيدي مرشد/07070710302.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الجنوبية/سيدي مرشد/م إبتدائية رأس الماء - سيدي مرشد/07070710302.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الجنوبية,,سيدي مرشد,م إبتدائية سيدي عامر - سيدي مرشد,,07070710401,07070710401.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الجنوبية/سيدي مرشد/م إبتدائية سيدي عامر - سيدي مرشد/07070710401.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الجنوبية/سيدي مرشد/م إبتدائية سيدي عامر - سيدي مرشد/07070710401.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الجنوبية,,سيدي منصور,م إبتدائية سيدي منصور-سيدي منصور,,07070810101,07070810101.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الجنوبية/سيدي منصور/م إبتدائية سيدي منصور-سيدي منصور/07070810101.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الجنوبية/سيدي منصور/م إبتدائية سيدي منصور-سيدي منصور/07070810101.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الجنوبية,,سيدي منصور,م إبتدائية صنوبرين - سيدي منصور,,07070810201,07070810201.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الجنوبية/سيدي منصور/م إبتدائية صنوبرين - سيدي منصور/07070810201.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الجنوبية/سيدي منصور/م إبتدائية صنوبرين - سيدي منصور/07070810201.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الجنوبية,,سيدي منصور,م إبتدائية غياضة - سيدي منصور,,07070810301,07070810301.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الجنوبية/سيدي منصور/م إبتدائية غياضة - سيدي منصور/07070810301.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الجنوبية/سيدي منصور/م إبتدائية غياضة - سيدي منصور/07070810301.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الجنوبية,,مرج مقدم,م إبتدائية حانوت مرزوق - مرج مقدم,,07070910101,07070910101.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الجنوبية/مرج مقدم/م إبتدائية حانوت مرزوق - مرج مقدم/07070910101.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الجنوبية/مرج مقدم/م إبتدائية حانوت مرزوق - مرج مقدم/07070910101.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الجنوبية,,مرج مقدم,م إبتدائية مرج مقدم,,07070910201,07070910201.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الجنوبية/مرج مقدم/م إبتدائية مرج مقدم/07070910201.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الجنوبية/مرج مقدم/م إبتدائية مرج مقدم/07070910201.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,الجوي,م إبتدائية الجوى,,07080110101,07080110101.pdf,pdf,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/الجوي/م إبتدائية الجوى/07080110101.pdf,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/الجوي/م إبتدائية الجوى/07080110101.pdf
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,الجوي,م إبتدائية الصاحبين - الجوى,,0708110201,0708110201.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/الجوي/م إبتدائية الصاحبين - الجوى/0708110201.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/الجوي/م إبتدائية الصاحبين - الجوى/0708110201.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,الجوي,م إبتدائية الطويبية - الجوى,,07080110301,07080110301.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/الجوي/م إبتدائية الطويبية - الجوى/07080110301.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/الجوي/م إبتدائية الطويبية - الجوى/07080110301.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,الخلصة,م إبتدائية دشرة الخلصة,,07080210101,07080210101.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/الخلصة/م إبتدائية دشرة الخلصة/07080210101.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/الخلصة/م إبتدائية دشرة الخلصة/07080210101.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,الخلصة,م إبتدائية عرقوب الخلصة,,07080210201,07080210201.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/الخلصة/م إبتدائية عرقوب الخلصة/07080210201.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/الخلصة/م إبتدائية عرقوب الخلصة/07080210201.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,العرب,م إبتدائية بن زكري - العرب,,07080310101,07080310101.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/العرب/م إبتدائية بن زكري - العرب/07080310101.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/العرب/م إبتدائية بن زكري - العرب/07080310101.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,العرب,م إبتدائية بن زكري يهبـو - العرب,,07080310201,07080310201.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/العرب/م إبتدائية بن زكري يهبـو - العرب/07080310201.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/العرب/م إبتدائية بن زكري يهبـو - العرب/07080310201.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,العرب,م إبتدائية سيدي جابر - العرب,,07080310301,07080310301.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/العرب/م إبتدائية سيدي جابر - العرب/07080310301.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/العرب/م إبتدائية سيدي جابر - العرب/07080310301.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,العرب,م إبتدائية مديونة - العرب,,07080310401,07080310401.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/العرب/م إبتدائية مديونة - العرب/07080310401.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/العرب/م إبتدائية مديونة - العرب/07080310401.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,جامة,م إبتدائية جامة,,07080410101,07080410101.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/جامة/م إبتدائية جامة/07080410101.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/جامة/م إبتدائية جامة/07080410101.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,جامة,م إبتدائية زواغة - جامة,,07080410201,07080410201.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/جامة/م إبتدائية زواغة - جامة/07080410201.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/جامة/م إبتدائية زواغة - جامة/07080410201.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,جامة,م إبتدائية فجة رمادة - جامة,,07080410301,07080410301.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/جامة/م إبتدائية فجة رمادة - جامة/07080410301.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/جامة/م إبتدائية فجة رمادة - جامة/07080410301.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,سليانة الشمالية,م إبتدائية حي النزهة - سليانة الشمالية,,07080510101,07080510101.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة الشمالية/م إبتدائية حي النزهة - سليانة الشمالية/07080510101.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة الشمالية/م إبتدائية حي النزهة - سليانة الشمالية/07080510101.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,سليانة الشمالية,م إبتدائية حي النزهة - سليانة الشمالية,,07080510102,07080510102.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة الشمالية/م إبتدائية حي النزهة - سليانة الشمالية/07080510102.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة الشمالية/م إبتدائية حي النزهة - سليانة الشمالية/07080510102.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,سليانة الشمالية,م إبتدائية حي النزهة - سليانة الشمالية,,07080510103,07080510103.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة الشمالية/م إبتدائية حي النزهة - سليانة الشمالية/07080510103.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة الشمالية/م إبتدائية حي النزهة - سليانة الشمالية/07080510103.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,سليانة الشمالية,م إبتدائية حي النور- سليانة الشمالية,,07080510201,07080510201.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة الشمالية/م إبتدائية حي النور- سليانة الشمالية/07080510201.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة الشمالية/م إبتدائية حي النور- سليانة الشمالية/07080510201.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,سليانة الشمالية,م إبتدائية حي النور- سليانة الشمالية,,07080510202,07080510202.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة الشمالية/م إبتدائية حي النور- سليانة الشمالية/07080510202.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة الشمالية/م إبتدائية حي النور- سليانة الشمالية/07080510202.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,سليانة المدينة,م إبتدائية 2مارس 34 سليانة البريد - سليانة المدينة,,07080610101,07080610101.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م إبتدائية 2مارس 34 سليانة البريد - سليانة المدينة/07080610101.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م إبتدائية 2مارس 34 سليانة البريد - سليانة المدينة/07080610101.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,سليانة المدينة,م إبتدائية 2مارس 34 سليانة البريد - سليانة المدينة,,07080610102,07080610102.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م إبتدائية 2مارس 34 سليانة البريد - سليانة المدينة/07080610102.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م إبتدائية 2مارس 34 سليانة البريد - سليانة المدينة/07080610102.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,سليانة المدينة,م إبتدائية 2مارس 34 سليانة البريد - سليانة المدينة,,07080610103,07080610103.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م إبتدائية 2مارس 34 سليانة البريد - سليانة المدينة/07080610103.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م إبتدائية 2مارس 34 سليانة البريد - سليانة المدينة/07080610103.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,سليانة المدينة,م إبتدائية حي الصلاح- سليانة المدينة,,07080610301,07080610301.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م إبتدائية حي الصلاح- سليانة المدينة/07080610301.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م إبتدائية حي الصلاح- سليانة المدينة/07080610301.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,سليانة المدينة,م إبتدائية حي الصلاح- سليانة المدينة,,07080610302,07080610302.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م إبتدائية حي الصلاح- سليانة المدينة/07080610302.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م إبتدائية حي الصلاح- سليانة المدينة/07080610302.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,سليانة المدينة,م إبتدائية حي الصلاح- سليانة المدينة,,07080610303,07080610303.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م إبتدائية حي الصلاح- سليانة المدينة/07080610303.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م إبتدائية حي الصلاح- سليانة المدينة/07080610303.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,سليانة المدينة,م إبتدائية حي الصلاح- سليانة المدينة,,07080610304,07080610304.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م إبتدائية حي الصلاح- سليانة المدينة/07080610304.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م إبتدائية حي الصلاح- سليانة المدينة/07080610304.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,سليانة المدينة,م إبتدائية حي الطيب المهيري سليانة - سليانة المدينة,,07080610401,07080610401.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م إبتدائية حي الطيب المهيري سليانة - سليانة المدينة/07080610401.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م إبتدائية حي الطيب المهيري سليانة - سليانة المدينة/07080610401.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,سليانة المدينة,م إبتدائية حي الطيب المهيري سليانة - سليانة المدينة,,07080610402,07080610402.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م إبتدائية حي الطيب المهيري سليانة - سليانة المدينة/07080610402.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م إبتدائية حي الطيب المهيري سليانة - سليانة المدينة/07080610402.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,سليانة المدينة,م إبتدائية حي الطيب المهيري سليانة - سليانة المدينة,,07080610403,07080610403.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م إبتدائية حي الطيب المهيري سليانة - سليانة المدينة/07080610403.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م إبتدائية حي الطيب المهيري سليانة - سليانة المدينة/07080610403.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,سليانة المدينة,م إبتدائية علي البلهوان سليانة - سليانة المدينة,,07080610501,07080610501.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م إبتدائية علي البلهوان سليانة - سليانة المدينة/07080610501.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م إبتدائية علي البلهوان سليانة - سليانة المدينة/07080610501.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,سليانة المدينة,م إبتدائية علي البلهوان سليانة - سليانة المدينة,,07080610502,07080610502.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م إبتدائية علي البلهوان سليانة - سليانة المدينة/07080610502.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م إبتدائية علي البلهوان سليانة - سليانة المدينة/07080610502.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,سليانة المدينة,م ابتدائية الشهداء -سليانة المدينة,,07080610201,07080610201.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م ابتدائية الشهداء -سليانة المدينة/07080610201.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م ابتدائية الشهداء -سليانة المدينة/07080610201.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,سليانة المدينة,م ابتدائية الشهداء -سليانة المدينة,,07080610202,07080610202.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م ابتدائية الشهداء -سليانة المدينة/07080610202.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م ابتدائية الشهداء -سليانة المدينة/07080610202.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,سليانة المدينة,م ابتدائية الشهداء -سليانة المدينة,,07080610203,07080610203.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م ابتدائية الشهداء -سليانة المدينة/07080610203.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/سليانة المدينة/م ابتدائية الشهداء -سليانة المدينة/07080610203.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,عين ديسة,م إبتدائية عين الديسة,,07080710101,07080710101.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/عين ديسة/م إبتدائية عين الديسة/07080710101.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/عين ديسة/م إبتدائية عين الديسة/07080710101.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,مصوج,م إبتدائية الخزامي سليانة - مصوج,,07080810201,07080810201.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/مصوج/م إبتدائية الخزامي سليانة - مصوج/07080810201.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/مصوج/م إبتدائية الخزامي سليانة - مصوج/07080810201.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,سليانة الشمالية,,مصوج,م ا قبر كليب - مصوج,,07080810101,07080810101.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/مصوج/م ا قبر كليب - مصوج/07080810101.jpg,2024/PvCvPresidentielle24/سليانة/سليانة الشمالية/مصوج/م ا قبر كليب - مصوج/07080810101.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,قعفور,,الأحواز الجنوبية,م إبتدائية النويصر - الاحواز الجنوبية,,07090110101,07090110101.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/قعفور/الأحواز الجنوبية/م إبتدائية النويصر - الاحواز الجنوبية/07090110101.jpg,2024/PvCvPresidentielle24/سليانة/قعفور/الأحواز الجنوبية/م إبتدائية النويصر - الاحواز الجنوبية/07090110101.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,قعفور,,الأحواز الشمالية,م إبتدائية الخروبة - الاحواز الشمالية,,07090210101,07090210101.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/قعفور/الأحواز الشمالية/م إبتدائية الخروبة - الاحواز الشمالية/07090210101.jpg,2024/PvCvPresidentielle24/سليانة/قعفور/الأحواز الشمالية/م إبتدائية الخروبة - الاحواز الشمالية/07090210101.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,قعفور,,الاخوات,م إبتدائية 2مارس 34 الأخوات,,07090310101,07090310101.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/قعفور/الاخوات/م إبتدائية 2مارس 34 الأخوات/07090310101.jpg,2024/PvCvPresidentielle24/سليانة/قعفور/الاخوات/م إبتدائية 2مارس 34 الأخوات/07090310101.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,قعفور,,الاخوات,م إبتدائية منجم الأخوات,,07090310201,07090310201.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/قعفور/الاخوات/م إبتدائية منجم الأخوات/07090310201.jpg,2024/PvCvPresidentielle24/سليانة/قعفور/الاخوات/م إبتدائية منجم الأخوات/07090310201.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,قعفور,,الاقصاب,م إبتدائية الأقصاب,,07090410101,07090410101.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/قعفور/الاقصاب/م إبتدائية الأقصاب/07090410101.jpg,2024/PvCvPresidentielle24/سليانة/قعفور/الاقصاب/م إبتدائية الأقصاب/07090410101.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,قعفور,,الاقصاب,م إبتدائية بنورية قعفور - الأقصاب,,07090410201,07090410201.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/قعفور/الاقصاب/م إبتدائية بنورية قعفور - الأقصاب/07090410201.jpg,2024/PvCvPresidentielle24/سليانة/قعفور/الاقصاب/م إبتدائية بنورية قعفور - الأقصاب/07090410201.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,قعفور,,عين زريق,م إبتدائية الهوام - عين زريق,,07090510101,07090510101.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/قعفور/عين زريق/م إبتدائية الهوام - عين زريق/07090510101.jpg,2024/PvCvPresidentielle24/سليانة/قعفور/عين زريق/م إبتدائية الهوام - عين زريق/07090510101.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,قعفور,,عين زريق,م إبتدائية عين زريق,,07090510201,07090510201.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/قعفور/عين زريق/م إبتدائية عين زريق/07090510201.jpg,2024/PvCvPresidentielle24/سليانة/قعفور/عين زريق/م إبتدائية عين زريق/07090510201.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,قعفور,,عين زريق,م إبتدائية منزل نايل قعفور - عين زريق,,07090510301,07090510301.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/قعفور/عين زريق/م إبتدائية منزل نايل قعفور - عين زريق/07090510301.jpg,2024/PvCvPresidentielle24/سليانة/قعفور/عين زريق/م إبتدائية منزل نايل قعفور - عين زريق/07090510301.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,قعفور,,قعفور الشرقية,م إبتدائية الطيب المهيري قعفور - قعفور الشرقية,,07090610101,07090610101.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/قعفور/قعفور الشرقية/م إبتدائية الطيب المهيري قعفور - قعفور الشرقية/07090610101.jpg,2024/PvCvPresidentielle24/سليانة/قعفور/قعفور الشرقية/م إبتدائية الطيب المهيري قعفور - قعفور الشرقية/07090610101.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,قعفور,,قعفور الشرقية,م إبتدائية بورقيبة قعفور - قعفور الشرقية,,07090610201,07090610201.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/قعفور/قعفور الشرقية/م إبتدائية بورقيبة قعفور - قعفور الشرقية/07090610201.jpg,2024/PvCvPresidentielle24/سليانة/قعفور/قعفور الشرقية/م إبتدائية بورقيبة قعفور - قعفور الشرقية/07090610201.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,قعفور,,قعفور الشرقية,م إبتدائية بورقيبة قعفور - قعفور الشرقية,,07090610202,07090610202.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/قعفور/قعفور الشرقية/م إبتدائية بورقيبة قعفور - قعفور الشرقية/07090610202.jpg,2024/PvCvPresidentielle24/سليانة/قعفور/قعفور الشرقية/م إبتدائية بورقيبة قعفور - قعفور الشرقية/07090610202.jpg
presidentielle_2024,pv_centre_vote,PvCvPresidentielle24,,سليانة,قعفور,,قعفور الشرقية,م إبتدائية شاكر قعفور - قعفور الشرقية,,07090610301,07090610301.jpg,jpg,https://www.isie.tn/wp-content/uploads/2024/PvCvPresidentielle24/سليانة/قعفور/قعفور الشرقية/م إبتدائية شاكر قعفور - قعفور الشرقية/07090610301.jpg,2024/PvCvPresidentielle24/سليانة/قعفور/قعفور الشرقية/م إبتدائية شاكر قعفور - قعفور الشرقية/07090610301.jpg
