governorate_ar,constituency_ar,delegation_ar,imada_ar,centre_name_ar,centre_name_fr,ussd_code,governorate,source_page
باجة,باجة,باجة الشمالية,الزوان,م إبتدائية المنار - الزوان,E.P. EL MANAR ZOUABI,2381,باجة,27
باجة,باجة,باجة الشمالية,الغرابة,ر م إبتدائية الششارة - الغرابة,E.P.CHARCHARA GHRABA,2382,باجة,27
باجة,باجة,باجة الشمالية,الغريية,م إبتدائية الغريية,E.P.EL GHIRIA,2383,باجة,27
باجة,باجة,باجة الشمالية,القصبة,م إبتدائية طريق كساب,E.P.RTE KASSAB,2384,باجة,27
باجة,باجة,باجة الشمالية,المزارة,م إبتدائية  المستقبل  -باجة,E.P.EL MOSTAKBEL MZERA,2385,باجة,27
باجة,باجة,باجة الشمالية,المزارة,م إبتدائية القلصادي - المزارة,E.P.KALSADI MZERA,2386,باجة,27
باجة,باجة,باجة الشمالية,المزارة,م إبتدائية المزارة باجة - المزارة,E.P.EL  MZERA BEJA,2387,باجة,27
باجة,باجة,باجة الشمالية,المزارة,م إبتدائية ح الذهبية - المزارة,E.P.CITE EDHAHBIA- MZARA,2388,باجة,27
باجة,باجة,باجة الشمالية,المنار,م إبتدائية المحلة - المنار,E.P.MHALLA MANAR,2389,باجة,27
باجة,باجة,باجة الشمالية,المنشار,م إبتدائية بوقطفة المنشار,E.P.BOUGATFA   EL MUNCHAR,2390,باجة,27
باجة,باجة,باجة الشمالية,المنشار,م إبتدائية بوكسلان - المنشار,E.P.BOUKESLENE EL MUNCHAR,2391,باجة,27
باجة,باجة,باجة الشمالية,المنشار,م إبتدائية وادي باجة - المنشار,E.P.OUED BEJA EL MUNCHAR,2392,باجة,27
باجة,باجة,باجة الشمالية,النقاشية,م إبتدائية النقاشية,E.P.NAGGACHIA,2393,باجة,27
باجة,باجة,باجة الشمالية,باجة,م إبتدائية حشاد باجة الشمالية,E.P.HACHED BEJA NORD,2394,باجة,27
باجة,باجة,باجة الشمالية,باجة,المدرسة الإعدادية الرشاد باجة,COLLEGE RACHED  BEJA,2395,باجة,27
باجة,باجة,باجة الشمالية,بوحزام,م إبتدائية الشقاقة - بوحزام,E.P.ECH'GUEGUA - BOUHAZEM,2396,باجة,27
باجة,باجة,باجة الشمالية,بوحزام,م إبتدائية جبل الشعرة - بوحزام,E.P.JEBEL CHAARA - BOUHAZEM,2397,باجة,27
باجة,باجة,باجة الشمالية,عزرة,م إبتدائية هنشري عبد الرزاق - عزرة,E.P.HENCHIR ABDERRAZAK - AZRA,2398,باجة,27
باجة,باجة,باجة الشمالية,عري السلطان,م إبتدائية القريعة عري الكحلة - عري سلطان,E.P.EL GRIAA AIN EL KAHLA - AIN SOLTANE,2399,باجة,27
باجة,باجة,باجة الشمالية,عري السلطان,م إبتدائية عري سلطان-باجة الشمالية,E.P.AIN SOLTANE BEJA NORD,2400,باجة,27
باجة,باجة,باجة الشمالية,قض باردو,م إبتدائية ح السكر 2  -قض باردو,E.P.CITE SUCRE 2  -KSAR BARDO,2401,باجة,27
باجة,باجة,باجة الشمالية,قض باردو,م إبتدائية ح السكر 1  - قض باردو,E.P. CITE SUCRE 1  -KSAR BARDO,2402,باجة,27
باجة,باجة,باجة الشمالية,قض باردو,م إبتدائية قض باردو,E.P.KSAR BARDO,2403,باجة,27
باجة,باجة,باجة الشمالية,قض مزوار,ر م إبتدائية الشفة - قض مزوار,E.P.CHORFA - KSAR MEZOUAR,2404,باجة,27
باجة,باجة,باجة الشمالية,قض مزوار,م إبتدائية قض مزوار المحطة,E.P.KSAR MEZOUAR GARE,2405,باجة,27
باجة,باجة,باجة الشمالية,قض مزوار,م إبتدائية قض مزوار عري الحنش,E.P.KSAR MEZOUAR PAR AIN HANACH,2406,باجة,27
باجة,باجة,ت يسق,المنشية,م إبتدائية المنشية,E.P.EL MENCHIA,2407,باجة,27
باجة,باجة,ت يسق,بي التوتة,م إبتدائية بي التوتة,E.P.BIR ETTOUTA,2408,باجة,27
باجة,باجة,ت يسق,ت يسق المدينة,م إبتدائية باب الجابل - ت يسق,E.P.BAB JABLI TBOURSOUK,2409,باجة,27
باجة,باجة,ت يسق,ت يسق المدينة,م إبتدائية ح النسيم - المنشية,E.P.CITE ENNASSIM -MINCHIA,2410,باجة,27
باجة,باجة,ت يسق,دقة,م إبتدائية دقة الجديدة - دقة,E.P.DOUGA ELJADIDA- DOUGA,2411,باجة,27
باجة,باجة,ت يسق,ريحانة,م إبتدائية ريحانة,E.P.RIHANA,2412,باجة,27
باجة,باجة,ت يسق,عر ي الحمام,م إبتدائية عش الحمام - عر ي الحمام,E.P.ICH EL HAMMAM AIN EL HAMMAM,2413,باجة,27
باجة,باجة,ت يسق,عر ي الكرمة,م إبتدائية طريق تونس-عر ي الكرمة,E.P.RTE DE TUNIS TEBOURSOUK,2414,باجة,27
باجة,باجة,ت يسق,عر ي الملي ب,م إبتدائية العياص - عر ي الملي ب,E.P.AYADHI - AIN MELLITI,2415,باجة,27
باجة,باجة,تيسق,ع ي الملي ب ر,م إبتدائية أولاد مرع -بي التوتة,E.P.OULED MARII-  BIR TOUTA,2416,باجة,27
باجة,باجة,تيسق,ع ي الملي ب ر,م إبتدائية ع ي ملي ب ر,E.P.AIN MELLITI,2417,باجة,27
باجة,باجة,تيسق,ع ي جمالة ر,م إبتدائية ع ي جمالة ر,E.P.AIN JEMMALA,2418,باجة,27
باجة,باجة,تيسق,فدان السوق,م إبتدائية ع ي بن شبل - فدان السوق ر,E.P.AIN BEN CHEBL FEDEN SOUK,2419,باجة,27
باجة,باجة,تستور,إبن زيدون,م إبتدائية بن عطية -تستور,E.P.BEN ATTIA  -TESTOUR,2420,باجة,27
باجة,باجة,تستور,السلوقية,م إبتدائية السلوقية,E.P.SLOUGUIA,2421,باجة,27
باجة,باجة,تستور,السلوقية,م إبتدائية تافرشة - السلوقية,E.P.TEFERCHA SELOUGUIA,2422,باجة,27
باجة,باجة,تستور,السلوقية,م إبتدائية جباس - السلوقية,E.P.JABBES  - SLOUGUIA,2423,باجة,27
باجة,باجة,تستور,السلوقية,م إبتدائية ولجة الدخان - السلوقية,E.P.OUELJET EDDOUKHANE - SLOUGUIA,2424,باجة,27
باجة,باجة,تستور,الصخرية,م إبتدائية الصخرية,E.P.SKHIRA,2425,باجة,27
باجة,باجة,تستور,أولاد سلامة,م إبتدائية السنايسيـة - أولاد سلامة,E.P.SNEISSIA - OULED SLEMA,2426,باجة,27
باجة,باجة,تستور,أولاد سلامة,م إبتدائية أولاد سلامة,E.P.OULED SLAMA,2427,باجة,27
باجة,باجة,تستور,تستور,م إبتدائية ح غرناطة -62فيفري,E.P.CITE GHARNATA  -26 FEVRIER,2428,باجة,27
باجة,باجة,تستور,ح 62 فيفري,م إبتدائية ابن خلدون  - ح 62 فيفري,E.P.IBN KHALDOUN   -26 FEVRIER,2429,باجة,27
باجة,باجة,تستور,زلدو,م إبتدائية القلاع - زلدو,E.P.EL GLAA ZELDOU,2430,باجة,27
باجة,باجة,تستور,زلدو,م إبتدائية زلدو,E.P.ZELDOU -,2431,باجة,28
باجة,باجة,تستور,سيدي عامر,م إبتدائية وادي الزيتون - سيدي عامر,E.P.OUED EZZITOUNE SIDI AMER,2432,باجة,28
باجة,باجة,تستور,سيدي عبد العزيز,م إبتدائية ح الروضة  - تستور,E.P.CITE RAOUDHA SLOUGUIA TESTOUR,2433,باجة,28
باجة,باجة,تستور,عري يونس,م إبتدائية عري طنقا - عري يونس,E.P.AIN TOUNGUA AIN YOUNES,2434,باجة,28
باجة,باجة,تستور,عري يونس,م إبتدائية عري يونس,E.P.AIN YOUNES,2435,باجة,28
باجة,باجة,تستور,مزوغة,م إبتدائية مزوغة,E.P.MZOUGHA,2436,باجة,28
باجة,باجة,تستور,مزوغة,م إبتدائية وادي الجدرة -زلدو,E.P.OUED JEDRA - ZALDOU,2437,باجة,28
باجة,باجة,تستور,وادي الزرقاء,م إبتدائية وادي الزرقاء 1,E.P.OUED ZARGUA 1,2438,باجة,28
باجة,باجة,تستور,وادي الزرقاء,م إبتدائية وادي الزرقاء 2,E.P.OUED ZARGUA 2,2439,باجة,28
باجة,باجة,تيبار,النشيمة,م إبتدائية النشيمة,E.P.NCHIMA,2440,باجة,28
باجة,باجة,تيبار,تيبار,م إبتدائية شارع بورقيبة تيبار,E.P.AV. BOURGUIBA TIBAR,2441,باجة,28
باجة,باجة,تيبار,دجبة,م إبتدائية دجبة 1 - دجبة,E.P.DJEBBA 1 DJEBBA,2442,باجة,28
باجة,باجة,تيبار,دجبة,م إبتدائية دجبة 2 - دجبة,E.P.DJEBBA 2 DJEBBA,2443,باجة,28
باجة,باجة,تيبار,ع ي الدفال ر,م إبتدائية بلعيش - ع ي الدفال ر,E.P.BELAICH  AIN EDFALI,2444,باجة,28
باجة,باجة,تيبار,ع ي الدفال ر,م إبتدائية ع ي الدفال ر,E.P.AIN DFALI,2445,باجة,28
باجة,باجة,عمدون,الجوزة,المدرسة الابتدائية الجوزة-الجوزة,E.P.EL JOUZA AMDOUN,2446,باجة,28
باجة,باجة,عمدون,الحمراء,م إبتدائية سيدي مبارك - الحمراء,E.P.SIDI MBARAK - EL HAMRA,2447,باجة,28
باجة,باجة,عمدون,الحمراء,م إبتدائية هنشي الدغرق - الحمراء ر,E.P.HENCHIR DOUGHRAG - EL HAMRA,2448,باجة,28
باجة,باجة,عمدون,الرماضنية,م إبتدائية تاميسة - الرماضنية,E.P.TAMISSA - ERROMDHANIA,2449,باجة,28
باجة,باجة,عمدون,الطرهون,م إبتدائية هنشري السخونة - الطرهون,E.P.HENCHIR SKHOUNA,2450,باجة,28
باجة,باجة,عمدون,الغرفة,م إبتدائية الغرفة - الفرايجية,E.P.GHORFA - FRAYJIA,2451,باجة,28
باجة,باجة,عمدون,الفرايجية,م إبتدائية المرقاقة - الفرايجية,E.P.MERGAGA - FRAYJIA,2452,باجة,28
باجة,باجة,عمدون,القوسة,م إبتدائية القوسة,E.P.EL GOUSSA,2453,باجة,28
باجة,باجة,عمدون,المجالس,م إبتدائية المجالس - المجالس,E.P.EL MAJALES AMDOUN,2454,باجة,28
باجة,باجة,عمدون,زهرة مدين,م إبتدائية سيدي سعدون - زهرة مدين,E.P.SIDI SAADOUNE-ZAHRET MADYEN,2455,باجة,28
باجة,باجة,عمدون,زهرة مدين,م إبتدائية شارع بورقيبة عمدون - زهرة مدين,E.P.BOURGUIBA ZAHRET MEDIEN,2456,باجة,28
باجة,باجة,عمدون,زهرة مدين الجنوبية,م إبتدائية المهريي عمدون - زهرة مدين,E.P.MHIRI AMDOUN ZAHRET MEDIEN,2457,باجة,28
باجة,باجة,عمدون,صباح,م إبتدائية عري السخونة,E.P.AIN SKHOUNA,2458,باجة,28
باجة,باجة,عمدون,غزية,م إبتدائية هنشري بورويس - غزية,E.P.HENCHIR BOUROUIS - GHOZIYA,2459,باجة,28
باجة,باجة,عمدون,مالك,م إبتدائية مرج النصارى - بب مالك,E.P.MARJ EN NASSARA - BENI MALEK,2460,باجة,28
باجة,باجة,عمدون,مغراوة,م إبتدائية مغراوة,E.P.MEGHRAOUA,2461,باجة,28
باجة,باجة,قبلاط,القمرن,م إبتدائية القمرن - القمرن,E.P.  EL GAMMARTHI,2462,باجة,28
باجة,باجة,قبلاط,بي العش,م إبتدائية بي العش,E.P.BIR EL  ICH,2463,باجة,28
باجة,باجة,قبلاط,بي العش,م إبتدائية سيدي نض - بي العش,E.P.SIDI NASR - BIR ELICH,2464,باجة,28
باجة,باجة,قبلاط,خشاب,م إبتدائية خشاب,E.P.KHACHEB,2465,باجة,28
باجة,باجة,قبلاط,خنقية الدهان,م إبتدائية خنيقة الدهان -خنيقة الدهان,E.P.KHENIGUET EDHANE,2466,باجة,28
باجة,باجة,قبلاط,دور إسماعيل,م إبتدائية التلة - دور إسماعيل,E.P.ET TELLA DOUR ISMAIL,2467,باجة,28
باجة,باجة,قبلاط,دور إسماعيل,م إبتدائية دور اسماعيل,E.P.DOUR ISMAIL,2468,باجة,28
باجة,باجة,قبلاط,شيخ الوديان,م إبتدائية شيخ الوديان,E.P.CHEIKH EL OUEDIENE,2469,باجة,28
باجة,باجة,قبلاط,قبلاط,م إبتدائية ابن خلدون قبلاط,E.P.IBN KHALDOUN GMARTI GOUBELLAT,2470,باجة,28
باجة,باجة,قبلاط,قبلاط,م إبتدائية ابن سينا قبلاط,E.P.IBN SINA GOUBELLAT,2471,باجة,28
باجة,باجة,قبلاط,قرام,م إبتدائية قرام,E.P.GRAM,2472,باجة,28
باجة,باجة,مجاز الباب,القريعات,م إبتدائية القريعات 2 - القريعات,E.P.EL GRIAAT 2 EL GRIAAT,2473,باجة,28
باجة,باجة,مجاز الباب,القريعات,م إبتدائية القريعات1 - القريعات,E.P.EL GRIAAT 1 EL GRIAAT,2474,باجة,28
باجة,باجة,مجاز الباب,القض,م إبتدائية البد - القض,E.P.EL BED - EL KSAR,2475,باجة,28
باجة,باجة,مجاز الباب,القض,م إبتدائية القض,E.P.EL KSAR,2476,باجة,28
باجة,باجة,مجاز الباب,المواطيس,م إبتدائية شارع بورقيبة مجازالباب  -المواطيس,E.P.AV.BOURGUIBA  -ELMOUATISS,2477,باجة,28
باجة,باجة,مجاز الباب,الهري,م إبتدائية الهري,E.P.EL HERY,2478,باجة,28
باجة,باجة,مجاز الباب,توكابر,م إبتدائية توكابر,E.P.TOUKABEUR,2479,باجة,28
باجة,باجة,مجاز الباب,حيدوس,م إبتدائية حيدوس,E.P.HAIDOUS,2480,باجة,28
باجة,باجة,مجاز الباب,سيدي أحمد الجديدي,م إبتدائية سيدي احمد الجديدي,E.P.SIDI AHMED JEDIDI,2481,باجة,28
باجة,باجة,مجاز الباب,سيدي الرايس,م إبتدائية 41 جانف سيدي الرايس,E.P.14 JANVIER SIDI RAIS,2482,باجة,28
باجة,باجة,مجاز الباب,سيدي الرايس,م إبتدائية العرقوب - سيدي الرايس,E.P.ARGOUB SIDI ERRAIS,2483,باجة,28
باجة,باجة,مجاز الباب,سيدي مدين,م إبتدائية سيدي مدين,E.P.SIDI MEDIEN,2484,باجة,29
باجة,باجة,مجاز الباب,سيدي نض,م إبتدائية التفاحة - سيدي نض,E.P.TEFFAHA - SIDI NASR,2485,باجة,29
باجة,باجة,مجاز الباب,سيدي نض,م إبتدائية سيدي نض,E.P.SIDI NASR,2486,باجة,29
باجة,باجة,مجاز الباب,شواش,م إبتدائية شواش,E.P.CHAOUACH,2487,باجة,29
باجة,باجة,مجاز الباب,قريش الوادي,م إبتدائية قريش الوادي,E.P.GRICH EL OUED,2488,باجة,29
باجة,باجة,مجاز الباب,مجاز الباب الجنوبية,م إبتدائية نهج 81 جانف 25 مجاز الباب - مجاز الباب الجنوبية,E.P.R.18 JANVIER MJEZ ELBEB SUD,2489,باجة,29
باجة,باجة,مجاز الباب,مجاز الباب المدينة,م إبتدائية الرحيبة مجاز الباب - مجاز الباب المدينة,E.P.ER RHIBA MEJEZ EL BAB,2490,باجة,29
باجة,باجة,نفزة,الجميلة,م إبتدائية الجميلة,E.P.JEMILA,2491,باجة,29
باجة,باجة,نفزة,الجميلة,م إبتدائية جميل  - الجميلة,E.P.JEMIL NEFZA - JEMILA,2492,باجة,29
باجة,باجة,نفزة,الزوارع,م إبتدائية الوليجة - الزوارع,E.P.EL OULIJA -ZOUARAA,2493,باجة,29
باجة,باجة,نفزة,الزوارع,م إبتدائية أولاد سالم - الزوارع,E.P.OULED SALEM - ZOUARAA,2494,باجة,29
باجة,باجة,نفزة,الطبابة,م إبتدائية الطبابة,E.P.TEBEBA,2495,باجة,29
باجة,باجة,نفزة,الطبابة,م إبتدائية طبوبة - الطبابة,E.P.TABBOUBA - TEBEBA,2496,باجة,29
باجة,باجة,نفزة,الظهريات,م إبتدائية الظهريات,E.P.DHIRAT,2497,باجة,29
باجة,باجة,نفزة,بالليف,م إبتدائية أولاد قاسم - بالليف,E.P.OULED KASEM - BELLIF,2498,باجة,29
باجة,باجة,نفزة,بالليف,م إبتدائية أولاد هويمل - بالليف,E.P.OULED HOUIMEL - BELLIF,2499,باجة,29
باجة,باجة,نفزة,بوزنة,م إبتدائية رأس الوادي - بوزنة,E.P.RAS EL OUED NEFZA - BOUZANA,2500,باجة,29
باجة,باجة,نفزة,جبل الديس,م إبتدائية الصنادل - جبل الديس,E.P.ASSANDEL- JEBEL EDDIS,2501,باجة,29
باجة,باجة,نفزة,جبل الديس,م إبتدائية جبل الديس,E.P.JEBEL DISS,2502,باجة,29
باجة,باجة,نفزة,جبل الديس,م إبتدائية عش الزيتون - جبل الديس,E.P.ICH ZITOUN - JEBEL DDIS,2503,باجة,29
باجة,باجة,نفزة,زاقة,م إبتدائية بوقرنونــة - زاقة,E.P.BOUGARNOUNA - ZAGA,2504,باجة,29
باجة,باجة,نفزة,زاقة,م إبتدائية زاقة,E.P.ZAGA,2505,باجة,29
باجة,باجة,نفزة,غياضة,م إبتدائية غياضة,E.P.GHAYADHA,2506,باجة,29
باجة,باجة,نفزة,فطناسة,م إبتدائية الرميلة - فطناسة,E.P.REMILA - FATNASSA,2507,باجة,29
باجة,باجة,نفزة,كاف النيقرو,م إبتدائية وادي داموس - كاف النيقرو,E.P.OUED DAMOUS CAP NEGRO,2508,باجة,29
باجة,باجة,نفزة,مقطع حديد,م إبتدائية مقطع حديد ت يدقة,E.P.MAKTAA HADID-TEBARDAGA,2509,باجة,29
باجة,باجة,نفزة,ر نفزة الشقية,ر م إبتدائية الجمهورية نفزة - نفزة الشقية,E.P.LA REPUBLIQUE -NEFZA EST,2510,باجة,29
باجة,باجة,نفزة,ر نفزة الشقية,ر م إبتدائية العهد الجديد - نفزة الشقية,E.P.AHD JEDID- NEFZA  EST,2511,باجة,29
باجة,باجة,نفزة,نفزة الغربية,م إبتدائية الطويلــــة - نفزة الغربية,E.P.TOUILA- NEFZA OUEST,2512,باجة,29
باجة,باجة,نفزة,نفزة الغربية,م إبتدائية أم العبيد - نفزة الغربية,E.P.OUM LABID - NEFZA OUEST,2513,باجة,29
باجة,باجة,نفزة,نفزة الغربية,م إبتدائية نفزة مهريي - نفزة الغربية,E.P.NEFZA MHIRI- NEFZA OUEST,2514,باجة,29
باجة,باجة,نفزة,وادي المعدن,م إبتدائية قرسطاية - وادي المعدن,E.P.GARSTAYA - OUED MAADEN,2515,باجة,29
باجة,باجة,نفزة,وادي المعدن,م إبتدائية وادي المعدن,E.P.OUED EL MAADEN  BEJA,2516,باجة,29
باجة,باجة,نفزة,وشتاتة,م إبتدائية الحمايدية - وشتاتة,E.P.HMAIDIA - OUCHTATA,2517,باجة,29
باجة,باجة,نفزة,وشتاتة,م إبتدائية الطارف - وشتاتة,E.P.TAREF - OUCHTATA,2518,باجة,29
باجة,باجة,نفزة,وشتاتة,م إبتدائية وشتاتة,E.P.OUCHTATA,2519,باجة,29
نابل,نابل 1,الميدة,القرشير ي,م إبتدائية الحمادة - القرشر ي,E.P.HAMADA EL GUIRCHINE,2520,نابل,29
نابل,نابل 1,الميدة,القرشي ي ر,م إبتدائية القرش ي ر,E.P.KORCHINE,2521,نابل,29
نابل,نابل 1,الميدة,الميدة,م إبتدائية الخلايفــة - الميدة,E.P.KHELEYFA MIDA,2522,نابل,29
نابل,نابل 1,الميدة,الميدة,م إبتدائية الميدة,E.P.EL MIDA ROUTE MZEL TEMIM,2523,نابل,29
نابل,نابل 1,الميدة,الميدة,م إبتدائية بودخان - الميدة,E.P.BOUDAKHANE MIDA,2524,نابل,29
نابل,نابل 1,الميدة,الميدة,م إبتدائية ظهرة الزاوية الميدة,E.P.DHAHRET ZAOUIA MIDA,2525,نابل,29
نابل,نابل 1,الميدة,الميدة,م إبتدائية ع ي غراب - الميدة ر,E.P.AIN GHRAB MIDA,2526,نابل,29
نابل,نابل 1,الميدة,أم ذويل,م إبتدائية  النور ام ذويل الزاوية,E.P.ZAOUIA OM DHOUIL 14 JANVIER,2527,نابل,29
نابل,نابل 1,الميدة,أم ذويل,م إبتدائية المعيضة - أم ذويل,E.P.MAISRA -OM DHOUIL,2528,نابل,29
نابل,نابل 1,الميدة,أم ذويل,م إبتدائية ام ذويل القرية,E.P.OUM DHOUIL,2529,نابل,29
نابل,نابل 1,الميدة,تافلون,م إبتدائية تافلون,E.P.TAFELLOUNE,2530,نابل,29
نابل,نابل 1,الميدة,تافلون,م إبتدائية شط الزهور - تافلون,E.P.CHATT EZZOUHOUR TAFELLOUNE,2531,نابل,29
نابل,نابل 1,الميدة,فرتونة,م إبتدائية الرويقات - فرتونة,E.P.ROUIGUETTE-FERTOUNA,2532,نابل,29
نابل,نابل 1,الميدة,فرتونة,م إبتدائية سيدي بوعل - فرتونة,E.P.SIDI BOUALI-FERTOUNA,2533,نابل,29
نابل,نابل 1,الميدة,فرتونة,م إبتدائية فرتونة,E.P.FARTOUNA,2534,نابل,29
نابل,نابل 1,الميدة,لبنة,م إبتدائية  لبنة,E.P.HENCHIR LEBNA,2535,نابل,29
نابل,نابل 1,الميدة,لبنة,م إبتدائية الح الجديد - لبنة,E.P.NOUVELLE CITE -LEBNA,2536,نابل,29
نابل,نابل 1,الهوارية,الهوارية الجوفية,م إبتدائية ابن خلدون - الهوارية الجوفية,E.P.IBN KHALDOUN HAOUARIA,2537,نابل,30
نابل,نابل 1,الهوارية,الهوارية الجوفية,م إبتدائية ح السلامة - الهوارية الجوفية,E.P.CITE ESSALAMA HAOUARIA,2538,نابل,30
نابل,نابل 1,الهوارية,الهوارية الجوفية,ر م إبتدائية طريق الشاطى - الهوارية الجوفية,E.P.RTE DE LA PLAGE HAOUARIA,2539,نابل,30
نابل,نابل 1,الهوارية,الهوارية القبلية,ر م إبتدائية الشف - الهوارية القبلية,E.P.CHARAF HAOUARIA,2540,نابل,30
نابل,نابل 1,الهوارية,الهوارية القبلية,م إبتدائية الكدوة - الهوارية القبلية,E.P. EL KEDOUA ELHAOUARIA SUD,2541,نابل,30
نابل,نابل 1,الهوارية,الهوارية القبلية,م إبتدائية سيدي مذكور - الهوارية القبلية,E.P.SIDI MADHKOUR HAOUARIA,2542,نابل,30
نابل,نابل 1,الهوارية,بوكريم,ح الزهور - بوكريم2,E.P.CITE 14 JANVIER BOUKRIM 2,2543,نابل,30
نابل,نابل 1,الهوارية,بوكريم,المدرسة الإعدادية بوكريم,COLLÈGE BOUKRIM -BOUKRIM,2544,نابل,30
نابل,نابل 1,الهوارية,ر تزغران الشقية,م إبتدائية الكرمانية -,E.P.KERMANIA,2545,نابل,30
نابل,نابل 1,الهوارية,ر تزغران الشقية,ر م إبتدائية تازغران - تزغران الشقية,E.P.TOZOGRANE-IBN SINA,2546,نابل,30
نابل,نابل 1,الهوارية,تزغران الغربية,"م,إبتدائية الزوقاق - تازغران الغربية:",E.P.ZOUGAG TOZOGRANE,2547,نابل,30
نابل,نابل 1,الهوارية,تزغران الغربية,م إبتدائية الحزايــزية - تازغران الغربية,E.P.EL HAZAIZIA TEZGHRANE OUEST,2548,نابل,30
نابل,نابل 1,الهوارية,تزغران الغربية,م إبتدائية النشع - تازغران الغربية,E.P.NECHAA TOZOGRANE,2549,نابل,30
نابل,نابل 1,الهوارية,تزغران الغربية,م إبتدائية بوحبيب - تازغران الغربية,E.P.BOUHBIB TOZOGRANE,2550,نابل,30
نابل,نابل 1,الهوارية,تزغران الغربية,م إبتدائية سيدي حسون - تازغران الغربية,E.P.SIDI HASSOUN TEZ GHRANE OUEST,2551,نابل,30
نابل,نابل 1,الهوارية,زاوية المقايز,م إبتدائية بي الجدي - زاوية المقايز,E.P.BIR EL JEDEI,2552,نابل,30
نابل,نابل 1,الهوارية,زاوية المقايز,م إبتدائية زاوية المقايز,E.P.EL IMTIEZ ZAOUIET MAGAIEZ,2553,نابل,30
نابل,نابل 1,الهوارية,صاحب الجبل الجوفية,م إبتدائية صاحب الجبل - صاحب الجبل الجوفية,E.P.SAHEB JEBEL,2554,نابل,30
نابل,نابل 1,الهوارية,صاحب الجبل الجوفية,م إبتدائية ميل سالم - صاحب الجبل الجوفية,E.P. 2/3/34 MENZEL SALEM,2555,نابل,30
نابل,نابل 1,الهوارية,صاحب الجبل الجوفية,م إبتدائية هنشري غرمان - صاحب الجبل القبلية,E.P.HENCHIR GHARMENE,2556,نابل,30
نابل,نابل 1,الهوارية,صاحب الجبل الجوفية,"م,إبتدائية برج الصالح 2 مارس 4391",E.P.BORJ SALHI-2/3/34,2557,نابل,30
نابل,نابل 1,الهوارية,صاحب الجبل القبلية,م إبتدائية ابان - صاحب الجبل القبلية,E.P.ABAN-JAOUHARA S JEBEL,2558,نابل,30
نابل,نابل 1,الهوارية,صاحب الجبل القبلية,م إبتدائية الغرفة - صاحب الجبل القبلية,E.P.EL GHORFA -SAHEB  JEBEL,2559,نابل,30
نابل,نابل 1,الهوارية,صاحب الجبل القبلية,م إبتدائية بب خرية صاحب الجبل - صاحب الجبل القبلية,E.P.BNI KHIRA SAHEB JEBEL,2560,نابل,30
نابل,نابل 1,بب خيار,الصمعة,م إبتدائية الاستقلال الصمعة,E.P.EL ISTEKLAL SOMAA,2561,نابل,30
نابل,نابل 1,بب خيار,الصمعة,م إبتدائية سيدي عل الصمع الصمعة,E.P.SIDI ALI SOOMI SOUMAA,2562,نابل,30
نابل,نابل 1,بب خيار,المعمورة,م إبتدائية ابن سينا المعمورة,E.P.IBN SINA MAAMOURA,2563,نابل,30
نابل,نابل 1,بب خيار,المعمورة,م إبتدائية الرياض المعمورة,E.P.RIADH MAAMOURA,2564,نابل,30
نابل,نابل 1,بب خيار,بب خيار,م إبتدائية الشان - بب خيار,E.P.CHABBI BNI KHIAR,2565,نابل,30
نابل,نابل 1,بب خيار,بب خيار,م إبتدائية الطاهر الحداد - بب خيار,E.P.TAHER EL HADDAD BNI KIAR,2566,نابل,30
نابل,نابل 1,بب خيار,بب خيار,م إبتدائية الطيب المهريي غرداية - الحلفاء,E.P.T.M'HIRI-HENCHIR GUARDEYA,2567,نابل,30
نابل,نابل 1,بب خيار,بب خيار,م إبتدائية المنار - بب خيار,E.P.EL MANAR BNI KHIAR,2568,نابل,30
نابل,نابل 1,بب خيار,بب خيار,م إبتدائية حشاد بب خيار,E.P.HACHED BNI KHIAR,2569,نابل,30
نابل,نابل 1,بب خيار,حلفاء,م إبتدائية الحلفاء,E.P.HALFA,2570,نابل,30
نابل,نابل 1,بب خيار,ديار بن سالم,م إبتدائية ديار أولاد سالم,E.P.DIAR OULED SALEM,2571,نابل,30
نابل,نابل 1,حمام الأغزاز,حارة الشعراء,م إبتدائية حارة الشعراء,E.P.HARET ECHOAARA,2572,نابل,30
نابل,نابل 1,حمام الأغزاز,حارة الشعراء,م إبتدائية دار  الرياض - حارة الشعراء,E.P.ER'RIADH DAR DABBOUS,2573,نابل,30
نابل,نابل 1,حمام الأغزاز,حمام الغزاز,م ا النجاح حمام الغزاز,E.P. ALNAJEH HAMMAM LAGHZAZ,2574,نابل,30
نابل,نابل 1,حمام الأغزاز,حمام الغزاز,م إبتدائية الامل - حمام الغزاز,E.P.EL AMEL HAMEM LAGHZEZ,2575,نابل,30
نابل,نابل 1,حمام الأغزاز,حمام الغزاز,م إبتدائية تاموزراط  الانطلاقة - حمام الغزاز,E.P.INTILAKA TAMAZRET HAMEM LAGHZEZ,2576,نابل,30
نابل,نابل 1,حمام الأغزاز,حمام الغزاز,م إبتدائية حمام الغزاز,E.P.HAMMAM GHEZAZ,2577,نابل,30
نابل,نابل 1,حمام الأغزاز,دار علوش,م إبتدائية دار علوش,E.P.DAR ALLOUCHE,2578,نابل,30
نابل,نابل 1,حمام الأغزاز,دار علوش,م إبتدائية كركوان -,E.P.KERKEOUAN HAMEM LAGHZEZ,2579,نابل,30
