governorate_ar,constituency_ar,delegation_ar,imada_ar,centre_name_ar,centre_name_fr,ussd_code,governorate,source_page
تونس,تونس 1,الحرائرية,الحرائرية,م إبتدائية 2مارس 43 الحرايرية 4 - الحرائرية,E.P.2 MARS 34 HRAIRIA 4 -HRAIRIA,1001,تونس,1
تونس,تونس 1,الحرائرية,الحرائرية,م إبتدائية الحرايرية 3 - الحرائرية,E.P.HRAIRIA 3 -HRAIRIA,1002,تونس,1
تونس,تونس 1,الحرائرية,الحرائرية,م إبتدائية ح الزهور 4 الممتد - الحرائرية,E.P.ZOUHOUR 4 PROLONGEE HRAIRIA,1003,تونس,1
تونس,تونس 1,الحرائرية,الزهرون,م إبتدائية 81جانف الحرايرية - الزهرون,E.P.18 JANVIER HRAIRIA EZZAHROUNI,1004,تونس,1
تونس,تونس 1,الحرائرية,الزهرون,م إبتدائية الزهرون,E.P.EZZAHROUNI,1005,تونس,1
تونس,تونس 1,الحرائرية,الزهرون,م إبتدائية ح السلامة - الزهرون,E.P.CITE ESSALAMA EZZAHROUNI,1006,تونس,1
تونس,تونس 1,الحرائرية,الزهور الخامس,م إبتدائية ح الزهور 5/1 - الزهور الخامس,E.P.ZOUHOUR 5-1 -EZZOUHOUR 5,1007,تونس,1
تونس,تونس 1,الحرائرية,الزهور الخامس,م إبتدائية ح الزهور 5 / 2 - الزهور الخامس,E.P.CITE ZOUHOUR 5-2  -EZZOUHOUR 5,1008,تونس,1
تونس,تونس 1,الحرائرية,الزهور الخامس,م إبتدائية ح الزهور 5 الممتد 1 - الزهور الخامس,E.P.ZOUHOUR 5 PROLONGEE 1  -EZZOUHOUR 5,1009,تونس,1
تونس,تونس 1,الحرائرية,الزهور الخامس,م إبتدائية ح الزهور 5 الممتد 2 - الزهور الخامس,E.P. ALMOUMTAD2 EZZOUHOUR 5,1010,تونس,1
تونس,تونس 1,الحرائرية,الزهور الخامس,م إبتدائية عقبة ابن نافع 1 - الزهور الخامس,E.P.OKBA IBN NAFAA 1  -EZZOUHOUR 5,1011,تونس,1
تونس,تونس 1,الحرائرية,الزهور الخامس,م إبتدائية عقبة ابن نافع 2 الزهور - الزهور الخامس,E.P.OKBA IBN NAFAA 2 - EZZOUHOUR 5,1012,تونس,1
تونس,تونس 1,الحرائرية,العقبة,م إبتدائية المشتل 1 - العقبة,E.P.MECHTEL 1 -EL AGBA,1013,تونس,1
تونس,تونس 1,الحرائرية,العقبة,م إبتدائية المشتل 2 - العقبة,E.P.MECHTEL 2 - EL AGBA,1014,تونس,1
تونس,تونس 1,الحرائرية,العقبة العليا,م إبتدائية ح الصحة الحرايرية - العقبة العليا,E.P.CITE ESSAHA HRAIRIA - AGBA SUP,1015,تونس,1
تونس,تونس 1,الحرائرية,العنتيت,م إبتدائية ح العنتيت,E.P.CITE EL ANTIT,1016,تونس,1
تونس,تونس 1,الحرائرية,الفلة,م إبتدائية ح الفلة,E.P.CITE FOLLA,1017,تونس,1
تونس,تونس 1,الحرائرية,طارق بن زياد,م إبتدائية ح بوزيان الزهور - طارق بن زياد,E.P.C. BOUZAIEN EZZOUHOUR -TAREK IBN ZIED,1018,تونس,1
تونس,تونس 1,الحرائرية,غدير القلة,م إبتدائية غدير القلة,E.P.GHEDIR EL GOLLA,1019,تونس,1
تونس,تونس 1,الزهور - تونس,الزهور,م إبتدائية ح الزهور 1 نهج الاكليل - الزهور,E.P.RUE ROMARIN CITE EZZOUHOUR 1 - EZZOUHOUR,1020,تونس,1
تونس,تونس 1,الزهور - تونس,الزهور الرابع,م إبتدائية ح الزهور 4 نهج 0024 - الزهور الرابع,E.P.ZOUHOUR 4 RUE 4200 -EZZOUHOUR 4,1021,تونس,1
تونس,تونس 1,الزهور - تونس,السعادة,م إبتدائية العمارية نهج 7514 - السعادة,E.P.AMMARIA RUE 4157 - ESAADA,1022,تونس,1
تونس,تونس 1,الزهور - تونس,السمران,م إبتدائية السمران نهج 7314,E.P.SOMRANE RUE 4137,1023,تونس,1
تونس,تونس 1,الزهور - تونس,باش حانبة,م إبتدائية باش حامبة2 - باش حانبة,E.P.BACH HAMBA 2,1024,تونس,1
تونس,تونس 1,الزهور - تونس,باش حانبة,م إبتدائية ح بن سديرة - باش حانبة,E.P.CITE BEN SDIRA BACH HAMBA,1025,تونس,1
تونس,تونس 1,الزهور - تونس,ح الطريان,م إبتدائية ح الطريان 1 - ح الطريان,E.P.CITE TAYARANE 1  -CITE TAYARANE,1026,تونس,1
تونس,تونس 1,الزهور - تونس,ح الطريان,م إبتدائية ح الطريان 2 - ح الطريان,E.P.CITE TAYARANE 2  -CITE TAYARANE,1027,تونس,1
تونس,تونس 1,الزهور - تونس,ح الطريان,م إبتدائية ح الطريان 3 - ح الطريان,E.P.CITE TAYARANE 3   -CITE TAYARANE,1028,تونس,1
تونس,تونس 1,السيجوم,الملاسري,المدرسة الإعدادية السيجوم,COLLEGE  ESSIJOUMI,1029,تونس,1
تونس,تونس 1,السيجوم,النجاح,م إبتدائية النجاح الملاسري,E.P.EN'NAJEH MALLASSINE,1030,تونس,1
تونس,تونس 1,السيجوم,النجاح,م إبتدائية باب خالد الملاسري - النجاح,E.P.BAB KHALED MALLASSINE -ENNAJEH,1031,تونس,1
تونس,تونس 1,السيجوم,عل البلهوان - (السيجوم),م إبتدائية 2مارس 43 الملاسري - عل البلهوان,E.P.2 MARS 34 MALLASSINE -ALI BELHOUANE,1032,تونس,1
تونس,تونس 1,الكبارية,إبن سينا 1,م إبتدائية ابن سينا 1,E.P.IBN SINA 1,1033,تونس,1
تونس,تونس 1,الكبارية,إبن سينا 1,م إبتدائية ابن سينا 2 - إبن سينا (1),E.P.IBN SINA 2 - IBN SINA 1,1034,تونس,1
تونس,تونس 1,الكبارية,إبن سينا 2,م إبتدائية ابن سينا 6 / 3 - إبن سينا (2),E.P.IBN SINA 6/3 -IBN SINA 2,1035,تونس,1
تونس,تونس 1,الكبارية,إبن سينا 2,م إبتدائية الإمتياز (ابن سينا 6 / 1) - إبن سينا (2),E.P.EL IMTIEZ IBN SINA 6-1 -IBN SINA 2,1036,تونس,1
تونس,تونس 1,الكبارية,إبن سينا 2,م إبتدائية النجمة الزهراء (ابن سينا 6/4الكبارية) - إبن سينا (2),E.P.EN'NAJMA EZZAHRA IBN SINA2,1037,تونس,1
تونس,تونس 1,الكبارية,إبن سينا 2,م إبتدائية محمود المسعدي (ابن سينا 6 / 2) - إبن سينا (2),E.P.MED ELMESADI(IBN SINA 6-2) -IBN SINA 2,1038,تونس,1
تونس,تونس 1,الكبارية,الكبارية 1,م إبتدائية الكبارية 1 - الكبارية (1),E.P.KABARIA  1 - KABARIA1,1039,تونس,1
تونس,تونس 1,الكبارية,الكبارية 2,م إبتدائية الوردية 2 - الكبارية (2),E.P.OUARDIA  2 -KABARIA2,1040,تونس,1
تونس,تونس 1,الكبارية,الكبارية 3,م إبتدائية الوردية 6 - الكبارية (3),E.P.OUARDIA  6 -KABARIA3,1041,تونس,1
تونس,تونس 1,الكبارية,الكبارية 4,م إبتدائية الح البلدي - الكبارية (4),E.P. CITE MUNICIPALITE - KABARIA 4,1042,تونس,1
تونس,تونس 1,الكبارية,الكبارية 4,م إبتدائية الكبارية 3 - الكبارية (4),E.P.KABARIA  3 - KABARIA 4,1043,تونس,1
تونس,تونس 1,الكبارية,الكبارية 4,م إبتدائية الكبارية 4 - الكبارية (4),E.P.KABARIA  4 - KABARIA 4,1044,تونس,1
تونس,تونس 1,الكبارية,الكبارية 4,م إبتدائية الكبارية 5 - الكبارية (4),E.P.KABARIA  5 - KABARIA 4,1045,تونس,1
تونس,تونس 1,الكبارية,المروج 2,م إبتدائية المروج 2 الغزال - المروج (2),E.P.MOUROUJE 2 -EL GHAZALI,1046,تونس,1
تونس,تونس 1,الكبارية,المروج 2,م إبتدائية المروج 2ابن خلدون - المروج (2),E.P.MOUROUJE 2 IBN KHALDOUN,1047,تونس,1
تونس,تونس 1,الكبارية,المروج 2,م إبتدائية الهناء المروج2,E.P.EL HANA EL MOUROUJ 2,1048,تونس,1
تونس,تونس 1,الكبارية,ح النور,م إبتدائية ح النور 1 - ح النور,E.P.CITE ENNOUR 1 CITE ENNOUR,1049,تونس,1
تونس,تونس 1,الكبارية,ح النور,م إبتدائية ح النور 2 - ح النور,E.P.CITE ENNOUR 2 -CITE ENNOUR,1050,تونس,1
تونس,تونس 1,المدينة,التوفيق,م إبتدائية الصادقية نهج سنان باشا - التوفيق,E.P.SADIKI RUE SINAN PACHA - TAOUFIK,1051,تونس,1
تونس,تونس 1,المدينة,الحفصية,م إبتدائية نهج الحكيم كسار - الحفصية,E.P.7 RUE DOCTEUR HAKIM CASSAR - EL HAFSIA,1052,تونس,1
تونس,تونس 1,المدينة,باب البنات,معهد نهج الباشا  - باب البنات,LYCÉE RUE DU PACHA -BAB BNET,1053,تونس,2
تونس,تونس 1,المدينة,باب المنارة,م إبتدائية ساحة معقل الزعيم - باب المنارة,E.P.PLACE LEADER -BAB MNARA,1054,تونس,2
تونس,تونس 1,المدينة,باب المنارة,م إبتدائية نهج المر - باب المنارة,E.P.RUE EL MARR BEB MNARA,1055,تونس,2
تونس,تونس 1,المدينة,تربة الباي,م إبتدائية باب الجديد - تربة الباي,E.P.BAB DJEDID -TORBET ELBEY,1056,تونس,2
تونس,تونس 1,المدينة,سيدي عل عزوز,م إبتدائية نهج كتاب الوزير - سيدي عل عزوز,E.P.RUE KOTTAB LOUZIR -SIDI ALI AZZOUZ,1057,تونس,2
تونس,تونس 1,الوردية,الوردية,م إبتدائية الوفاء نهج صالح المالف - الوردية,E.P.EL WAFA RUE SALAH EL MELKI -EL OUARDIA,1058,تونس,2
تونس,تونس 1,الوردية,بوقطفة,م إبتدائية بالف نهج الخروبة - الحبيب بو قطفة,E.P.RUE KHARROUBA -HABIB BOUGATFA,1059,تونس,2
تونس,تونس 1,الوردية,ح الإزدهار,المدرسة الإعدادية التقنية بالوردية,ECOLE PREPARATOIRE TECHNIQUE OUARDIA,1060,تونس,2
تونس,تونس 1,الوردية,ح الإزدهار,م إبتدائية ح الازدهار الوردية,E.P.CITE IZDIHAR -EL OUARDIA,1061,تونس,2
تونس,تونس 1,الوردية,ح محمد عل,م إبتدائية الوردية 1 - ح محمد عل,E.P.EL OUARDIA 1 -CITE MOHAMED ALI,1062,تونس,2
تونس,تونس 1,الوردية,ح محمد عل,م إبتدائية ح محمد عل الوردية,E.P.CITE MOHAMED ALI  - EL OUARDIA,1063,تونس,2
تونس,تونس 1,الوردية,سيدي بلحسن,م إبتدائية نهج لاصوم - سيدي بلحسن,E.P.RUE DE LA SOMME -SIDI BELHASSEN,1064,تونس,2
تونس,تونس 1,باب البحر,الحبيب ثامر,م إبتدائية 92نهج مرسيليا - الحبيب ثامر,E.P.29 RUE DE MARSEILLE,1065,تونس,2
تونس,تونس 1,باب البحر,الحدائق,م إبتدائية 81نهج الهند - الحدائق,E.P.18 RUE DE L'INDE -LES JARDINS,1066,تونس,2
تونس,تونس 1,باب البحر,الهادي شاكر,م إبتدائية 21نهج عل الجليل - الهادي شاكر,"E.P.12,RUE ALI JELILI -HEDI CHAKER",1067,تونس,2
تونس,تونس 1,باب البحر,باب البحر,م إبتدائية 61نهج روسيا - باب بحر,E.P.16 RUE DE RUSSIE -BAB BHAR,1068,تونس,2
تونس,تونس 1,باب البحر,باب البحر,م إبتدائية نهج روسيا عدد71 - باب بحر,E.P.17 RUE DE RUSSIE  -BAB BHAR,1069,تونس,2
تونس,تونس 1,باب البحر,باب البحر,م إبتدائية نهج شارل ديقول - باب بحر,E.P.RUE CHARLES DE GAULLE  -BAB BHAR,1070,تونس,2
تونس,تونس 1,باب البحر,بحرية تونس,ر م إبتدائية 08نهج عبد الرزاق الشايب - بحرية تونس,E.P.80 RUE ABED RAZEK CHRAIBI LAC TUNIS,1071,تونس,2
تونس,تونس 1,باب البحر,سيدي البحري,م إبتدائية نهج الإدريس - سيدي البحري,E.P.16 RUE EL IDRISSI -SIDI ELBAHRI,1072,تونس,2
تونس,تونس 1,باب سويقة,الحلفاوين,م إبتدائية ساحة سيدي العلوي - الحلفاوين,E.P.SIDI ALOUI -EL HALFAOUINE,1073,تونس,2
تونس,تونس 1,باب سويقة,باب الخضاء,م إبتدائية 3نهج قليبية - باب الخضاء,E.P.3 RUE KELIBIA -BAB EL KHADHRA,1074,تونس,2
تونس,تونس 1,باب سويقة,باب الخضاء,معهد باب الخضاء,LYCÉE BAB EL KHADHRA,1075,تونس,2
تونس,تونس 1,باب سويقة,باب سعدون,م إبتدائية نهج الأقواس - باب سعدون,E.P.RUE DES ARCS BAB SAADOUN,1076,تونس,2
تونس,تونس 1,باب سويقة,باب سويقة,م إبتدائية 55نهج باب سويقة,E.P.55 RUE BAB SOUIKA,1077,تونس,2
تونس,تونس 1,جبل الجلود,القرجومة,م إبتدائية طريق لاكانيا جبل الجلود - القرجومة,E.P.ROUTE LACAGNA DJBEL DJLOUD -ELGARJOUMA,1078,تونس,2
تونس,تونس 1,جبل الجلود,ح الفتح,م إبتدائية سيدي فتح الله 1 - ح الفتح,E.P.SIDI FATHALLAH 1 -CITE ELFATEH,1079,تونس,2
تونس,تونس 1,جبل الجلود,ح الفتح,م إبتدائية سيدي فتح الله 2 جبل الجلود - ح الفتح,E.P.SIDI FATHALLA2 DJBEL DJLOUD -C. ELFATEH,1080,تونس,2
تونس,تونس 1,جبل الجلود,سيدي فتح الله,م إبتدائية ح ثامر جبل الجلود - سيدي فتح الله,E.P. C. THAMER DJBEL DJLOUD -SIDI FATHALLAH,1081,تونس,2
تونس,تونس 1,جبل الجلود,عل باش حانبة,م إبتدائية نهج حمام الأنف جبل الجلود - عل باش حانبة,E.P.RUE H-LIF DJBAL DJLOUD,1082,تونس,2
تونس,تونس 1,جبل الجلود,عل باش حانبة,م إبتدائية نهج فليب فيل جبل الجلود - عل باش حانبة,E.P. R. PHILIPE VILLE DJBEL DJLOUD -B.HAMBA,1083,تونس,2
تونس,تونس 1,سيدي البشري,أبو القاسم الشان,م إبتدائية التطبيقية نهج العلماء - أبو القاسم الشان,E.P.APP.RUE DES SAVANTS ABOUEL KACEM CHEBBI,1084,تونس,2
تونس,تونس 1,سيدي البشري,أبو القاسم الشان,م إبتدائية نهج عل الدوعا ح مونفلوري - أبو القاسم الشان,E.P.RUE ALI DOUAGI MONTFLEURY -A. CHEBBI,1085,تونس,2
تونس,تونس 1,سيدي البشري,السيدة المنوبية,م إبتدائية ح هلال 1 - السيدة المنوبية,E.P.CITE HILAL 1 SAIDA MANOUBIA,1086,تونس,2
تونس,تونس 1,سيدي البشري,السيدة المنوبية,م إبتدائية ح هلال 2 - السيدة المنوبية,E.P.CITE HILAL 2 SAIDA MANOUBIA,1087,تونس,2
تونس,تونس 1,سيدي البشري,فرحات حشاد - (سيدي البشري),م إبتدائية نهج الساحل - فرحات حشاد,E.P.RUE DU SAHEL  -FARHAT HACHED,1088,تونس,2
تونس,تونس 1,سيدي البشري,فرحات حشاد - (سيدي البشري),م إبتدائية نهج كرباكة مونفلوري - فرحات حشاد,E.P. R. KARABAKA MONFLEURY -FARHAT HACHED,1089,تونس,2
تونس,تونس 1,سيدي حس ي ر,02مارس,م إبتدائية السيجوم - 02مارس,E.P.ESSJOUMI -20 MARS,1090,تونس,2
تونس,تونس 1,سيدي حس ي ر,02مارس,م إبتدائية ح 02 مارس السيجوم,E.P.CITE 20 MARS ESSIJOUMI,1091,تونس,2
تونس,تونس 1,سيدي حس ي ر,52جويلية,م إبتدائية عمر المختار - 52جويلية,E.P.OMAR EL MOKHTAR -25 JUILLET,1092,تونس,2
تونس,تونس 1,سيدي حس ي ر,الجيارة,م إبتدائية الجيارة 1,E.P.EL JAYARA 1,1093,تونس,2
تونس,تونس 1,سيدي حس ي ر,الجيارة,م إبتدائية الجيارة 2,E.P.EL JAYARA 2,1094,تونس,2
تونس,تونس 1,سيدي حس ي ر,الجيارة,م إبتدائية الشان ح مراد - الجيارة,E.P.ECHEBI CITE MRAD - EL JAYARA,1095,تونس,2
تونس,تونس 1,سيدي حسري,الجيارة,م إبتدائية ح بوقطفة - الجيارة,E.P.CITE BOUGATFA - EL JAYARA,1096,تونس,2
تونس,تونس 1,سيدي حسري,برج شاكري,م إبتدائية برج شاكري,E.P.BORJ CHAKIR,1097,تونس,2
تونس,تونس 1,سيدي حسري,بريين,م إبتدائية بريين,E.P.BIRINE,1098,تونس,2
تونس,تونس 1,سيدي حسري,سيدي حسري,م إبتدائية سيدي حسري 1,E.P.SIDI HASSINE 1,1099,تونس,2
تونس,تونس 1,سيدي حسري,سيدي حسري,م إبتدائية سيدي حسري 2,E.P.SIDI HASSINE 2,1100,تونس,2
تونس,تونس 1,سيدي حسري,سيدي حسري,م إبتدائية سيدي حسري 3,E.P.SIDI HASSINE 3,1101,تونس,2
تونس,تونس 1,سيدي حسري,عطار,م إبتدائية العطار,E.P.ATTAR,1102,تونس,2
تونس,تونس 1,سيدي حسري,عطار,م إبتدائية ح الفتح سيدي حسري - العطار,E.P. CITE  EL FATH  SDI HESSIN EL ATTAR,1103,تونس,2
تونس,تونس 1,سيدي حسري,مغرية إنزال,م إبتدائية ح المن ح سليم المغرية إنزال,E.P.CITE EL MONGI SLIM MGHIRA ENZEL,1104,تونس,2
تونس,تونس 1,سيدي حسري,مغرية إنزال,م إبتدائية سيدي حسري 4 - مغريه انزال,E.P.SIDI HASSINE 4 -MGHIRA ENZEL,1105,تونس,2
تونس,تونس 1,سيدي حسري,مغرية إنزال,م إبتدائية سيدي عبد الله المعيو - مغريه انزال,E.P.ABDALLAH ELMAYOU MGHIRA ENZEL,1106,تونس,3
تونس,تونس 1,سيدي حسري,مغرية إنزال,م إبتدائية مغريه انزال,E.P.MGHIRA ENZEL,1107,تونس,3
تونس,تونس 2,التحرير,التحرير الأول,م إبتدائية التحرير 1 - التحرير الأول,E.P.ETTAHRIR 1 -ETTAHRIR 1,1108,تونس,3
تونس,تونس 2,التحرير,التحرير الأول,م إبتدائية ح التحرير 2 - التحرير الأول,E.P.CITE ETTAHRIR 2 -ETTAHRIR 1,1109,تونس,3
تونس,تونس 2,التحرير,التحرير الثالث,م إبتدائية ح التحرير 3 - التحرير الثالث,E.P.CITE ETTAHRIR 3 -ETTAHRIR 3,1110,تونس,3
تونس,تونس 2,التحرير,التحرير العلوي,م إبتدائية التحرير العلوي,E.P.ETTAHRIR SUPERIEUR,1111,تونس,3
تونس,تونس 2,التحرير,الحديقة,المعهد الثانوي الحديقة,LYCÉE SECONDAIRE EL HADIKA,1112,تونس,3
تونس,تونس 2,العمران,العمران,م إبتدائية 61نهج بشارة الخوري - العمران,E.P.16 RUE BCHARET EL KHOURI -OMRANE,1113,تونس,3
تونس,تونس 2,العمران,العمران,م إبتدائية نهج بولونيا - العمران,E.P.RUE POLOGNE -OMRANE,1114,تونس,3
تونس,تونس 2,العمران,بي عتيق,م إبتدائية بي عتيق جبل الأحمر,E.P.BIR ATIG -DJBEL LAHMER,1115,تونس,3
تونس,تونس 2,العمران,ح الزياتر ي,م إبتدائية بي الكرم جبل الأحمر - ح الزياتر ي,E.P.BIR KRAM DJBEL LAHMER -C.DES OLIVIERS,1116,تونس,3
تونس,تونس 2,العمران,ح الزياتر ي,م إبتدائية جبل الأحمر ح الزياتر ي 1 - ح الزياتر ي,E.P.CITE DES OLIVIERS 1,1117,تونس,3
تونس,تونس 2,العمران,ح الزياتر ي,م إبتدائية ح الزياتر ي 2 - ح الزياتر ي,E.P.CITE DES OLIVIERS 2,1118,تونس,3
تونس,تونس 2,العمران,رأس الطابية,م إبتدائية ح الرمانة - رأس الطابية,E.P.CITE ERROMANA -RASS TABIA,1119,تونس,3
تونس,تونس 2,العمران,رأس الطابية,م إبتدائية رأس الطابية نهج فاس,E.P.RAS ETTABIA RUE DE FESS,1120,تونس,3
تونس,تونس 2,العمران,وادي السبع,م إبتدائية 2مارس 43 العمران - وادي السبع,E.P.2 MARS 34 EL OMRANE,1121,تونس,3
تونس,تونس 2,العمران,وادي السبع,م إبتدائية الفوز العمران - وادي السبع,E.P.EL FAOUEZ OMRANE -OUED SEBII,1122,تونس,3
تونس,تونس 2,العمران الاعل,الرمانة,م إبتدائية ح ابن خلدون 2 - الرمانة,E.P.CITE IBN KHALDOUN 2 -ROMANA,1123,تونس,3
تونس,تونس 2,ع العمران الال,الرمانة,م إبتدائية ح ابن خلدون 3 - الرمانة,E.P.CITE IBN KHALDOUN 3,1124,تونس,3
تونس,تونس 2,العمران الاعل,الصديق,م إبتدائية ابن خلدون 5 - الصديق,E.P.CITE IBN KHALDOUN 5 -SEDDIK,1125,تونس,3
تونس,تونس 2,العمران الاعل,العمران الأعل,م إبتدائية الامام بن عرفة - العمران الأعل,E.P.IBN ARAFA,1126,تونس,3
تونس,تونس 2,العمران الاعل,العمران الأعل,م إبتدائية الشان - العمران الاعل,E.P.ECHEBBI - OMRAN SUP,1127,تونس,3
تونس,تونس 2,العمران الاعل,النسيم,م إبتدائية الانطلاقة 2 - النسيم,E.P.EL INTILAKA 2 -NESSIM,1128,تونس,3
تونس,تونس 2,العمران الاعل,ح ابن خلدون السادس,المدرسة الابتدائية حدائق الميه 1,E.P HDAEK EL MANZEH 1,1129,تونس,3
تونس,تونس 2,العمران الاعل,ح ابن خلدون السادس,م إبتدائية ابن خلدون 6 - ح ابن خلدون السادس,E.P.CITE IBN KHALDOUN 6 -IBN KHALDOUN6,1130,تونس,3
تونس,تونس 2,العمران الاعل,ح الإنطلاقة,م إبتدائية ح الانطلاقة 1 - ح الإنطلاقة,E.P.CITE  INTILAKA 1 -CITE EL INTILAKA,1131,تونس,3
تونس,تونس 2,العمران الاعل,ح الإنطلاقة,م إبتدائية ح الانطلاقة 3 - ح الإنطلاقة,E.P.CITE EL INTILAKA 3 -CITE EL INTILAKA,1132,تونس,3
تونس,تونس 2,العمران الاعل,ح بن خلدون الأول,المدرسة الإعدادية ابن خلدون 4,COLLEGE  IBN KHALDOUN,1133,تونس,3
تونس,تونس 2,الكرم,البحرية,ر م ابتدائية شط البحرية شيفة المسعدي- عري زغوان-البحرية,E.P.C BAHIRA AIN ZAGHOU,1134,تونس,3
تونس,تونس 2,الكرم,الرياض,م إبتدائية 1نهج 5ديسم ي صلامبو - الرياض,E.P.1 RUE 5 DECEMBRE SALAMBOU -RIADH,1135,تونس,3
تونس,تونس 2,الكرم,الرياض,م إبتدائية نهج فرحات حشاد صلامبو - الرياض,E.P.2 R.FARHAT HACHED SALAMBOU -RIADH,1136,تونس,3
تونس,تونس 2,الكرم,ر الكرم الشق,ر م إبتدائية شارع بورقيبة الكرم - الكرم الشق,E.P.AVENUE BOURGUIBA KRAM,1137,تونس,3
تونس,تونس 2,الكرم,ر الكرم الشق,ر م إبتدائية نهج بوشوشة الكرم - الكرم الشق,E.P.RUE BOUCHOUCHA KRAM KRAM EST,1138,تونس,3
تونس,تونس 2,الكرم,الكرم الغرن,م إبتدائية سيدي عمر الكرم الغرن,E.P.SIDI AMOR KRAM OUEST,1139,تونس,3
تونس,تونس 2,الكرم,بي الحلو,م إبتدائية نهج ليبيا صلامبو - بي الحلو,E.P.RUE DE LIBYE SALAMBO -BIR HILOU,1140,تونس,3
تونس,تونس 2,الكرم,سيدي فرج,م إبتدائية المن ح سليم عر ي زغوان - سيدي فرج,E.P.M.SLIM AIN ZAGHOUAN S.CH.,1141,تونس,3
تونس,تونس 2,المرسى,البحر الأزرق,م إبتدائية البحر الأزرق المرسى,E.P.BAHER LAZREG MARSA,1142,تونس,3
تونس,تونس 2,المرسى,الرميلة,م إبتدائية الح الجديد المرسى - الرميلة,E.P.CITE NOUVELLE MARSA -RMILA,1143,تونس,3
تونس,تونس 2,المرسى,المرسى الحدائق,م إبتدائية نهج محمد عل الطابق - الحدائق,E.P.RUE MOHAMED ALI  - LES JARDINS,1144,تونس,3
تونس,تونس 2,المرسى,المرسى الرياض,م إبتدائية ح الرياض المرسى,E.P.CITE RIADH EL MARSA,1145,تونس,3
تونس,تونس 2,المرسى,المرسى الرياض,م إبتدائية فرحات حشاد-الجبل الخاوي,E.P.FARHAT HACHED -RMILA,1146,تونس,3
تونس,تونس 2,المرسى,المرسى الرياض,م.إعدادية ح الرياض المرسى,COLLEGE  CITE RIADH LA MARSA,1147,تونس,3
تونس,تونس 2,المرسى,المرسى المدينة,المدرسة الابتدائية عبدالرحمان مام,E.P.ABDERRAHMANE BEN MAMI-MARSA VILLE,1148,تونس,3
تونس,تونس 2,المرسى,المرسى المدينة,م إبتدائية المرسى شارع الطيب المهريي - المرسى المدينة,E.P.AV. T. M'HIRI MARSA  -MARSA VILLE,1149,تونس,3
تونس,تونس 2,المرسى,المرسى المدينة,م إبتدائية نهج الورد المرسى - المرسى المدينة,E.P.RUE DES ROSES MARSA,1150,تونس,3
تونس,تونس 2,المرسى,المرسى المدينة,م.إعدادية الطيب المهريي بالمرسى - المرسى المدينة,COLLÉGE TAIEB MHIRI LA MARSA,1151,تونس,3
تونس,تونس 2,المرسى,المرسى المدينة,م.إعدادية الفاضل بن عاشور المرسى - المرسى المدينة,COLLEGE  FADHEL BEN ACHOUR MARSA VILLE,1152,تونس,3
تونس,تونس 2,المرسى,سيدي داود,م إبتدائية سيدي داود,E.P.SIDI DAOUD,1153,تونس,3
تونس,تونس 2,المرسى,سيدي داود,م.إعدادية سيدي داود,COLLEGE  SIDI DAOUD,1154,تونس,3
تونس,تونس 2,المرسى,قمرت,المدرسة الابتدائية ح الخليل المرسى,E.P CITE EL KHALIL MARSA,1155,تونس,3
تونس,تونس 2,المرسى,قمرت,م إبتدائية 41 جانف بالحروش - قمرت,E.P. 14 JANVIER HARROUCHE  GAMARTH,1156,تونس,3
تونس,تونس 2,المرسى,قمرت,م إبتدائية قمرت,E.P.GAMMARTH,1157,تونس,3
تونس,تونس 2,الميه,المنار,م إبتدائية الميه التاسع - المنار,E.P.MENZEH 9 -MANAR,1158,تونس,3
تونس,تونس 2,الميه,المنار,م إبتدائية ح المنار 2 - المنار,E.P.CITE EL MANAR 2 -MANAR,1159,تونس,4
تونس,تونس 2,الميه,المنار,م.إعدادية المنار 2 - المنار,COLLEGE  MANAR 2 MANAR,1160,تونس,4
تونس,تونس 2,الميه,المنار1,م إبتدائية المنار 1 - المنار(1),E.P.MANAR 1 -MANAR 1,1161,تونس,4
تونس,تونس 2,الميه,المنار1,م.إعدادية المنار 1,COLLEGE  MANAR 1,1162,تونس,4
تونس,تونس 2,الميه,الميه,م إبتدائية الهادي خفشة الميه,E.P.RUE HEDI KHEFACHA MENZAH,1163,تونس,4
تونس,تونس 2,الميه,الميه,م.إعدادية نهج الرصاص الميه,COLLEGE  RUE PLOMB -MENZEH,1164,تونس,4
تونس,تونس 2,الميه,غرة جوان,م إبتدائية ساحة منداس فرانس ميتيال فيل - غرة جوان,E.P.PLA. MENDES FR MUTUELLEVILLE -1 JUIN,1165,تونس,4
تونس,تونس 2,الميه,غرة جوان,م.إعدادية الموقع الجميل الميه - غرة جوان,COLLEGE  LE BEAU SITE MENZEH -1 JUIN,1166,تونس,4
تونس,تونس 2,باردو,إبن سيناء,م إبتدائية ابن سينا باردو,E.P.IBN SINA  BARDO,1167,تونس,4
تونس,تونس 2,باردو,الإقامة الطيبة,م إبتدائية الصنوبر - الإقامة الطيبة,E.P.RUE ESSANAOUBAR -LA BONNE RESIDENCE,1168,تونس,4
تونس,تونس 2,باردو,السعادة,م إبتدائية ح ضباط الصف - السعادة,E.P.CITE DES OFFICIERS SAADA,1169,تونس,4
تونس,تونس 2,باردو,باردو,م إبتدائية شارع الحبيب بورقيبة باردو,E.P.AVENUE BOURGUIBA BARDO,1170,تونس,4
