adm4_pcode,imada_name,imada_name_ar,adm3_pcode,delegation_name,governorate_name,region_name,lat,lon,area_sqkm,n_stations,n_certified,registered,voters,valid,blank,spoilt,turnout_stations,turnout_registered,turnout_voters,saied,saied_share_pct,saied_margin_pp,zammel,zammel_share_pct,zammel_margin_pp,maghzaoui,maghzaoui_share_pct,maghzaoui_margin_pp,candidate_sum,winner,runner_up,margin_pp,turnout_pct,turnout_coverage_pct
TN436251,Ouled Haffouz,أولاد حفوز,TN4362,Ouled Haffouz,Sidi Bou Zid,Centre West,35.08333704,9.8451826,23.64054752,5,5,3837,1363,1321,11,31,5,3837,1363,1270,96.1393,94.1711,25,1.8925,-94.2468,26,1.9682,-94.1711,1321,saied,maghzaoui,94.1711,35.5225,100.0000
TN436252,Dheouibet Sud,الدويبات الجنوبية,TN4362,Ouled Haffouz,Sidi Bou Zid,Centre West,35.09452907,9.97240557,59.94502955,4,4,2150,790,758,5,27,4,2150,790,742,97.8892,96.4380,11,1.4512,-96.4380,5,0.6596,-97.2296,758,saied,zammel,96.4380,36.7442,100.0000
TN436253,Sidi Khelif,سيدي خليف,TN4362,Ouled Haffouz,Sidi Bou Zid,Centre West,35.14422693,9.81448931,54.57923808,3,3,1533,475,453,9,13,3,1533,475,423,93.3775,88.9625,20,4.4150,-88.9625,10,2.2075,-91.1700,453,saied,zammel,88.9625,30.9850,100.0000
TN436254,El Henia,الحنية,TN4362,Ouled Haffouz,Sidi Bou Zid,Centre West,35.07941175,9.76555041,59.6527085,3,3,1871,662,633,6,23,3,1871,662,586,92.5750,86.2559,40,6.3191,-86.2559,7,1.1058,-91.4692,633,saied,zammel,86.2559,35.3821,100.0000
TN436255,Kassouda,كسودة,TN4362,Ouled Haffouz,Sidi Bou Zid,Centre West,35.10840469,9.89195068,67.04293712,3,3,2152,888,842,4,42,3,2152,888,822,97.6247,96.3183,9,1.0689,-96.5558,11,1.3064,-96.3183,842,saied,maghzaoui,96.3183,41.2639,100.0000
TN436256,El Mebarkia,المباركية,TN4362,Ouled Haffouz,Sidi Bou Zid,Centre West,35.03418331,9.80624135,34.17368675,3,3,1136,382,362,2,18,3,1136,382,355,98.0663,96.6851,5,1.3812,-96.6851,2,0.5525,-97.5138,362,saied,zammel,96.6851,33.6268,100.0000
TN436257,Ech-Cheouachia,الشواشية,TN4362,Ouled Haffouz,Sidi Bou Zid,Centre West,35.03826035,9.8613881,28.57825487,1,1,851,392,382,3,7,1,851,392,369,96.5969,93.9791,10,2.6178,-93.9791,3,0.7853,-95.8115,382,saied,zammel,93.9791,46.0635,100.0000
TN436258,Sidi Ellafi,سيدي اللافي,TN4362,Ouled Haffouz,Sidi Bou Zid,Centre West,35.16750006,9.74722203,39.72843825,1,1,1176,270,245,5,20,1,1176,270,235,95.9184,93.0612,7,2.8571,-93.0612,3,1.2245,-94.6939,245,saied,zammel,93.0612,22.9592,100.0000
TN436259,Dheouibet Nord,الذويبات الشمالية,TN4362,Ouled Haffouz,Sidi Bou Zid,Centre West,35.16806526,9.93610288,55.02039588,3,3,1640,529,506,3,20,3,1640,529,499,98.6166,97.8261,4,0.7905,-97.8261,3,0.5929,-98.0237,506,saied,zammel,97.8261,32.2561,100.0000
TN515151,Secteur (1),المنطقة الأولى,TN5151,Gabès Médina,Gabès,South East,33.88826801,10.08605076,1.4730583,4,4,3864,1351,1302,16,33,3,3864,982,1130,86.7896,75.9601,141,10.8295,-75.9601,31,2.3810,-84.4086,1302,saied,zammel,75.9601,25.4141,75.0000
TN515152,Secteur (2),المنطقة الثانية,TN5151,Gabès Médina,Gabès,South East,33.87700267,10.09210079,1.30625564,6,6,6061,1937,1879,13,45,6,6061,1937,1580,84.0873,71.3677,239,12.7195,-71.3677,60,3.1932,-80.8941,1879,saied,zammel,71.3677,31.9584,100.0000
TN515153,Secteur (3),المنطقة الثالثة,TN5151,Gabès Médina,Gabès,South East,33.89206874,10.09251933,3.08473027,15,15,17027,4769,4602,36,131,15,17027,4769,4099,89.0700,79.7479,429,9.3220,-79.7479,74,1.6080,-87.4620,4602,saied,zammel,79.7479,28.0085,100.0000
TN515154,Secteur (4),المنطقة الرابعة,TN5151,Gabès Médina,Gabès,South East,33.88741328,10.10971128,2.88199583,6,6,6231,1751,1688,13,50,6,6231,1751,1501,88.9218,80.3318,145,8.5900,-80.3318,42,2.4882,-86.4336,1688,saied,zammel,80.3318,28.1014,100.0000
TN515155,Chott Sidi Abdesselam,شط سيدي عبد السلام,TN5151,Gabès Médina,Gabès,South East,33.91485808,10.08989218,7.7693983,6,6,5938,1715,1645,13,57,5,5709,1425,1476,89.7264,80.6079,150,9.1185,-80.6079,19,1.1550,-88.5714,1645,saied,zammel,80.6079,24.9606,83.3333
TN515251,Er-Remathi,الرماثي,TN5152,Gabès Ouest,Gabès,South East,33.87573951,9.94360646,74.55180454,3,3,1738,526,503,3,20,3,1738,526,481,95.6262,92.2465,17,3.3797,-92.2465,5,0.9940,-94.6322,503,saied,zammel,92.2465,30.2647,100.0000
TN515252,Bou-Chemma,بوشمة,TN5152,Gabès Ouest,Gabès,South East,33.90761255,10.02618102,50.07532232,9,9,8967,2871,2766,26,79,9,8967,2871,2501,90.4194,82.9718,206,7.4476,-82.9718,59,2.1330,-88.2863,2766,saied,zammel,82.9718,32.0174,100.0000
TN515253,Nahal,النحال,TN5152,Gabès Ouest,Gabès,South East,33.88116907,10.07681017,3.40614316,2,2,2145,706,686,4,16,2,2145,706,604,88.0466,78.1341,68,9.9125,-78.1341,14,2.0408,-86.0058,686,saied,zammel,78.1341,32.9138,100.0000
TN515254,Jaouaoula,الجواولة,TN5152,Gabès Ouest,Gabès,South East,33.88116907,10.05742373,1.61538893,1,1,1048,397,388,3,6,1,1048,397,340,87.6289,77.3196,40,10.3093,-77.3196,8,2.0619,-85.5670,388,saied,zammel,77.3196,37.8817,100.0000
TN515255,Chenini Nord,شنني الشمالية,TN5152,Gabès Ouest,Gabès,South East,33.86548125,10.01368107,13.64171303,2,2,1969,658,628,13,17,2,1969,658,538,85.6688,73.4076,77,12.2611,-73.4076,13,2.0701,-83.5987,628,saied,zammel,73.4076,33.4180,100.0000
TN515256,Chenini Est,شنني الشرقية,TN5152,Gabès Ouest,Gabès,South East,33.8693485,10.05720677,0.85220854,4,4,3086,1350,1294,15,41,3,3086,1058,1154,89.1808,80.4482,113,8.7326,-80.4482,27,2.0866,-87.0943,1294,saied,zammel,80.4482,34.2839,75.0000
TN515257,Chenini Ouest,شنني الغربية,TN5152,Gabès Ouest,Gabès,South East,33.85948882,10.0622004,10.22837634,4,4,3187,1127,1077,15,35,4,3187,1127,907,84.2154,70.4735,148,13.7419,-70.4735,22,2.0427,-82.1727,1077,saied,zammel,70.4735,35.3624,100.0000
TN515351,Teboulbou,تبلبو,TN5153,Gabès Sud,Gabès,South East,33.81273557,10.13537208,67.57381973,15,15,13982,4754,4558,46,150,14,13982,4381,3956,86.7925,76.9855,447,9.8069,-76.9855,155,3.4006,-83.3918,4558,saied,zammel,76.9855,31.3331,93.3333
TN515352,Sidi Boulbaba,سيدي بولبابة,TN5153,Gabès Sud,Gabès,South East,33.85653057,10.08811334,6.29807336,18,18,20051,5111,4953,45,113,18,20051,5111,4253,85.8672,74.2984,573,11.5687,-74.2984,127,2.5641,-83.3030,4953,saied,zammel,74.2984,25.4900,100.0000
TN515353,Zrig Eddakhlania,زريق الدخلانية,TN5153,Gabès Sud,Gabès,South East,33.85435162,10.10070598,1.94755995,4,4,5085,1378,1326,15,37,4,5085,1378,1159,87.4057,77.3002,134,10.1056,-77.3002,33,2.4887,-84.9170,1326,saied,zammel,77.3002,27.0993,100.0000
TN515354,Secteur (5),المنطقة الخامسة,TN5153,Gabès Sud,Gabès,South East,33.86791436,10.11667243,5.93784603,14,14,13975,3414,3934,45,75,12,12969,3414,3247,82.5369,68.9629,534,13.5740,-68.9629,153,3.8892,-78.6477,3934,saied,zammel,68.9629,26.3243,85.7143
TN515355,El Medou,المدو,TN5153,Gabès Sud,Gabès,South East,33.80000525,10.01826786,117.99212191,3,3,1874,510,489,5,16,3,1874,510,469,95.9100,93.6605,11,2.2495,-93.6605,9,1.8405,-94.0695,489,saied,zammel,93.6605,27.2145,100.0000
TN515356,Limaoua,ليماوة,TN5153,Gabès Sud,Gabès,South East,33.73030135,10.09482739,51.59643246,1,1,514,150,141,4,5,1,514,150,138,97.8723,95.7447,3,2.1277,-95.7447,0,0.0000,-97.8723,141,saied,zammel,95.7447,29.1829,100.0000
TN515357,El Amazir,الأمازير,TN5153,Gabès Sud,Gabès,South East,33.75110848,9.97479417,42.08947533,1,1,737,170,163,2,5,1,737,170,130,79.7546,64.4172,25,15.3374,-64.4172,8,4.9080,-74.8466,163,saied,zammel,64.4172,23.0665,100.0000
TN515451,Ghanouch Est,غنوش الشرقية,TN5154,Ghannouch,Gabès,South East,33.93896165,10.07293355,1.65739944,6,6,3798,1451,1405,8,38,5,3798,1088,1278,90.9609,83.2028,109,7.7580,-83.2028,18,1.2811,-89.6797,1405,saied,zammel,83.2028,28.6467,83.3333
TN515452,Ghanouch Ouest,غنوش الغربية,TN5154,Ghannouch,Gabès,South East,33.95429391,10.04940341,7.85206237,7,7,6854,1930,1852,11,67,7,6854,1930,1688,91.1447,83.8013,136,7.3434,-83.8013,28,1.5119,-89.6328,1852,saied,zammel,83.8013,28.1587,100.0000
TN515453,Ghanouche Sud,غنوش الجنوبية,TN5154,Ghannouch,Gabès,South East,33.92663716,10.05332678,5.37856806,6,6,5856,681,658,6,17,6,5856,681,603,91.6413,84.1945,49,7.4468,-84.1945,6,0.9119,-90.7295,658,saied,zammel,84.1945,11.6291,100.0000
TN515454,Ghanouche Nord,غنوش الشمالية,TN5154,Ghannouch,Gabès,South East,33.96168538,10.06080651,5.16904216,3,3,2261,750,726,7,17,3,2261,750,614,84.5730,70.3857,103,14.1873,-70.3857,9,1.2397,-83.3333,726,saied,zammel,70.3857,33.1712,100.0000
TN515551,El Metouia Nord,المطويةالشمالية,TN5155,Metouia,Gabès,South East,34.03040223,10.01519376,70.95345488,2,2,1776,631,612,2,17,2,1776,631,552,90.1961,82.5163,47,7.6797,-82.5163,13,2.1242,-88.0719,612,saied,zammel,82.5163,35.5293,100.0000
TN515552,El Metouia Sud,المطورية الجنوبية,TN5155,Metouia,Gabès,South East,33.94568506,9.97310739,41.04468705,10,10,6955,2133,2061,15,57,10,6955,2133,1758,85.2984,72.7317,259,12.5667,-72.7317,44,2.1349,-83.1635,2061,saied,zammel,72.7317,30.6686,100.0000
TN515553,Ouedhref Nord,وذرف الشمالية,TN5155,Metouia,Gabès,South East,34.04147224,9.94827048,59.84238272,4,4,4118,1586,1544,7,35,4,4118,1586,1420,91.9689,85.6218,98,6.3472,-85.6218,26,1.6839,-90.2850,1544,saied,zammel,85.6218,38.5138,100.0000
TN515554,Ouedhref Sud,وذرف الجنوبية,TN5155,Metouia,Gabès,South East,33.99004202,9.93027196,43.72733299,4,4,3743,1577,1536,9,32,4,3743,1577,1435,93.4245,88.6068,74,4.8177,-88.6068,27,1.7578,-91.6667,1536,saied,zammel,88.6068,42.1320,100.0000
TN515555,El Akarit,العكاريت,TN5155,Metouia,Gabès,South East,34.07703903,9.97541884,34.1470936,2,2,1609,578,571,2,5,2,1609,578,539,94.3958,90.7180,21,3.6778,-90.7180,11,1.9264,-92.4694,571,saied,zammel,90.7180,35.9229,100.0000
TN515556,El Hicha,الهيشة,TN5155,Metouia,Gabès,South East,34.15048583,9.96962532,106.73095753,2,2,1595,368,350,1,17,2,1595,368,335,95.7143,92.5714,11,3.1429,-92.5714,4,1.1429,-94.5714,350,saied,zammel,92.5714,23.0721,100.0000
TN515557,El Mida,الميدة,TN5155,Metouia,Gabès,South East,34.05441369,9.87632164,55.88822006,2,2,2069,671,652,7,12,2,2069,671,582,89.2638,80.6748,56,8.5890,-80.6748,14,2.1472,-87.1166,652,saied,zammel,80.6748,32.4311,100.0000
TN515651,Oued Ezzitoun,وادي الزيتون,TN5156,Menzel Habib,Gabès,South East,34.1621785,9.6453649,168.57893154,2,2,851,163,156,2,5,2,851,163,146,93.5897,89.1026,3,1.9231,-91.6667,7,4.4872,-89.1026,156,saied,maghzaoui,89.1026,19.1539,100.0000
TN515652,El Fejij,الفجيج,TN5156,Menzel Habib,Gabès,South East,34.06983804,9.7765527,113.84094684,2,2,592,160,155,1,4,2,592,160,147,94.8387,91.6129,5,3.2258,-91.6129,3,1.9355,-92.9032,155,saied,zammel,91.6129,27.0270,100.0000
TN515653,El Mehemla,المهاملة,TN5156,Menzel Habib,Gabès,South East,34.16999673,9.49965814,263.71009324,3,3,1101,164,357,5,7,2,632,164,330,92.4370,88.5154,14,3.9216,-88.5154,13,3.6415,-88.7955,357,saied,zammel,88.5154,25.9494,66.6667
TN515654,Es-Saki,السقي,TN5156,Menzel Habib,Gabès,South East,34.16443065,9.33195933,117.25618988,3,3,957,327,316,4,7,2,957,245,296,93.6709,90.1899,11,3.4810,-90.1899,9,2.8481,-90.8228,316,saied,zammel,90.1899,25.6008,66.6667
TN515655,Rabiaa Ouali,ربيعة والي,TN5156,Menzel Habib,Gabès,South East,34.17106149,9.84077264,103.49483901,4,4,2181,602,581,8,13,4,2181,602,521,89.6730,81.7556,46,7.9174,-81.7556,14,2.4096,-87.2633,581,saied,zammel,81.7556,27.6020,100.0000
TN515656,Zoughrata,زقراطة,TN5156,Menzel Habib,Gabès,South East,34.13045549,9.81901943,75.88932855,2,2,1036,147,140,0,7,2,1036,147,136,97.1429,95.0000,3,2.1429,-95.0000,1,0.7143,-96.4286,140,saied,zammel,95.0000,14.1892,100.0000
TN515657,Menzel El Habib,منزل الحبيب,TN5156,Menzel Habib,Gabès,South East,34.23101203,9.67012026,109.32503807,4,4,1807,730,699,4,27,4,1807,730,664,94.9928,92.2747,19,2.7182,-92.2747,16,2.2890,-92.7039,699,saied,zammel,92.2747,40.3985,100.0000
TN515751,Secteur Nord,المنطقة الشمالية,TN5157,Hamma,Gabès,South East,33.9680621,9.83796262,134.20544894,3,3,2106,1011,949,19,43,2,2106,628,815,85.8799,76.9231,85,8.9568,-76.9231,49,5.1633,-80.7165,949,saied,zammel,76.9231,29.8196,66.6667
TN515752,El Ksar,القصر,TN5157,Hamma,Gabès,South East,33.90735072,9.84388758,18.42266092,7,7,7173,1945,1863,23,59,7,7173,1945,1601,85.9367,75.8991,187,10.0376,-75.8991,75,4.0258,-81.9109,1863,saied,zammel,75.8991,27.1156,100.0000
TN515753,Secteur Est (1),(1) المنطقة الشرقية,TN5157,Hamma,Gabès,South East,33.88093868,9.81581884,6.07499737,13,13,11516,2129,2218,25,64,11,10255,1909,1840,82.9576,69.6573,295,13.3003,-69.6573,83,3.7421,-79.2155,2218,saied,zammel,69.6573,18.6153,84.6154
TN515754,Secteur Est (2),(2) المنطقة الشرقية,TN5157,Hamma,Gabès,South East,33.85177956,9.80881795,18.35813024,4,4,4432,1210,1107,27,76,4,4432,1210,995,89.8826,83.1978,74,6.6847,-83.1978,38,3.4327,-86.4499,1107,saied,zammel,83.1978,27.3014,100.0000
TN515755,Secteur Sud,المنطقة القبلية,TN5157,Hamma,Gabès,South East,33.85514929,9.78574564,3.9604633,6,6,4362,1108,1287,18,36,5,4362,1108,1120,87.0241,78.4771,110,8.5470,-78.4771,57,4.4289,-82.5952,1287,saied,zammel,78.4771,25.4012,83.3333
TN515756,Farhat Hached,فرحات حشاد,TN5157,Hamma,Gabès,South East,33.70928785,9.60443428,490.13159938,2,2,423,47,46,0,1,2,423,47,41,89.1304,80.4348,1,2.1739,-86.9565,4,8.6957,-80.4348,46,saied,maghzaoui,80.4348,11.1111,100.0000
TN515757,Chanchou,شانشو,TN5157,Hamma,Gabès,South East,33.8225566,9.85833446,230.15082138,1,1,589,151,147,0,4,1,589,151,137,93.1973,88.4354,3,2.0408,-91.1565,7,4.7619,-88.4354,147,saied,maghzaoui,88.4354,25.6367,100.0000
TN515758,El Behaier,البحاير,TN5157,Hamma,Gabès,South East,33.83974589,9.47392798,678.59391429,3,3,1671,319,299,8,12,3,1671,319,239,79.9331,68.2274,25,8.3612,-71.5719,35,11.7057,-68.2274,299,saied,maghzaoui,68.2274,19.0904,100.0000
TN515759,Bechima El Borj,بشيمة البرج,TN5157,Hamma,Gabès,South East,33.92948454,9.67655803,49.74841884,2,2,1035,341,319,2,20,2,1035,341,299,93.7304,89.6552,13,4.0752,-89.6552,7,2.1944,-91.5361,319,saied,zammel,89.6552,32.9469,100.0000
TN515760,Bechima El Kalb,بشيمة القلب,TN5157,Hamma,Gabès,South East,33.94393964,9.71507384,49.94629778,3,3,2805,689,663,3,23,3,2805,689,614,92.6094,88.8386,25,3.7707,-88.8386,24,3.6199,-88.9894,663,saied,zammel,88.8386,24.5633,100.0000
TN515761,Bou Attouch,بوعطوش,TN5157,Hamma,Gabès,South East,34.00358402,9.50164969,821.96603652,5,5,3817,976,1003,11,43,4,3817,976,804,80.1595,68.9930,112,11.1665,-68.9930,87,8.6740,-71.4855,1003,saied,zammel,68.9930,25.5698,80.0000
TN515762,Habib Thameur,الحبيب ثامر,TN5157,Hamma,Gabès,South East,33.82967715,9.69939305,96.20545589,5,5,4731,861,823,19,19,5,4731,861,740,89.9149,83.3536,54,6.5614,-83.3536,29,3.5237,-86.3913,823,saied,zammel,83.3536,18.1991,100.0000
TN515763,Secteur Ouest,المنطقة الغربية,TN5157,Hamma,Gabès,South East,33.81711245,9.76050559,44.23034246,4,4,4583,1022,978,11,33,4,4583,1022,836,85.4806,75.3579,99,10.1227,-75.3579,43,4.3967,-81.0838,978,saied,zammel,75.3579,22.2998,100.0000
TN515851,Matmata,مطماطة,TN5158,Matmata,Gabès,South East,33.50866202,9.97863194,153.96881522,7,7,4120,613,573,13,27,7,4120,613,532,92.8447,89.1798,21,3.6649,-89.1798,20,3.4904,-89.3543,573,saied,zammel,89.1798,14.8786,100.0000
TN515852,Techine,تشين,TN5158,Matmata,Gabès,South East,33.38674919,9.94065737,390.59191225,2,2,942,363,346,10,7,2,942,363,331,95.6647,93.3526,7,2.0231,-93.6416,8,2.3121,-93.3526,346,saied,maghzaoui,93.3526,38.5350,100.0000
TN515853,Tamazrat,طمزرط,TN5158,Matmata,Gabès,South East,33.49901456,9.72605052,697.10603614,2,2,775,294,274,5,15,2,775,294,252,91.9708,87.5912,10,3.6496,-88.3212,12,4.3796,-87.5912,274,saied,maghzaoui,87.5912,37.9355,100.0000
TN515951,Nouvelle Matmata,مطماطة الجديدة,TN5159,Matmata Nouvelle,Gabès,South East,33.65438563,9.98012227,111.46524903,7,7,6817,1346,1265,20,61,7,6817,1346,1148,90.7510,84.1107,84,6.6403,-84.1107,33,2.6087,-88.1423,1265,saied,zammel,84.1107,19.7448,100.0000
TN515952,Heddaj,هداج,TN5159,Matmata Nouvelle,Gabès,South East,33.60415889,10.04451309,174.84203773,3,3,1869,492,458,6,28,3,1869,492,432,94.3231,91.0480,11,2.4017,-91.9214,15,3.2751,-91.0480,458,saied,maghzaoui,91.0480,26.3242,100.0000
TN515953,Ez-Zeraoua,الزراوة,TN5159,Matmata Nouvelle,Gabès,South East,33.6100958,9.69408493,244.288888,2,2,1828,287,272,9,6,2,1828,287,206,75.7353,57.7206,49,18.0147,-57.7206,17,6.2500,-69.4853,272,saied,zammel,57.7206,15.7002,100.0000
TN515954,Beni Aissa,بني عيسى,TN5159,Matmata Nouvelle,Gabès,South East,33.66058324,9.8818645,132.92056294,1,1,544,127,119,3,5,1,544,127,114,95.7983,92.4370,1,0.8403,-94.9580,4,3.3613,-92.4370,119,saied,maghzaoui,92.4370,23.3456,100.0000
TN515955,Beni Zalten,بني زلطن,TN5159,Matmata Nouvelle,Gabès,South East,33.55921428,10.10421649,88.87897145,4,4,1324,227,238,2,13,3,1201,227,227,95.3782,92.0168,8,3.3613,-92.0168,3,1.2605,-94.1176,238,saied,zammel,92.0168,18.9009,75.0000
TN516051,Mareth,مارث,TN5160,Mareth,Gabès,South East,33.58047045,10.26607794,39.29125319,14,14,12508,2342,2269,21,52,14,12508,2342,2095,92.3314,86.6902,128,5.6413,-86.6902,46,2.0273,-90.3041,2269,saied,zammel,86.6902,18.7240,100.0000
TN516052,Mareth Nord,مارث الشمالية,TN5160,Mareth,Gabès,South East,33.6281116,10.24985705,66.54784532,8,8,4667,2052,1992,21,39,6,4667,1324,1783,89.5080,82.6305,137,6.8775,-82.6305,72,3.6145,-85.8936,1992,saied,zammel,82.6305,28.3694,75.0000
TN516053,Sidi Touati,سيدي التواتي,TN5160,Mareth,Gabès,South East,33.5039808,10.2302889,87.0655631,2,2,1638,359,353,4,2,2,1638,359,330,93.4844,89.5184,9,2.5496,-90.9348,14,3.9660,-89.5184,353,saied,maghzaoui,89.5184,21.9170,100.0000
TN516054,Ez-Zerkine,الزركين,TN5160,Mareth,Gabès,South East,33.71817727,10.26131914,42.01610627,2,2,1655,426,415,1,10,2,1655,426,404,97.3494,95.6627,7,1.6867,-95.6627,4,0.9639,-96.3855,415,saied,zammel,95.6627,25.7402,100.0000
TN516055,Ayoun Ez-Zerkine,عيون الزركين,TN5160,Mareth,Gabès,South East,33.6662395,10.21288133,66.76256394,3,3,2726,800,765,13,22,3,2726,800,699,91.3725,84.9673,49,6.4052,-84.9673,17,2.2222,-89.1503,765,saied,zammel,84.9673,29.3470,100.0000
TN516056,Ourafinine,واريفين,TN5160,Mareth,Gabès,South East,33.57720088,10.18737561,57.33796147,1,1,395,118,110,1,7,1,395,118,106,96.3636,93.6364,1,0.9091,-95.4545,3,2.7273,-93.6364,110,saied,maghzaoui,93.6364,29.8734,100.0000
TN516057,Ezzarat,الزارات,TN5160,Mareth,Gabès,South East,33.69521903,10.32552903,54.28529366,6,6,6317,1589,1531,7,51,6,6317,1589,1431,93.4683,89.3534,63,4.1150,-89.3534,37,2.4167,-91.0516,1531,saied,zammel,89.3534,25.1543,100.0000
TN516058,El Alaya,العلاية,TN5160,Mareth,Gabès,South East,33.63662918,10.38676382,63.84215847,3,3,1673,500,493,3,5,3,1673,500,463,93.9148,89.0467,24,4.8682,-89.0467,6,1.2170,-92.6978,493,saied,zammel,89.0467,29.8864,100.0000
TN516059,Arram,عرام,TN5160,Mareth,Gabès,South East,33.55834282,10.3223382,95.70249261,5,5,4310,1196,1153,14,29,5,4310,1196,1043,90.4597,83.4345,81,7.0252,-83.4345,29,2.5152,-87.9445,1153,saied,zammel,83.4345,27.7494,100.0000
TN516060,Ketana,كتانة,TN5160,Mareth,Gabès,South East,33.75830117,10.21466225,66.568452,5,5,4296,1409,1339,19,51,5,4296,1409,1283,95.8178,92.3077,47,3.5101,-92.3077,9,0.6721,-95.1456,1339,saied,zammel,92.3077,32.7980,100.0000
TN516061,Toujane,توجان,TN5160,Mareth,Gabès,South East,33.45720445,10.12294784,56.10106285,1,1,77,13,12,0,1,1,77,13,12,100.0000,100.0000,0,0.0000,-100.0000,0,0.0000,-100.0000,12,saied,maghzaoui,100.0000,16.8831,100.0000
TN516062,Zemarten,زمرتن,TN5160,Mareth,Gabès,South East,33.36891891,10.05693555,158.53927174,2,2,808,207,201,4,9,1,808,205,184,91.5423,85.5721,12,5.9701,-85.5721,5,2.4876,-89.0547,201,saied,zammel,85.5721,25.3713,50.0000
TN516063,Zerig El Ghandri,زريق الغندري,TN5160,Mareth,Gabès,South East,33.71315843,10.15981727,47.12308447,2,2,671,843,813,2,28,1,671,375,797,98.0320,96.9250,9,1.1070,-96.9250,7,0.8610,-97.1710,813,saied,zammel,96.9250,55.8867,50.0000
TN516064,Ain Tounine,عين تونين,TN5160,Mareth,Gabès,South East,33.49752906,10.13700681,42.22996901,4,4,1865,456,452,2,2,4,1865,456,433,95.7965,92.2566,16,3.5398,-92.2566,3,0.6637,-95.1327,452,saied,zammel,92.2566,24.4504,100.0000
TN516065,Dekhilet Toujane,دخيلة توجان,TN5160,Mareth,Gabès,South East,33.4463285,10.2130007,61.78318542,7,6,4772,803,764,15,24,6,4772,803,664,86.9110,77.3560,73,9.5550,-77.3560,27,3.5340,-83.3770,764,saied,zammel,77.3560,16.8273,85.7143
TN525151,Beni Ghezail,بني عزيل,TN5251,Médenine Nord,Médenine,South East,33.27540952,10.43603971,65.32010052,1,1,439,0,72,1,4,0,0,0,59,81.9444,65.2778,12,16.6667,-65.2778,1,1.3889,-80.5556,72,saied,zammel,65.2778,,0.0000
TN525152,02 Mai,02ماي,TN5251,Médenine Nord,Médenine,South East,33.32609398,10.47845881,3.58981194,5,5,1328,0,738,9,13,0,0,0,630,85.3659,73.4417,88,11.9241,-73.4417,20,2.7100,-82.6558,738,saied,zammel,73.4417,,0.0000
TN525153,Mednine Ouest,مدنين الغربية,TN5251,Médenine Nord,Médenine,South East,33.33576533,10.46647268,4.14066449,11,11,8441,172,2020,29,70,1,1240,172,1727,85.4950,72.8218,256,12.6733,-72.8218,37,1.8317,-83.6634,2020,saied,zammel,72.8218,13.8710,9.0909
TN525154,20 Mars,20مارس,TN5251,Médenine Nord,Médenine,South East,33.35181377,10.46805196,5.43586699,3,3,2108,0,543,14,15,0,0,0,479,88.2136,79.9263,45,8.2873,-79.9263,19,3.4991,-84.7145,543,saied,zammel,79.9263,,0.0000
TN525155,Mednine Nord,مدنين الشمالية,TN5251,Médenine Nord,Médenine,South East,33.36630568,10.48313825,15.36467965,21,21,18986,166,3550,45,83,1,641,166,3078,86.7042,76.0563,378,10.6479,-76.0563,94,2.6479,-84.0563,3550,saied,zammel,76.0563,25.8970,4.7619
TN525156,Oum Ettameur Ouest,أم التمر الغربية,TN5251,Médenine Nord,Médenine,South East,33.38417284,10.32908376,144.01381405,4,4,1494,0,413,12,16,0,0,0,372,90.0726,83.0508,29,7.0218,-83.0508,12,2.9056,-87.1671,413,saied,zammel,83.0508,,0.0000
TN525157,Oum Ettameur Est,أم التمر الشرقية,TN5251,Médenine Nord,Médenine,South East,33.40457512,10.39708003,46.88217331,2,2,1097,0,266,4,8,0,0,0,242,90.9774,86.0902,11,4.1353,-86.8421,13,4.8872,-86.0902,266,saied,maghzaoui,86.0902,,0.0000
TN525158,Koutine,كوتين,TN5251,Médenine Nord,Médenine,South East,33.46054652,10.33096069,49.54326825,3,3,1389,174,303,1,10,1,788,174,279,92.0792,86.7987,16,5.2805,-86.7987,8,2.6403,-89.4389,303,saied,zammel,86.7987,22.0812,33.3333
TN525251,Mednine Sud,مدنين الجنوبية,TN5252,Médenine Sud,Médenine,South East,33.32965469,10.50024337,11.34331413,18,18,14132,140,2978,46,88,1,1073,140,2371,79.6172,62.9953,495,16.6219,-62.9953,112,3.7609,-75.8563,2978,saied,zammel,62.9953,13.0475,5.5556
TN525252,Mednine Est,مدنين الشرقية,TN5252,Médenine Sud,Médenine,South East,33.35636325,10.51518168,6.76087402,10,10,7288,92,1928,21,49,1,1082,92,1639,85.0104,73.2365,227,11.7739,-73.2365,62,3.2158,-81.7946,1928,saied,zammel,73.2365,8.5028,10.0000
TN525253,El Labba,اللبة,TN5252,Médenine Sud,Médenine,South East,33.28169639,10.51038898,99.64789162,5,5,1405,314,758,25,27,1,742,162,645,85.0923,72.1636,98,12.9288,-72.1636,15,1.9789,-83.1135,758,saied,zammel,72.1636,21.8329,20.0000
TN525254,Hessi Amor,حسي عمر,TN5252,Médenine Sud,Médenine,South East,33.30404296,10.57673324,68.61630795,7,7,4295,0,619,11,13,0,0,0,530,85.6220,73.1826,77,12.4394,-73.1826,12,1.9386,-83.6834,619,saied,zammel,73.1826,,0.0000
