id_delegation,governorate_ar,governorate_name,delegation_ar,delegation_name,constituency_ar,is_split_half,population_2014
5258,مدنين,Medenine,جربه اجيم,Djerba Ajim,مدنين,0,24294
5256,مدنين,Medenine,جربه حومه السوق,Djerba Houmet Souk,مدنين,0,75904
5257,مدنين,Medenine,جربه ميدون,Djerba Midoun,مدنين,0,63528
5251,مدنين,Medenine,مدنين الشماليه,Medenine Nord,مدنين,0,54769
5252,مدنين,Medenine,مدنين الجنوبيه,Medenine Sud,مدنين,0,54640
5259,مدنين,Medenine,سيدي مخلوف,Sidi Makhloulf,مدنين,0,25206
5255,مدنين,Medenine,جرجيس,Zarzis,مدنين,0,75382
1455,منوبه,Mannouba,برج العامري,Borj Amri,منوبه,0,17408
1456,منوبه,Mannouba,الجديده,Djedeida,منوبه,0,44748
1452,منوبه,Mannouba,دوار هيشر,Douar Hicher,منوبه,0,84090
1458,منوبه,Mannouba,البطان,El Battane,منوبه,0,18977
1451,منوبه,Mannouba,منوبه,Mannouba,منوبه,0,58792
1454,منوبه,Mannouba,المرناقيه,Mornaguia,منوبه,0,42687
1453,منوبه,Mannouba,وادي الليل,Oued Ellil,منوبه,0,69317
1457,منوبه,Mannouba,طبربه,Tebourba,منوبه,0,43499
1563,نابل,Nabeul,بني خلاد,Beni Khalled,نابل 2,1,37964
1553,نابل,Nabeul,بني خيار,Beni Khiar,نابل 1,1,43132
1565,نابل,Nabeul,بوعرقوب,Bou Argoub,نابل 2,1,30942
1552,نابل,Nabeul,دار شعبان الفهري,Dar Chaabane El Fehri,نابل 1,1,46781
1559,نابل,Nabeul,الهواريه,El Haouaria,نابل 1,1,41317
1556,نابل,Nabeul,الميده,El Mida,نابل 1,1,26995
1564,نابل,Nabeul,قرنباليه,Grombalia,نابل 2,1,67475
1558,نابل,Nabeul,حمام الغزاز,Hammam El Guezaz,نابل 1,1,15727
1566,نابل,Nabeul,الحمامات,Hammamet,نابل 2,1,97855
1557,نابل,Nabeul,قليبيه,Kelibia,نابل 1,1,58491
1554,نابل,Nabeul,قربه,Korba,نابل 1,1,68964
1562,نابل,Nabeul,منزل بوزلفه,Menzel Bouzelfa,نابل 2,1,37860
1555,نابل,Nabeul,منزل تميم,Menzel Temime,نابل 1,1,65645
1551,نابل,Nabeul,نابل,Nabeul,نابل 1,1,73128
1561,نابل,Nabeul,سليمان,Soliman,نابل 2,1,53491
1560,نابل,Nabeul,تاكلسه,Takelsa,نابل 2,1,22151
