id_2024,id_census,city_name_sources,city_name,id_geonames,caidat_1926,caidat_1931,controle_civil_1931,delegation_1956,lat,lon,sources_lat_lon,comments,geo_precision,name_key,id_delegation,delegation_name,governorate_name,region_name,match_method,match_score,match_km,match_margin_km
649,pop_tun_230,Feriana,Feriana,518,Fraichiches,Madjeur,Thala,,34.9430540101271,8.56531927971463,Google Maps,,1,feriana,4262,Feriana,Kasserine,Centre Ouest,name_and_centroid,1.0000,0.431,21.384
650,pop_tun_231,Oulad-Sidi-Tlil,Ouled Sidi-Tlil,961,Fraichiches,Madjeur,Thala,,34.749875112792,8.52307883386953,Google Maps,"Recensement 1956. Ouled sidi Abbes d'après la Nomenclature et répartition des tribus de Tunisie (1900, p. 246 : https://gallica.bnf.fr/ark:/12148/bpt6k6212793n/f264).",1,ouled sidi tlil,4263,Majel Bel Abbes,Kasserine,Centre Ouest,centroid,,0.033,22.182
651,pop_tun_232,El-Afial,El-Afial,311,Fraichiches,Madjeur,Thala,,35.07,8.67,Google Maps,"JORT (26 Octobre 1984), délégation de Kasserine Sud.",1,el afial,4262,Feriana,Kasserine,Centre Ouest,centroid,,16.589,1.078
652,pop_tun_233,Zaba et Farda,Zaba et Farda,1180,Fraichiches,Madjeur,Thala,,35.029792,8.40398,Google Maps,Recensement 1956.,2,zaba et farda,4262,Feriana,Kasserine,Centre Ouest,centroid,,17.423,15.501
653,pop_tun_234,Djeima,Djeima,267,,Madjeur,Thala,,35.26938,9.415113,Google Maps,Jilma.,1,djeima,4353,Jilma,Sidi Bouzid,Centre Ouest,centroid,,0.717,15.161
654,pop_tun_235,Djedliane,Djedliane,265,,Madjeur,Thala,,35.59,9.06,Google Maps,,1,djedliane,4257,Djedeliane,Kasserine,Centre Ouest,centroid,,0.442,4.518
655,pop_tun_236,El-Abaidh,El-Abaidh,305,,Madjeur,Thala,,35.427387,9.389449,Google Maps,Recensement 1956.,2,el abaidh,4158,Hajeb el Ayoun,Kairouan,Centre Ouest,centroid,,14.351,3.175
656,pop_tun_237,El-Bouajer,El-Bouajer,350,,Madjeur,Thala,,35.593347,8.83342,Google Maps,"E.P. EL BOUAJER (Instance Supérieure pour les Élections (ISIE), Annuaire des centres de votes, 2022).",1,el bouajer,4258,El Ayoun,Kasserine,Centre Ouest,centroid,,7.445,7.487
657,pop_tun_238,El-Goraa,El-Goraa,378,,Madjeur,Thala,,35.498709,9.140003,Google Maps,Recensement 1956.,2,el goraa,4256,Sbiba,Kasserine,Centre Ouest,centroid,,8.041,4.832
658,pop_tun_239,Meghila,Meghila,738,,Madjeur,Thala,,35.291447,9.284303,Google Maps,,1,meghila,4354,Cebalet Ouled Asker,Sidi Bouzid,Centre Ouest,centroid,,12.574,0.130
659,pop_tun_24,Djara-Chargui banlieue,Djara,246,Aradh,Aradh,Gabès,,33.89,10.093513,Geonames,,1,djara,5151,Gabes Medina,Gabès,Sud Est,centroid,,0.937,2.712
660,pop_tun_240,Oued-El-Hatab,Oued-El-Hatab,835,,Madjeur,Thala,,35.58284,9.13471,Geonames,,1,oued el hatab,4256,Sbiba,Kasserine,Centre Ouest,centroid,,6.847,0.324
661,pop_tun_241,Ouled-Asker,Ouled-Asker,869,,Madjeur,Thala,,35.178285,9.278502,Google Maps,,1,ouled asker,4354,Cebalet Ouled Asker,Sidi Bouzid,Centre Ouest,centroid,,0.145,14.414
662,pop_tun_242,Ouled Ghilane,Ouled-Ghilane,914,,Madjeur,Thala,,35.4,8.88333,Geonames,,1,ouled ghilane,4258,El Ayoun,Kasserine,Centre Ouest,centroid,,15.555,8.118
663,pop_tun_243,Ouled Moussa,Ouled-Moussa,945,,Madjeur,Thala,,35.0493895810646,8.91831674165626,Geonames,,1,ouled moussa,4254,Hassi Ferid,Kasserine,Centre Ouest,centroid,,8.513,6.158
664,pop_tun_244,Sbiba,Sbiba,1034,,Madjeur,Thala,,35.5420985498429,9.07379104412885,Google Maps,,1,sbiba,4256,Sbiba,Kasserine,Centre Ouest,name_and_centroid,1.0000,0.507,5.306
665,pop_tun_245,Sbeitla,Sbeitla,1033,,Madjeur,Thala,,35.2293172832342,9.12985405406912,Google Maps,,1,sbeitla,4255,Sbeitla,Kasserine,Centre Ouest,name_and_centroid,1.0000,0.155,14.602
666,pop_tun_246,Semmama,Semmama,1051,,Madjeur,Thala,,35.35,8.89,Google Maps,,1,semmama,4251,Kasserine Nord,Kasserine,Centre Ouest,centroid,,20.793,0.000
667,pop_tun_249,Oulad Naceur,Ouled-Naceur,947,Gafsa,Gafsa,Gafsa,,34.384515,8.175234,Google Maps,"Recensement 1956, délégation de Reddeyef.",2,ouled naceur,6156,Redeyef,Gafsa,Sud Ouest,centroid,,1.288,13.374
668,pop_tun_250,Oulad Bou Amrane,Ouled-Bou Amrane,876,Gafsa,Gafsa,Gafsa,,34.352989,9.103633,Google Maps,Bou Omrane.,1,ouled bou amrane,6159,El Guetar,Gafsa,Sud Ouest,centroid,,14.233,10.593
669,pop_tun_251,Oulad Ali,Ouled-Ali,860,Gafsa,Gafsa,Gafsa,,34.48904,9.0234,Geonames,Bir Oulad Ali.,1,ouled ali,6159,El Guetar,Gafsa,Sud Ouest,centroid,,17.920,3.728
670,pop_tun_252,El-Ksar,El-Ksar,442,Gafsa,Gafsa,Gafsa,,34.4,8.81,Google Maps,,1,el ksar,6153,El Ksar,Gafsa,Sud Ouest,name_and_centroid,1.0000,0.576,2.981
671,pop_tun_253,Oulad Redhouane,Ouled-Redhouane,950,Gafsa,Gafsa,Gafsa,,,,,,,ouled redhouane,,,Gafsa,Sud Ouest,hist_unit_governorate,,,
672,pop_tun_254,Oulad Mabrouk,Ouled-Mabrouk,931,Gafsa,Gafsa,Gafsa,,34.332365,8.384661,Google Maps,"Recensement 1956, délégation de Metlaoui.",2,ouled mabrouk,6157,Metlaoui,Gafsa,Sud Ouest,centroid,,2.408,17.591
673,pop_tun_258,Alim,Alim,45,Gafsa,Gafsa,Gafsa,,34.62842,9.12533,Geonames,,1,alim,6161,Sned,Gafsa,Sud Ouest,centroid,,15.131,9.647
674,pop_tun_259,El-Khemaila,El-Khemaila,433,Gafsa,Gafsa,Gafsa,,34.15,8.6,Geonames,,1,el khemaila,6158,Mdhila,Gafsa,Sud Ouest,centroid,,21.086,4.812
675,pop_tun_26,Menzel-Chargui banlieue,Menzel-Chargui,757,Aradh,Aradh,Gabès,,33.8816702857946,10.0859578558487,Geonames,Manzil.,,menzel chargui,5151,Gabes Medina,Gabès,Sud Est,centroid,,1.719,1.245
676,pop_tun_260,Oulad Bou-Saad,Ouled-Bou-Saad,885,Gafsa,Gafsa,Gafsa,,34.36667,9.25,Geonames,Bordj Bou Saad.,1,ouled bou saad,6160,Belkhir,Gafsa,Sud Ouest,centroid,,16.524,2.747
677,pop_tun_261,Lala,Lala,685,Gafsa,Gafsa,Gafsa,,34.39,8.82,Google Maps,Lalla.,1,lala,6153,El Ksar,Gafsa,Sud Ouest,centroid,,1.665,3.330
678,pop_tun_262,Majoura,Majoura,718,Gafsa,Gafsa,Gafsa,,34.66,9.24,Google Maps,,1,majoura,6161,Sned,Gafsa,Sud Ouest,centroid,,13.331,6.309
679,pop_tun_263,El-Ayaicha,El-Ayaicha,341,Gafsa,Gafsa,Gafsa,,34.247694,9.250047,Google Maps,El Ayaycha.,1,el ayaicha,6160,Belkhir,Gafsa,Sud Ouest,centroid,,13.299,16.135
680,pop_tun_264,Oulad M'Bbarek et Oulad Bou-Yahia,Oulad M'Barek et Ouled-Bou-Yahia,937,Gafsa,Gafsa,Gafsa,,34.332365,8.384661,Google Maps,"Recensement 1956, délégation de Metlaoui.",2,oulad mbarek et ouled bou yahia,6157,Metlaoui,Gafsa,Sud Ouest,centroid,,2.408,17.591
681,pop_tun_265,Oulad Belhassen,Ouled-Belhassen,873,Gafsa,Gafsa,Gafsa,,34.43,8.5,Geonames,Oulad Ben Hassen.,1,ouled belhassen,6157,Metlaoui,Gafsa,Sud Ouest,centroid,,15.530,6.076
682,pop_tun_266,Oulad Ouceif,Ouled-Ouceif,949,Gafsa,Gafsa,Gafsa,,34.332365,8.384661,Google Maps,"Recensement 1956, délégation de Metlaoui.",2,ouled ouceif,6157,Metlaoui,Gafsa,Sud Ouest,centroid,,2.408,17.591
683,pop_tun_267,Oulad Cherit,Ouled-Cherit,888,Gafsa,Gafsa,Gafsa,,34.45774,8.95175,Geonames,Ouled Cherait.,1,ouled cherit,6159,El Guetar,Gafsa,Sud Ouest,centroid,,13.111,1.935
684,pop_tun_268,Oulad Ali ben Aissa,Ouled-Ali Ben Aissa,862,Gafsa,Gafsa,Gafsa,,,,,,,ouled ali ben aissa,,,Gafsa,Sud Ouest,hist_unit_governorate,,,
685,pop_tun_269,El-Oudhainia,El-Oudhainia,481,Gafsa,Gafsa,Gafsa,,34.537866,9.251604,Google Maps,"Délégation de Essned, décret n° 79-115 du 17 Janvier 1979.",2,el oudhainia,6161,Sned,Gafsa,Sud Ouest,centroid,,0.268,16.274
686,pop_tun_27,Menzel-Gharbi banlieue,Menzel-Gharbi,760,Aradh,Aradh,Gabès,,33.8816702857946,10.0859578558487,Geonames,Manzil.,,menzel gharbi,5151,Gabes Medina,Gabès,Sud Est,centroid,,1.719,1.245
687,pop_tun_270,Oulad Mansour,Ouled-Mansour,934,Gafsa,Gafsa,Gafsa,,34.27432,9.390392,Google Maps,"E.P. OULED MANSOUR BELKHIR (Instance Supérieure pour les Élections (ISIE), Annuaire des centres de votes, 2022).",1,ouled mansour,6160,Belkhir,Gafsa,Sud Ouest,centroid,,0.092,19.408
688,pop_tun_271,Oulad-Ahmed,Ouled-Ahmed,856,Hammama,Hammama,Gafsa,,34.858244,9.769462,Google Maps,"Recensement 1956, délégation Rgueb.",2,ouled ahmed,4361,Regueb,Sidi Bouzid,Centre Ouest,centroid,,1.578,19.264
689,pop_tun_272,El-M'Satria,El-M'Satria,477,Hammama,Hammama,Gafsa,,34.95,9.59,Google Maps,,1,el msatria,4359,Souk Jedid,Sidi Bouzid,Centre Ouest,centroid,,2.857,10.399
690,pop_tun_273,Oulad-bel-Hadi,Ouled-Bel-Hadi,872,Hammama,Hammama,Gafsa,,34.82,9.48,Geonames,Oulad Bel Hadi.,1,ouled bel hadi,4359,Souk Jedid,Sidi Bouzid,Centre Ouest,centroid,,15.084,8.440
691,pop_tun_274,Oulad-Khalifa,Ouled-Khalifa,926,Hammama,Hammama,Gafsa,,34.985451,9.17838,Google Maps,"E.P. OULED KHELIFA MHAMDIA (Instance Supérieure pour les Élections (ISIE), Annuaire des centres de votes, 2022).",1,ouled khalifa,4355,Bir El Hafey,Sidi Bouzid,Centre Ouest,centroid,,6.552,8.688
692,pop_tun_275,Ouled-Amor,Ouled-Amor,865,Hammama,Hammama,Gafsa,,34.568595,9.756766,Google Maps,"E.P. OULED AMOR DAWARA (Instance Supérieure pour les Élections (ISIE), Annuaire des centres de votes, 2022).",1,ouled amor,4360,Mezzouna,Sidi Bouzid,Centre Ouest,centroid,,7.839,7.374
693,pop_tun_276,Ed-Douali,El-Douali,359,Hammama,Hammama,Gafsa,,34.704846,8.839058,Google Maps,http://www.onagri.nat.tn/uploads/jortagri/Arr%3F%3Ft%3F%3F2017_3035.pdf - Sidi Bouzid dans 1956.,2,el douali,6152,Sidi Aïch,Gafsa,Sud Ouest,centroid,,5.892,23.383
694,pop_tun_277,El-Khedma,El-Khedma,431,Hammama,Hammama,Gafsa,,35.13333,9.66667,Geonames,Oulad Douali.,1,el khedma,4351,Sidi Bouzid Ouest,Sidi Bouzid,Centre Ouest,centroid,,18.822,0.000
695,pop_tun_278,Oulad-M'Hammed,Ouled-M'Hammed,941,Hammama,Hammama,Gafsa,,34.473215,8.973357,Google Maps,"E.P. OULED MHAMED El Ksar Omra (Instance Supérieure pour les Élections (ISIE), Annuaire des centres de votes, 2022).",1,ouled mhammed,6159,El Guetar,Gafsa,Sud Ouest,centroid,,14.991,2.599
696,pop_tun_279,Henia,Henia,598,Hammama,Hammama,Gafsa,,35.072135,9.782055,Google Maps,Al Hania.,1,henia,4362,Ouled Haffouz,Sidi Bouzid,Centre Ouest,centroid,,8.189,15.263
697,pop_tun_28,Ksar El-Hamma,Ksar El-Hamma,667,Aradh,Aradh,Gabès,,33.90193,9.83349,Geonames,,1,ksar el hamma,5155,El Metouia,Gabès,Sud Est,centroid,,17.533,3.348
698,pop_tun_280,Oulad Ferhane,Ouled-Ferhane,907,Hammama,Hammama,Gafsa,,35.255226,9.590942,Google Maps,"E.P. OULED FARHANE GRAA BENN (Instance Supérieure pour les Élections (ISIE), Annuaire des centres de votes, 2022).",1,ouled ferhane,4353,Jilma,Sidi Bouzid,Centre Ouest,centroid,,15.383,0.755
699,pop_tun_281,Oulad Bou-Aziz,Ouled-Bou-Aziz,880,Hammama,Hammama,Gafsa,,35.18,9.58,Geonames,Horchane Oulad Bbou Aziz.,1,ouled bou aziz,4351,Sidi Bouzid Ouest,Sidi Bouzid,Centre Ouest,centroid,,17.426,0.000
700,pop_tun_282,Oulad Beya,Ouled-Beya,875,Hammama,Hammama,Gafsa,,35.105987,9.537648,Google Maps,"E.P. OULED BEYA LOUSSOUADA (Instance Supérieure pour les Élections (ISIE), Annuaire des centres de votes, 2022).",1,ouled beya,4351,Sidi Bouzid Ouest,Sidi Bouzid,Centre Ouest,centroid,,8.366,0.000
701,pop_tun_283,Ed-Douadnia,El-Douadnia,358,Hammama,Hammama,Gafsa,,34.599311,9.613233,Google Maps,"Recensement 1956, délégation de Meknassy.",2,el douadnia,4358,Meknassy,Sidi Bouzid,Centre Ouest,centroid,,4.378,12.849
702,pop_tun_284,Oulad Youssef,Ouled-Youssef,968,Hammama,Hammama,Gafsa,,34.982224,9.697117,Google Maps,"E.P. OULED YOUSSEF MAKAREM (Instance Supérieure pour les Élections (ISIE), Annuaire des centres de votes, 2022).",1,ouled youssef,4359,Souk Jedid,Sidi Bouzid,Centre Ouest,centroid,,13.213,2.679
703,pop_tun_285,Oulad M'barek (Maknassy),Ouled-M'barek (Maknassy),935,Hammama,Hammama,Gafsa,,34.71667,9.56667,Geonames,,1,ouled mbarek maknassy,4358,Meknassy,Sidi Bouzid,Centre Ouest,centroid,,9.659,10.723
704,pop_tun_286,El-Guemamdia,El-Guemamdia,384,Hammama,Hammama,Gafsa,,35.0356729310449,9.48608998863544,Google Maps,"Dans ce cheikhat est situé le centre de Sidi-Bouzid, siège du caïdat.",1,el guemamdia,4351,Sidi Bouzid Ouest,Sidi Bouzid,Centre Ouest,centroid,,0.832,0.000
705,pop_tun_287,El-Zaafria,El-Zaafria,499,Hammama,Hammama,Gafsa,,35.03,9.33,Geonames,,1,el zaafria,4351,Sidi Bouzid Ouest,Sidi Bouzid,Centre Ouest,centroid,,14.928,0.000
706,pop_tun_288,Oulad Sidi-Ali-ben-Aoun,Ouled-Sidi-Ali-ben-Aoun,957,Hammama,Hammama,Gafsa,,34.85,9.14,Google Maps,Sidi Ali Ben Aoun.,1,ouled sidi ali ben aoun,4356,Sidi Ali Ben Aoun,Sidi Bouzid,Centre Ouest,centroid,,0.350,9.483
707,pop_tun_289,Oulad Bou-Allag,Ouled-Bou-Allag,879,Hammama,Hammama,Gafsa,,34.909352,9.788898,Google Maps,"E.P. BOUALLEGUE KSAR HAMEM (Instance Supérieure pour les Élections (ISIE), Annuaire des centres de votes, 2022).",1,ouled bou allag,4361,Regueb,Sidi Bouzid,Centre Ouest,centroid,,5.558,15.038
708,pop_tun_29,Dabdaba,Dabdaba,224,Aradh,Aradh,Gabès,,33.878463,9.79418,Google Maps,"E.P. HAMMA DABDABA HAMA (Instance Supérieure pour les Élections (ISIE), Annuaire des centres de votes, 2022).",1,dabdaba,5157,El Hamma,Gabès,Sud Est,centroid,,19.217,2.649
709,pop_tun_290,Ouled Sidi-Tlil,Ouled Sidi-Tlil,853,Hammama,Hammama,Gafsa,,,,,,,ouled sidi tlil,,,Gafsa,Sud Ouest,hist_unit_governorate,,,
710,pop_tun_291,Fatnassa,Fatnassa,511,Hammama,Hammama,Gafsa,,33.79,8.75,Google Maps,,1,fatnassa,6353,Souk El Ahed,Kébili,Sud Ouest,centroid,,8.926,13.769
711,pop_tun_292,Akerma,Akerma,35,Hammama,Hammama,Gafsa,,34.78333,9.46667,Geonames,Localisé vers Sidi Bouzid puisque le caidat reporté est Hammama.,1,akerma,4359,Souk Jedid,Sidi Bouzid,Centre Ouest,centroid,,19.246,1.669
712,pop_tun_293,Oulad El-Hdj,Ouled-El-Hadj,899,Hammama,Hammama,Gafsa,,34.27259,9.34253,Geonames,,1,ouled el hadj,6160,Belkhir,Gafsa,Sud Ouest,centroid,,4.485,19.255
713,pop_tun_294,El-Melikate,El-Melikate,465,Hammama,Hammama,Gafsa,,34.94,9.52,Geonames,,1,el melikate,4359,Souk Jedid,Sidi Bouzid,Centre Ouest,centroid,,3.853,7.468
714,pop_tun_295,El-Harchane,El-Harchane,409,Hammama,Hammama,Gafsa,,,,,,,el harchane,,,Gafsa,Sud Ouest,hist_unit_governorate,,,
715,pop_tun_3,Ouled-Sedra,Ouled-Sedra,956,Ain-Draham,Ain-Draham,Tabarka,,36.85218,8.67323,Geonames,,1,ouled sedra,2255,Ain Draham,Jendouba,Nord Ouest,centroid,,7.752,8.433
716,pop_tun_305,Khazzazia,Khazzazia,647,Kairouan,Kairouan,Kairouan,,35.61023,10.24296,Geonames,,1,khazzazia,3163,Sidi El Héni,Sousse,Centre Est,centroid,,10.159,4.079
717,pop_tun_306,Driat,Driat,293,Kairouan,Kairouan,Kairouan,,36.006434,10.156265,Google Maps,Sisseb-Dhriaat.,1,driat,1655,En-Nadhour,Zaghouan,Nord Est,centroid,,14.218,0.671
718,pop_tun_307,Sisseb,Sisseb,1106,Kairouan,Kairouan,Kairouan,,35.99388,10.17597,Geonames,,1,sisseb,3162,Kondar,Sousse,Centre Est,centroid,,13.058,2.642
719,pop_tun_308,El-Guetifa,El-Guetifa,389,Kairouan,Kairouan,Kairouan,,35.415038,9.937141,Google Maps,"E.P. GATIFA - BOUSARI (Instance Supérieure pour les Élections (ISIE), Annuaire des centres de votes, 2022).",1,el guetifa,4161,Bouhajla,Kairouan,Centre Ouest,centroid,,10.407,1.677
720,pop_tun_309,Guerimit,Guerimit,562,Kairouan,Kairouan,Kairouan,,36.085279,10.149421,Google Maps,Recensement 1956.,2,guerimit,1655,En-Nadhour,Zaghouan,Nord Est,centroid,,6.625,9.272
721,pop_tun_31,Chiab,Chiab,214,Aradh,Aradh,Gabès,,34.111154,9.632802,Google Maps,Recensement 1956.,1,chiab,5156,Menzel El Habib,Gabès,Sud Est,centroid,,13.713,12.161
722,pop_tun_310,El-Guefai,El-Guefai,383,Kairouan,Kairouan,Kairouan,,36.062623,10.140534,Google Maps,"E.P. GUEFAI (Instance Supérieure pour les Élections (ISIE), Annuaire des centres de votes, 2022).",1,el guefai,1655,En-Nadhour,Zaghouan,Nord Est,centroid,,8.023,10.244
723,pop_tun_311,Maarouf,Maarouf,705,Kairouan,Kairouan,Kairouan,,35.99849,9.73038,Geonames,,1,maarouf,4155,El Ouslatia,Kairouan,Centre Ouest,centroid,,12.494,3.333
724,pop_tun_312,Dekhila,Dekhila,238,Kairouan,Kairouan,Kairouan,,35.891056,9.986972,Google Maps,Recensement 1956.,1,dekhila,4154,Sbikha,Kairouan,Centre Ouest,centroid,,5.245,20.107
725,pop_tun_313,Chouggafia,Chouggafia,218,Kairouan,Kairouan,Kairouan,,35.90358,9.84533,Geonames,,1,chouggafia,4155,El Ouslatia,Kairouan,Centre Ouest,centroid,,15.049,0.927
726,pop_tun_315,Sbikha,Sbikha,1035,Kairouan,Kairouan,Kairouan,,35.93,10.02,Google Maps,,1,sbikha,4154,Sbikha,Kairouan,Centre Ouest,name_and_centroid,1.0000,0.000,22.503
727,pop_tun_316,Djeouaouda,Djeouaouda,270,Kairouan,Kairouan,Kairouan,,36.059075,10.187226,Google Maps,"E.P. JOUAOUDA GUEFFAY (Instance Supérieure pour les Élections (ISIE), Annuaire des centres de votes, 2022).",1,djeouaouda,1655,En-Nadhour,Zaghouan,Nord Est,centroid,,11.095,6.214
728,pop_tun_317,El-Metbasseta,El-Metbasseta,472,Kairouan,Kairouan,Kairouan,,35.82,10.15,Google Maps,,1,el metbasseta,4151,Kairouan Nord,Kairouan,Centre Ouest,centroid,,16.183,0.728
729,pop_tun_318,El-Khadhera,El-Khadhera,428,Kairouan,Kairouan,Kairouan,,35.48121,9.95631,Geonames,El Khadra.,1,el khadhera,4161,Bouhajla,Kairouan,Centre Ouest,centroid,,12.653,2.548
730,pop_tun_32,El-zouaia,El-Zouaia,504,Aradh,Aradh,Gabès,,33.894275,9.843602,Google Maps,Recensement 1956.,1,el zouaia,5155,El Metouia,Gabès,Sud Est,centroid,,16.987,2.846
731,pop_tun_320,Abida Charguia,Abida,2,Kairouan,Kairouan,Kairouan,,35.5775769554493,10.0033671975235,Google Maps,,1,abida,4153,Echebika,Kairouan,Centre Ouest,centroid,,8.078,5.837
732,pop_tun_321,Rouisset,Rouisset,1011,Kairouan,Kairouan,Kairouan,,35.765718,9.91777,Google Maps,"E.P. ROUISSAT (Instance Supérieure pour les Élections (ISIE), Annuaire des centres de votes, 2022).",1,rouisset,4153,Echebika,Kairouan,Centre Ouest,centroid,,16.628,2.058
733,pop_tun_322,El-Makhhsouma,El-Makhhsouma,450,Kairouan,Kairouan,Kairouan,,35.590481,10.191561,Google Maps,"E.P. MAKHSOUMA (Instance Supérieure pour les Élections (ISIE), Annuaire des centres de votes, 2022).",1,el makhhsouma,4152,Kairouan Sud,Kairouan,Centre Ouest,centroid,,11.975,1.194
734,pop_tun_323,Mahares,Al-Maharas,710,Skhira,Skhira,Sfax,,34.5276354727116,10.4970924885485,Google Maps,,1,al maharas,3465,Mahres,Sfax,Centre Est,centroid,,0.500,23.375
735,pop_tun_324,El-Hadara,El-Hadara,393,Skhira,Skhira,Sfax,,34.284443,10.066922,Google Maps,Recensement 1956.,2,el hadara,3464,Skhira,Sfax,Centre Est,centroid,,1.681,25.323
736,pop_tun_325,Dekhaila,Dekhaila,236,Skhira,Skhira,Sfax,,34.578377,9.833598,Google Maps,Recensement 1956.,1,dekhaila,4360,Mezzouna,Sidi Bouzid,Centre Ouest,centroid,,0.759,20.418
737,pop_tun_326,El-Krata,El-Krata,441,Skhira,Skhira,Sfax,,34.61667,10.11667,Geonames,,1,el krata,3463,Bir ali Ben Kelifa,Sfax,Centre Est,centroid,,13.441,2.547
738,pop_tun_327,Gheraiba,Gheraiba,550,Skhira,Skhira,Sfax,,34.49613,10.210988,Google Maps,Graïba.,1,gheraiba,3462,Ghraiba,Sfax,Centre Est,centroid,,0.117,25.148
739,pop_tun_328,Semaala,Semaala,1048,Skhira,Skhira,Sfax,,34.380978,10.208456,Google Maps,Recensement 1956.,2,semaala,3462,Ghraiba,Sfax,Centre Est,centroid,,12.774,2.543
740,pop_tun_329,Oulad-Hadj-Moussa,Ouled-Hadj-Moussa,917,Skhira,Skhira,Sfax,,34.417411,10.10119,Google Maps,"E.P. HAMADA OULED HAJ MOUSSA (Instance Supérieure pour les Élections (ISIE), Annuaire des centres de votes, 2022).",1,ouled hadj moussa,3462,Ghraiba,Sfax,Centre Est,centroid,,13.401,0.059
741,pop_tun_33,Matmata et Fatnassa,Fatnassa,512,Aradh,Aradh,Gabès,,,,,,,fatnassa,,,Gabès,Sud Est,hist_unit_governorate,,,
742,pop_tun_330,El-Keraima,El-Keraima,425,Skhira,Skhira,Sfax,,34.691116,10.067619,Google Maps,"E.P. BIR KRAIMA OUED ECHIKH (Instance Supérieure pour les Élections (ISIE), Annuaire des centres de votes, 2022).",1,el keraima,3463,Bir ali Ben Kelifa,Sfax,Centre Est,centroid,,5.519,18.639
743,pop_tun_331,Oulad-Hamed,Ouled-Hamed,918,Skhira,Skhira,Sfax,,34.708165,10.062766,Google Maps,Recensement 1956.,1,ouled hamed,3463,Bir ali Ben Kelifa,Sfax,Centre Est,centroid,,4.165,20.667
744,pop_tun_332,El-Rebaia,El-Rebaia,484,Skhira,Skhira,Sfax,,34.68,10.2,Geonames,,1,el rebaia,3463,Bir ali Ben Kelifa,Sfax,Centre Est,centroid,,11.581,8.872
745,pop_tun_333,El-Letaifa,El-Letaifa,445,Skhira,Skhira,Sfax,,34.754834,10.180128,Google Maps,,1,el letaifa,3463,Bir ali Ben Kelifa,Sfax,Centre Est,centroid,,8.201,20.677
746,pop_tun_334,El-Atayat,El-Atayat,338,Skhira,Skhira,Sfax,,34.741709,9.937061,Google Maps,Recensement 1956.,1,el atayat,3463,Bir ali Ben Kelifa,Sfax,Centre Est,centroid,,14.247,4.685
747,pop_tun_335,Oulad-M'Hammed,Ouled-M'Hammed,942,Skhira,Skhira,Sfax,,34.83,9.5,Geonames,À Sidi Bouzid mais à Mezouna qui était une délégation de Sfax (JORT 8 Octobre 1957).,1,ouled mhammed,4359,Souk Jedid,Sidi Bouzid,Centre Ouest,centroid,,13.255,10.029
748,pop_tun_336,Chematra,Chematra,206,Skhira,Skhira,Sfax,,34.54778,10.47111,Geonames,"JORT (9 Août 1960), Oued Ez Zir est à Chematra.",1,chematra,3465,Mahres,Sfax,Centre Est,centroid,,3.667,18.428
749,pop_tun_337,Oulad Ghida,Ouled-Ghida,913,Skhira,Skhira,Sfax,,34.53806,10.34111,Geonames,Ouled Gheda.,1,ouled ghida,3462,Ghraiba,Sfax,Centre Est,centroid,,12.672,1.756
750,pop_tun_338,Aouin,Aouin,47,Skhira,Skhira,Sfax,,34.576187,9.840465,Google Maps,"Délégation de Mezouna, JORT (8 Octobre 1957).",2,aouin,4360,Mezzouna,Sidi Bouzid,Centre Ouest,centroid,,0.195,21.655
751,pop_tun_339,Charfine (Kef-Ville),Charfine,198,Le Kef,Kef,Kef,,36.1814214158106,8.71697283151857,Google Maps,El-Kef.,1,charfine,2351,Kef Ouest,Kef,Nord Ouest,centroid,,8.535,5.253
752,pop_tun_34,El-Khardja,El-Khardja,429,Aradh,Aradh,Gabès,,34.032094,9.741978,Google Maps,Recensement 1956.,1,el khardja,5157,El Hamma,Gabès,Sud Est,centroid,,22.062,3.757
753,pop_tun_340,Ben-Anine (Kef-Ville),Ben-Anine,96,Le Kef,Kef,Kef,,36.1788354198069,8.71304797423739,Google Maps,El-Kef.,1,ben anine,2351,Kef Ouest,Kef,Nord Ouest,centroid,,8.111,6.050
754,pop_tun_345,Mellala,Mellala,745,Le Kef,Kef,Kef,,36.34795,8.651,Geonames,,1,mellala,2353,Nebeur,Kef,Nord Ouest,centroid,,9.914,5.418
755,pop_tun_346,Sidi-Amor,Sidi-Amor,1066,Le Kef,Kef,Kef,,36.22,8.79889,Geonames,,1,sidi amor,2352,Kef Est,Kef,Nord Ouest,centroid,,7.239,5.915
756,pop_tun_347,El-Sra,El-Sra,492,Le Kef,Kef,Kef,,36.4,8.51667,Geonames,Djebel Es Sra.,1,el sra,2258,Oued Meliz,Jendouba,Nord Ouest,centroid,,9.550,6.504
757,pop_tun_348,El-Ksar,El-Ksar,443,Le Kef,Kef,Kef,,36.36954,8.84468,Geonames,,1,el ksar,2353,Nebeur,Kef,Nord Ouest,centroid_name_rejected,,8.465,3.076
758,pop_tun_349,Maiza,Maiza,715,Le Kef,Kef,Kef,,36.114659,9.033916,Geonames,,1,maiza,2361,Es-Sers,Kef,Nord Ouest,centroid,,4.429,6.479
759,pop_tun_35,El-Boghela,El-Boghela,349,Aradh,Aradh,Gabès,,33.835816,9.451665,Google Maps,Recensement 1956.,1,el boghela,5157,El Hamma,Gabès,Sud Est,centroid,,13.349,32.497
