bureau_code,delegation_key_2014,governorate_isie,delegation_isie,governorate_name,delegation_name,id_delegation,region_name,polling_centre,essebsi,marzouki,valid_votes,essebsi_share_pct,margin_pp
16040209601,1604,Sidi Bouzid,OuledHaffouz,Sidi Bouzid,Ouled Haffouz,4362,Centre Ouest,م إبتدائية الرنزز - الذويبات الجنوبية مكتب 1,71,17,88,80.68,61.36
16040309701,1604,Sidi Bouzid,OuledHaffouz,Sidi Bouzid,Ouled Haffouz,4362,Centre Ouest,م إبتدائية الخبينة - سيدي خليف مكتب 1,29,14,43,67.44,34.88
16040309801,1604,Sidi Bouzid,OuledHaffouz,Sidi Bouzid,Ouled Haffouz,4362,Centre Ouest,م إبتدائية سيدي خليف مكتب 1,80,67,147,54.42,8.84
16040309802,1604,Sidi Bouzid,OuledHaffouz,Sidi Bouzid,Ouled Haffouz,4362,Centre Ouest,م إبتدائية سيدي خليف مكتب 2,29,63,92,31.52,-36.96
16040309901,1604,Sidi Bouzid,OuledHaffouz,Sidi Bouzid,Ouled Haffouz,4362,Centre Ouest,م إبتدائية القوائبية - سيدي خليف مكتب 1,53,51,104,50.96,1.92
16040310001,1604,Sidi Bouzid,OuledHaffouz,Sidi Bouzid,Ouled Haffouz,4362,Centre Ouest,م إبتدائية القبة - سيدي خليف مكتب 1,27,43,70,38.57,-22.86
16040410101,1604,Sidi Bouzid,OuledHaffouz,Sidi Bouzid,Ouled Haffouz,4362,Centre Ouest,م إبتدائية دربي - الحنية مكتب 1,63,12,75,84.0,68.0
16040510201,1604,Sidi Bouzid,OuledHaffouz,Sidi Bouzid,Ouled Haffouz,4362,Centre Ouest,م إبتدائية حانوت عيسى - كسودة مكتب 1,129,33,162,79.63,59.26
16040510202,1604,Sidi Bouzid,OuledHaffouz,Sidi Bouzid,Ouled Haffouz,4362,Centre Ouest,م إبتدائية حانوت عيسى - كسودة مكتب 2,55,26,81,67.9,35.8
16040510301,1604,Sidi Bouzid,OuledHaffouz,Sidi Bouzid,Ouled Haffouz,4362,Centre Ouest,م إبتدائية العراوة - كسودة مكتب 1,110,24,134,82.09,64.18
16040510401,1604,Sidi Bouzid,OuledHaffouz,Sidi Bouzid,Ouled Haffouz,4362,Centre Ouest,م إبتدائية النجاح - كسودة مكتب 1,105,42,147,71.43,42.86
16040510501,1604,Sidi Bouzid,OuledHaffouz,Sidi Bouzid,Ouled Haffouz,4362,Centre Ouest,م إبتدائية بني هراب - كسودة مكتب 1,177,44,221,80.09,60.18
16040610601,1604,Sidi Bouzid,OuledHaffouz,Sidi Bouzid,Ouled Haffouz,4362,Centre Ouest,م إبتدائية المباركية مكتب 1,131,48,179,73.18,46.37
16040610701,1604,Sidi Bouzid,OuledHaffouz,Sidi Bouzid,Ouled Haffouz,4362,Centre Ouest,م إبتدائية الخروع - المباركية مكتب 1,109,52,161,67.7,35.4
16040610801,1604,Sidi Bouzid,OuledHaffouz,Sidi Bouzid,Ouled Haffouz,4362,Centre Ouest,م إبتدائية 2مارس 34 - المباركية مكتب 1,32,15,47,68.09,36.17
16040710901,1604,Sidi Bouzid,OuledHaffouz,Sidi Bouzid,Ouled Haffouz,4362,Centre Ouest,م إبتدائية الشواشنية مكتب 1,219,42,261,83.91,67.82
16040811001,1604,Sidi Bouzid,OuledHaffouz,Sidi Bouzid,Ouled Haffouz,4362,Centre Ouest,م.الإبتدائية الحنية كلم 102 سيدي خليف مكتب 1,190,85,275,69.09,38.18
16040811002,1604,Sidi Bouzid,OuledHaffouz,Sidi Bouzid,Ouled Haffouz,4362,Centre Ouest,م.الإبتدائية الحنية كلم 102 سيدي خليف مكتب 2,122,67,189,64.55,29.1
16040811101,1604,Sidi Bouzid,OuledHaffouz,Sidi Bouzid,Ouled Haffouz,4362,Centre Ouest,م.الإبتدائية مركز حربيط سيدي اللافي مكتب 1,79,40,119,66.39,32.77
16040811102,1604,Sidi Bouzid,OuledHaffouz,Sidi Bouzid,Ouled Haffouz,4362,Centre Ouest,م.الإبتدائية مركز حربيط سيدي اللافي مكتب 2,21,10,31,67.74,35.48
16040911201,1604,Sidi Bouzid,OuledHaffouz,Sidi Bouzid,Ouled Haffouz,4362,Centre Ouest,م إبتدائية بئر محمد بن ذويب - الذويبات الشمالية مكتب 1,81,38,119,68.07,36.13
16040911301,1604,Sidi Bouzid,OuledHaffouz,Sidi Bouzid,Ouled Haffouz,4362,Centre Ouest,م إبتدائية الحاج مسعود - الذويبات الشمالية مكتب 1,189,25,214,88.32,76.64
16040911401,1604,Sidi Bouzid,OuledHaffouz,Sidi Bouzid,Ouled Haffouz,4362,Centre Ouest,م إبتدائية العبدات - الذويبات الشمالية مكتب 1,150,40,190,78.95,57.89
16050111501,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية بئر الحفي مكتب 1,272,41,313,86.9,73.8
16050111502,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية بئر الحفي مكتب 2,251,58,309,81.23,62.46
16050111503,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية بئر الحفي مكتب 3,149,49,198,75.25,50.51
16050111504,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية بئر الحفي مكتب 4,117,62,179,65.36,30.73
16050111601,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية 2مارس 34 - بئر الحفي مكتب 1,82,58,140,58.57,17.14
16050111701,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية 20مارس56 - بئر الحفي مكتب 1,156,45,201,77.61,55.22
16050111702,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية 20مارس56 - بئر الحفي مكتب 2,108,70,178,60.67,21.35
16050111703,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية 20مارس56 - بئر الحفي مكتب 3,78,63,141,55.32,10.64
16050111801,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية بئر الحفي 2 مكتب 1,233,60,293,79.52,59.04
16050111802,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية بئر الحفي 2 مكتب 2,222,82,304,73.03,46.05
16050111803,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية بئر الحفي 2 مكتب 3,149,69,218,68.35,36.7
16050111804,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية بئر الحفي 2 مكتب 4,104,72,176,59.09,18.18
16050111901,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية الدشرة - بئر الحفي مكتب 1,35,7,42,83.33,66.67
16050212001,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية أولاد خليفة - المحمدية مكتب 1,11,10,21,52.38,4.76
16050312101,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية النوايل - القصر مكتب 1,146,40,186,78.49,56.99
16050312201,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية أولاد بوعزيز - القصر مكتب 1,99,60,159,62.26,24.53
16050312202,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية أولاد بوعزيز - القصر مكتب 2,39,38,77,50.65,1.3
16050412301,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية العمامة - بئر عمامة مكتب 1,118,38,156,75.64,51.28
16050412302,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية العمامة - بئر عمامة مكتب 2,49,32,81,60.49,20.99
16050412401,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية هنشير القريعات - بئر عمامة مكتب 1,50,6,56,89.29,78.57
16050412501,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية الحماد - بئر عمامة مكتب 1,32,10,42,76.19,52.38
16050512601,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية النوايل الجديدة - المزارة مكتب 1,131,43,174,75.29,50.57
16050512602,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية النوايل الجديدة - المزارة مكتب 2,41,23,64,64.06,28.12
16050512701,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية المزارة مكتب 1,151,21,172,87.79,75.58
16050512702,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية المزارة مكتب 2,56,27,83,67.47,34.94
16050512801,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية العضلة - المزارة مكتب 1,66,49,115,57.39,14.78
16050512901,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية النصائبية - المزارة مكتب 1,152,22,174,87.36,74.71
16050613001,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية السلامة مكتب 1,165,50,215,76.74,53.49
16050613002,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية السلامة مكتب 2,48,49,97,49.48,-1.03
16050613101,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية النجاح - السلامة مكتب 1,29,37,66,43.94,-12.12
16050713201,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية الخدمة - ورغة مكتب 1,130,43,173,75.14,50.29
16050713202,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية الخدمة - ورغة مكتب 2,52,36,88,59.09,18.18
16050713301,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية الأمل ورغة مكتب 1,115,39,154,74.68,49.35
16050713401,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية القراوة 2 - ورغة مكتب 1,58,25,83,69.88,39.76
16050813501,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية الرابطة - رحال مكتب 1,285,11,296,96.28,92.57
16050813502,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية الرابطة - رحال مكتب 2,184,20,204,90.2,80.39
16050813601,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية أولاد زيدان بئر الحفي - رحال مكتب 1,139,37,176,78.98,57.95
16050813701,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية العهد الجديد - رحال مكتب 1,171,16,187,91.44,82.89
16050813801,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية الحفاصة - رحال مكتب 1,205,51,256,80.08,60.16
16050913901,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية العمامة الجديدة - بئر بوصبيع مكتب 1,132,16,148,89.19,78.38
16050913902,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية العمامة الجديدة - بئر بوصبيع مكتب 2,34,6,40,85.0,70.0
16050914001,1605,Sidi Bouzid,BirElHaffey,Sidi Bouzid,Bir El Hafey,4355,Centre Ouest,م إبتدائية أولاد ساهل - بئر بوصبيع مكتب 1,101,63,164,61.59,23.17
16060114101,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية الفنيدق - جلمة الشرقية مكتب 1,116,52,168,69.05,38.1
16060114201,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية الخضاورية - جلمة الشرقية مكتب 1,42,44,86,48.84,-2.33
16060114301,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية بنجويد - جلمة الشرقية مكتب 1,60,75,135,44.44,-11.11
16060214401,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية جلمة - جلمة الغربية مكتب 1,193,128,321,60.12,20.25
16060214402,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية جلمة - جلمة الغربية مكتب 2,160,151,311,51.45,2.89
16060214403,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية جلمة - جلمة الغربية مكتب 3,142,111,253,56.13,12.25
16060214404,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية جلمة - جلمة الغربية مكتب 4,88,95,183,48.09,-3.83
16060214405,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية جلمة - جلمة الغربية مكتب 5,91,115,206,44.17,-11.65
16060214501,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية جلمة الشمالية - جلمة الغربية مكتب 1,167,94,261,63.98,27.97
16060214502,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية جلمة الشمالية - جلمة الغربية مكتب 2,128,128,256,50.0,0.0
16060214503,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية جلمة الشمالية - جلمة الغربية مكتب 3,82,80,162,50.62,1.23
16060214504,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية جلمة الشمالية - جلمة الغربية مكتب 4,64,89,153,41.83,-16.34
16060214601,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية غدير القايد - جلمة الغربية مكتب 1,54,66,120,45.0,-10.0
16060214701,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية القور - جلمة الغربية مكتب 1,55,34,89,61.8,23.6
16060214801,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية 2مارس 34 جلمة - جلمة الغربية مكتب 1,83,52,135,61.48,22.96
16060214901,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية أولاد عبد الله - جلمة الغربية مكتب 1,132,39,171,77.19,54.39
16060315001,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية الأزيرق الشمالية - الإزيرق مكتب 1,90,112,202,44.55,-10.89
16060315101,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية الأزريق الجنوبية - الإزيرق مكتب 1,128,66,194,65.98,31.96
16060415201,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية هنشير سلتة مكتب 1,26,59,85,30.59,-38.82
16060415301,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية عين جفال - سلتة مكتب 1,114,30,144,79.17,58.33
16060415401,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية زغمار - سلتة مكتب 1,70,90,160,43.75,-12.5
16060415402,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية زغمار - سلتة مكتب 2,27,24,51,52.94,5.88
16060415501,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية سلتة 2 مكتب 1,139,23,162,85.8,71.6
16060415601,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية عين مدور - سلتة مكتب 1,40,8,48,83.33,66.67
16060515701,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية المحافظية 14 جانفي - زغمار مكتب 1,33,34,67,49.25,-1.49
16060615801,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية قلال جلمة - غدير الزيتونة مكتب 1,124,66,190,65.26,30.53
16060615802,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية قلال جلمة - غدير الزيتونة مكتب 2,66,37,103,64.08,28.16
16060615901,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية غدير الزيتونة مكتب 1,80,36,116,68.97,37.93
16060716001,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية الدهيسة - باطن الغزال الجنوبية مكتب 1,45,49,94,47.87,-4.26
16060816101,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية الحوية - باطن الغزال الشمالية مكتب 1,129,42,171,75.44,50.88
16060816102,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية الحوية - باطن الغزال الشمالية مكتب 2,40,34,74,54.05,8.11
16060816201,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية الانطلاقة - باطن الغزال الشمالية مكتب 1,16,5,21,76.19,52.38
16060916301,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية سيدي علي بن جاء بالله - الحمامة مكتب 1,118,147,265,44.53,-10.94
16060916302,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية سيدي علي بن جاء بالله - الحمامة مكتب 2,48,112,160,30.0,-40.0
16060916401,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية أولاد عاشور - الحمامة مكتب 1,50,157,207,24.15,-51.69
16060916501,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية العريش - الحمامة مكتب 1,122,50,172,70.93,41.86
16061016601,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية الأبيض مكتب 1,92,52,144,63.89,27.78
16061016701,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية الحمروني - الأبيض مكتب 1,162,56,218,74.31,48.62
16061016801,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية الشوائحية - الأبيض مكتب 1,77,77,154,50.0,0.0
16061016901,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية النصر - الأبيض مكتب 1,155,114,269,57.62,15.24
16061016902,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية النصر - الأبيض مكتب 2,79,105,184,42.93,-14.13
16061017001,1606,Sidi Bouzid,Jilma,Sidi Bouzid,Jilma,4353,Centre Ouest,م إبتدائية العضلة - الأبيض مكتب 1,17,15,32,53.12,6.25
16070117101,1607,Sidi Bouzid,SebelitAouledAskar,Sidi Bouzid,Cebalet Ouled Asker,4354,Centre Ouest,م إبتدائية السبالة مكتب 1,146,160,306,47.71,-4.58
16070117102,1607,Sidi Bouzid,SebelitAouledAskar,Sidi Bouzid,Cebalet Ouled Asker,4354,Centre Ouest,م إبتدائية السبالة مكتب 2,99,172,271,36.53,-26.94
16070117103,1607,Sidi Bouzid,SebelitAouledAskar,Sidi Bouzid,Cebalet Ouled Asker,4354,Centre Ouest,م إبتدائية السبالة مكتب 3,79,103,182,43.41,-13.19
16070117104,1607,Sidi Bouzid,SebelitAouledAskar,Sidi Bouzid,Cebalet Ouled Asker,4354,Centre Ouest,م إبتدائية السبالة مكتب 4,43,99,142,30.28,-39.44
16070117201,1607,Sidi Bouzid,SebelitAouledAskar,Sidi Bouzid,Cebalet Ouled Asker,4354,Centre Ouest,م إبتدائية السد - السبالة مكتب 1,36,123,159,22.64,-54.72
16070117301,1607,Sidi Bouzid,SebelitAouledAskar,Sidi Bouzid,Cebalet Ouled Asker,4354,Centre Ouest,م إبتدائية عبدالرحمان بن خلدون - السبالة مكتب 1,96,141,237,40.51,-18.99
16070217401,1607,Sidi Bouzid,SebelitAouledAskar,Sidi Bouzid,Cebalet Ouled Asker,4354,Centre Ouest,م إبتدائية البريج - العامرة مكتب 1,93,71,164,56.71,13.41
16070217402,1607,Sidi Bouzid,SebelitAouledAskar,Sidi Bouzid,Cebalet Ouled Asker,4354,Centre Ouest,م إبتدائية البريج - العامرة مكتب 2,41,36,77,53.25,6.49
16070217501,1607,Sidi Bouzid,SebelitAouledAskar,Sidi Bouzid,Cebalet Ouled Asker,4354,Centre Ouest,م إبتدائية الشارع - العامرة مكتب 1,133,101,234,56.84,13.68
16070217601,1607,Sidi Bouzid,SebelitAouledAskar,Sidi Bouzid,Cebalet Ouled Asker,4354,Centre Ouest,م إبتدائية العامرة مكتب 1,112,86,198,56.57,13.13
16070217602,1607,Sidi Bouzid,SebelitAouledAskar,Sidi Bouzid,Cebalet Ouled Asker,4354,Centre Ouest,م إبتدائية العامرة مكتب 2,80,71,151,52.98,5.96
16070217701,1607,Sidi Bouzid,SebelitAouledAskar,Sidi Bouzid,Cebalet Ouled Asker,4354,Centre Ouest,م إبتدائية القرعة الصغرى - العامرة مكتب 1,91,86,177,51.41,2.82
16070217702,1607,Sidi Bouzid,SebelitAouledAskar,Sidi Bouzid,Cebalet Ouled Asker,4354,Centre Ouest,م إبتدائية القرعة الصغرى - العامرة مكتب 2,51,50,101,50.5,0.99
16070317801,1607,Sidi Bouzid,SebelitAouledAskar,Sidi Bouzid,Cebalet Ouled Asker,4354,Centre Ouest,م إبتدائية 2 مارس 34 السبالة - السد مكتب 1,169,65,234,72.22,44.44
16070317802,1607,Sidi Bouzid,SebelitAouledAskar,Sidi Bouzid,Cebalet Ouled Asker,4354,Centre Ouest,م إبتدائية 2 مارس 34 السبالة - السد مكتب 2,92,68,160,57.5,15.0
16070317901,1607,Sidi Bouzid,SebelitAouledAskar,Sidi Bouzid,Cebalet Ouled Asker,4354,Centre Ouest,م إبتدائية الخشوم - السد مكتب 1,70,31,101,69.31,38.61
16070318001,1607,Sidi Bouzid,SebelitAouledAskar,Sidi Bouzid,Cebalet Ouled Asker,4354,Centre Ouest,م إبتدائية العهد الجديد - السد مكتب 1,70,53,123,56.91,13.82
16070318002,1607,Sidi Bouzid,SebelitAouledAskar,Sidi Bouzid,Cebalet Ouled Asker,4354,Centre Ouest,م إبتدائية العهد الجديد - السد مكتب 2,14,27,41,34.15,-31.71
16070418101,1607,Sidi Bouzid,SebelitAouledAskar,Sidi Bouzid,Cebalet Ouled Asker,4354,Centre Ouest,م إبتدائية مغيلة مكتب 1,119,27,146,81.51,63.01
16070418102,1607,Sidi Bouzid,SebelitAouledAskar,Sidi Bouzid,Cebalet Ouled Asker,4354,Centre Ouest,م إبتدائية مغيلة مكتب 2,52,15,67,77.61,55.22
16070418201,1607,Sidi Bouzid,SebelitAouledAskar,Sidi Bouzid,Cebalet Ouled Asker,4354,Centre Ouest,م إبتدائية هنشير العيثة - مغيلة مكتب 1,130,27,157,82.8,65.61
16070418202,1607,Sidi Bouzid,SebelitAouledAskar,Sidi Bouzid,Cebalet Ouled Asker,4354,Centre Ouest,م إبتدائية هنشير العيثة - مغيلة مكتب 2,44,23,67,65.67,31.34
16070418301,1607,Sidi Bouzid,SebelitAouledAskar,Sidi Bouzid,Cebalet Ouled Asker,4354,Centre Ouest,م إبتدائية برج المحطة - مغيلة مكتب 1,36,46,82,43.9,-12.2
16070418401,1607,Sidi Bouzid,SebelitAouledAskar,Sidi Bouzid,Cebalet Ouled Asker,4354,Centre Ouest,م إبتدائية البلاهدية - مغيلة مكتب 1,53,5,58,91.38,82.76
16070518501,1607,Sidi Bouzid,SebelitAouledAskar,Sidi Bouzid,Cebalet Ouled Asker,4354,Centre Ouest,م إبتدائية العيون مكتب 1,61,21,82,74.39,48.78
16070518601,1607,Sidi Bouzid,SebelitAouledAskar,Sidi Bouzid,Cebalet Ouled Asker,4354,Centre Ouest,م إبتدائية فيض سيدي خالد - العيون مكتب 1,8,3,11,72.73,45.45
16070518701,1607,Sidi Bouzid,SebelitAouledAskar,Sidi Bouzid,Cebalet Ouled Asker,4354,Centre Ouest,م إبتدائية السعائدية - العيون مكتب 1,53,14,67,79.1,58.21
16080118801,1608,Sidi Bouzid,SoukJedid,Sidi Bouzid,Souk Jedid,4359,Centre Ouest,م إبتدائية الحشانة - سوق الجديد مكتب 1,238,71,309,77.02,54.05
16080118802,1608,Sidi Bouzid,SoukJedid,Sidi Bouzid,Souk Jedid,4359,Centre Ouest,م إبتدائية الحشانة - سوق الجديد مكتب 2,116,73,189,61.38,22.75
16080118901,1608,Sidi Bouzid,SoukJedid,Sidi Bouzid,Souk Jedid,4359,Centre Ouest,م إبتدائية بوعطوش - سوق الجديد مكتب 1,62,21,83,74.7,49.4
16080119001,1608,Sidi Bouzid,SoukJedid,Sidi Bouzid,Souk Jedid,4359,Centre Ouest,م إبتدائية الصعادلية - سوق الجديد مكتب 1,91,66,157,57.96,15.92
16080219101,1608,Sidi Bouzid,SoukJedid,Sidi Bouzid,Souk Jedid,4359,Centre Ouest,م إبتدائية سقدال - غريويس مكتب 1,106,17,123,86.18,72.36
16080219201,1608,Sidi Bouzid,SoukJedid,Sidi Bouzid,Souk Jedid,4359,Centre Ouest,م إبتدائية القصيرة - غريويس مكتب 1,63,14,77,81.82,63.64
16080219301,1608,Sidi Bouzid,SoukJedid,Sidi Bouzid,Souk Jedid,4359,Centre Ouest,م إبتدائية المصابحية - غريويس مكتب 1,110,25,135,81.48,62.96
16080319401,1608,Sidi Bouzid,SoukJedid,Sidi Bouzid,Souk Jedid,4359,Centre Ouest,م إبتدائية النهوض - القصيرة مكتب 1,137,77,214,64.02,28.04
16080319402,1608,Sidi Bouzid,SoukJedid,Sidi Bouzid,Souk Jedid,4359,Centre Ouest,م إبتدائية النهوض - القصيرة مكتب 2,72,83,155,46.45,-7.1
16080419501,1608,Sidi Bouzid,SoukJedid,Sidi Bouzid,Souk Jedid,4359,Centre Ouest,م إبتدائية المساترية - سقدال مكتب 1,206,27,233,88.41,76.82
16080419502,1608,Sidi Bouzid,SoukJedid,Sidi Bouzid,Souk Jedid,4359,Centre Ouest,م إبتدائية المساترية - سقدال مكتب 2,95,32,127,74.8,49.61
