pcode,name,governorate_name,region_name,n_neighbours,island_bridged,region_cluster,region_saied_mean,region_zammel_mean,region_maghzaoui_mean,saied_lisa_class,saied_lisa_i,saied_lisa_p,saied_lisa_sig,saied_gi_z,saied_gi_p,saied_gi_sig,zammel_lisa_class,zammel_lisa_i,zammel_lisa_p,zammel_lisa_sig,zammel_gi_z,zammel_gi_p,zammel_gi_sig,maghzaoui_lisa_class,maghzaoui_lisa_i,maghzaoui_lisa_p,maghzaoui_lisa_sig,maghzaoui_gi_z,maghzaoui_gi_p,maghzaoui_gi_sig
TN5153,Gabès Sud,Gabès,South East,5,0,1,90.2834,6.9589,2.7577,ns,0.780029,0.151000,0,-1.337925,0.151000,0,ns,0.559700,0.267300,0,1.040418,0.267300,0,ns,0.865740,0.030800,0,1.829973,0.030800,0
TN5154,Ghannouch,Gabès,South East,3,0,1,90.2834,6.9589,2.7577,ns,0.261289,0.249500,0,-1.060003,0.249500,0,ns,0.410778,0.190200,0,1.154854,0.190200,0,ns,-0.056820,0.770100,0,0.228743,0.770100,0
TN5155,Metouia,Gabès,South East,5,0,1,90.2834,6.9589,2.7577,ns,0.223663,0.138400,0,-1.372558,0.138400,0,ns,0.180923,0.277700,0,1.010307,0.277700,0,ns,0.058675,0.025600,0,2.076092,0.025600,0
TN5156,Menzel Habib,Gabès,South East,6,0,1,90.2834,6.9589,2.7577,ns,-0.060748,0.449100,0,-0.737331,0.449100,0,ns,-0.016401,0.930500,0,0.088651,0.930500,0,ns,0.737059,0.021100,0,2.797819,0.021100,0
TN5157,Hamma,Gabès,South East,8,0,1,90.2834,6.9589,2.7577,ns,0.861283,0.038000,0,-2.069491,0.038000,0,ns,0.347179,0.158400,0,1.341564,0.158400,0,ns,2.943366,0.016700,0,3.858043,0.016700,0
TN5158,Matmata,Gabès,South East,4,0,1,90.2834,6.9589,2.7577,ns,-0.098039,0.408700,0,-0.779206,0.408700,0,ns,-0.140786,0.637000,0,0.444922,0.637000,0,ns,1.017641,0.038600,0,1.590840,0.038600,0
TN5159,Matmata Nouvelle,Gabès,South East,6,0,1,90.2834,6.9589,2.7577,ns,0.284042,0.042700,0,-1.958588,0.042700,0,ns,0.058255,0.202900,0,1.190439,0.202900,0,ns,1.609348,0.020100,0,3.796205,0.020100,0
TN5160,Mareth,Gabès,South East,6,0,1,90.2834,6.9589,2.7577,ns,-0.031301,0.338300,0,-0.918958,0.338300,0,ns,-0.042110,0.556900,0,0.565811,0.556900,0,ns,0.221040,0.035500,0,1.737011,0.035500,0
TN5251,Médenine Nord,Médenine,South East,4,0,1,90.2834,6.9589,2.7577,ns,0.336713,0.510300,0,-0.623478,0.510300,0,ns,0.263390,0.601000,0,0.494061,0.601000,0,ns,0.255460,0.282600,0,0.800809,0.282600,0
TN5252,Médenine Sud,Médenine,South East,6,0,1,90.2834,6.9589,2.7577,ns,0.877342,0.161400,0,-1.318524,0.161400,0,ns,0.694826,0.245900,0,1.088330,0.245900,0,ns,0.718729,0.051200,0,1.522248,0.051200,0
TN5253,Beni Khedache,Médenine,South East,7,0,1,90.2834,6.9589,2.7577,ns,-0.062227,0.028500,0,-2.259997,0.028500,0,ns,-0.084936,0.053700,0,1.860987,0.053700,0,ns,0.130488,0.026700,0,2.668627,0.026700,0
TN5254,Ben Guerdane,Médenine,South East,7,0,1,90.2834,6.9589,2.7577,ns,1.015331,0.029600,0,-2.213005,0.029600,0,ns,0.822387,0.049600,0,1.922682,0.049600,0,ns,0.815622,0.028100,0,2.284444,0.028100,0
TN5255,Zarzis,Médenine,South East,3,1,1,90.2834,6.9589,2.7577,ns,0.268509,0.049000,0,-1.856201,0.049000,0,ns,-0.078548,0.061900,0,1.677640,0.061900,0,ns,1.272909,0.033300,0,1.632184,0.033300,0
TN5256,Houmt Souk,Médenine,South East,2,0,1,90.2834,6.9589,2.7577,ns,0.399881,0.563900,0,-0.591867,0.563900,0,ns,0.263757,0.703200,0,0.403191,0.703200,0,ns,0.451994,0.131500,0,0.985212,0.131500,0
TN5257,Djerba Midoun,Médenine,South East,2,0,1,90.2834,6.9589,2.7577,ns,0.335894,0.318000,0,-0.896611,0.318000,0,ns,0.223106,0.410700,0,0.758579,0.410700,0,ns,0.482948,0.140300,0,0.993161,0.140300,0
TN5258,Djerba Ajim,Médenine,South East,3,1,1,90.2834,6.9589,2.7577,ns,0.187184,0.265500,0,-1.039448,0.265500,0,ns,0.070219,0.439100,0,0.751407,0.439100,0,ns,0.655075,0.039100,0,1.540642,0.039100,0
TN5259,Sidi Makhlouf,Médenine,South East,3,0,1,90.2834,6.9589,2.7577,ns,-0.206747,0.076400,0,-1.544556,0.076400,0,ns,-0.220987,0.093100,0,1.433963,0.093100,0,ns,-0.001597,0.073400,0,1.237250,0.073400,0
TN5351,Tataouine Nord,Tataouine,South East,6,0,1,90.2834,6.9589,2.7577,ns,0.794905,0.032700,0,-2.154721,0.032700,0,ns,0.656666,0.043000,0,1.997942,0.043000,0,ns,0.600425,0.035600,0,1.753024,0.035600,0
TN5352,Tataouine Sud,Tataouine,South East,5,0,1,90.2834,6.9589,2.7577,ns,1.279868,0.059300,0,-1.786606,0.059300,0,ns,0.886574,0.190400,0,1.209953,0.190400,0,ns,0.984272,0.018400,0,3.041427,0.018400,0
TN5353,Samar,Tataouine,South East,3,0,1,90.2834,6.9589,2.7577,ns,0.639551,0.160100,0,-1.239469,0.160100,0,ns,0.568302,0.230900,0,1.071269,0.230900,0,ns,0.290269,0.065200,0,1.273330,0.065200,0
TN5354,Bir Lahmar,Tataouine,South East,4,0,1,90.2834,6.9589,2.7577,ns,0.965339,0.038600,0,-2.017986,0.038600,0,ns,0.852876,0.047800,0,1.835037,0.047800,0,ns,0.549937,0.030800,0,1.814096,0.030800,0
TN5355,Ghomrassen,Tataouine,South East,6,0,1,90.2834,6.9589,2.7577,ns,1.183860,0.022500,0,-2.469616,0.022500,0,ns,0.961338,0.032300,0,2.262195,0.032300,0,ns,0.954868,0.029000,0,2.082821,0.029000,0
TN5356,Dhiba,Tataouine,South East,4,0,1,90.2834,6.9589,2.7577,ns,0.034079,0.071800,0,-1.629902,0.071800,0,ns,-0.054878,0.090900,0,1.493730,0.090900,0,ns,0.295870,0.057400,0,1.386235,0.057400,0
TN5357,Remada,Tataouine,South East,5,0,1,90.2834,6.9589,2.7577,ns,0.162739,0.127200,0,-1.396312,0.127200,0,ns,0.061386,0.339500,0,0.899593,0.339500,0,ns,0.599104,0.020800,0,2.530204,0.020800,0
TN6151,Gafsa Nord,Gafsa,South West,5,0,0,94.4028,4.2834,1.3138,ns,0.155909,0.535000,0,0.606801,0.535000,0,ns,0.233523,0.342800,0,-0.897493,0.342800,0,ns,-0.093476,0.372100,0,0.674202,0.372100,0
TN6152,Sidi Aich,Gafsa,South West,5,0,0,94.4028,4.2834,1.3138,ns,0.298650,0.169600,0,1.275350,0.169600,0,ns,0.319577,0.143800,0,-1.330835,0.143800,0,ns,0.053739,0.521200,0,-0.503049,0.521200,0
TN6153,Ksar,Gafsa,South West,5,0,1,90.2834,6.9589,2.7577,ns,-0.008774,0.744000,0,0.325803,0.744000,0,ns,0.035533,0.562100,0,-0.564805,0.562100,0,ns,0.219424,0.384200,0,0.662826,0.384200,0
TN6154,Gafsa Sud,Gafsa,South West,7,0,1,90.2834,6.9589,2.7577,ns,-0.029816,0.520300,0,0.620035,0.520300,0,ns,0.001146,0.409500,0,-0.796982,0.409500,0,ns,0.056299,0.702400,0,0.305742,0.702400,0
TN6155,Oum Larais,Gafsa,South West,5,0,1,90.2834,6.9589,2.7577,ns,0.062647,0.501200,0,0.654167,0.501200,0,ns,0.145762,0.374500,0,-0.842378,0.374500,0,ns,0.068757,0.702800,0,0.297271,0.702800,0
TN6156,Redeyef,Gafsa,South West,4,0,1,90.2834,6.9589,2.7577,ns,0.103994,0.538500,0,0.591141,0.538500,0,ns,0.171982,0.368000,0,-0.843105,0.368000,0,ns,-0.000881,0.453500,0,0.584636,0.453500,0
TN6157,Metlaoui,Gafsa,South West,5,0,1,90.2834,6.9589,2.7577,ns,0.004301,0.807000,0,0.233281,0.807000,0,ns,0.019058,0.640100,0,-0.446580,0.640100,0,ns,0.048019,0.410000,0,0.637151,0.410000,0
TN6158,Mdhilla,Gafsa,South West,6,0,1,90.2834,6.9589,2.7577,ns,0.099252,0.593400,0,-0.525290,0.593400,0,ns,-0.185912,0.362000,0,-0.878731,0.362000,0,ns,0.242310,0.002000,0,5.401652,0.002000,0
TN6159,Guetar,Gafsa,South West,6,0,1,90.2834,6.9589,2.7577,ns,-0.352554,0.184000,0,-1.255926,0.184000,0,ns,0.150923,0.625000,0,-0.468269,0.625000,0,LH,-0.373959,0.000300,1,6.952726,0.000300,1
TN6160,Belkhir,Gafsa,South West,7,0,1,90.2834,6.9589,2.7577,ns,-0.044452,0.779900,0,-0.275021,0.779900,0,ns,0.289710,0.124200,0,-1.456543,0.124200,0,HH,0.361088,0.000300,1,6.431341,0.000300,1
TN6161,Sened,Gafsa,South West,6,0,1,90.2834,6.9589,2.7577,ns,0.016924,0.185800,0,1.260482,0.185800,0,ns,0.243366,0.098400,0,-1.552853,0.098400,0,ns,0.177549,0.657600,0,0.346673,0.657600,0
TN6251,Tozeur,Tozeur,South West,4,0,1,90.2834,6.9589,2.7577,ns,0.025827,0.714600,0,0.349206,0.714600,0,ns,0.051051,0.521600,0,-0.611521,0.521600,0,ns,-0.010747,0.317000,0,0.761873,0.317000,0
TN6252,Degueche,Tozeur,South West,7,0,1,90.2834,6.9589,2.7577,ns,-0.175272,0.379900,0,-0.839367,0.379900,0,ns,0.107144,0.662700,0,-0.423763,0.662700,0,ns,0.445194,0.003900,0,4.967953,0.003900,0
TN6253,Tamaghza,Tozeur,South West,6,0,1,90.2834,6.9589,2.7577,ns,0.040917,0.756000,0,0.298519,0.756000,0,ns,0.091988,0.604600,0,-0.499968,0.604600,0,ns,0.052489,0.484900,0,0.545819,0.485000,0
TN6254,Nefta,Tozeur,South West,4,0,1,90.2834,6.9589,2.7577,ns,-0.002627,0.847500,0,-0.188427,0.847500,0,ns,0.000258,0.948400,0,-0.064146,0.948400,0,ns,-0.045941,0.187500,0,0.981037,0.187500,0
TN6255,Hazoua,Tozeur,South West,3,0,1,90.2834,6.9589,2.7577,ns,-0.023417,0.932900,0,0.078188,0.932900,0,ns,-0.085259,0.756000,0,-0.295946,0.756000,0,ns,0.280244,0.325200,0,0.756753,0.325200,0
TN6351,Kebili Sud,Kebili,South West,7,0,1,90.2834,6.9589,2.7577,ns,1.155447,0.022200,0,-2.393833,0.022200,0,ns,0.092901,0.733600,0,0.333172,0.733600,0,HH,8.552010,0.000100,1,8.463676,0.000100,1
TN6352,Kebili Nord,Kebili,South West,6,0,1,90.2834,6.9589,2.7577,ns,0.307011,0.118700,0,-1.485379,0.118700,0,ns,0.020442,0.791900,0,-0.255832,0.791900,0,HH,7.920264,0.000100,1,7.073246,0.000100,1
TN6353,Souk El Ahed,Kebili,South West,7,0,4,80.4965,4.2280,15.2755,ns,0.288235,0.720200,0,-0.341960,0.720200,0,ns,0.057335,0.695400,0,-0.379671,0.695400,0,HH,11.167637,0.000900,1,3.821289,0.000900,1
TN6354,Douz Nord,Kebili,South West,8,0,1,90.2834,6.9589,2.7577,ns,0.922476,0.040000,0,-2.023346,0.040000,0,ns,0.413568,0.230500,0,1.145911,0.230500,0,ns,2.486459,0.009200,0,4.341842,0.009200,0
TN6355,Douz Sud,Kebili,South West,5,0,1,90.2834,6.9589,2.7577,ns,0.192587,0.038100,0,-2.134319,0.038100,0,ns,-0.323350,0.080500,0,1.609244,0.080500,0,ns,3.262778,0.019500,0,3.064688,0.019500,0
TN6356,Faouar,Kebili,South West,8,0,1,90.2834,6.9589,2.7577,ns,0.130012,0.137600,0,-1.429765,0.137600,0,ns,0.000714,0.915400,0,-0.107592,0.915400,0,HH,2.491313,0.000100,1,6.327726,0.000100,1
