pcode,name,governorate_name,region_name,n_neighbours,island_bridged,region_cluster,region_saied_mean,region_zammel_mean,region_maghzaoui_mean,saied_lisa_class,saied_lisa_i,saied_lisa_p,saied_lisa_sig,saied_gi_z,saied_gi_p,saied_gi_sig,zammel_lisa_class,zammel_lisa_i,zammel_lisa_p,zammel_lisa_sig,zammel_gi_z,zammel_gi_p,zammel_gi_sig,maghzaoui_lisa_class,maghzaoui_lisa_i,maghzaoui_lisa_p,maghzaoui_lisa_sig,maghzaoui_gi_z,maghzaoui_gi_p,maghzaoui_gi_sig
TN1151,Carthage,Tunis,North East,2,0,3,84.8237,12.5625,2.6138,ns,4.976325,0.019900,0,-2.610119,0.019900,0,ns,5.414933,0.019100,0,2.677956,0.019100,0,ns,0.747091,0.074200,0,1.234200,0.074200,0
TN1152,Médina,Tunis,North East,4,0,3,84.8237,12.5625,2.6138,ns,0.805776,0.085800,0,-1.558369,0.085800,0,ns,0.856540,0.069700,0,1.642989,0.069700,0,ns,0.147042,0.498700,0,0.513690,0.498700,0
TN1153,Bab Bhar,Tunis,North East,9,0,3,84.8237,12.5625,2.6138,LL,2.440593,0.000200,1,-5.344584,0.000200,1,HH,2.476173,0.000200,1,5.623787,0.000200,1,ns,0.591135,0.041800,0,1.928011,0.041800,0
TN1154,Bab Souika,Tunis,North East,6,0,3,84.8237,12.5625,2.6138,ns,0.710798,0.045400,0,-1.970659,0.045400,0,ns,0.790506,0.040900,0,2.040564,0.040900,0,ns,0.086272,0.288400,0,0.846619,0.288400,0
TN1155,Omrane,Tunis,North East,6,0,3,84.8237,12.5625,2.6138,LL,1.201904,0.000100,1,-5.157213,0.000100,1,HH,1.271373,0.000100,1,5.337293,0.000100,1,ns,0.239428,0.025900,0,2.217699,0.025900,0
TN1156,Omrane Supérieur,Tunis,North East,6,0,3,84.8237,12.5625,2.6138,ns,0.737607,0.001900,0,-3.945155,0.001900,0,HH,0.903233,0.001400,1,4.154169,0.001400,1,ns,-0.003701,0.072800,0,1.358699,0.072800,0
TN1157,El Tahrir,Tunis,North East,4,0,3,84.8237,12.5625,2.6138,ns,0.729732,0.167100,0,-1.273562,0.167100,0,ns,0.845488,0.120100,0,1.393572,0.120100,0,ns,0.053863,0.715900,0,0.283912,0.715900,0
TN1158,El Menzah,Tunis,North East,6,0,5,59.7318,35.1268,5.1413,LL,11.013039,0.000300,1,-4.633689,0.000300,1,HH,11.932607,0.000300,1,4.872033,0.000300,1,ns,1.777592,0.039300,0,1.650158,0.039300,0
TN1159,Cité El Khadra,Tunis,North East,6,0,3,84.8237,12.5625,2.6138,LL,10.290723,0.000100,1,-7.817737,0.000100,1,HH,10.989684,0.000100,1,8.039147,0.000100,1,ns,1.867868,0.022300,0,3.542788,0.022300,0
TN1160,Bardo,Tunis,North East,8,0,3,84.8237,12.5625,2.6138,ns,1.100654,0.075800,0,-1.704247,0.075800,0,ns,1.209420,0.055200,0,1.872944,0.055200,0,ns,0.117960,0.683100,0,0.323394,0.683100,0
TN1161,Sijoumi,Tunis,North East,5,0,0,94.4028,4.2834,1.3138,ns,-0.329459,0.045300,0,-1.892972,0.045300,0,ns,-0.221285,0.039700,0,2.027960,0.039700,0,ns,-0.179359,0.482100,0,0.536674,0.482100,0
TN1162,Ezzouhour,Tunis,North East,5,0,0,94.4028,4.2834,1.3138,ns,0.086365,0.358300,0,-0.875571,0.358300,0,ns,0.134456,0.263300,0,1.045088,0.263300,0,ns,0.006977,0.873700,0,-0.133411,0.873700,0
TN1163,Hrairia,Tunis,North East,7,0,0,94.4028,4.2834,1.3138,ns,0.042247,0.300800,0,-0.980603,0.300800,0,ns,0.080804,0.235300,0,1.129459,0.235300,0,ns,0.000040,0.991900,0,0.006636,0.992000,0
TN1164,Sidi Hassine,Tunis,North East,5,0,0,94.4028,4.2834,1.3138,ns,0.010536,0.961900,0,0.046778,0.961900,0,ns,-0.038883,0.863800,0,0.173904,0.863800,0,ns,0.231734,0.294600,0,-0.812855,0.294600,0
TN1165,El Ouardia,Tunis,North East,5,0,3,84.8237,12.5625,2.6138,ns,0.318779,0.354600,0,-0.888816,0.354600,0,ns,0.418957,0.295200,0,0.980412,0.295200,0,ns,-0.005969,0.857600,0,0.144091,0.857600,0
TN1166,Kabaria,Tunis,North East,5,0,3,84.8237,12.5625,2.6138,ns,0.168590,0.201500,0,-1.214158,0.201500,0,ns,0.188113,0.124800,0,1.418601,0.124800,0,ns,-0.007441,0.946300,0,-0.053493,0.946400,0
TN1167,Sidi El Béchir,Tunis,North East,4,0,3,84.8237,12.5625,2.6138,ns,0.806975,0.092700,0,-1.530839,0.092700,0,ns,0.885842,0.065100,0,1.670683,0.065100,0,ns,0.096763,0.645000,0,0.349620,0.645100,0
TN1168,Jebel Jelloud,Tunis,North East,5,0,3,84.8237,12.5625,2.6138,ns,-0.526412,0.025900,0,-2.360438,0.025900,0,ns,-0.420514,0.024200,0,2.463247,0.024200,0,ns,-0.286099,0.221200,0,0.939782,0.221200,0
TN1169,La Goulette,Tunis,North East,4,0,3,84.8237,12.5625,2.6138,ns,5.424580,0.003300,0,-4.011139,0.003300,0,ns,5.399257,0.003100,0,4.174052,0.003100,0,ns,1.544952,0.035200,0,1.610422,0.035200,0
TN1170,Le Kram,Tunis,North East,4,0,3,84.8237,12.5625,2.6138,LL,3.294824,0.000800,1,-4.631277,0.000800,1,HH,3.422887,0.000900,1,4.739900,0.000900,1,ns,0.757374,0.019700,0,2.206477,0.019700,0
TN1171,La Marsa,Tunis,North East,3,0,3,84.8237,12.5625,2.6138,ns,4.178014,0.008800,0,-3.407152,0.008800,0,ns,4.496577,0.008400,0,3.570042,0.008400,0,ns,0.712440,0.066200,0,1.255318,0.066200,0
TN1251,Ariana Médina,Ariana,North East,6,0,3,84.8237,12.5625,2.6138,LL,9.335557,0.000200,1,-5.432677,0.000200,1,HH,10.212966,0.000100,1,5.745349,0.000100,1,ns,1.373649,0.034200,0,1.823505,0.034200,0
TN1252,Soukra,Ariana,North East,6,0,3,84.8237,12.5625,2.6138,LL,4.083853,0.000100,1,-6.612945,0.000100,1,HH,4.364870,0.000100,1,6.759521,0.000100,1,ns,0.736040,0.021300,0,3.161793,0.021300,0
TN1253,Raoued,Ariana,North East,3,0,3,84.8237,12.5625,2.6138,ns,2.987282,0.011200,0,-3.256825,0.011200,0,ns,3.202104,0.011000,0,3.445205,0.011000,0,ns,0.513323,0.111100,0,1.129361,0.111100,0
TN1254,Kalaat El Andalous,Ariana,North East,5,0,0,94.4028,4.2834,1.3138,ns,-0.371920,0.031400,0,-2.191728,0.031400,0,ns,-0.326607,0.028000,0,2.353230,0.028000,0,ns,-0.123761,0.440100,0,0.612892,0.440100,0
TN1255,Sidi Thabet,Ariana,North East,5,0,0,94.4028,4.2834,1.3138,ns,0.084345,0.333200,0,0.927391,0.333200,0,ns,0.056669,0.410700,0,-0.780129,0.410700,0,ns,0.118845,0.170600,0,-1.002227,0.170600,0
TN1256,Ettadhamen,Ariana,North East,6,0,0,94.4028,4.2834,1.3138,ns,-0.380154,0.058300,0,-1.808786,0.058300,0,ns,-0.306865,0.045500,0,1.942995,0.045500,0,ns,-0.156182,0.521000,0,0.516831,0.521000,0
TN1257,Mnihla,Ariana,North East,8,0,0,94.4028,4.2834,1.3138,ns,-0.351958,0.003700,0,-3.501442,0.003700,0,ns,-0.264881,0.001900,0,3.808911,0.001900,0,ns,-0.127964,0.321300,0,0.776608,0.321300,0
TN1351,Ben Arous,Ben Arous,North East,6,0,3,84.8237,12.5625,2.6138,ns,0.842199,0.022800,0,-2.426866,0.022800,0,ns,0.930974,0.019600,0,2.549018,0.019600,0,ns,0.112022,0.239400,0,0.910126,0.239400,0
TN1352,Nouvelle Médina,Ben Arous,North East,6,0,3,84.8237,12.5625,2.6138,ns,1.356021,0.012000,0,-2.965362,0.012000,0,ns,1.464340,0.010400,0,3.121788,0.010400,0,ns,0.220646,0.164600,0,1.058430,0.164600,0
TN1353,El Mourouj,Ben Arous,North East,5,0,3,84.8237,12.5625,2.6138,ns,0.605475,0.376900,0,-0.842411,0.376900,0,ns,0.703967,0.303600,0,0.964724,0.303600,0,ns,-0.002168,0.992000,0,0.009242,0.992200,0
TN1354,Hammam Lif,Ben Arous,North East,4,0,3,84.8237,12.5625,2.6138,ns,0.835747,0.036600,0,-2.112562,0.036600,0,ns,0.928770,0.034600,0,2.170015,0.034600,0,ns,0.096878,0.205100,0,0.941983,0.205100,0
TN1355,Hammam Chott,Ben Arous,North East,4,0,3,84.8237,12.5625,2.6138,ns,0.047038,0.911700,0,-0.107780,0.911700,0,ns,0.092195,0.807500,0,0.231825,0.807500,0,ns,-0.161215,0.622900,0,-0.374366,0.622900,0
TN1356,Boumhel,Ben Arous,North East,5,0,3,84.8237,12.5625,2.6138,ns,1.650396,0.030800,0,-2.263210,0.030800,0,ns,1.834621,0.028600,0,2.384357,0.028600,0,ns,0.207131,0.294900,0,0.808530,0.294900,0
TN1357,Ezzahra,Ben Arous,North East,3,0,3,84.8237,12.5625,2.6138,ns,2.463183,0.029400,0,-2.257309,0.029400,0,ns,2.609862,0.026200,0,2.383885,0.026200,0,ns,0.463759,0.294100,0,0.775395,0.294100,0
TN1358,Radès,Ben Arous,North East,7,0,3,84.8237,12.5625,2.6138,LL,2.789112,0.000200,1,-5.236725,0.000200,1,HH,2.953829,0.000200,1,5.359650,0.000200,1,ns,0.549136,0.027900,0,2.420007,0.027900,0
TN1359,Mégrine,Ben Arous,North East,5,0,3,84.8237,12.5625,2.6138,ns,1.592479,0.043700,0,-1.977793,0.043700,0,ns,1.747860,0.041000,0,2.057794,0.041000,0,ns,0.227474,0.312300,0,0.792795,0.312300,0
TN1360,M'Hamdia,Ben Arous,North East,5,0,0,94.4028,4.2834,1.3138,ns,0.075634,0.417500,0,0.782081,0.417500,0,ns,0.035146,0.587100,0,-0.522796,0.587100,0,ns,0.213843,0.073600,0,-1.354892,0.073600,0
TN1361,Fouchana,Ben Arous,North East,5,0,0,94.4028,4.2834,1.3138,ns,-0.041824,0.673700,0,-0.407263,0.673700,0,ns,-0.025845,0.578900,0,0.525466,0.578900,0,ns,0.047556,0.799300,0,-0.202406,0.799300,0
TN1362,Mornag,Ben Arous,North East,10,0,0,94.4028,4.2834,1.3138,ns,-0.115786,0.142700,0,-1.427189,0.142700,0,ns,-0.074902,0.098600,0,1.589508,0.098600,0,ns,-0.033144,0.808900,0,0.193192,0.808900,0
TN1451,Manouba,Manubah,North East,5,0,3,84.8237,12.5625,2.6138,ns,0.270953,0.679100,0,-0.402686,0.679100,0,ns,0.383811,0.551000,0,0.569867,0.551000,0,ns,-0.189583,0.633100,0,-0.383722,0.633000,0
TN1452,Douar Hicher,Manubah,North East,4,0,0,94.4028,4.2834,1.3138,ns,-0.104185,0.711100,0,-0.351558,0.711100,0,ns,-0.105972,0.623500,0,0.464301,0.623500,0,ns,0.072916,0.796400,0,-0.203037,0.796400,0
TN1453,Oued Ellil,Manubah,North East,7,0,0,94.4028,4.2834,1.3138,ns,-0.002459,0.962800,0,-0.042841,0.962800,0,ns,-0.006276,0.805700,0,0.241697,0.805700,0,ns,0.055713,0.387000,0,-0.683218,0.387000,0
TN1454,Mornaguia,Manubah,North East,8,0,0,94.4028,4.2834,1.3138,ns,-0.007847,0.146100,0,1.387456,0.146100,0,ns,-0.071915,0.206000,0,-1.209524,0.206000,0,ns,0.263889,0.075400,0,-1.407969,0.075400,0
TN1455,Borj El Amri,Manubah,North East,5,0,0,94.4028,4.2834,1.3138,ns,0.462496,0.165700,0,1.314825,0.165700,0,ns,0.390710,0.233200,0,-1.129727,0.233200,0,ns,0.294694,0.063600,0,-1.364366,0.063600,0
TN1456,Jedaida,Manubah,North East,8,0,0,94.4028,4.2834,1.3138,ns,0.220118,0.229800,0,1.157436,0.229800,0,ns,0.159294,0.307300,0,-0.979035,0.307300,0,ns,0.256743,0.102400,0,-1.292616,0.102400,0
TN1457,Tebourba,Manubah,North East,6,0,0,94.4028,4.2834,1.3138,ns,0.434240,0.057000,0,1.833794,0.057000,0,ns,0.370734,0.075400,0,-1.674645,0.075400,0,ns,0.290438,0.045000,0,-1.590038,0.045000,0
TN1458,El Battan,Manubah,North East,4,0,0,94.4028,4.2834,1.3138,ns,0.534540,0.198300,0,1.196287,0.198300,0,ns,0.442226,0.233600,0,-1.099099,0.233600,0,ns,0.404495,0.175900,0,-1.013420,0.175900,0
TN1551,Nabeul,Nabeul,North East,3,0,0,94.4028,4.2834,1.3138,ns,-0.044859,0.907500,0,0.112821,0.907500,0,ns,-0.010652,0.990000,0,-0.012841,0.990000,0,ns,-0.096585,0.597600,0,-0.407052,0.597600,0
TN1552,Dar Chaabane El Fehri,Nabeul,North East,4,0,0,94.4028,4.2834,1.3138,ns,-0.063926,0.798600,0,0.243189,0.798600,0,ns,-0.046103,0.873100,0,-0.151308,0.873100,0,ns,-0.024877,0.558900,0,-0.444644,0.558900,0
TN1553,Beni Khiar,Nabeul,North East,3,0,0,94.4028,4.2834,1.3138,ns,-0.035049,0.849300,0,0.192031,0.849300,0,ns,-0.029350,0.900000,0,-0.123387,0.900000,0,ns,0.013446,0.661400,0,-0.340192,0.661400,0
TN1554,Korba,Nabeul,North East,4,0,0,94.4028,4.2834,1.3138,ns,0.096609,0.280500,0,1.022506,0.280500,0,ns,0.085586,0.339400,0,-0.906161,0.339400,0,ns,0.050456,0.190400,0,-0.993653,0.190400,0
TN1555,Menzel Temime,Nabeul,North East,4,0,0,94.4028,4.2834,1.3138,ns,0.480560,0.084700,0,1.549690,0.084700,0,ns,0.438152,0.099900,0,-1.467626,0.099900,0,ns,0.240959,0.118900,0,-1.136293,0.118900,0
TN1556,El Mida,Nabeul,North East,4,0,0,94.4028,4.2834,1.3138,ns,0.561692,0.193900,0,1.189229,0.193900,0,ns,0.515335,0.199800,0,-1.156845,0.199800,0,ns,0.271640,0.318500,0,-0.762347,0.318500,0
TN1557,Kelibia,Nabeul,North East,3,0,0,94.4028,4.2834,1.3138,ns,0.261891,0.109300,0,1.410173,0.109300,0,ns,0.193190,0.113300,0,-1.362121,0.113300,0,ns,0.244609,0.198400,0,-0.966644,0.198400,0
TN1558,Hammam Ghezaz,Nabeul,North East,2,0,0,94.4028,4.2834,1.3138,ns,0.546939,0.317500,0,0.909443,0.317500,0,ns,0.483690,0.366300,0,-0.826057,0.366300,0,ns,0.306832,0.278300,0,-0.816901,0.278300,0
TN1559,Haouaria,Nabeul,North East,4,0,0,94.4028,4.2834,1.3138,ns,0.621233,0.144100,0,1.330127,0.144100,0,ns,0.568961,0.156500,0,-1.270277,0.156500,0,ns,0.305553,0.206900,0,-0.918562,0.206900,0
TN1560,Takelsa,Nabeul,North East,5,0,0,94.4028,4.2834,1.3138,ns,0.527249,0.118500,0,1.465785,0.118500,0,ns,0.504629,0.133700,0,-1.389847,0.133700,0,ns,0.198793,0.159500,0,-1.064206,0.159500,0
TN1561,Soliman,Nabeul,North East,5,0,0,94.4028,4.2834,1.3138,ns,-0.013162,0.433000,0,0.762681,0.433000,0,ns,-0.012804,0.449000,0,-0.725380,0.449000,0,ns,-0.004430,0.484600,0,-0.546356,0.484600,0
TN1562,Menzel Bouzelfa,Nabeul,North East,5,0,0,94.4028,4.2834,1.3138,ns,0.367514,0.213900,0,1.165334,0.213900,0,ns,0.328354,0.229200,0,-1.113772,0.229200,0,ns,0.202556,0.275500,0,-0.853997,0.275500,0
TN1563,Beni Khalled,Nabeul,North East,7,0,0,94.4028,4.2834,1.3138,ns,0.114519,0.629800,0,0.469987,0.629800,0,ns,0.077952,0.711900,0,-0.361282,0.711900,0,ns,0.147740,0.405500,0,-0.649589,0.405500,0
TN1564,Grombalia,Nabeul,North East,7,0,0,94.4028,4.2834,1.3138,ns,0.045180,0.747100,0,0.323480,0.747100,0,ns,0.025453,0.820800,0,-0.219573,0.820800,0,ns,0.090828,0.488800,0,-0.538198,0.488800,0
TN1565,Bou Argoub,Nabeul,North East,5,0,0,94.4028,4.2834,1.3138,ns,-0.018956,0.967000,0,-0.040887,0.967000,0,ns,-0.048285,0.881900,0,0.137941,0.881900,0,ns,0.094223,0.675200,0,-0.332294,0.675200,0
TN1566,Hammamet,Nabeul,North East,5,0,0,94.4028,4.2834,1.3138,ns,-0.014611,0.550300,0,0.575389,0.550300,0,ns,-0.025823,0.596200,0,-0.505410,0.596200,0,ns,0.043722,0.464600,0,-0.568894,0.464600,0
TN1651,Zaghouan,Zaghouan,North East,7,0,0,94.4028,4.2834,1.3138,ns,0.086625,0.179100,0,1.294206,0.179100,0,ns,0.052548,0.240800,0,-1.119450,0.240800,0,ns,0.143401,0.085700,0,-1.357243,0.085700,0
TN1652,Zriba,Zaghouan,North East,5,0,0,94.4028,4.2834,1.3138,ns,0.551252,0.089600,0,1.568418,0.089600,0,ns,0.471325,0.099100,0,-1.498708,0.099100,0,ns,0.359080,0.139800,0,-1.109593,0.139800,0
TN1653,Bir Mchergua,Zaghouan,North East,7,0,0,94.4028,4.2834,1.3138,ns,0.287400,0.234600,0,1.146945,0.234600,0,ns,0.195280,0.336400,0,-0.919784,0.336400,0,ns,0.393629,0.065700,0,-1.448806,0.065700,0
TN1654,Fahs,Zaghouan,North East,10,0,0,94.4028,4.2834,1.3138,ns,0.522098,0.026300,0,2.265208,0.026300,0,ns,0.442183,0.043500,0,-2.027259,0.043500,0,ns,0.356639,0.039500,0,-2.086946,0.039500,0
TN1655,Nadhour,Zaghouan,North East,3,0,0,94.4028,4.2834,1.3138,ns,0.468091,0.068200,0,1.607017,0.068200,0,ns,0.429180,0.074700,0,-1.536885,0.074700,0,ns,0.228982,0.108400,0,-1.131986,0.108300,0
TN1656,Saouaf,Zaghouan,North East,5,0,0,94.4028,4.2834,1.3138,ns,0.824252,0.057800,0,1.763752,0.057800,0,ns,0.763852,0.076200,0,-1.624462,0.076200,0,ns,0.358570,0.055400,0,-1.418613,0.055400,0
TN1751,Bizerte Nord,Bizerte,North East,1,0,0,94.4028,4.2834,1.3138,ns,-1.218429,0.448800,0,0.717481,0.448800,0,ns,-1.102645,0.502800,0,-0.640366,0.502800,0,ns,-0.569979,0.339600,0,-0.680890,0.339600,0
TN1752,Jarzouna,Bizerte,North East,1,0,0,94.4028,4.2834,1.3138,ns,0.005832,0.950800,0,0.058598,0.950800,0,ns,-0.000563,0.995400,0,0.007997,0.995400,0,ns,0.069656,0.765900,0,-0.277839,0.765900,0
TN1753,Bizerte Sud,Bizerte,North East,4,0,0,94.4028,4.2834,1.3138,ns,0.131788,0.687700,0,0.381770,0.687700,0,ns,0.091634,0.753700,0,-0.299789,0.753700,0,ns,0.163439,0.524900,0,-0.506905,0.524900,0
TN1754,Sejnane,Bizerte,North East,4,0,0,94.4028,4.2834,1.3138,ns,0.792553,0.058200,0,1.752924,0.058200,0,ns,0.813911,0.053300,0,-1.785744,0.053300,0,ns,0.198324,0.268600,0,-0.852061,0.268600,0
TN1755,Joumine,Bizerte,North East,8,0,0,94.4028,4.2834,1.3138,ns,0.728532,0.051200,0,1.909584,0.051200,0,ns,0.683686,0.051900,0,-1.898741,0.051900,0,ns,0.307752,0.165200,0,-1.087056,0.165200,0
TN1756,Mateur,Bizerte,North East,6,0,0,94.4028,4.2834,1.3138,ns,0.583195,0.056700,0,1.832621,0.056700,0,ns,0.498399,0.076800,0,-1.679573,0.076800,0,ns,0.388898,0.046700,0,-1.571952,0.046700,0
TN1757,Ghazala,Bizerte,North East,5,0,0,94.4028,4.2834,1.3138,ns,0.867349,0.065200,0,1.746160,0.065200,0,ns,0.778642,0.083700,0,-1.608018,0.083700,0,ns,0.459221,0.057200,0,-1.427199,0.057200,0
TN1758,Menzel Bourguiba,Bizerte,North East,5,0,0,94.4028,4.2834,1.3138,ns,0.116073,0.616300,0,0.478185,0.616300,0,ns,0.064567,0.747300,0,-0.312247,0.747300,0,ns,0.222293,0.265800,0,-0.870050,0.265800,0
TN1759,Tinja,Bizerte,North East,4,0,0,94.4028,4.2834,1.3138,ns,0.299203,0.078800,0,1.614612,0.078800,0,ns,0.185736,0.095900,0,-1.492960,0.095900,0,ns,0.419513,0.068900,0,-1.318716,0.068900,0
TN1760,Utique,Bizerte,North East,8,0,0,94.4028,4.2834,1.3138,ns,0.174296,0.474200,0,0.694256,0.474200,0,ns,0.111081,0.630400,0,-0.467716,0.630400,0,ns,0.220969,0.125500,0,-1.194167,0.125500,0
TN1761,Ghar El Melh,Bizerte,North East,3,0,0,94.4028,4.2834,1.3138,ns,0.029311,0.837500,0,-0.211111,0.837500,0,ns,0.078111,0.752700,0,0.317432,0.752700,0,ns,0.076600,0.739000,0,-0.258493,0.739000,0
TN1762,Menzel Jemil,Bizerte,North East,4,0,0,94.4028,4.2834,1.3138,ns,-0.006349,0.813900,0,-0.228314,0.813900,0,ns,0.002134,0.705000,0,0.365935,0.705000,0,ns,0.050579,0.648400,0,-0.370084,0.648400,0
TN1763,El Alia,Bizerte,North East,5,0,0,94.4028,4.2834,1.3138,ns,-0.160227,0.679200,0,0.411783,0.679200,0,ns,-0.089565,0.832200,0,-0.208891,0.832200,0,ns,-0.083550,0.220600,0,-0.945930,0.220600,0
TN1764,Ras Jebel,Bizerte,North East,3,0,0,94.4028,4.2834,1.3138,ns,0.072703,0.537900,0,-0.593100,0.537900,0,ns,0.122175,0.401000,0,0.788028,0.401000,0,ns,0.018391,0.622000,0,-0.379990,0.622000,0
TN2151,Béja Nord,Béja,North West,5,0,0,94.4028,4.2834,1.3138,ns,0.287456,0.105300,0,1.515071,0.105300,0,ns,0.236027,0.088600,0,-1.573010,0.088600,0,ns,0.150243,0.427200,0,-0.624598,0.427200,0
TN2152,Béja Sud,Béja,North West,6,0,0,94.4028,4.2834,1.3138,ns,0.215119,0.062000,0,1.782863,0.062000,0,ns,0.158804,0.075200,0,-1.673468,0.075200,0,ns,0.215910,0.076900,0,-1.374512,0.076900,0
TN2153,Amdoun,Béja,North West,7,0,0,94.4028,4.2834,1.3138,ns,0.488135,0.088200,0,1.639168,0.088200,0,ns,0.502551,0.081100,0,-1.662484,0.081100,0,ns,0.120021,0.294300,0,-0.812817,0.294300,0
TN2154,Nefza,Béja,North West,5,0,0,94.4028,4.2834,1.3138,ns,0.414466,0.058200,0,1.754658,0.058200,0,ns,0.571221,0.063100,0,-1.692552,0.063100,0,ns,-0.277858,0.108000,0,-1.193936,0.108000,0
TN2155,Téboursouk,Béja,North West,6,0,0,94.4028,4.2834,1.3138,ns,0.560783,0.086600,0,1.639536,0.086600,0,ns,0.472379,0.106100,0,-1.517652,0.106100,0,ns,0.396136,0.082400,0,-1.352848,0.082400,0
TN2156,Thibar,Béja,North West,4,0,0,94.4028,4.2834,1.3138,ns,0.653578,0.152100,0,1.295351,0.152200,0,ns,0.541650,0.214200,0,-1.133517,0.214200,0,ns,0.478889,0.077100,0,-1.277113,0.077100,0
TN2157,Testour,Béja,North West,7,0,0,94.4028,4.2834,1.3138,ns,0.428621,0.057900,0,1.817644,0.057900,0,ns,0.400733,0.085100,0,-1.629777,0.085100,0,ns,0.154703,0.044700,0,-1.638739,0.044700,0
TN2158,Goubellat,Béja,North West,8,0,0,94.4028,4.2834,1.3138,ns,0.571113,0.099400,0,1.581342,0.099400,0,ns,0.483161,0.150200,0,-1.368516,0.150200,0,ns,0.367544,0.052800,0,-1.609402,0.052800,0
TN2159,Mejez El Bab,Béja,North West,6,0,0,94.4028,4.2834,1.3138,ns,0.344450,0.038300,0,2.052022,0.038300,0,ns,0.279190,0.044200,0,-1.977043,0.044200,0,ns,0.262082,0.066200,0,-1.408534,0.066200,0
TN2251,Jendouba Sud,Jendouba,North West,5,0,0,94.4028,4.2834,1.3138,ns,0.298892,0.042900,0,2.025613,0.042900,0,ns,0.296317,0.053000,0,-1.868775,0.053000,0,ns,0.069903,0.036200,0,-1.662003,0.036200,0
TN2252,Jendouba Nord,Jendouba,North West,6,0,0,94.4028,4.2834,1.3138,ns,0.782514,0.039900,0,2.035625,0.039900,0,ns,0.708549,0.046700,0,-1.939467,0.046700,0,ns,0.406416,0.058700,0,-1.465461,0.058700,0
TN2253,Bousalem,Jendouba,North West,7,0,0,94.4028,4.2834,1.3138,ns,0.429739,0.045900,0,1.966621,0.045900,0,ns,0.354441,0.052100,0,-1.889794,0.052100,0,ns,0.312017,0.080600,0,-1.359110,0.080600,0
TN2254,Tabarka,Jendouba,North West,3,0,0,94.4028,4.2834,1.3138,ns,0.506337,0.176800,0,1.210125,0.176800,0,ns,0.571006,0.104700,0,-1.388277,0.104700,0,ns,0.009150,0.965200,0,-0.035485,0.965200,0
TN2255,Aïn Draham,Jendouba,North West,4,0,0,94.4028,4.2834,1.3138,ns,0.687113,0.050700,0,1.823605,0.050700,0,ns,0.739955,0.054100,0,-1.807075,0.054100,0,ns,0.095958,0.151400,0,-1.060574,0.151400,0
TN2256,Fernana,Jendouba,North West,5,0,0,94.4028,4.2834,1.3138,ns,1.023723,0.039200,0,2.078381,0.039200,0,ns,0.956986,0.042500,0,-2.030750,0.042500,0,ns,0.452678,0.075900,0,-1.292330,0.075900,0
TN2257,Ghardimaou,Jendouba,North West,5,0,0,94.4028,4.2834,1.3138,ns,0.853345,0.031200,0,2.260700,0.031200,0,ns,0.735663,0.037000,0,-2.147613,0.037000,0,ns,0.544789,0.037200,0,-1.640977,0.037200,0
TN2258,Oued Mliz,Jendouba,North West,5,0,0,94.4028,4.2834,1.3138,ns,0.940275,0.046100,0,1.928777,0.046100,0,ns,0.843867,0.053800,0,-1.833109,0.053800,0,ns,0.508800,0.064800,0,-1.368022,0.064800,0
TN2259,Balta Bou Aouane,Jendouba,North West,5,0,0,94.4028,4.2834,1.3138,ns,0.805152,0.047800,0,1.907503,0.047800,0,ns,0.800578,0.052700,0,-1.859834,0.052700,0,ns,0.245556,0.106700,0,-1.216267,0.106700,0
TN2351,Kef Ouest,Le Kef,North West,5,0,0,94.4028,4.2834,1.3138,ns,0.418269,0.091100,0,1.562811,0.091100,0,ns,0.368809,0.104700,0,-1.487732,0.104700,0,ns,0.244321,0.126800,0,-1.135633,0.126800,0
TN2352,Kef Est,Le Kef,North West,6,0,0,94.4028,4.2834,1.3138,ns,0.232923,0.056200,0,1.848850,0.056200,0,ns,0.196004,0.075900,0,-1.687910,0.075900,0,ns,0.165381,0.046200,0,-1.548452,0.046200,0
TN2353,Nebeur,Le Kef,North West,7,0,0,94.4028,4.2834,1.3138,ns,0.732360,0.053600,0,1.870148,0.053600,0,ns,0.645815,0.068600,0,-1.749273,0.068600,0,ns,0.428590,0.064500,0,-1.436873,0.064500,0
TN2354,Sakiet Sidi Youssef,Le Kef,North West,5,0,0,94.4028,4.2834,1.3138,ns,0.626128,0.065300,0,1.737084,0.065300,0,ns,0.566877,0.075900,0,-1.651365,0.075900,0,ns,0.325406,0.094200,0,-1.244858,0.094200,0
TN2355,Tajerouine,Le Kef,North West,6,0,0,94.4028,4.2834,1.3138,ns,0.393450,0.057400,0,1.821402,0.057400,0,ns,0.387042,0.052100,0,-1.852613,0.052100,0,ns,0.126803,0.253000,0,-0.857332,0.253000,0
TN2356,Kalaat Senan,Le Kef,North West,4,0,0,94.4028,4.2834,1.3138,ns,0.541939,0.147700,0,1.325503,0.147700,0,ns,0.576143,0.121900,0,-1.386879,0.121900,0,ns,0.101693,0.515400,0,-0.504857,0.515400,0
TN2357,Kalaa Khesba,Le Kef,North West,5,0,0,94.4028,4.2834,1.3138,ns,0.460610,0.082200,0,1.645597,0.082200,0,ns,0.522703,0.063400,0,-1.755348,0.063400,0,ns,0.045753,0.518300,0,-0.513084,0.518300,0
