governorate,delegation,constituency,registered,voters,votes_valid,votes_spoilt,votes_blank,candidate_sum,n_candidates,outcome,winner,ballot_identity_ok,candidate_sum_ok,year,decision_date_raw,block_index,delegation_folder,source_file,drive_id
صفاقس 2,المحرس,المحرس يتقدم البها,12981,596,566,21,9,566,4,,,true,true,2023,77 ديسمبر 2023,5,المحرس,قرار الهيئة لمعتمدية المحرس__244__صفاقس 2.PDF,1jQ2ZkhOFNRpZDBMTqPDajpZrsvmqAD6K
صفاقس 2,المحرس,سيدي غريب يتقدم,2579,290,,6,2,282,4,runoff,,,,2023,77 ديسمبر 2023,6,المحرس,قرار الهيئة لمعتمدية المحرس__244__صفاقس 2.PDF,1jQ2ZkhOFNRpZDBMTqPDajpZrsvmqAD6K
صفاقس 2,المحرس,عيثه الشلاياء تصرح,1956,448,446,2,0,446,2,elected,الجيلاني مانعي,true,true,2023,77 ديسمبر 2023,7,المحرس,قرار الهيئة لمعتمدية المحرس__244__صفاقس 2.PDF,1jQ2ZkhOFNRpZDBMTqPDajpZrsvmqAD6K
صفاقس 2,صفاقس الجنوبيه,الاذ,,,,,,0,0,,,,,2023,27 ديسمبر 2023,1,صفاقس الجنوبية,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,الافران,18781,1101,21,45,35,1021,5,,,false,false,2023,27 ديسمبر 2023,2,صفاقس الجنوبية,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,الخزانات,8125,1588,1549,30,9,1441,4,,,true,false,2023,27 ديسمبر 2023,3,صفاقس الجنوبية,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,العوابد,4596,,88,6,13,288,2,elected,محمد البدوي,,false,2023,27 ديسمبر 2023,4,صفاقس الجنوبية,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,العين يتقدم,23993,171,12,30,39,802,5,,,false,false,2023,27 ديسمبر 2023,5,صفاقس الجنوبية,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,بوزيان,16454,1113,1057,28,28,1811,9,runoff,عبدالرحمان الشاوش,true,false,2023,27 ديسمبر 2023,6,صفاقس الجنوبية,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,قرمده,164,,,17,20,582,3,runoff,,,,2023,27 ديسمبر 2023,7,صفاقس الجنوبية,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الغربيه,,,76,,,,0,0,,,,,2023,21 افريل 2202,1,صفاقس الغربية,قرار الهيئة لمعتمدية صفاقس الغربية__245__صفاقس 2.PDF,1PH1W4Mnr-ylzL2CydrXCMm-5mApXtvj6
صفاقس 2,صفاقس الغربيه,"العاليه, تصرح البييه العليا المستقله",9103,555,5,22,22,628,4,elected,مني البقلوطي,false,false,2023,21 افريل 2202,2,صفاقس الغربية,قرار الهيئة لمعتمدية صفاقس الغربية__245__صفاقس 2.PDF,1PH1W4Mnr-ylzL2CydrXCMm-5mApXtvj6
صفاقس 2,صفاقس الغربيه,حي البحري يتقدم,4827,1133,1083,27,23,801,4,,,true,false,2023,21 افريل 2202,3,صفاقس الغربية,قرار الهيئة لمعتمدية صفاقس الغربية__245__صفاقس 2.PDF,1PH1W4Mnr-ylzL2CydrXCMm-5mApXtvj6
صفاقس 2,صفاقس الغربيه,حي الحبيب,0,1290,8,4,4,1022,5,,,false,false,2023,21 افريل 2202,4,صفاقس الغربية,قرار الهيئة لمعتمدية صفاقس الغربية__245__صفاقس 2.PDF,1PH1W4Mnr-ylzL2CydrXCMm-5mApXtvj6
صفاقس 2,صفاقس الغربيه,سكره - (صفاقس الغربيه),8258,348,71,30,9,4307,6,runoff,كميليه اللومي,false,false,2023,21 افريل 2202,5,صفاقس الغربية,قرار الهيئة لمعتمدية صفاقس الغربية__245__صفاقس 2.PDF,1PH1W4Mnr-ylzL2CydrXCMm-5mApXtvj6
صفاقس 2,صفاقس الغربيه,وادي الرمل - (صفاقس الغربيه)»,8197,406,787,2,7,387,2,elected,فاطمه مدايني,false,false,2023,21 افريل 2202,6,صفاقس الغربية,قرار الهيئة لمعتمدية صفاقس الغربية__245__صفاقس 2.PDF,1PH1W4Mnr-ylzL2CydrXCMm-5mApXtvj6
صفاقس 2,صفاقس المدينه,15نوفمير,,6,,,,0,0,,,,,2023,27 ديسمبر 2023,1,صفاقس المدينة,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,15نوفمبر,8282,638,591,17,30,591,3,,,true,true,2023,27 ديسمبر 2023,2,صفاقس المدينة,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,البساتين,,,,,,0,0,runoff,,,,2023,27 ديسمبر 2023,3,صفاقس المدينة,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,الحي الخ,68,225,206,3,16,206,1,,,true,true,2023,27 ديسمبر 2023,4,صفاقس المدينة,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,الحي الخيري,7703,409,776,15,18,317,2,elected,نجيب الزرلي,false,false,2023,27 ديسمبر 2023,5,صفاقس المدينة,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,الربض يتقدم,9329,855,4,23,18,614,3,runoff,,false,false,2023,27 ديسمبر 2023,6,صفاقس المدينة,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,المدينه - (صفاقس,3949,448,4,9,5,434,2,elected,محمد مقني,false,false,2023,27 ديسمبر 2023,7,صفاقس المدينة,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,باب البحر,6756,376,361,6,9,307,1,elected,رياض معطر,true,false,2023,27 ديسمبر 2023,8,صفاقس المدينة,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,سيدي,7845,,480,18,4,216,1,elected,برهان العيادي,,false,2023,27 ديسمبر 2023,9,صفاقس المدينة,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,عين شيخ,331,550,29,4,7,529,3,elected,محمد بن صالح,false,false,2023,27 ديسمبر 2023,10,صفاقس المدينة,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,محمد علي,11175,634,594,21,19,494,3,,,true,false,2023,27 ديسمبر 2023,11,صفاقس المدينة,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,مركز الباشاء,6234,379,50,11,18,150,2,elected,الحبيب المعلول,false,false,2023,27 ديسمبر 2023,12,صفاقس المدينة,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,مركز الباشاء,1170,114,0,4,5,105,1,,,false,false,2023,27 ديسمبر 2023,13,صفاقس المدينة,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,طينه,الحاجب 1,,0,,,,0,0,,,,,2023,27 ديسمبر 2023,1,طينة,قرار الهيئة لمعتمدية طينة__248__صفاقس 2.PDF,1xOBlqbFzIQ21Q-v4wx7BynkRgMUZGmc2
صفاقس 2,طينه,الحاجب 1 يتقدم المها,6055,546,513,21,2,513,4,runoff,,false,true,2023,27 ديسمبر 2023,2,طينة,قرار الهيئة لمعتمدية طينة__248__صفاقس 2.PDF,1xOBlqbFzIQ21Q-v4wx7BynkRgMUZGmc2
صفاقس 2,طينه,الحاجب 2,7900,661,645,9,7,251,1,elected,غاده بن الدبابيس,true,false,2023,27 ديسمبر 2023,3,طينة,قرار الهيئة لمعتمدية طينة__248__صفاقس 2.PDF,1xOBlqbFzIQ21Q-v4wx7BynkRgMUZGmc2
صفاقس 2,طينه,سيد عبيد - (طينه),6798,7,740,22,10,538,5,runoff,,false,false,2023,27 ديسمبر 2023,4,طينة,قرار الهيئة لمعتمدية طينة__248__صفاقس 2.PDF,1xOBlqbFzIQ21Q-v4wx7BynkRgMUZGmc2
صفاقس 2,طينه,طينه 2,28,1682,,37,29,1416,6,,,,,2023,27 ديسمبر 2023,5,طينة,قرار الهيئة لمعتمدية طينة__248__صفاقس 2.PDF,1xOBlqbFzIQ21Q-v4wx7BynkRgMUZGmc2
صفاقس 2,طينه,طينه 2,8394,309,765,7,37,265,1,,,false,false,2023,27 ديسمبر 2023,6,طينة,قرار الهيئة لمعتمدية طينة__248__صفاقس 2.PDF,1xOBlqbFzIQ21Q-v4wx7BynkRgMUZGmc2
صفاقس 2,عقارب,,,40,,,,0,0,,,,,2023,27 ديسمبر 2023,1,عقارب,قرار الهيئة لمعتمدية عقارب__249__صفاقس 2.PDF,1eRAl47iZhNCHTwF0lwgrCCO3Mmk4pN_f
صفاقس 2,عقارب,"التربه, تصرح البييه",2,677,71,11,10,456,3,elected,محمد الشريف,false,false,2023,27 ديسمبر 2023,2,عقارب,قرار الهيئة لمعتمدية عقارب__249__صفاقس 2.PDF,1eRAl47iZhNCHTwF0lwgrCCO3Mmk4pN_f
صفاقس 2,عقارب,الصغار يتقدم الها,1842,,,9,3,146,1,runoff,,,,2023,27 ديسمبر 2023,3,عقارب,قرار الهيئة لمعتمدية عقارب__249__صفاقس 2.PDF,1eRAl47iZhNCHTwF0lwgrCCO3Mmk4pN_f
صفاقس 2,عقارب,"المحروقه,",2230,600,,15,,509,3,elected,عمر بلورده,,,2023,27 ديسمبر 2023,4,عقارب,قرار الهيئة لمعتمدية عقارب__249__صفاقس 2.PDF,1eRAl47iZhNCHTwF0lwgrCCO3Mmk4pN_f
صفاقس 2,عقارب,بن سهلون يتقدم الها,,,,,,507,4,runoff,,,,2023,27 ديسمبر 2023,5,عقارب,قرار الهيئة لمعتمدية عقارب__249__صفاقس 2.PDF,1eRAl47iZhNCHTwF0lwgrCCO3Mmk4pN_f
صفاقس 2,عقارب,بولذياب يتقدم الها,684,761,70,16,5,287,3,runoff,,false,false,2023,27 ديسمبر 2023,6,عقارب,قرار الهيئة لمعتمدية عقارب__249__صفاقس 2.PDF,1eRAl47iZhNCHTwF0lwgrCCO3Mmk4pN_f
صفاقس 2,عقارب,زليانه يتقدم البها,948,5,6,3,2,215,3,runoff,,false,false,2023,27 ديسمبر 2023,7,عقارب,قرار الهيئة لمعتمدية عقارب__249__صفاقس 2.PDF,1eRAl47iZhNCHTwF0lwgrCCO3Mmk4pN_f
صفاقس 2,عقارب,عقارب يتقدم الها,12329,1549,1496,38,15,1397,6,runoff,,true,false,2023,27 ديسمبر 2023,8,عقارب,قرار الهيئة لمعتمدية عقارب__249__صفاقس 2.PDF,1eRAl47iZhNCHTwF0lwgrCCO3Mmk4pN_f
صفاقس 2,عقارب,قرقور يتقدم الها,5998,2,,24,7,363,3,runoff,,,,2023,27 ديسمبر 2023,9,عقارب,قرار الهيئة لمعتمدية عقارب__249__صفاقس 2.PDF,1eRAl47iZhNCHTwF0lwgrCCO3Mmk4pN_f
قبلي,الفوار,,,,,,,0,0,,,,,2023,27 ديسمبر 2023,1,الفوار,قرار الهيئة لمعتمدية الفوار__187__قبلي.pdf,1mdX4p5314NlTRp4a_LMjnLibsDPWSiL5
قبلي,الفوار,"الصابريه الشرقيه,",202,174,1,2,,171,2,elected,بلقاسم بنغنوم,,false,2023,27 ديسمبر 2023,2,الفوار,قرار الهيئة لمعتمدية الفوار__187__قبلي.pdf,1mdX4p5314NlTRp4a_LMjnLibsDPWSiL5
قبلي,الفوار,"الصابريه الغربيه,",36,436,2,4,10,422,2,elected,عبد الرووف بنرحال,false,false,2023,27 ديسمبر 2023,3,الفوار,قرار الهيئة لمعتمدية الفوار__187__قبلي.pdf,1mdX4p5314NlTRp4a_LMjnLibsDPWSiL5
قبلي,الفوار,بشني - الدرجين,1759,679,668,9,2,333,1,elected,فتحي بلحاج علي,true,false,2023,27 ديسمبر 2023,4,الفوار,قرار الهيئة لمعتمدية الفوار__187__قبلي.pdf,1mdX4p5314NlTRp4a_LMjnLibsDPWSiL5
قبلي,الفوار,بشني - الدرجين,2972,426,418,1,7,418,1,,,true,true,2023,27 ديسمبر 2023,5,الفوار,قرار الهيئة لمعتمدية الفوار__187__قبلي.pdf,1mdX4p5314NlTRp4a_LMjnLibsDPWSiL5
قبلي,الفوار,"غيدمه, تصرح البييه",1895,541,537,,1,0,0,elected,صابر بنمحمد,,false,2023,27 ديسمبر 2023,6,الفوار,قرار الهيئة لمعتمدية الفوار__187__قبلي.pdf,1mdX4p5314NlTRp4a_LMjnLibsDPWSiL5
قبلي,دوز الجنوبيه,العذاره,,4,,,,0,0,,,,,2023,27 ديسمبر 2023,1,دوز الجنوبية,قرار الهيئة لمعتمدية دوز الجنوبية__185__قبلي.pdf,1UcNlke5_chVyBBL8wZRSWZjXRAgf72Nw
قبلي,دوز الجنوبيه,العذاره,3091,126,74,1,4,121,1,,,false,false,2023,27 ديسمبر 2023,2,دوز الجنوبية,قرار الهيئة لمعتمدية دوز الجنوبية__185__قبلي.pdf,1UcNlke5_chVyBBL8wZRSWZjXRAgf72Nw
قبلي,دوز الجنوبيه,"دوز الغربيه,",4491,370,360,4,6,360,2,elected,محمد بن عبدالمولي,true,true,2023,27 ديسمبر 2023,3,دوز الجنوبية,قرار الهيئة لمعتمدية دوز الجنوبية__185__قبلي.pdf,1UcNlke5_chVyBBL8wZRSWZjXRAgf72Nw
قبلي,دوز الجنوبيه,"غليسيه, تصرح",6,399,390,7,2,390,3,elected,محمد بنبليله,true,true,2023,27 ديسمبر 2023,4,دوز الجنوبية,قرار الهيئة لمعتمدية دوز الجنوبية__185__قبلي.pdf,1UcNlke5_chVyBBL8wZRSWZjXRAgf72Nw
قبلي,دوز الجنوبيه,"نويل الجنوبيه,",1849,171,165,1,,77,1,elected,توفيق بن بوبكر,,false,2023,27 ديسمبر 2023,5,دوز الجنوبية,قرار الهيئة لمعتمدية دوز الجنوبية__185__قبلي.pdf,1UcNlke5_chVyBBL8wZRSWZjXRAgf72Nw
قبلي,دوز الجنوبيه,نويل الشماليه» تصرح,1903,368,357,6,,220,3,elected,يسن بنحمد,,false,2023,27 ديسمبر 2023,6,دوز الجنوبية,قرار الهيئة لمعتمدية دوز الجنوبية__185__قبلي.pdf,1UcNlke5_chVyBBL8wZRSWZjXRAgf72Nw
قبلي,دوز الشماليه,العبادله,,5,,,,0,0,,,,,2023,27 ديسمبر 2023,1,دوز الشمالية,قرار الهيئة لمعتمدية دوز الشمالية__186__قبلي (2).PDF,1YcDxc54GQ4CQ7779d3re66-V4qnD5Hs-
قبلي,دوز الشماليه,العبادله يتقدم,4280,502,484,7,1,484,4,runoff,,false,true,2023,27 ديسمبر 2023,2,دوز الشمالية,قرار الهيئة لمعتمدية دوز الشمالية__186__قبلي (2).PDF,1YcDxc54GQ4CQ7779d3re66-V4qnD5Hs-
قبلي,دوز الشماليه,العوينه,4520,245,7,6,8,231,2,elected,البشير بوظفر,false,false,2023,27 ديسمبر 2023,3,دوز الشمالية,قرار الهيئة لمعتمدية دوز الشمالية__186__قبلي (2).PDF,1YcDxc54GQ4CQ7779d3re66-V4qnD5Hs-
قبلي,دوز الشماليه,العوينه,3567,305,298,4,3,298,2,elected,محسن بن سالم,true,true,2023,27 ديسمبر 2023,4,دوز الشمالية,قرار الهيئة لمعتمدية دوز الشمالية__186__قبلي (2).PDF,1YcDxc54GQ4CQ7779d3re66-V4qnD5Hs-
قبلي,دوز الشماليه,القلعه - (دوز,6527,286,,4,3,209,1,elected,المكي رابح,,,2023,27 ديسمبر 2023,5,دوز الشمالية,قرار الهيئة لمعتمدية دوز الشمالية__186__قبلي (2).PDF,1YcDxc54GQ4CQ7779d3re66-V4qnD5Hs-
قبلي,دوز الشماليه,دوز الشرقيه,5660,468,454,3,11,454,4,runoff,,true,true,2023,27 ديسمبر 2023,6,دوز الشمالية,قرار الهيئة لمعتمدية دوز الشمالية__186__قبلي (2).PDF,1YcDxc54GQ4CQ7779d3re66-V4qnD5Hs-
قبلي,رجيم معتوق,,,0,,,,0,0,,,,,2023,27 ديسمبر 2023,1,رجيم معتوق,قرار الهيئة لمعتمدية رجيم معتوق__188__قبلي.pdf,1K2tO8amOAOcKjDxr7XbeJYnRNBUser4b
قبلي,رجيم معتوق,"المطروحه,",163,53,53,0,0,53,2,elected,مجدي بنحميد,true,true,2023,27 ديسمبر 2023,2,رجيم معتوق,قرار الهيئة لمعتمدية رجيم معتوق__188__قبلي.pdf,1K2tO8amOAOcKjDxr7XbeJYnRNBUser4b
قبلي,رجيم معتوق,"رجيم معتوق 1, تصرح",1196,298,22,3,3,292,3,elected,علي بنعمار,false,false,2023,27 ديسمبر 2023,3,رجيم معتوق,قرار الهيئة لمعتمدية رجيم معتوق__188__قبلي.pdf,1K2tO8amOAOcKjDxr7XbeJYnRNBUser4b
قبلي,رجيم معتوق,"رجيم معتوق 2,",98,297,290,,2,190,2,elected,بلقاسم بن سعيد,,false,2023,27 ديسمبر 2023,4,رجيم معتوق,قرار الهيئة لمعتمدية رجيم معتوق__188__قبلي.pdf,1K2tO8amOAOcKjDxr7XbeJYnRNBUser4b
قبلي,رجيم معتوق,رجيم معتوق 23,379,14,1,,1,105,2,elected,البشير فريجه,,false,2023,27 ديسمبر 2023,5,رجيم معتوق,قرار الهيئة لمعتمدية رجيم معتوق__188__قبلي.pdf,1K2tO8amOAOcKjDxr7XbeJYnRNBUser4b
قبلي,رجيم معتوق,رجيم معتوق 4,368,118,16,2,0,120,3,elected,محمد بنسالم,false,false,2023,27 ديسمبر 2023,6,رجيم معتوق,قرار الهيئة لمعتمدية رجيم معتوق__188__قبلي.pdf,1K2tO8amOAOcKjDxr7XbeJYnRNBUser4b
قبلي,سوق الاحد,,,,,,,0,0,,,,,2023,27 ديسمبر 2023,1,سوق الأحد,قرار الهيئة لمعتمدية سوق الأحد__189__قبلي.pdf,1pSAs61RrqmMDjWOhWKCb027DNwKxopLK
قبلي,سوق الاحد,"الزويه, تصرح",1556,380,7,1,2,2087,2,elected,صالح العريبي,false,false,2023,27 ديسمبر 2023,2,سوق الأحد,قرار الهيئة لمعتمدية سوق الأحد__189__قبلي.pdf,1pSAs61RrqmMDjWOhWKCb027DNwKxopLK
قبلي,سوق الاحد,المنشيه - (سوق الاحد),5491,7,759,4,4,759,3,elected,خليل خالد,false,true,2023,27 ديسمبر 2023,3,سوق الأحد,قرار الهيئة لمعتمدية سوق الأحد__189__قبلي.pdf,1pSAs61RrqmMDjWOhWKCb027DNwKxopLK
قبلي,سوق الاحد,ام الصمعه,4463,290,8,6,6,78,2,elected,اشرف عمر,false,false,2023,27 ديسمبر 2023,4,سوق الأحد,قرار الهيئة لمعتمدية سوق الأحد__189__قبلي.pdf,1pSAs61RrqmMDjWOhWKCb027DNwKxopLK
قبلي,سوق الاحد,بو عبد الله,2855,318,6,4,8,306,1,,,false,false,2023,27 ديسمبر 2023,5,سوق الأحد,قرار الهيئة لمعتمدية سوق الأحد__189__قبلي.pdf,1pSAs61RrqmMDjWOhWKCb027DNwKxopLK
قبلي,سوق الاحد,بو عبد الله يتقدم,,,,,,507,5,runoff,,,,2023,27 ديسمبر 2023,6,سوق الأحد,قرار الهيئة لمعتمدية سوق الأحد__189__قبلي.pdf,1pSAs61RrqmMDjWOhWKCb027DNwKxopLK
قبلي,سوق الاحد,"فطناسه - (سوق الاحد),",2065,258,253,3,2,51,2,elected,طارق عمر,true,false,2023,27 ديسمبر 2023,7,سوق الأحد,قرار الهيئة لمعتمدية سوق الأحد__189__قبلي.pdf,1pSAs61RrqmMDjWOhWKCb027DNwKxopLK
قبلي,سوق الاحد,نقه يتقدم الها,2893,766,744,15,7,644,3,runoff,,true,false,2023,27 ديسمبر 2023,8,سوق الأحد,قرار الهيئة لمعتمدية سوق الأحد__189__قبلي.pdf,1pSAs61RrqmMDjWOhWKCb027DNwKxopLK
قبلي,قبلي الجنوبيه,,,0,,,,0,0,,,,,2023,27 ديسمبر 2023,1,قبلي الجنوبية,قرار الهيئة لمعتمدية قبلي الجنوبية__190__قبلي.pdf,1TSR-zQaSrZ10vtLBvHEYcnTXNhz41w3h
قبلي,قبلي الجنوبيه,"البليدات,",2257,342,4,7,1,334,2,elected,عبدالله بنعبدالله,false,false,2023,27 ديسمبر 2023,2,قبلي الجنوبية,قرار الهيئة لمعتمدية قبلي الجنوبية__190__قبلي.pdf,1TSR-zQaSrZ10vtLBvHEYcnTXNhz41w3h
قبلي,قبلي الجنوبيه,"بازمه, تصرح",3918,458,447,,6,448,3,elected,فيصل بنعمار,,false,2023,27 ديسمبر 2023,3,قبلي الجنوبية,قرار الهيئة لمعتمدية قبلي الجنوبية__190__قبلي.pdf,1TSR-zQaSrZ10vtLBvHEYcnTXNhz41w3h
قبلي,قبلي الجنوبيه,بشلي يتقدم المها,268,14,329,,0,153,3,runoff,,,false,2023,27 ديسمبر 2023,4,قبلي الجنوبية,قرار الهيئة لمعتمدية قبلي الجنوبية__190__قبلي.pdf,1TSR-zQaSrZ10vtLBvHEYcnTXNhz41w3h
قبلي,قبلي الجنوبيه,بني محمد - (قبلي,1959,4,209,4,1,172,3,elected,حاتم بحي,false,false,2023,27 ديسمبر 2023,5,قبلي الجنوبية,قرار الهيئة لمعتمدية قبلي الجنوبية__190__قبلي.pdf,1TSR-zQaSrZ10vtLBvHEYcnTXNhz41w3h
قبلي,قبلي الجنوبيه,"جرسين, تصرح",1943,305,1,1,,173,1,elected,جابالته بنصالح,,false,2023,27 ديسمبر 2023,6,قبلي الجنوبية,قرار الهيئة لمعتمدية قبلي الجنوبية__190__قبلي.pdf,1TSR-zQaSrZ10vtLBvHEYcnTXNhz41w3h
قبلي,قبلي الجنوبيه,"جمنه الجنوبيه,",3011,164,55,,4,111,2,,,,false,2023,27 ديسمبر 2023,7,قبلي الجنوبية,قرار الهيئة لمعتمدية قبلي الجنوبية__190__قبلي.pdf,1TSR-zQaSrZ10vtLBvHEYcnTXNhz41w3h
قبلي,قبلي الجنوبيه,جمنه,2417,226,8,2,1,434,3,elected,المنجي رمضان,false,false,2023,27 ديسمبر 2023,8,قبلي الجنوبية,قرار الهيئة لمعتمدية قبلي الجنوبية__190__قبلي.pdf,1TSR-zQaSrZ10vtLBvHEYcnTXNhz41w3h
قبلي,قبلي الجنوبيه,"جنعوره, تصرح البييه",884,423,408,10,,408,2,elected,المعز العلوي,,true,2023,27 ديسمبر 2023,9,قبلي الجنوبية,قرار الهيئة لمعتمدية قبلي الجنوبية__190__قبلي.pdf,1TSR-zQaSrZ10vtLBvHEYcnTXNhz41w3h
قبلي,قبلي الجنوبيه,"قبلي الجنوبيه, تصرح",5100,344,71,10,11,150,3,elected,رمزي دراويل,false,false,2023,27 ديسمبر 2023,10,قبلي الجنوبية,قرار الهيئة لمعتمدية قبلي الجنوبية__190__قبلي.pdf,1TSR-zQaSrZ10vtLBvHEYcnTXNhz41w3h
قبلي,قبلي الشماليه,,,,,,,0,0,,,,,2023,27 ديسمبر 2023,1,قبلي الشمالية,قرار الهيئة لمعتمدية قبلي الشمالية__191__قبلي (2).PDF,17uzEa7hpXzOyjczDWv4qqlJPcPFiEATB
قبلي,قبلي الشماليه,الرابطه - (قبلي,1401,340,,10,4,326,2,elected,الفتحي معالي,,,2023,27 ديسمبر 2023,2,قبلي الشمالية,قرار الهيئة لمعتمدية قبلي الشمالية__191__قبلي (2).PDF,17uzEa7hpXzOyjczDWv4qqlJPcPFiEATB
قبلي,قبلي الشماليه,القطعايه,,,,,,372,3,elected,علي المحفوظي,,,2023,27 ديسمبر 2023,3,قبلي الشمالية,قرار الهيئة لمعتمدية قبلي الشمالية__191__قبلي (2).PDF,17uzEa7hpXzOyjczDWv4qqlJPcPFiEATB
قبلي,قبلي الشماليه,المنصوره - (قبلي,100,720,4,13,,704,5,runoff,,,false,2023,27 ديسمبر 2023,4,قبلي الشمالية,قرار الهيئة لمعتمدية قبلي الشمالية__191__قبلي (2).PDF,17uzEa7hpXzOyjczDWv4qqlJPcPFiEATB
قبلي,قبلي الشماليه,تلمين» تصرح البييه,,,,,,290,2,elected,حاتم مسلم,,,2023,27 ديسمبر 2023,5,قبلي الشمالية,قرار الهيئة لمعتمدية قبلي الشمالية__191__قبلي (2).PDF,17uzEa7hpXzOyjczDWv4qqlJPcPFiEATB
قبلي,قبلي الشماليه,"تنبيب, تصرح",1569,279,6,,2,276,2,elected,صالح التواتي,,false,2023,27 ديسمبر 2023,6,قبلي الشمالية,قرار الهيئة لمعتمدية قبلي الشمالية__191__قبلي (2).PDF,17uzEa7hpXzOyjczDWv4qqlJPcPFiEATB
قبلي,قبلي الشماليه,طنبار م* يه قبا الشماليه,,,,,,173,3,elected,المنجي الفرعوني,,,2023,27 ديسمبر 2023,7,قبلي الشمالية,قرار الهيئة لمعتمدية قبلي الشمالية__191__قبلي (2).PDF,17uzEa7hpXzOyjczDWv4qqlJPcPFiEATB
قبلي,قبلي الشماليه,طنبار» تصرح,3488,454,77,11,,5200323,2,elected,توفيق بنمحمد,,false,2023,27 ديسمبر 2023,8,قبلي الشمالية,قرار الهيئة لمعتمدية قبلي الشمالية__191__قبلي (2).PDF,17uzEa7hpXzOyjczDWv4qqlJPcPFiEATB
قبلي,قبلي الشماليه,"قبلي الشرقيه,",4200,223,2,8,13,100,2,elected,ابراهيم معالي,false,false,2023,27 ديسمبر 2023,9,قبلي الشمالية,قرار الهيئة لمعتمدية قبلي الشمالية__191__قبلي (2).PDF,17uzEa7hpXzOyjczDWv4qqlJPcPFiEATB
قبلي,قبلي الشماليه,"قبلي الشماليه,",,,,,,335,3,elected,المبروك البليداوي,,,2023,27 ديسمبر 2023,10,قبلي الشمالية,قرار الهيئة لمعتمدية قبلي الشمالية__191__قبلي (2).PDF,17uzEa7hpXzOyjczDWv4qqlJPcPFiEATB
