bureau_code,governorate_ar,delegation_ar,sector_ar,polling_centre_ar,governorate_name,delegation_name,imada_name,adm3_pcode,adm4_pcode,reading,rows,n_representatives,rep_saied,rep_zammel,rep_maghzaoui,unattributed,table_source,rotation,registered,voters,valid,turnout_pct,saied_share_pct,winner
15010110202,قفصة,الرديف,الرديف الجنوبية,م إبتدائية الفوز الرديف - الرديف الجنوبية,Gafsa,Redeyef,Redeyef Sud,TN6156,TN615653,read,ss.,2,2,0,0,0,red,0,701,103,98,14.6933,97.9592,saied
15010110301,قفصة,الرديف,الرديف الجنوبية,م إبتدائية الواحة سقدود 2 الرديف - الرديف الجنوبية,Gafsa,Redeyef,Redeyef Sud,TN6156,TN615653,located,,,,,,,red,0,213,49,47,23.0047,93.6170,saied
15010110401,قفصة,الرديف,الرديف الجنوبية,م إبتدائية حي الزمرة الرديف - الرديف الجنوبية,Gafsa,Redeyef,Redeyef Sud,TN6156,TN615653,located,,,,,,,red,0,1242,508,476,40.9018,92.0168,saied
15010110402,قفصة,الرديف,الرديف الجنوبية,م إبتدائية حي الزمرة الرديف - الرديف الجنوبية,Gafsa,Redeyef,Redeyef Sud,TN6156,TN615653,located,,,,,,,red,0,1242,382,368,30.7568,93.4783,saied
15010110403,قفصة,الرديف,الرديف الجنوبية,م إبتدائية حي الزمرة الرديف - الرديف الجنوبية,Gafsa,Redeyef,Redeyef Sud,TN6156,TN615653,located,,,,,,,red,0,1242,348,333,28.0193,92.1922,saied
15010210101,قفصة,الرديف,الرديف الشمالية,م إبتدائية المنجم - الرديف الشمالية,Gafsa,Redeyef,Redeyef Nord,TN6156,TN615652,located,,,,,,,red,0,895,222,196,24.8045,93.3673,saied
15010210102,قفصة,الرديف,الرديف الشمالية,م إبتدائية المنجم - الرديف الشمالية,Gafsa,Redeyef,Redeyef Nord,TN6156,TN615652,located,,,,,,,red,0,899,161,151,17.9088,95.3642,saied
15010210201,قفصة,الرديف,الرديف الشمالية,م إبتدائية سيدي عبد القادر - الرديف الشمالية,Gafsa,Redeyef,Redeyef Nord,TN6156,TN615652,located,,,,,,,red,0,939,191,176,20.3408,92.0455,saied
15010210202,قفصة,الرديف,الرديف الشمالية,م إبتدائية سيدي عبد القادر - الرديف الشمالية,Gafsa,Redeyef,Redeyef Nord,TN6156,TN615652,located,,,,,,,red,0,938,161,150,17.1642,96.6667,saied
15010310101,قفصة,الرديف,الرديف المحطة,م إبتدائية 2مارس 1934الرديف - المحطة,Gafsa,Redeyef,Redeyef Gare,TN6156,TN615654,located,,,,,,,red,0,1073,354,330,32.9916,93.9394,saied
15010310102,قفصة,الرديف,الرديف المحطة,م إبتدائية 2مارس 1934الرديف - المحطة,Gafsa,Redeyef,Redeyef Gare,TN6156,TN615654,located,,,,,,,red,0,1073,270,260,25.1631,95.3846,saied
15010310201,قفصة,الرديف,الرديف المحطة,م إبتدائية أبو القاسم الشابي  - الرديف المحطة,Gafsa,Redeyef,Redeyef Gare,TN6156,TN615654,located,,,,,,,red,0,,,202,,97.0297,saied
15010310301,قفصة,الرديف,الرديف المحطة,م إبتدائية الفتح الرديف - المحطة,Gafsa,Redeyef,Redeyef Gare,TN6156,TN615654,located,,,,,,,red,0,1149,435,416,37.8590,93.5096,saied
15010310302,قفصة,الرديف,الرديف المحطة,م إبتدائية الفتح الرديف - المحطة,Gafsa,Redeyef,Redeyef Gare,TN6156,TN615654,read,s..,1,1,0,0,0,red,0,1149,376,363,32.7241,95.0413,saied
15010310401,قفصة,الرديف,الرديف المحطة,م ابتدائية المحطة الرديف,Gafsa,Redeyef,Redeyef Gare,TN6156,TN615654,located,,,,,,,red,0,1125,345,322,30.6667,95.3416,saied
15010310402,قفصة,الرديف,الرديف المحطة,م ابتدائية المحطة الرديف,Gafsa,Redeyef,Redeyef Gare,TN6156,TN615654,located,,,,,,,red,0,1124,235,219,20.9075,97.7169,saied
15010310502,قفصة,الرديف,الرديف المحطة,م إبتدائية حي التحرير الرديف - المحطة,Gafsa,Redeyef,Redeyef Gare,TN6156,TN615654,located,,,,,,,red,0,1170,312,300,26.6667,95.6667,saied
15010410101,قفصة,الرديف,الرديف المركز,م إبتدائية حي النور الرديف - الرديف المركز,Gafsa,Redeyef,Redeyef Centre,TN6156,TN615651,located,,,,,,,red,0,1294,242,230,18.7017,88.2609,saied
15010410102,قفصة,الرديف,الرديف المركز,م إبتدائية حي النور الرديف - الرديف المركز,Gafsa,Redeyef,Redeyef Centre,TN6156,TN615651,located,,,,,,,red,0,1294,176,168,13.6012,86.9048,saied
15010410103,قفصة,الرديف,الرديف المركز,م إبتدائية حي النور الرديف - الرديف المركز,Gafsa,Redeyef,Redeyef Centre,TN6156,TN615651,located,,,,,,,red,0,1292,146,135,11.3003,92.5926,saied
15010510101,قفصة,الرديف,تابديت,م إبتدائية واد ي الجمل الرديف - تابديت,Gafsa,Redeyef,Tabdit,TN6156,TN615655,not located,,,,,,,,,675,309,293,45.7778,96.9283,saied
15010510201,قفصة,الرديف,تابديت,م إبتدائية وادي الحاشي الرديف - تابديت,Gafsa,Redeyef,Tabdit,TN6156,TN615655,located,,,,,,,red,0,259,78,75,30.1158,100.0000,saied
15020110101,قفصة,السند,السند,م إبتدائية ابن خلدون السند,Gafsa,Sened,Sned,TN6161,TN616151,located,,,,,,,red,0,1005,246,243,24.4776,88.0658,saied
15020110102,قفصة,السند,السند,م إبتدائية ابن خلدون السند,Gafsa,Sened,Sned,TN6161,TN616151,located,,,,,,,red,0,,194,187,,92.5134,saied
15020110201,قفصة,السند,السند,م إبتدائية البياضة -السند,Gafsa,Sened,Sned,TN6161,TN616151,read,...,0,0,0,0,0,red,0,119,65,65,54.6218,95.3846,saied
15020110301,قفصة,السند,السند,م إبتدائية السمائرية السند,Gafsa,Sened,Sned,TN6161,TN616151,located,,,,,,,red,0,511,140,138,27.3973,97.1014,saied
15020110401,قفصة,السند,السند,م إبتدائية المحطة السند,Gafsa,Sened,Sned,TN6161,TN616151,located,,,,,,,red,0,1057,370,357,35.0047,92.1569,saied
15020110402,قفصة,السند,السند,م إبتدائية المحطة السند,Gafsa,Sened,Sned,TN6161,TN616151,located,,,,,,,red,0,,250,280,,94.2857,saied
15020110403,قفصة,السند,السند,م إبتدائية المحطة السند,Gafsa,Sened,Sned,TN6161,TN616151,located,,,,,,,red,0,1055,240,235,22.7488,93.6170,saied
15020110501,قفصة,السند,السند,م ابتدائية حي الزيتونة,Gafsa,Sened,Sned,TN6161,TN616151,located,,,,,,,red,0,1067,,318,,92.7673,saied
15020110502,قفصة,السند,السند,م ابتدائية حي الزيتونة,Gafsa,Sened,Sned,TN6161,TN616151,located,,,,,,,red,0,1067,250,245,23.4302,97.1429,saied
15020210101,قفصة,السند,السند الشمالية,المعهد الثانوي بالسند,Gafsa,Sened,Sned-Nord,TN6161,TN616152,located,,,,,,,red,0,1184,491,477,41.4696,96.4361,saied
15020310101,قفصة,السند,عليم,م إبتدائية الذكارة السند - عليم,Gafsa,Sened,Alim,TN6161,TN616157,located,,,,,,,red,0,,179,170,,81.7647,saied
15020310201,قفصة,السند,عليم,م إبتدائية المناصرية السند - عليم,Gafsa,Sened,Alim,TN6161,TN616157,located,,,,,,,red,0,706,145,141,20.5382,96.4539,saied
15020310301,قفصة,السند,عليم,م إبتدائية باطن عليم السند,Gafsa,Sened,Alim,TN6161,TN616157,located,,,,,,,red,0,265,61,61,23.0189,100.0000,saied
15020310401,قفصة,السند,عليم,م إبتدائية بوفاس السند - عليم,Gafsa,Sened,Alim,TN6161,TN616157,located,,,,,,,red,0,187,39,38,20.8556,76.3158,saied
15020310501,قفصة,السند,عليم,م إبتدائية عليم السند,Gafsa,Sened,Alim,TN6161,TN616157,read,s..,1,1,0,0,0,red,0,720,221,213,30.6944,94.3662,saied
15020310502,قفصة,السند,عليم,م إبتدائية عليم السند,Gafsa,Sened,Alim,TN6161,TN616157,located,,,,,,,red,0,720,119,116,16.5278,91.3793,saied
15020310601,قفصة,السند,عليم,م إبتدائية منزل شيحاوي السند - عليم,Gafsa,Sened,Alim,TN6161,TN616157,located,,,,,,,red,0,427,137,130,32.0843,91.5385,saied
15020410101,قفصة,السند,ماجورة,م إبتدائية دخلة ماجورة السند,Gafsa,Sened,Majoura,TN6161,TN616156,located,,,,,,,red,0,462,153,150,33.1169,97.3333,saied
15020410201,قفصة,السند,ماجورة,م إبتدائية ظهراوية ماجورة,Gafsa,Sened,Majoura,TN6161,TN616156,located,,,,,,,red,180,,,101,,96.0396,saied
15020410301,قفصة,السند,ماجورة,م إبتدائية عرادة السند - ماجورة,Gafsa,Sened,Majoura,TN6161,TN616156,located,,,,,,,red,0,115,46,45,40.0000,97.7778,saied
15020410401,قفصة,السند,ماجورة,م إبتدائية ماجورة السند,Gafsa,Sened,Majoura,TN6161,TN616156,located,,,,,,,red,0,815,396,388,48.5890,90.9794,saied
15020410402,قفصة,السند,ماجورة,م إبتدائية ماجورة السند,Gafsa,Sened,Majoura,TN6161,TN616156,located,,,,,,,red,0,815,304,301,37.3006,95.6811,saied
15020420101,قفصة,السند,ماجورة,م إبتدائية القوسة السند - ماجورة,Gafsa,Sened,Majoura,TN6161,TN616156,located,,,,,,,red,0,738,351,339,47.5610,91.4454,saied
15020420102,قفصة,السند,ماجورة,م إبتدائية القوسة السند - ماجورة,Gafsa,Sened,Majoura,TN6161,TN616156,located,,,,,,,red,0,,252,246,,92.2764,saied
15030110101,قفصة,القصر,عمرة,م إبتدائية  أولاد تليجان - عمرة,Gafsa,Ksar,Amra,TN6153,TN615355,located,,,,,,,red,0,90,49,48,54.4444,95.8333,saied
15030110201,قفصة,القصر,القصر,م إبتدائية 4 ديسمبر 1952 قفصة - القصر,Gafsa,Ksar,El Ksar,TN6153,TN615351,located,,,,,,,red,0,1009,271,260,26.8583,90.7692,saied
15030110202,قفصة,القصر,القصر,م إبتدائية 4 ديسمبر 1952 قفصة - القصر,Gafsa,Ksar,El Ksar,TN6153,TN615351,read,sm.,2,1,0,1,0,red,0,1000,289,277,28.9000,90.9747,saied
15030110203,قفصة,القصر,القصر,م إبتدائية 4 ديسمبر 1952 قفصة - القصر,Gafsa,Ksar,El Ksar,TN6153,TN615351,read,m..,1,0,0,1,0,red,0,1009,223,217,22.1011,93.0876,saied
15030110204,قفصة,القصر,القصر,م إبتدائية 4 ديسمبر 1952 قفصة - القصر,Gafsa,Ksar,El Ksar,TN6153,TN615351,located,,,,,,,red,0,1008,198,188,19.6429,95.7447,saied
15030110301,قفصة,القصر,القصر,م إبتدائية حي التحرير القصر,Gafsa,Ksar,El Ksar,TN6153,TN615351,located,,,,,,,red,0,1182,347,321,29.3570,88.4735,saied
15030110302,قفصة,القصر,القصر,م إبتدائية حي التحرير القصر,Gafsa,Ksar,El Ksar,TN6153,TN615351,read,m..,1,0,0,1,0,red,0,1182,245,240,20.7276,87.5000,saied
15030110303,قفصة,القصر,القصر,م إبتدائية حي التحرير القصر,Gafsa,Ksar,El Ksar,TN6153,TN615351,located,,,,,,,red,0,1180,237,226,20.0847,89.3805,saied
15030110401,قفصة,القصر,القصر,م إبتدائية طريق المحطة القصر,Gafsa,Ksar,El Ksar,TN6153,TN615351,located,,,,,,,red,0,1281,,302,,87.7483,saied
15030110402,قفصة,القصر,القصر,م إبتدائية طريق المحطة القصر,Gafsa,Ksar,El Ksar,TN6153,TN615351,located,,,,,,,red,0,1281,273,260,21.3115,87.3077,saied
15030110403,قفصة,القصر,القصر,م إبتدائية طريق المحطة القصر,Gafsa,Ksar,El Ksar,TN6153,TN615351,located,,,,,,,red,0,1281,224,218,17.4863,83.9450,saied
15030110404,قفصة,القصر,القصر,م إبتدائية طريق المحطة القصر,Gafsa,Ksar,El Ksar,TN6153,TN615351,read,m..,1,0,0,1,0,red,0,1278,227,218,17.7621,88.5321,saied
15030110501,قفصة,القصر,القصر,م إبتدائية عقيلة القصر,Gafsa,Ksar,El Ksar,TN6153,TN615351,located,,,,,,,red,0,565,45,45,7.9646,88.8889,saied
15030210101,قفصة,القصر,القصر الشرقية,م إبتدائية البساتين القصر - القصر الشرقية,Gafsa,Ksar,El Ksar Est,TN6153,TN615352,located,,,,,,,red,0,1216,493,477,40.5428,92.0335,saied
15030210102,قفصة,القصر,القصر الشرقية,م إبتدائية البساتين القصر - القصر الشرقية,Gafsa,Ksar,El Ksar Est,TN6153,TN615352,located,,,,,,,red,0,,,373,,93.5657,saied
15030310101,قفصة,القصر,المطار,م  إعدادية القصر المطار,Gafsa,Ksar,El Matar,TN6153,TN615356,located,,,,,,,red,0,1000,108,103,10.8000,95.1456,saied
15030310201,قفصة,القصر,المطار,م إبتدائية المروج - المطار,Gafsa,Ksar,El Matar,TN6153,TN615356,located,,,,,,,red,0,1228,421,406,34.2834,90.3941,saied
15030310202,قفصة,القصر,المطار,م إبتدائية المروج - المطار,Gafsa,Ksar,El Matar,TN6153,TN615356,located,,,,,,,red,0,1228,372,354,30.2932,91.5254,saied
15030310203,قفصة,القصر,المطار,م إبتدائية المروج - المطار,Gafsa,Ksar,El Matar,TN6153,TN615356,read,mm.,2,0,0,2,0,red,0,1223,343,336,28.0458,93.4524,saied
15030410101,قفصة,القصر,حي حشاد,م إبتدائية حي حشاد لالة - حي حشاد,Gafsa,Ksar,Cite Hached,TN6153,TN615354,located,,,,,,,red,0,1187,465,445,39.1744,91.2360,saied
15030410102,قفصة,القصر,حي حشاد,م إبتدائية حي حشاد لالة - حي حشاد,Gafsa,Ksar,Cite Hached,TN6153,TN615354,located,,,,,,,red,0,1186,375,342,31.6189,93.2749,saied
15030410201,قفصة,القصر,حي حشاد,م إبتدائية طريق المظيلة لالة - حي حشاد,Gafsa,Ksar,Cite Hached,TN6153,TN615354,located,,,,,,,red,180,,,243,,91.7695,saied
15030410301,قفصة,القصر,حي حشاد,مركز صحة أساسية حي عمر بن سليمان -  حي حشاد,Gafsa,Ksar,Cite Hached,TN6153,TN615354,located,,,,,,,red,0,507,289,281,57.0020,92.8826,saied
15030510101,قفصة,القصر,عمرة,م إبتدائية أولاد إمحمد القصر - عمرة,Gafsa,Ksar,Amra,TN6153,TN615355,located,,,,,,,red,0,664,311,308,46.8373,97.0779,saied
15030510201,قفصة,القصر,عمرة,م إبتدائية عمرة القصر,Gafsa,Ksar,Amra,TN6153,TN615355,located,,,,,,,red,0,559,151,149,27.0125,97.3154,saied
15030610101,قفصة,القصر,لالة,م إبتدائية الإنطلاقة القصر - لالة,Gafsa,Ksar,Lala,TN6153,TN615353,located,,,,,,,red,0,,,77,,94.8052,saied
15030610201,قفصة,القصر,لالة,م إبتدائية لالة القصر - قفصة,Gafsa,Ksar,Lala,TN6153,TN615353,located,,,,,,,red,0,,,386,,92.2280,saied
15030610202,قفصة,القصر,لالة,م إبتدائية لالة القصر - قفصة,Gafsa,Ksar,Lala,TN6153,TN615353,located,,,,,,,red,0,1039,357,340,34.3600,95.8824,saied
15030610203,قفصة,القصر,لالة,م إبتدائية لالة القصر - قفصة,Gafsa,Ksar,Lala,TN6153,TN615353,not located,,,,,,,,,1039,321,311,30.8951,93.2476,saied
15030610204,قفصة,القصر,لالة,م إبتدائية لالة القصر - قفصة,Gafsa,Ksar,Lala,TN6153,TN615353,located,,,,,,,red,0,1039,258,253,24.8316,97.2332,saied
15040110101,قفصة,القطار,الارطس,م إبتدائية الارطس القطار - القطار الغربية,Gafsa,Guetar,El Ortos,TN6159,TN615952,located,,,,,,,red,0,961,301,282,31.3215,93.9716,saied
15040110201,قفصة,القطار,الارطس,م إبتدائية ماجني القطار - القطار الغربية,Gafsa,Guetar,El Ortos,TN6159,TN615952,read,s..,1,1,0,0,0,red,0,166,46,46,27.7108,100.0000,saied
15040210101,قفصة,القطار,الساكت,م إبتدائية اولاد بوسعد القطار - الساكت,Gafsa,Guetar,Es-Saket,TN6159,TN615955,located,,,,,,,red,0,1054,378,365,35.8634,96.1644,saied
15040210201,قفصة,القطار,الساكت,مدرسة دخلة بوسعد,Gafsa,Guetar,Es-Saket,TN6159,TN615955,located,,,,,,,red,0,,51,50,,98.0000,saied
15040310101,قفصة,القطار,العنق,م إبتدائية اولاد بوعمران 1 القطار - العنق,Gafsa,Guetar,El Ongue,TN6159,TN615954,located,,,,,,,red,0,1163,200,187,17.1969,95.7219,saied
15040310201,قفصة,القطار,العنق,م إبتدائية اولاد بوعمران 2 القطار - العنق,Gafsa,Guetar,El Ongue,TN6159,TN615954,located,,,,,,,red,180,711,187,174,26.3010,98.2759,saied
15040410101,قفصة,القطار,القطار الشرقية,م إبتدائية العمائم القطار - القطار الشرقية,Gafsa,Guetar,El Guetar Est,TN6159,TN615953,located,,,,,,,red,0,761,251,242,32.9829,99.1736,saied
15040410201,قفصة,القطار,القطار الشرقية,م إبتدائية الواحة القطار - القطار الشرقية,Gafsa,Guetar,El Guetar Est,TN6159,TN615953,located,,,,,,,red,0,1244,504,492,40.5145,98.7805,saied
15040410202,قفصة,القطار,القطار الشرقية,م إبتدائية الواحة القطار - القطار الشرقية,Gafsa,Guetar,El Guetar Est,TN6159,TN615953,located,,,,,,,red,0,1243,384,369,30.8930,98.3740,saied
15040410301,قفصة,القطار,القطار الشرقية,م إبتدائية نشيو القطار - القطار الشرقية,Gafsa,Guetar,El Guetar Est,TN6159,TN615953,located,,,,,,,red,0,1279,400,381,31.2744,93.9633,saied
15040510101,قفصة,القطار,القطار الغربية,م إبتدائية القطار - القطار الغربية,Gafsa,Guetar,El Guetar Ouest,TN6159,TN615951,located,,,,,,,red,0,664,185,181,27.8614,93.9227,saied
15040510102,قفصة,القطار,القطار الغربية,م إبتدائية القطار - القطار الغربية,Gafsa,Guetar,El Guetar Ouest,TN6159,TN615951,located,,,,,,,red,0,663,130,122,19.6078,96.7213,saied
15040510201,قفصة,القطار,القطار الغربية,م إبتدائية عرباطة القطار - القطار الغربية,Gafsa,Guetar,El Guetar Ouest,TN6159,TN615951,read,...,0,0,0,0,0,red,0,1228,497,465,40.4723,90.5376,saied
15040510202,قفصة,القطار,القطار الغربية,م إبتدائية عرباطة القطار - القطار الغربية,Gafsa,Guetar,El Guetar Ouest,TN6159,TN615951,located,,,,,,,red,0,1283,367,355,28.6048,95.7746,saied
15040510301,قفصة,القطار,القطار الغربية,م إبتدائية نهج احمد التليلي القطار - القطار الغربية,Gafsa,Guetar,El Guetar Ouest,TN6159,TN615951,located,,,,,,,red,0,978,380,360,38.8548,93.6111,saied
15040510302,قفصة,القطار,القطار الغربية,م إبتدائية نهج احمد التليلي القطار - القطار الغربية,Gafsa,Guetar,El Guetar Ouest,TN6159,TN615951,located,,,,,,,red,0,974,300,294,30.8008,94.8980,saied
15040610101,قفصة,القطار,بئر سعد,م إبتدائية بئر سعد القطار,Gafsa,Guetar,Bir Saad,TN6159,TN615956,located,,,,,,,red,0,555,158,143,28.4685,96.5035,saied
15040610201,قفصة,القطار,بئر سعد,م إبتدائية منطقة حمادي القطار - بئر سعد,Gafsa,Guetar,Bir Saad,TN6159,TN615956,not located,,,,,,,,,261,84,83,32.1839,100.0000,saied
15050110101,قفصة,المتلوي,الثالجة,م إبتدائية حي الثالجة المتلوي - الثالجة,Gafsa,Metlaoui,Thalja,TN6157,TN615757,not located,,,,,,,,,942,361,347,38.3227,89.0490,saied
15050110102,قفصة,المتلوي,الثالجة,م إبتدائية حي الثالجة المتلوي - الثالجة,Gafsa,Metlaoui,Thalja,TN6157,TN615757,located,,,,,,,red,0,942,317,310,33.6518,89.6774,saied
15050110103,قفصة,المتلوي,الثالجة,م إبتدائية حي الثالجة المتلوي - الثالجة,Gafsa,Metlaoui,Thalja,TN6157,TN615757,located,,,,,,,red,0,942,243,238,25.7962,92.8571,saied
15050110201,قفصة,المتلوي,الثالجة,م إبتدائية طريق توزر المتلوي - الثالجة,Gafsa,Metlaoui,Thalja,TN6157,TN615757,not located,,,,,,,,,,365,360,,91.6667,saied
15050110202,قفصة,المتلوي,الثالجة,م إبتدائية طريق توزر المتلوي - الثالجة,Gafsa,Metlaoui,Thalja,TN6157,TN615757,located,,,,,,,red,0,858,293,287,34.1492,92.6829,saied
15050310101,قفصة,المتلوي,المتلوي المحطة,م إبتدائية المتلوي المحطة,Gafsa,Metlaoui,Metlaoui Gare,TN6157,TN615752,read,...,0,0,0,0,0,red,0,1039,346,332,33.3013,90.0602,saied
15050310102,قفصة,المتلوي,المتلوي المحطة,م إبتدائية المتلوي المحطة,Gafsa,Metlaoui,Metlaoui Gare,TN6157,TN615752,read,s..,1,1,0,0,0,red,0,1039,292,281,28.1039,92.5267,saied
15050310103,قفصة,المتلوي,المتلوي المحطة,م إبتدائية المتلوي المحطة,Gafsa,Metlaoui,Metlaoui Gare,TN6157,TN615752,located,,,,,,,red,0,1037,238,232,22.9508,91.8103,saied
15050310201,قفصة,المتلوي,المتلوي المحطة,م إبتدائية حي السعادة المتلوي - المتلوي المحطة,Gafsa,Metlaoui,Metlaoui Gare,TN6157,TN615752,read,s..,1,1,0,0,0,red,0,1025,301,292,29.3659,88.6986,saied
15050310202,قفصة,المتلوي,المتلوي المحطة,م إبتدائية حي السعادة المتلوي - المتلوي المحطة,Gafsa,Metlaoui,Metlaoui Gare,TN6157,TN615752,located,,,,,,,red,0,1025,226,221,22.0488,94.1176,saied
15050410101,قفصة,المتلوي,المتلوي المركز,م إبتدائية الحي العصري المتلوي - المتلوي المركز,Gafsa,Metlaoui,Metlaoui Centre,TN6157,TN615751,located,,,,,,,red,0,1057,263,256,24.8817,89.0625,saied
15050410102,قفصة,المتلوي,المتلوي المركز,م إبتدائية الحي العصري المتلوي - المتلوي المركز,Gafsa,Metlaoui,Metlaoui Centre,TN6157,TN615751,located,,,,,,,red,0,1057,206,202,19.4891,91.5842,saied
15050410201,قفصة,المتلوي,المتلوي المركز,م إبتدائية حي الزهور المتلوي - المتلوي المركز,Gafsa,Metlaoui,Metlaoui Centre,TN6157,TN615751,located,,,,,,,red,0,,,241,,89.6266,saied
15050410202,قفصة,المتلوي,المتلوي المركز,م إبتدائية حي الزهور المتلوي - المتلوي المركز,Gafsa,Metlaoui,Metlaoui Centre,TN6157,TN615751,read,s..,1,1,0,0,0,red,0,1005,175,169,17.4129,91.7160,saied
15050410301,قفصة,المتلوي,المتلوي المركز,م إبتدائية ساحة الجمهورية المتلوي - المتلوي المركز,Gafsa,Metlaoui,Metlaoui Centre,TN6157,TN615751,located,,,,,,,red,0,,434,428,,92.0561,saied
15050410302,قفصة,المتلوي,المتلوي المركز,م إبتدائية ساحة الجمهورية المتلوي - المتلوي المركز,Gafsa,Metlaoui,Metlaoui Centre,TN6157,TN615751,located,,,,,,,red,0,1300,327,318,25.1538,91.5094,saied
15050510101,قفصة,المتلوي,المزيرعة,م إبتدائية المزيرعة المتلوي,Gafsa,Metlaoui,El Mziraa,TN6157,TN615753,located,,,,,,,red,0,1192,372,362,31.2081,90.6077,saied
15050510102,قفصة,المتلوي,المزيرعة,م إبتدائية المزيرعة المتلوي,Gafsa,Metlaoui,El Mziraa,TN6157,TN615753,located,,,,,,,red,0,1192,324,319,27.1812,93.4169,saied
15050510103,قفصة,المتلوي,المزيرعة,م إبتدائية المزيرعة المتلوي,Gafsa,Metlaoui,El Mziraa,TN6157,TN615753,located,,,,,,,red,0,1192,277,265,23.2383,93.2075,saied
15050610101,قفصة,المتلوي,المقرون,المدرسة  الإعدادية إبن عرفة وادي الأرطة,Gafsa,Metlaoui,El Magroun,TN6157,TN615759,read,s..,1,1,0,0,0,red,0,831,142,138,17.0878,90.5797,saied
15050610201,قفصة,المتلوي,المقرون,معهد العهد الجديد -المتلوي المركز,Gafsa,Metlaoui,El Magroun,TN6157,TN615759,located,,,,,,,red,0,128,67,63,52.3438,84.1270,saied
15050710101,قفصة,المتلوي,حي الامل الشرقي,م إبتدائية المنجم 1 المتلوي - حي الامل الشرقي,Gafsa,Metlaoui,Cite El Amel Est,TN6157,TN615756,located,,,,,,,red,0,241,395,379,163.9004,92.8760,saied
15050710102,قفصة,المتلوي,حي الامل الشرقي,م إبتدائية المنجم 1 المتلوي - حي الامل الشرقي,Gafsa,Metlaoui,Cite El Amel Est,TN6157,TN615756,read,s..,1,1,0,0,0,red,0,1242,355,351,28.5829,94.0171,saied
15050710201,قفصة,المتلوي,حي الامل الشرقي,م إبتدائية المنجم 2 المتلوي - حي الامل الشرقي,Gafsa,Metlaoui,Cite El Amel Est,TN6157,TN615756,located,,,,,,,red,0,841,225,219,26.7539,95.4338,saied
15050710202,قفصة,المتلوي,حي الامل الشرقي,م إبتدائية المنجم 2 المتلوي - حي الامل الشرقي,Gafsa,Metlaoui,Cite El Amel Est,TN6157,TN615756,located,,,,,,,red,0,841,173,169,20.5707,95.2663,saied
15050710301,قفصة,المتلوي,حي الامل الشرقي,م إبتدائية حي النهوض المتلوي - حي الأمل الشرقي,Gafsa,Metlaoui,Cite El Amel Est,TN6157,TN615756,located,,,,,,,red,0,960,289,279,30.1042,92.4731,saied
15050710302,قفصة,المتلوي,حي الامل الشرقي,م إبتدائية حي النهوض المتلوي - حي الأمل الشرقي,Gafsa,Metlaoui,Cite El Amel Est,TN6157,TN615756,located,,,,,,,red,0,960,263,259,27.3958,95.3668,saied
15050710303,قفصة,المتلوي,حي الامل الشرقي,م إبتدائية حي النهوض المتلوي - حي الأمل الشرقي,Gafsa,Metlaoui,Cite El Amel Est,TN6157,TN615756,located,,,,,,,red,0,960,249,244,25.9375,94.2623,saied
15050810101,قفصة,المتلوي,حي الامل الغربي,م إبتدائية حي الامل المتلوي - حي الأمل الغربي,Gafsa,Metlaoui,Cite El Amel Ouest,TN6157,TN615755,located,,,,,,,red,0,1103,326,306,29.5558,95.7516,saied
15050810102,قفصة,المتلوي,حي الامل الغربي,م إبتدائية حي الامل المتلوي - حي الأمل الغربي,Gafsa,Metlaoui,Cite El Amel Ouest,TN6157,TN615755,located,,,,,,,red,0,1100,255,254,23.1818,96.4567,saied
15050910101,قفصة,المتلوي,كريشة النعام,م إبتدائية ريشة النعام المتلوي,Gafsa,Metlaoui,Krichet Naam,TN6157,TN615754,located,,,,,,,red,0,170,71,68,41.7647,97.0588,saied
15051010101,قفصة,المتلوي,وادي الارطة,م إبتدائية 2مارس 34 - وادي الارطة,Gafsa,Metlaoui,Oued El Arta,TN6157,TN615758,located,,,,,,,red,0,907,380,369,41.8964,94.3089,saied
15051010102,قفصة,المتلوي,وادي الارطة,م إبتدائية 2مارس 34 - وادي الارطة,Gafsa,Metlaoui,Oued El Arta,TN6157,TN615758,located,,,,,,,red,0,901,336,324,37.2919,93.8272,saied
15060110101,قفصة,المظيلة,الحي العمالي,م إبتدائية التوفيق المظيلة - الحي العمالي,Gafsa,Mdhilla,Cite Des Travailleurs,TN6158,TN615852,read,s..,1,1,0,0,0,red,0,1011,301,292,29.7725,86.9863,saied
15060110102,قفصة,المظيلة,الحي العمالي,م إبتدائية التوفيق المظيلة - الحي العمالي,Gafsa,Mdhilla,Cite Des Travailleurs,TN6158,TN615852,located,,,,,,,red,0,1010,226,220,22.3762,89.5455,saied
15060110201,قفصة,المظيلة,الحي العمالي,م إبتدائية الحي العمالي المظيلة,Gafsa,Mdhilla,Cite Des Travailleurs,TN6158,TN615852,located,,,,,,,red,0,1081,321,303,29.6947,88.1188,saied
15060110202,قفصة,المظيلة,الحي العمالي,م إبتدائية الحي العمالي المظيلة,Gafsa,Mdhilla,Cite Des Travailleurs,TN6158,TN615852,located,,,,,,,red,0,1081,252,244,23.3117,88.1148,saied
15060110301,قفصة,المظيلة,الحي العمالي,م إبتدائية حي النسيم المظيلة - الحي العمالي,Gafsa,Mdhilla,Cite Des Travailleurs,TN6158,TN615852,located,,,,,,,red,0,,277,264,,90.5303,saied
