constituency,rank,rank_printed,rank_check,list_name,votes,votes_read,share_pct,share_recomputed,share_check,constituency_valid_votes,total_matches_sum,source_pages
فرنسا 2,9,9,agree,قائمة ائتلاف الكرامة,1431,,9.41,9.41,agree,15203,1,26
فرنسا 2,10,10,agree,قائمة حركة النهضة بفرنسا 2,3250,,21.38,21.38,agree,15203,1,26
فرنسا 2,11,11,agree,قائمة كلنا للوطن,144,,0.95,0.95,agree,15203,1,26
فرنسا 2,12,12,agree,قائمة الحزب الدستورى الحر,1025,,6.74,6.74,agree,15203,1,26
فرنسا 2,13,13,agree,قائمة توانسا بفرانسا,273,,1.8,1.8,agree,15203,1,26
فرنسا 2,14,14,agree,قائمة التحرك الوطنى لانقاذ تونئنس,217,,1.43,1.43,agree,15203,1,26
فرنسا 2,15,15,agree,قائمة امل و عمل المستقلة,406,,2.67,2.67,agree,15203,1,26
فرنسا 2,16,16,agree,قائمة آفاق تونس,238,,1.57,1.57,agree,15203,1,26
فرنسا 2,17,17,agree,قائمة تونس اخرى,176,,1.16,1.16,agree,15203,1,26
فرنسا 2,18,18,agree,قائمة عايش تونسى فى الغربة,381,,2.91,2.51,differ,15203,1,26
فرنسا 2,19,19,agree,قائمة حزب تيار المحبة,36,,0.24,0.24,agree,15203,1,26
فرنسا 2,20,20,agree,قائمة حركة تحيا توئس,509,,3.35,3.35,agree,15203,1,26
فرنسا 2,21,21,agree,قائمة عيش تونسى صوت التونسيين بالخارج,685,,,4.51,differ,15203,1,26
فرنسا 2,22,22,agree,قائمة الجبهة الشعبية,204,,1.34,1.34,agree,15203,1,26
فرنسا 2,23,23,agree,قائمة مواطنون و نشارك,54,,0.36,0.36,agree,15203,1,26
فرنسا 2,24,24,agree,قائمة حركة مشروع تونس,86,,0.57,0.57,agree,15203,1,26
فرنسا 2,25,25,agree,قائمة الاتحاد الديمقراطى الاجتماعى,174,,,1.14,differ,15203,1,26
فرنسا 2,26,26,agree,قائمة تونس قول وفعل,73,,0.48,0.48,agree,15203,1,26
فرنسا 2,27,27,agree,"قائمة الاتحاد الشعبى, الجمهورى",408,,2.68,2.68,agree,15203,1,26
فرنسا 2,28,28,agree,قائمة التيار الديمقراطى,772,,5.08,5.08,agree,15203,1,26
فرنسا 2,29,29,agree,قائمة البديل التونسىئ,129,,0.85,0.85,agree,15203,1,26
فرنسا 1,1,1,agree,قائمة الجبهة,159,,0.7,0.7,agree,22704,1,27
فرنسا 1,2,2,agree,قائمة أمل وعمل المستقلة,1842,,8.11,8.11,agree,22704,1,27
فرنسا 1,3,3,agree,قائمة حركة الشعب,971,,4.28,4.28,agree,22704,1,27
فرنسا 1,4,4,agree,قائمة تونس أخرى,396,,1.74,1.74,agree,22704,1,27
فرنسا 1,5,5,agree,,111,,0.49,0.49,agree,22704,1,27
فرنسا 1,6,6,agree,قائمة مواطنون و نشارك,173,,0.76,0.76,agree,22704,1,27
فرنسا 1,7,7,agree,قائمة آفاق تونس,709,,3.12,3.12,agree,22704,1,27
فرنسا 1,8,8,agree,,188,,0.83,0.83,agree,22704,1,27
فرنسا 1,9,9,agree,قائمة التكتل,348,,1.53,1.53,agree,22704,1,27
فرنسا 1,10,10,agree,قائمة تونس غدوة,935,,,4.12,differ,22704,1,27
فرنسا 1,11,11,agree,قائمة تواصل,34,,0.15,0.15,agree,22704,1,27
فرنسا 1,12,12,agree,قائمة المستقلون على العهد,156,,0.69,0.69,agree,22704,1,27
فرنسا 1,13,13,agree,قائمة حركة الهضة بفرنسا 1,5400,,23.78,23.78,agree,22704,1,27
فرنسا 1,14,14,agree,قائمة حركة مشروع تونس,303,,1.33,1.33,agree,22704,1,27
فرنسا 1,15,15,agree,قائمة قلب تونس,2297,,10.12,10.12,agree,22704,1,27
فرنسا 1,16,16,agree,قائمة جالية تونسنا,86,,0.38,0.38,agree,22704,1,27
فرنسا 1,17,17,agree,قائمة الموقف الحر,94,,0.41,0.41,agree,22704,1,27
فرنسا 1,18,18,agree,قائمة التيار الديمقراطي,2282,,10.05,10.05,agree,22704,1,27
فرنسا 1,19,19,agree,قائمة البديل التونسي,300,,1.32,1.32,agree,22704,1,27
فرنسا 1,20,20,agree,قائمة تونس في القلب,246,,1.08,1.08,agree,22704,1,27
فرنسا 1,21,21,agree,قائمة الحزب الدستوري الحر,1339,,5.9,5.9,agree,22704,1,27
فرنسا 1,22,22,agree,قائمة الاتحاد الديمقراطي الاجتماعي,465,,2.05,2.05,agree,22704,1,27
فرنسا 1,23,23,agree,قائمة الإتحاد,83,,0.37,0.37,agree,22704,1,27
فرنسا 1,24,24,agree,قائمة كلنا للوطن,19,,0.08,0.08,agree,22704,1,27
فرنسا 1,25,25,agree,قائمة حزب تيار المحبة,29,,0.13,0.13,agree,22704,1,27
فرنسا 1,26,26,agree,قائمة الوطن الجديد,118,,0.52,0.52,agree,22704,1,27
فرنسا 1,27,27,agree,,59,,0.26,0.26,agree,22704,1,27
فرنسا 1,28,28,agree,قائمة النصر لتونس,39,,0.17,0.17,agree,22704,1,27
فرنسا 1,29,29,agree,قائمة ائتلاف الكرامة,1781,,7.84,7.84,agree,22704,1,27
فرنسا 1,30,30,agree,قائمة حركة شباب تونس الوطني,91,,0.4,0.4,agree,22704,1,27
فرنسا 1,31,31,agree,قائمة حركة تحيا تونس,721,,3.18,3.18,agree,22704,1,27
فرنسا 1,32,32,agree,قائمة بني وطني,93,,0.41,0.41,agree,22704,1,27
فرنسا 1,33,33,agree,قائمة الجبهة الشعبية,217,,0.96,0.96,agree,22704,1,27
فرنسا 1,34,34,agree,قائمة حزب الامل,70,,0.31,0.31,agree,22704,1,27
فرنسا 1,35,35,agree,قائمة نحبك يا تونبس,32,,0.14,0.14,agree,22704,1,27
فرنسا 1,36,36,agree,قائمة عيش تونسي صوت التونسيين بالخارج,518,,2.28,2.28,agree,22704,1,27
تطاوين,1,1,agree,قائمة قلب تونس,656,,2.07,2.07,agree,31700,1,28
تطاوين,2,2,agree,قائمة حركة الشعب,1397,,4.41,4.41,agree,31700,1,28
تطاوين,3,3,agree,قائمة آفاق تونس,376,,1.19,1.19,agree,31700,1,28
تطاوين,4,4,agree,قائمة كلنا للوطن,141,,0.44,0.44,agree,31700,1,28
تطاوين,5,5,agree,قائمة البديل التونسي,348,,1.1,1.1,agree,31700,1,28
تطاوين,6,6,agree,قائمة الجهة,162,,0.51,0.51,agree,31700,1,28
تطاوين,7,7,agree,قائمة حركة تحيا تونس,1098,,3.46,3.46,agree,31700,1,28
تطاوين,8,8,agree,قائمة حزب تيار المحبة,141,,0.44,0.44,agree,31700,1,28
تطاوين,9,9,agree,قائمة الوفاء,682,,2.15,2.15,agree,31700,1,28
تطاوين,10,10,agree,قائمة تونس أخرى,389,,1.23,1.23,agree,31700,1,28
تطاوين,11,11,agree,قائمة حزب حركة أوفياء للوطن,223,,0.7,0.7,agree,31700,1,28
تطاوين,12,12,agree,قائمة الحزب الدستوري الحر,304,,0.96,0.96,agree,31700,1,28
تطاوين,13,13,agree,قائمة أمل تطاوين,1030,,3.25,3.25,agree,31700,1,28
تطاوين,14,14,agree,قائمة حركة شباب تونس الوطني,156,,0.49,0.49,agree,31700,1,28
تطاوين,15,15,agree,قائمة الوطن الجديد,468,,1.48,1.48,agree,31700,1,28
تطاوين,16,16,agree,قائمة أمل وعمل المستقلة,1332,,4.2,4.2,agree,31700,1,28
تطاوين,17,17,agree,قائمة حركة الهضة بتطاوين,12641,,39.88,39.88,agree,31700,1,28
تطاوين,18,18,agree,قائمة الاتحاد الديمقراطي الاجتماعي,615,,1.94,1.94,agree,31700,1,28
تطاوين,19,19,agree,قائمة حركة مشروع تونس,1516,,4.78,4.78,agree,31700,1,28
تطاوين,20,20,agree,قائمة حركة هلموا لتونس,352,,,1.11,differ,31700,1,28
تطاوين,21,21,agree,قائمة التيار الديمقراطي,387,,1.22,1.22,agree,31700,1,28
تطاوين,22,22,agree,,224,,0.71,0.71,agree,31700,1,28
تطاوين,23,23,agree,قائمة الاتحاد الوطني للمستقلين,811,,2.56,2.56,agree,31700,1,28
تطاوين,24,24,agree,قائمة ائتلاف الكرامة,3731,,11.77,11.77,agree,31700,1,28
تطاوين,25,25,agree,قائمة حزب الأمل,565,,1.78,1.78,agree,31700,1,28
تطاوين,26,26,agree,قائمة حركة نداء تونس,312,,0.98,0.98,agree,31700,1,28
تطاوين,27,27,agree,قائمة اعمار تطاوين,354,,,1.12,differ,31700,1,28
تطاوين,28,28,agree,قائمة حزب العدالة والتنمية,161,,0.51,0.51,agree,31700,1,28
تطاوين,29,29,agree,قائمة بني وطني,419,,1.32,1.32,agree,31700,1,28
تطاوين,30,30,agree,قائمة تحرّك,145,,0.46,0.46,agree,31700,1,28
تطاوين,31,31,agree,قائمة الحزب الاشتراكي الدستوري,212,,0.67,0.67,agree,31700,1,28
تطاوين,32,32,agree,قائمة أحرار,352,,,1.11,differ,31700,1,28
قبلي,1,1,agree,قائمة حركة الشعب,8226,,16.41,16.41,agree,50121,1,29
قبلي,2,2,agree,قائمة الحزب الدستوري الحر,1676,,3.34,3.34,agree,50121,1,29
قبلي,3,3,agree,قائمة حركة تحيا تونس,5105,,10.19,10.19,agree,50121,1,29
قبلي,4,4,agree,قائمة قلب تونس,1866,,3.72,3.72,agree,50121,1,29
قبلي,5,5,agree,قائمة العزة,188,,0.38,0.38,agree,50121,1,29
قبلي,6,6,agree,قائمة البديل التونبسي,384,,0.77,0.77,agree,50121,1,29
قبلي,7,7,agree,قائمة حركة نداء تونس,841,,1.68,1.68,agree,50121,1,29
قبلي,8,8,agree,قائمة تونس أخرى,1896,,3.78,3.78,agree,50121,1,29
قبلي,9,9,agree,قائمة معا نبني نفزاوة,515,,1.03,1.03,agree,50121,1,29
قبلي,10,10,agree,قائمة نفزاوة تجمعنا,955,,1.91,1.91,agree,50121,1,29
قبلي,11,11,agree,قائمة أمل و عمل المستقلة,302,,0.6,0.6,agree,50121,1,29
قبلي,12,12,agree,قائمة حركة مشروع تونس,300,,0.6,0.6,agree,50121,1,29
قبلي,13,13,agree,,238,,0.47,0.47,agree,50121,1,29
قبلي,14,14,agree,قائمة الجهية,851,,1.7,1.7,agree,50121,1,29
قبلي,15,15,agree,قائمة الثبات من أجل نفزاوة,497,,0.99,0.99,agree,50121,1,29
قبلي,16,16,agree,قائمة حزب تيّار المحبة,190,,0.38,0.38,agree,50121,1,29
قبلي,17,17,agree,قائمة التحدي,842,,1.68,1.68,agree,50121,1,29
قبلي,18,18,agree,قائمة ائتلاف الكرامة,7257,,14.48,14.48,agree,50121,1,29
قبلي,19,19,agree,قائمة التيار الديمقراطي,977,,1.95,1.95,agree,50121,1,29
قبلي,20,20,agree,قائمة حركة هلموا لتونس,225,,0.45,0.45,agree,50121,1,29
قبلي,21,21,agree,قائمة عيش توندسي,438,,0.87,0.87,agree,50121,1,29
قبلي,22,22,agree,قائمة حزب المؤتمرمن أجل الجمهورية,635,,1.27,1.27,agree,50121,1,29
قبلي,23,23,agree,قائمة من أجل قبلي الغد,341,,0.68,0.68,agree,50121,1,29
قبلي,24,24,agree,قائمة الحزب الاشتراكي,122,,0.24,0.24,agree,50121,1,29
قبلي,25,25,agree,قائمة درب الاحرار,977,,1.95,1.95,agree,50121,1,29
قبلي,26,26,agree,قائمة حزب الاتحاد الشعبي الجمهوري,452,,0.9,0.9,agree,50121,1,29
قبلي,27,27,agree,قائمة صوت شباب نفزاوة,137,,0.27,0.27,agree,50121,1,29
قبلي,28,28,agree,قائمة حزب الأمل,252,,0.5,0.5,agree,50121,1,29
قبلي,29,29,agree,قائمة الاتحاد الديمقراطي الاجتماعي,72,,0.14,0.14,agree,50121,1,29
قبلي,30,30,agree,قائمة كلنا للوطن,98,,0.2,0.2,agree,50121,1,29
قبلي,31,31,agree,قائمة العدالة,65,,0.13,0.13,agree,50121,1,29
قبلي,32,32,agree,قائمة نسور قبلي,320,,0.64,0.64,agree,50121,1,29
قبلي,33,33,agree,قائمة آفاق تونس,468,,0.93,0.93,agree,50121,1,29
قبلي,34,34,agree,قائمة حركة الهضة بقبلي,12413,,24.77,24.77,agree,50121,1,29
سيدي بوزيد,1,1,agree,قائمة الاقلاع,1069,,1.08,1.08,agree,98989,1,30 31
سيدي بوزيد,2,2,agree,قائمة حركة هلموا لتونس,1536,,1.55,1.55,agree,98989,1,30 31
سيدي بوزيد,3,3,agree,قائمة أحبك يا شعب,1648,,1.66,1.66,agree,98989,1,30 31
سيدي بوزيد,4,4,agree,قائمة حركة الشعب,6122,,6.18,6.18,agree,98989,1,30 31
سيدي بوزيد,5,5,agree,قائمة التيار الديمقراطي,2532,,2.56,2.56,agree,98989,1,30 31
سيدي بوزيد,6,6,agree,قائمة الجهة,2331,,2.35,2.35,agree,98989,1,30 31
سيدي بوزيد,7,7,agree,قائمة أمل وعمل المستقلة,618,,0.62,0.62,agree,98989,1,30 31
سيدي بوزيد,8,8,agree,قائمة البيان,902,,0.91,0.91,agree,98989,1,30 31
سيدي بوزيد,9,9,agree,قائمة حزب تيّار المحبة,2637,,2.66,2.66,agree,98989,1,30 31
سيدي بوزيد,10,10,agree,قائمة يحيا الوطن,2133,,2.15,2.15,agree,98989,1,30 31
سيدي بوزيد,11,11,agree,قائمة البديل التونبي,2733,,2.76,2.76,agree,98989,1,30 31
سيدي بوزيد,12,12,agree,قائمة شباب البلاد,687,,0.69,0.69,agree,98989,1,30 31
سيدي بوزيد,13,13,agree,قائمة الحزب الاشتراي,817,,0.83,0.83,agree,98989,1,30 31
سيدي بوزيد,14,14,agree,قائمة صوت سيدي بوزيد,771,,0.78,0.78,agree,98989,1,30 31
سيدي بوزيد,15,15,agree,قائمة صوت الجبة,1786,,1.8,1.8,agree,98989,1,30 31
سيدي بوزيد,16,16,agree,قائمة حزب صوت الفلاحين,947,,0.96,0.96,agree,98989,1,30 31
سيدي بوزيد,17,17,agree,قائمة الحزب الدستوري الحرّ,1740,,1.76,1.76,agree,98989,1,30 31
سيدي بوزيد,18,18,agree,,981,,0.99,0.99,agree,98989,1,30 31
سيدي بوزيد,19,19,agree,قائمة حزب الأمل,1425,,1.44,1.44,agree,98989,1,30 31
سيدي بوزيد,20,20,agree,قائمة زيتونتنا,829,,0.84,0.84,agree,98989,1,30 31
سيدي بوزيد,21,21,agree,قائمة الاتحاد الوطني للمستقلين,430,,0.43,0.43,agree,98989,1,30 31
سيدي بوزيد,22,22,agree,قائمة حركة نداء تونس,1745,,1.76,1.76,agree,98989,1,30 31
سيدي بوزيد,23,23,agree,قائمة صوتي حر,492,,0.5,0.5,agree,98989,1,30 31
سيدي بوزيد,24,24,agree,قائمة التغيير والتقدم,537,,0.54,0.54,agree,98989,1,30 31
سيدي بوزيد,25,25,agree,قائمة المصير المشترك,610,,0.62,0.62,agree,98989,1,30 31
سيدي بوزيد,26,26,agree,قائمة نزرع لنحصد,634,,0.64,0.64,agree,98989,1,30 31
سيدي بوزيد,27,27,agree,قائمة حركة أمل سيدي بوزيد,357,,0.36,0.36,agree,98989,1,30 31
سيدي بوزيد,28,28,agree,قائمة بوزيدنا,343,,0.35,0.35,agree,98989,1,30 31
سيدي بوزيد,29,29,agree,قائمة كلنا للوطن,393,,0.4,0.4,agree,98989,1,30 31
سيدي بوزيد,30,30,agree,قائمة حق موطني,976,,0.99,0.99,agree,98989,1,30 31
سيدي بوزيد,31,31,agree,قائمة التحدي,1064,,1.07,1.07,agree,98989,1,30 31
سيدي بوزيد,32,32,agree,قائمة عيش تونبي,682,,0.69,0.69,agree,98989,1,30 31
سيدي بوزيد,33,33,agree,قائمة إرادة الشعب,602,,0.61,0.61,agree,98989,1,30 31
سيدي بوزيد,34,34,agree,قائمة تحرك,385,,0.39,0.39,agree,98989,1,30 31
سيدي بوزيد,35,35,agree,قائمة تونس أخرى,899,,0.91,0.91,agree,98989,1,30 31
سيدي بوزيد,36,36,agree,قائمة تونس الخير,424,,0.43,0.43,agree,98989,1,30 31
سيدي بوزيد,37,37,agree,قائمة سيدي بوزيد الكرامة,2349,,2.37,2.37,agree,98989,1,30 31
سيدي بوزيد,38,38,agree,قائمة غدوة خير,1042,,1.05,1.05,agree,98989,1,30 31
سيدي بوزيد,39,39,agree,قائمة الطريق,892,,0.9,0.9,agree,98989,1,30 31
سيدي بوزيد,40,40,agree,قائمة حزب المؤتمر من أجل الجمهورية,405,,0.41,0.41,agree,98989,1,30 31
سيدي بوزيد,41,41,agree,,1126,,1.14,1.14,agree,98989,1,30 31
سيدي بوزيد,42,42,agree,قائمة الوطن الجديد,883,,0.89,0.89,agree,98989,1,30 31
سيدي بوزيد,43,43,agree,قائمة مع بعضنا,611,,0.62,0.62,agree,98989,1,30 31
سيدي بوزيد,44,44,agree,قائمة حزب حركة شباب تونس الوطي,458,,0.46,0.46,agree,98989,1,30 31
سيدي بوزيد,45,45,agree,قائمة آفاق تونس,393,,0.4,0.4,agree,98989,1,30 31
سيدي بوزيد,46,46,agree,قائمة الوعد الصادق,380,,0.38,0.38,agree,98989,1,30 31
سيدي بوزيد,47,47,agree,قائمة الوطن أولا,410,,0.41,0.41,agree,98989,1,30 31
سيدي بوزيد,48,48,agree,قائمة شباب المزونة,2251,,2.27,2.27,agree,98989,1,30 31
سيدي بوزيد,49,49,agree,قائمة حركة تحيا تونس,2448,,2.47,2.47,agree,98989,1,30 31
سيدي بوزيد,50,50,agree,قائمة ائتلاف الكرامة,2860,,2.89,2.89,agree,98989,1,30 31
سيدي بوزيد,51,51,agree,قائمة حركة مشروع تونس,506,,0.51,0.51,agree,98989,1,30 31
سيدي بوزيد,52,52,agree,قائمة الجهة الشعبية,1803,,1.82,1.82,agree,98989,1,30 31
سيدي بوزيد,53,53,agree,قائمة يزي,1187,,1.2,1.2,agree,98989,1,30 31
سيدي بوزيد,54,54,agree,قائمة حالمون,238,,0.24,0.24,agree,98989,1,30 31
سيدي بوزيد,55,55,agree,قائمة قلب تونس,9382,,9.48,9.48,agree,98989,1,30 31
سيدي بوزيد,56,56,agree,قائمة سيلما,827,,0.84,0.84,agree,98989,1,30 31
سيدي بوزيد,57,57,agree,قائمة الهوض,855,,0.86,0.86,agree,98989,1,30 31
سيدي بوزيد,58,58,agree,قائمة بوزيد البية,571,,0.58,0.58,agree,98989,1,30 31
سيدي بوزيد,59,59,agree,قائمة الاحرار,72,,0.07,0.07,agree,98989,1,30 31
سيدي بوزيد,60,60,agree,قائمة اليد في اليد,263,,0.27,0.27,agree,98989,1,30 31
سيدي بوزيد,61,61,agree,قائمة الإقلاع نحو الأفضل,298,,0.3,0.3,agree,98989,1,30 31
سيدي بوزيد,62,62,agree,قائمة حزب أمل تونس,378,,0.38,0.38,agree,98989,1,30 31
سيدي بوزيد,63,63,agree,قائمة عيون المزونة,375,,0.38,0.38,agree,98989,1,30 31
سيدي بوزيد,64,64,agree,قائمة العزة,747,,0.75,0.75,agree,98989,1,30 31
سيدي بوزيد,65,65,agree,قائمة سيدي بوزيد توحدنا,411,,0.42,0.42,agree,98989,1,30 31
سيدي بوزيد,66,66,agree,قائمة الجيل الجديد,322,,0.33,0.33,agree,98989,1,30 31
سيدي بوزيد,67,67,agree,قائمة الاتحاد الديمقراطي الاجتماعي,632,,0.64,0.64,agree,98989,1,30 31
سيدي بوزيد,68,68,agree,قائمة بني وطني,104,,0.11,0.11,agree,98989,1,30 31
سيدي بوزيد,69,69,agree,قائمة حزب العدالة و التنمية,287,,0.29,0.29,agree,98989,1,30 31
سيدي بوزيد,70,70,agree,قائمة زهرة تونس,1447,,1.46,1.46,agree,98989,1,30 31
سيدي بوزيد,71,71,agree,قائمة معا من أجل سيدي بوزيد,1000,,1.01,1.01,agree,98989,1,30 31
سيدي بوزيد,72,72,agree,قائمة قادمون المستقلة,350,,0.35,0.35,agree,98989,1,30 31
سيدي بوزيد,73,73,agree,قائمة حركة الهضة بسيدي بوزيد,15609,,15.77,15.77,agree,98989,1,30 31
صفاقس 2,1,1,agree,قائمة السلام,747,,0.47,0.47,agree,160432,1,32 33
صفاقس 2,2,2,agree,قائمة الحزب الدستوري الحر,8096,,5.05,5.05,agree,160432,1,32 33
صفاقس 2,3,3,agree,قائمة بني وطني,1064,,0.66,0.66,agree,160432,1,32 33
صفاقس 2,4,4,agree,قائمة أمل و عمل المستقلة,2776,,1.73,1.73,agree,160432,1,32 33
صفاقس 2,5,5,agree,قائمة التحدي,1676,,1.04,1.04,agree,160432,1,32 33
صفاقس 2,6,6,agree,قائمة قلب تونس,22763,,14.19,14.19,agree,160432,1,32 33
صفاقس 2,7,7,agree,قائمة كلنا للوطن,921,,0.57,0.57,agree,160432,1,32 33
صفاقس 2,8,8,agree,,1037,,0.65,0.65,agree,160432,1,32 33
صفاقس 2,9,9,agree,قائمة رجع حق التوانسة,390,,0.24,0.24,agree,160432,1,32 33
صفاقس 2,10,10,agree,قائمة حركة نداء تونس,1644,,1.02,1.02,agree,160432,1,32 33
صفاقس 2,11,11,agree,قائمة عيش تونسي,2698,,1.68,1.68,agree,160432,1,32 33
صفاقس 2,12,12,agree,قائمة الجهة,1414,,0.88,0.88,agree,160432,1,32 33
صفاقس 2,13,13,agree,قائمة اتتلاف الكرامة,22177,,13.82,13.82,agree,160432,1,32 33
صفاقس 2,14,14,agree,قائمة الاتحاد الديمقراطي الاجتماعي,2535,,1.58,1.58,agree,160432,1,32 33
صفاقس 2,15,15,agree,قائمة التيار الديمقراطي,21838,,13.61,13.61,agree,160432,1,32 33
صفاقس 2,16,16,agree,قائمة النضال الوطني,725,,0.45,0.45,agree,160432,1,32 33
صفاقس 2,17,17,agree,قائمة اليد في اليد,1185,,0.74,0.74,agree,160432,1,32 33
صفاقس 2,18,18,agree,قائمة البديل التونسي,1474,,0.92,0.92,agree,160432,1,32 33
صفاقس 2,19,19,agree,قائمة صوت ذوي الهمم,593,,0.37,0.37,agree,160432,1,32 33
صفاقس 2,20,20,agree,قائمة حركة الهضة بصفاقس 2,31888,,19.88,19.88,agree,160432,1,32 33
صفاقس 2,21,21,agree,قائمة المنارة,357,,0.22,0.22,agree,160432,1,32 33
صفاقس 2,22,22,agree,قائمة صفاقس لميمة عزيزة علينا,529,,0.33,0.33,agree,160432,1,32 33
صفاقس 2,23,23,agree,قائمة النصر لتونس,343,,0.21,0.21,agree,160432,1,32 33
صفاقس 2,24,24,agree,قائمة حزب تيار المحبة,639,,0.4,0.4,agree,160432,1,32 33
صفاقس 2,25,25,agree,قائمة يد وحدة,2707,,1.69,1.69,agree,160432,1,32 33
صفاقس 2,26,26,agree,قائمة تونس أخرى,637,,0.4,0.4,agree,160432,1,32 33
صفاقس 2,27,27,agree,قائمة الجهة الشعبية,915,,0.57,0.57,agree,160432,1,32 33
صفاقس 2,28,28,agree,قائمة فرسان الحق,283,,0.18,0.18,agree,160432,1,32 33
صفاقس 2,29,29,agree,قائمة نظلف,329,,0.21,0.21,agree,160432,1,32 33
صفاقس 2,30,30,agree,قائمة الوطن الجديد,427,,0.27,0.27,agree,160432,1,32 33
صفاقس 2,31,31,agree,قائمة حركة مشروع تونس,3579,,2.23,2.23,agree,160432,1,32 33
صفاقس 2,32,32,agree,قائمة صوت لروحك,231,,0.14,0.14,agree,160432,1,32 33
صفاقس 2,33,33,agree,قائمة التكتل للهوض بالشباب,1231,,0.77,0.77,agree,160432,1,32 33
صفاقس 2,34,34,agree,قائمة آفاق تونس,1817,,1.13,1.13,agree,160432,1,32 33
صفاقس 2,35,35,agree,ائمة التكتل الديمقراطي من أجل العمل و الحريا:,716,,0.45,0.45,agree,160432,1,32 33
صفاقس 2,36,36,agree,قائمة الحزب الاشتراكي الدستوري,814,,0.51,0.51,agree,160432,1,32 33
صفاقس 2,37,37,agree,قائمة حركة الشعب,7710,,4.81,4.81,agree,160432,1,32 33
صفاقس 2,38,38,agree,قائمة حركة شباب تونس الوطني,771,,0.48,0.48,agree,160432,1,32 33
صفاقس 2,39,39,agree,قائمة حزب الأمل,1088,,0.68,0.68,agree,160432,1,32 33
صفاقس 2,40,40,agree,قائمة صفاقسنا,1203,,0.75,0.75,agree,160432,1,32 33
صفاقس 2,41,1,differ,قائمة رؤى الشباب,1136,,0.71,0.71,agree,160432,1,32 33
صفاقس 2,42,42,agree,قائمة حركة تحيا تونس,4351,,2.71,2.71,agree,160432,1,32 33
صفاقس 2,43,43,agree,قائمة الرفاه,334,,0.21,0.21,agree,160432,1,32 33
صفاقس 2,44,44,agree,قائمة نسمة الحرية,280,,0.17,0.17,agree,160432,1,32 33
صفاقس 2,45,45,agree,قائمة حزب حركة الشباب نحن لها,364,,0.23,0.23,agree,160432,1,32 33
قفصة,1,1,agree,قائمة الفلاحة,1098,,1.1,1.1,agree,99868,1,34 35
قفصة,2,2,agree,قائمة حركة الشعب,9923,,9.94,9.94,agree,99868,1,34 35
قفصة,3,3,agree,قائمة الجهة,2818,,2.82,2.82,agree,99868,1,34 35
قفصة,4,4,agree,قائمة حزب تيّار المحبة,438,,0.44,0.44,agree,99868,1,34 35
قفصة,5,5,agree,قائمة أمل وعمل المستقلة,792,,0.79,0.79,agree,99868,1,34 35
قفصة,6,6,agree,قائمة حركة الهيضة بقفصة,16617,,16.64,16.64,agree,99868,1,34 35
قفصة,7,7,agree,قائمة كلنا للوطن,899,,0.9,0.9,agree,99868,1,34 35
قفصة,8,8,agree,قائمة عازمون,921,,0.92,0.92,agree,99868,1,34 35
قفصة,9,9,agree,قائمة الشباب المستقل,5467,,5.47,5.47,agree,99868,1,34 35
قفصة,10,10,agree,قائمة تونس أخرى,458,,0.46,0.46,agree,99868,1,34 35
قفصة,11,11,agree,قائمة الحزب الدستوري الحر,1672,,1.67,1.67,agree,99868,1,34 35
قفصة,12,12,agree,قائمة الخط 15,238,,0.24,0.24,agree,99868,1,34 35
قفصة,13,13,agree,قائمة حركة تحيا تونس,7852,,7.86,7.86,agree,99868,1,34 35
قفصة,14,14,agree,قائمة حزب حركة شباب تونس الوطني,725,,0.73,0.73,agree,99868,1,34 35
قفصة,15,15,agree,قائمة حزب حركة أوفياء للوطن,186,,0.19,0.19,agree,99868,1,34 35
قفصة,16,16,agree,قائمة التيار الديمقراطي,1983,,1.99,1.99,agree,99868,1,34 35
قفصة,17,17,agree,قائمة البديل التونسي,1329,,1.33,1.33,agree,99868,1,34 35
قفصة,18,18,agree,قائمة قفصة البية,550,,0.55,0.55,agree,99868,1,34 35
قفصة,19,19,agree,قائمة الاتحاد الوطني للمستقلين,454,,0.45,0.45,agree,99868,1,34 35
قفصة,20,20,agree,قائمة الاتحاد الشعبي الجمهوري بقفصة,1173,,,1.17,differ,99868,1,34 35
قفصة,21,21,agree,قائمة آفاق تونس,507,,0.51,0.51,agree,99868,1,34 35
قفصة,22,22,agree,قائمة حركة نداء تونس,708,,0.71,0.71,agree,99868,1,34 35
قفصة,23,23,agree,قائمة الحصاد,533,,0.53,0.53,agree,99868,1,34 35
قفصة,24,24,agree,قائمة الاتحاد الديمقراطي الاجتماعي,3947,,3.95,3.95,agree,99868,1,34 35
قفصة,25,25,agree,قائمة تحيا قفصة,451,,0.45,0.45,agree,99868,1,34 35
قفصة,26,26,agree,قائمة أحرار قفصة,320,,0.32,0.32,agree,99868,1,34 35
قفصة,27,27,agree,قائمة اللقاء الشعبي,451,,0.45,0.45,agree,99868,1,34 35
قفصة,28,28,agree,قائمة حلول للماء البطالة و التنمية,275,,0.28,0.28,agree,99868,1,34 35
قفصة,29,29,agree,قائمة ائتلاف الكرامة,2618,,2.62,2.62,agree,99868,1,34 35
قفصة,30,30,agree,قائمة الحزب الاشتراكي,226,,0.23,0.23,agree,99868,1,34 35
قفصة,31,31,agree,قائمة حركة مشروع توذنس,4280,,4.29,4.29,agree,99868,1,34 35
قفصة,32,32,agree,قائمة تحرّك,234,,0.23,0.23,agree,99868,1,34 35
