constituency,rank,rank_printed,rank_check,list_name,votes,votes_read,share_pct,share_recomputed,share_check,constituency_valid_votes,total_matches_sum,source_pages
قفصة,33,33,agree,قائمة الرجوع إلى الأصل,614,,0.61,0.61,agree,99868,1,34 35
قفصة,34,34,agree,قائمة قفصة أمانة,919,,0.92,0.92,agree,99868,1,34 35
قفصة,35,35,agree,قائمة حزب المؤتمرمن أجل الجمهورية,598,,0.6,0.6,agree,99868,1,34 35
قفصة,36,36,agree,قائمة بني وطني,274,,0.27,0.27,agree,99868,1,34 35
قفصة,37,37,agree,قائمة مواطنون و نشارك,2513,,2.52,2.52,agree,99868,1,34 35
قفصة,38,38,agree,قائمة حركة الشباب الإصلاحي,277,,0.28,0.28,agree,99868,1,34 35
قفصة,39,39,agree,,692,,0.69,0.69,agree,99868,1,34 35
قفصة,40,40,agree,قائمة التحالف من أجل تونس,355,,0.36,0.36,agree,99868,1,34 35
قفصة,41,41,agree,قائمة الوطن الجديد,556,,0.56,0.56,agree,99868,1,34 35
قفصة,42,42,agree,قائمة حزب حركة الشباب نحن لها,386,,0.39,0.39,agree,99868,1,34 35
قفصة,43,43,agree,القائمة المستقلة الواحيون,189,,0.19,0.19,agree,99868,1,34 35
قفصة,44,44,agree,قائمة الوفاء,850,,0.85,0.85,agree,99868,1,34 35
قفصة,45,45,agree,قائمة قفصة غدوة خير,163,,0.16,0.16,agree,99868,1,34 35
قفصة,46,46,agree,ائمة التكتل الديمقراطي من أجل العمل و الحربا:,205,,0.21,0.21,agree,99868,1,34 35
قفصة,47,47,agree,,886,,0.89,0.89,agree,99868,1,34 35
قفصة,48,48,agree,,707,,0.71,0.71,agree,99868,1,34 35
قفصة,49,49,agree,قائمة توازن,782,,0.78,0.78,agree,99868,1,34 35
قفصة,50,50,agree,قائمة السلام,160,,0.16,0.16,agree,99868,1,34 35
قفصة,51,51,agree,قائمة حزب الأمل,1637,,1.64,1.64,agree,99868,1,34 35
قفصة,52,52,agree,قائمة قفصة تنتصر,686,,0.69,0.69,agree,99868,1,34 35
قفصة,53,53,agree,قائمة شباب مبادرون,796,,0.8,0.8,agree,99868,1,34 35
قفصة,54,54,agree,قائمة حزب الخضر للتقدم,153,,0.15,0.15,agree,99868,1,34 35
قفصة,55,55,agree,قائمة صوت النقل,324,,0.32,0.32,agree,99868,1,34 35
قفصة,56,56,agree,قائمة قفصة المتضامنة,631,,0.63,0.63,agree,99868,1,34 35
قفصة,57,57,agree,قائمة حزب المسؤولية الوطنية,72,,0.07,0.07,agree,99868,1,34 35
قفصة,58,58,agree,قائمة الياسمين,125,,0.13,0.13,agree,99868,1,34 35
قفصة,59,59,agree,قائمة المجهر,62,,0.06,0.06,agree,99868,1,34 35
قفصة,60,60,agree,قائمة الرقٍ المستقلة,241,,0.24,0.24,agree,99868,1,34 35
قفصة,61,61,agree,قائمة إرادة و تحدي,269,,0.27,0.27,agree,99868,1,34 35
قفصة,62,62,agree,قائمة عيش تونبي,1336,,1.34,1.34,agree,99868,1,34 35
قفصة,63,63,agree,قائمة المرساة,325,,0.33,0.33,agree,99868,1,34 35
قفصة,64,64,agree,قائمة الناس الكل,283,,0.28,0.28,agree,99868,1,34 35
قفصة,65,65,agree,قائمة الجهة الشعبية,2498,,2.5,2.5,agree,99868,1,34 35
قفصة,66,66,agree,القائمة المستقلة للتنمية و الشغل,250,,0.25,0.25,agree,99868,1,34 35
قفصة,67,67,agree,قائمة صوت قفصة,949,,0.95,0.95,agree,99868,1,34 35
قفصة,68,68,agree,قائمة القدس,108,,0.11,0.11,agree,99868,1,34 35
قفصة,69,69,agree,قائمة بلادي كيما نحلم بها,225,,0.23,0.23,agree,99868,1,34 35
قفصة,70,70,agree,,7629,,,7.64,differ,99868,1,34 35
القصرين,1,1,agree,قائمة حزب تتّار المحبة,732,,0.68,0.68,agree,107476,1,36 37
القصرين,2,2,agree,قائمة قلب تونس,11981,,11.15,11.15,agree,107476,1,36 37
القصرين,3,3,agree,,2407,,2.24,2.24,agree,107476,1,36 37
القصرين,4,4,agree,قائمة حركة الشعب,2545,,2.37,2.37,agree,107476,1,36 37
القصرين,5,5,agree,قائمة الحزب الدستوري الحر,1041,,0.97,0.97,agree,107476,1,36 37
القصرين,6,6,agree,قائمة تونس أخرى,775,,0.72,0.72,agree,107476,1,36 37
القصرين,7,7,agree,قائمة القصرين للجميع,1186,,1.1,1.1,agree,107476,1,36 37
القصرين,8,8,agree,قائمة الجبهة الشعبية,1494,,1.39,1.39,agree,107476,1,36 37
القصرين,9,9,agree,قائمة مواطنون و نشارك,986,,0.92,0.92,agree,107476,1,36 37
القصرين,10,10,agree,قائمة الحزب الاشتراكي,1840,,1.71,1.71,agree,107476,1,36 37
القصرين,11,11,agree,قائمة نحب نعي,468,,0.44,0.44,agree,107476,1,36 37
القصرين,12,12,agree,قائمة التكتل,204,,0.19,0.19,agree,107476,1,36 37
القصرين,13,13,agree,قائمة التحالف من أجل تونس,1017,,0.95,0.95,agree,107476,1,36 37
القصرين,14,14,agree,قائمة آفاق تونس,1779,,1.66,1.66,agree,107476,1,36 37
القصرين,15,15,agree,قائمة ائتلاف الكرامة,2044,,1.9,1.9,agree,107476,1,36 37
القصرين,16,16,agree,قائمة ائتلاف الرجوع إلى الأصل,775,,0.72,0.72,agree,107476,1,36 37
القصرين,17,17,agree,قائمة القوة الصاعدة,513,,0.48,0.48,agree,107476,1,36 37
القصرين,18,18,agree,قائمة أرض السباسب,610,,0.57,0.57,agree,107476,1,36 37
القصرين,19,19,agree,قائمة البديل التّونسي,734,,0.68,0.68,agree,107476,1,36 37
القصرين,20,20,agree,قائمة العبور,1966,,1.83,1.83,agree,107476,1,36 37
القصرين,21,21,agree,قائمة حزب المسؤولية الوطنية,316,,0.29,0.29,agree,107476,1,36 37
القصرين,22,22,agree,قائمة حركة مشروع تونس,1150,,1.07,1.07,agree,107476,1,36 37
القصرين,23,23,agree,قائمة حركة النهضة بالقصرين,14170,,13.18,13.18,agree,107476,1,36 37
القصرين,24,24,agree,القائمة المستقلة الحرية,677,,0.63,0.63,agree,107476,1,36 37
القصرين,25,25,agree,قائمة الجبهة,580,,0.54,0.54,agree,107476,1,36 37
القصرين,26,26,agree,قائمة الحزب الاشتراكي الدستوري,4633,,4.31,4.31,agree,107476,1,36 37
القصرين,27,27,agree,قائمة الأحرار المتحدون,1860,,1.73,1.73,agree,107476,1,36 37
القصرين,28,28,agree,قائمة الاتحاد الديمقراطي الاجتماعي,717,,0.67,0.67,agree,107476,1,36 37
القصرين,29,29,agree,قائمة الإقلاع,1754,,1.63,1.63,agree,107476,1,36 37
القصرين,30,30,agree,قائمة شعلة الخير,326,,0.3,0.3,agree,107476,1,36 37
القصرين,31,31,agree,قائمة حزب أمل تونس,393,,0.37,0.37,agree,107476,1,36 37
القصرين,32,32,agree,قائمة حزب الأمل,683,,0.64,0.64,agree,107476,1,36 37
القصرين,33,33,agree,قائمة أمل وعمل المستقلة,405,,0.38,0.38,agree,107476,1,36 37
القصرين,34,34,agree,,704,,0.66,0.66,agree,107476,1,36 37
القصرين,35,35,agree,قائمة الاتحاد الشعبي الجمهوري,8582,,7.99,7.99,agree,107476,1,36 37
القصرين,36,36,agree,قائمة القصرين الغالية,752,,0.7,0.7,agree,107476,1,36 37
القصرين,37,37,agree,قائمة الشعانبي ينتصر,310,,0.29,0.29,agree,107476,1,36 37
القصرين,38,38,agree,قائمة حزب المؤتمر من أجل الجمهورية,248,,0.23,0.23,agree,107476,1,36 37
القصرين,39,39,agree,قائمة الوفاء بالعهد,6430,,5.98,5.98,agree,107476,1,36 37
القصرين,40,40,agree,قائمة حزب حركة أوفياء للوطن,331,,0.31,0.31,agree,107476,1,36 37
القصرين,41,41,agree,قائمة عيش تونسي,1390,,1.29,1.29,agree,107476,1,36 37
القصرين,42,42,agree,قائمة الوطن الجديد,898,,0.84,0.84,agree,107476,1,36 37
القصرين,43,43,agree,قائمة إيجابيون,707,,0.66,0.66,agree,107476,1,36 37
القصرين,44,44,agree,قائمة حركة شباب تونس الوطني,266,,0.25,0.25,agree,107476,1,36 37
القصرين,45,45,agree,قائمة حزب حركة الشباب نحن لها,220,,0.2,0.2,agree,107476,1,36 37
القصرين,46,46,agree,قائمة الشموخ,268,,0.25,0.25,agree,107476,1,36 37
القصرين,47,47,agree,قائمة قصارنية موش قصار النية,95,,0.09,0.09,agree,107476,1,36 37
القصرين,48,48,agree,قائمة رسالة شعب,613,,0.57,0.57,agree,107476,1,36 37
القصرين,49,49,agree,قائمة حركة تحيا تونس,3501,,3.26,3.26,agree,107476,1,36 37
القصرين,50,50,agree,قائمة بني وطني,195,,0.18,0.18,agree,107476,1,36 37
القصرين,51,51,agree,,1051,,0.98,0.98,agree,107476,1,36 37
القصرين,52,52,agree,قائمة السبيل,478,,0.44,0.44,agree,107476,1,36 37
القصرين,53,53,agree,قائمة سواعد الشباب,412,,0.38,0.38,agree,107476,1,36 37
القصرين,54,54,agree,قائمة الوصية,900,,0.84,0.84,agree,107476,1,36 37
القصرين,55,55,agree,قائمة الضمير,205,,0.19,0.19,agree,107476,1,36 37
القصرين,56,56,agree,قائمة كلنا للوطن,799,,0.74,0.74,agree,107476,1,36 37
القصرين,57,57,agree,قائمة السواعد,347,,0.32,0.32,agree,107476,1,36 37
القصرين,58,58,agree,قائمة التنمية والمواطنة,350,,0.33,0.33,agree,107476,1,36 37
القصرين,59,59,agree,قائمة أحبك يا شعب,777,,0.72,0.72,agree,107476,1,36 37
القصرين,60,60,agree,قائمة حركة نداء تونس,2648,,2.46,2.46,agree,107476,1,36 37
القصرين,61,61,agree,قائمة السفراء,2401,,2.23,2.23,agree,107476,1,36 37
القصرين,62,62,agree,قائمة التيار الديمقراطي,2123,,1.98,1.98,agree,107476,1,36 37
القصرين,63,63,agree,قائمة القصرين تتحد وتتغير,1377,,1.28,1.28,agree,107476,1,36 37
القصرين,64,64,agree,قائمة الفولارة,263,,0.24,0.24,agree,107476,1,36 37
القصرين,65,65,agree,قائمة المواطن المستقل,328,,0.31,0.31,agree,107476,1,36 37
القصرين,66,66,agree,قائمة الامتياز,4746,,4.42,4.42,agree,107476,1,36 37
املنستير,1,1,agree,قائمة البديل التّونسي,9830,,6.45,6.45,agree,152370,1,38 39
املنستير,2,2,agree,قائمة أمل وعمل المستقلة,3845,,2.52,2.52,agree,152370,1,38 39
املنستير,3,3,agree,قائمة الاتحاد الشعبي الجمهوري,6381,,4.19,4.19,agree,152370,1,38 39
املنستير,4,4,agree,قائمة ر ضاؤكم غايتنا,677,,0.44,0.44,agree,152370,1,38 39
املنستير,5,5,agree,قائمة التحدي,1676,,1.1,1.1,agree,152370,1,38 39
املنستير,6,6,agree,قائمة الحزب الدستوري الحر,26595,,17.45,17.45,agree,152370,1,38 39
املنستير,7,7,agree,قائمة حركة نداء تونس,3129,,2.05,2.05,agree,152370,1,38 39
املنستير,8,,unread,قائمة التيار الديمقراطي,6226,,4.09,4.09,agree,152370,1,38 39
املنستير,9,9,agree,قائمة النضال الوطني,878,,0.58,0.58,agree,152370,1,38 39
املنستير,10,10,agree,,17580,,11.54,11.54,agree,152370,1,38 39
املنستير,11,11,agree,قائمة الأوفياء,682,,0.45,0.45,agree,152370,1,38 39
املنستير,12,12,agree,قائمة عيش تونسي,1996,,1.31,1.31,agree,152370,1,38 39
املنستير,13,13,agree,قائمة الجبهة,628,,0.41,0.41,agree,152370,1,38 39
املنستير,14,14,agree,قائمة حركة الشعب,5378,,3.53,3.53,agree,152370,1,38 39
املنستير,15,15,agree,قائمة الشباب يتحدى,610,,0.4,0.4,agree,152370,1,38 39
املنستير,16,16,agree,قائمة صمود تونس,417,,0.27,0.27,agree,152370,1,38 39
املنستير,17,17,agree,قائمة أحرار الدستور,1431,,0.94,0.94,agree,152370,1,38 39
املنستير,18,18,agree,قائمة الاتحاد الديمقراطي الاجتماعي,906,,0.59,0.59,agree,152370,1,38 39
املنستير,19,19,agree,قائمة كلنا للوطن,2331,,1.53,1.53,agree,152370,1,38 39
املنستير,20,20,agree,قائمة حزب تيار المحبة,292,,0.19,0.19,agree,152370,1,38 39
املنستير,21,21,agree,قائمة التكتل المدني,1003,,0.66,0.66,agree,152370,1,38 39
املنستير,22,22,agree,قائمة حركة النهضة بالمنستير,25665,,16.84,16.84,agree,152370,1,38 39
املنستير,23,23,agree,قائمة حركة مشروع تونس,5072,,3.33,3.33,agree,152370,1,38 39
املنستير,24,24,agree,قائمة الأرض الطيبة,535,,0.35,0.35,agree,152370,1,38 39
املنستير,25,25,agree,قائمة حركة هلموا لتونس,215,,0.14,0.14,agree,152370,1,38 39
املنستير,26,26,agree,قائمة النصر لتونس,249,,0.16,0.16,agree,152370,1,38 39
املنستير,27,27,agree,قائمة حزب تونس العمل,242,,0.16,0.16,agree,152370,1,38 39
املنستير,28,28,agree,قائمة حركة تحيا تونس,4534,,2.98,2.98,agree,152370,1,38 39
املنستير,29,29,agree,قائمة التكتل الديمقراطي من أجل العمل و الحريات,492,,0.32,0.32,agree,152370,1,38 39
املنستير,30,30,agree,قإئمةالمتوسظ,533,,0.35,0.35,agree,152370,1,38 39
املنستير,31,31,agree,قائمة الرابطة الخضراء,221,,0.15,0.15,agree,152370,1,38 39
املنستير,32,32,agree,قائمة أصحاب الهمم,1237,,0.81,0.81,agree,152370,1,38 39
املنستير,33,33,agree,قائمة الوفاء للوطن,827,,0.54,0.54,agree,152370,1,38 39
املنستير,34,34,agree,قائمة المُعاهِدِ,374,,0.25,0.25,agree,152370,1,38 39
املنستير,35,35,agree,قائمة ائتلاف الكرامة,5168,,3.39,3.39,agree,152370,1,38 39
املنستير,36,36,agree,قائمة العُلاً,708,,0.46,0.46,agree,152370,1,38 39
املنستير,37,37,agree,قائمة بني وطني,1982,,1.3,1.3,agree,152370,1,38 39
املنستير,38,38,agree,قائمة آفاق تونبس,1409,,0.92,0.92,agree,152370,1,38 39
املنستير,39,39,agree,قائمة الأصالة والتجديد,821,,0.54,0.54,agree,152370,1,38 39
املنستير,40,40,agree,قائمة حزب الأمل,532,,0.35,0.35,agree,152370,1,38 39
املنستير,41,41,agree,قائمة الجبهة الشعبية,1034,,0.68,0.68,agree,152370,1,38 39
املنستير,42,42,agree,قائمة حركة شباب تونس الوطني,695,,0.46,0.46,agree,152370,1,38 39
املنستير,43,43,agree,قائمة الاتحاد الوطني للمستقلين,659,,0.43,0.43,agree,152370,1,38 39
املنستير,44,44,agree,قائمة مواطنون و نشارك,3158,,2.07,2.07,agree,152370,1,38 39
املنستير,45,45,agree,قائمة الوطن الجديد,264,,0.17,0.17,agree,152370,1,38 39
املنستير,46,46,agree,قائمة طموح الشباب,1419,,0.93,0.93,agree,152370,1,38 39
املنستير,47,47,agree,قائمة غدوة خير,786,,0.52,0.52,agree,152370,1,38 39
املنستير,48,48,agree,قائمة العزيمة,218,,0.14,0.14,agree,152370,1,38 39
املنستير,49,49,agree,,309,,0.2,0.2,agree,152370,1,38 39
املنستير,50,50,agree,قائمة الفلاح البسيط,521,,0.34,0.34,agree,152370,1,38 39
نابل 2,1,,unread,قائمة الحزب الدستوري الحر,7554,,8.28,8.28,agree,91187,1,40 41
نابل 2,2,,unread,قائمة الجهة,990,,1.09,1.09,agree,91187,1,40 41
نابل 2,3,38,differ,القائمة المستقلة الفلاح,2314,,2.54,2.54,agree,91187,1,40 41
نابل 2,4,,unread,قائمة حزب تيّار المحبة,675,,0.74,0.74,agree,91187,1,40 41
نابل 2,5,,unread,قائمة مستقلون لأجل تونس,3845,,4.22,4.22,agree,91187,1,40 41
نابل 2,6,,unread,قائمة أمل و عمل المستقلة,1245,,1.37,1.37,agree,91187,1,40 41
نابل 2,7,,unread,قائمة الجهة الشعبية,745,,0.82,0.82,agree,91187,1,40 41
نابل 2,8,8,agree,,1665,,1.83,1.83,agree,91187,1,40 41
نابل 2,9,,unread,قائمة أحبك يا شعب,527,,0.58,0.58,agree,91187,1,40 41
نابل 2,10,10,agree,قائمة كلنا للوطن,889,,0.97,0.97,agree,91187,1,40 41
نابل 2,11,11,agree,قائمة حزب حركة أوفياء للوطن,358,,0.39,0.39,agree,91187,1,40 41
نابل 2,12,12,agree,قائمة البنية التحتية و الفلاحة أولوية,1095,,1.2,1.2,agree,91187,1,40 41
نابل 2,13,13,agree,قائمة عيش تونبي,1913,,2.1,2.1,agree,91187,1,40 41
نابل 2,14,,unread,قائمة حركة الهضة بنابل 2,13417,,14.71,14.71,agree,91187,1,40 41
نابل 2,15,15,agree,قائمة التيار الديمقراطي,5320,,5.83,5.83,agree,91187,1,40 41
نابل 2,16,16,agree,قائمة تونس أخرى,304,,0.33,0.33,agree,91187,1,40 41
نابل 2,17,17,agree,قائمة البديل التونسي,2675,,2.93,2.93,agree,91187,1,40 41
نابل 2,18,18,agree,قائمة حزب المؤتمر من أجل الجمهورية,427,,0.47,0.47,agree,91187,1,40 41
نابل 2,19,19,agree,قائمة آفاق تونس,2380,,2.61,2.61,agree,91187,1,40 41
نابل 2,20,20,agree,قائمة مواطنون و نشارك,1786,,1.96,1.96,agree,91187,1,40 41
نابل 2,21,21,agree,قائمة المثابرة,767,,0.84,0.84,agree,91187,1,40 41
نابل 2,22,22,agree,قائمة الإتحاد,585,,0.64,0.64,agree,91187,1,40 41
نابل 2,23,23,agree,قائمة الوطن الجديد,781,,0.86,0.86,agree,91187,1,40 41
نابل 2,24,,unread,قائمة قلب تونس,15924,,17.46,17.46,agree,91187,1,40 41
نابل 2,25,25,agree,قائمة حزب الأمل,847,,0.93,0.93,agree,91187,1,40 41
نابل 2,26,26,agree,قائمة الاإتحاد الديمقراطي الاجتماعي,1034,,,1.13,differ,91187,1,40 41
نابل 2,27,27,agree,قائمة بني وطني,282,,0.31,0.31,agree,91187,1,40 41
نابل 2,28,28,agree,قائمة حركة مشروع تونس,908,,1.0,1.0,agree,91187,1,40 41
نابل 2,29,29,agree,قائمة ائتلاف الكرامة,5810,,6.37,6.37,agree,91187,1,40 41
نابل 2,30,30,agree,قائمة حزب صوت الفلاحين,596,,0.65,0.65,agree,91187,1,40 41
نابل 2,31,31,agree,قائمة المستقلون الديمقراطيون,112,,0.12,0.12,agree,91187,1,40 41
نابل 2,32,32,agree,قائمة النصر لتونس,214,,0.23,0.23,agree,91187,1,40 41
نابل 2,33,33,agree,قائمة الحزب الاشتراكي الدستوري,749,,0.82,0.82,agree,91187,1,40 41
نابل 2,34,,unread,قائمة تاج الدخلة,428,,0.47,0.47,agree,91187,1,40 41
نابل 2,35,35,agree,قائمة حركة الشعب,2287,,2.51,2.51,agree,91187,1,40 41
نابل 2,36,36,agree,قائمة الاتحاد الوطني للمستقلين,183,,0.2,0.2,agree,91187,1,40 41
نابل 2,37,37,agree,قائمة نحبك يا تونس,588,,0.64,0.64,agree,91187,1,40 41
نابل 2,38,38,agree,قائمة قلب نابل,653,,0.72,0.72,agree,91187,1,40 41
نابل 2,39,39,agree,قائمة فيق !,722,,0.79,0.79,agree,91187,1,40 41
نابل 2,40,40,agree,قائمة من أجل تأسيس جديد,868,,0.95,0.95,agree,91187,1,40 41
نابل 2,41,41,agree,قائمة حركة تحيا تونس,6725,,7.37,7.37,agree,91187,1,40 41
الكاف,1,1,agree,,784,,1.42,1.42,agree,55032,1,42 43
الكاف,2,2,agree,قائمة وقيت...قايمتنا,1407,,2.56,2.56,agree,55032,1,42 43
الكاف,3,3,agree,قائمة كلنا للوطن,907,,1.65,1.65,agree,55032,1,42 43
الكاف,4,4,agree,قائمة حركة شباب تونس الوطني,921,,1.67,1.67,agree,55032,1,42 43
الكاف,5,5,agree,قائمة الكاف في القلب,878,,1.6,1.6,agree,55032,1,42 43
الكاف,6,6,agree,,1324,,2.41,2.41,agree,55032,1,42 43
الكاف,7,7,agree,قائمة البديل التونسي,1230,,2.24,2.24,agree,55032,1,42 43
الكاف,8,8,agree,قائمة الجبية,962,,1.75,1.75,agree,55032,1,42 43
الكاف,9,9,agree,قائمة حركة مشروع تونس,1758,,3.19,3.19,agree,55032,1,42 43
الكاف,10,10,agree,قائمة دريم,207,,0.38,0.38,agree,55032,1,42 43
الكاف,11,11,agree,قائمة حركة هلموا لتونس,210,,0.38,0.38,agree,55032,1,42 43
الكاف,12,12,agree,قائمة آفاق تونس,355,,0.65,0.65,agree,55032,1,42 43
الكاف,13,13,agree,قائمة حركة نداء تونس,469,,0.85,0.85,agree,55032,1,42 43
الكاف,14,14,agree,,1499,,2.72,2.72,agree,55032,1,42 43
الكاف,15,15,agree,,382,,0.69,0.69,agree,55032,1,42 43
الكاف,16,16,agree,قائمة حركة الشعب,1978,,3.59,3.59,agree,55032,1,42 43
الكاف,17,17,agree,"قائمة كلمة وحدة ""الكاف""",1344,,2.44,2.44,agree,55032,1,42 43
الكاف,18,18,agree,قائمة الاتحاد الديمقراطي الاجتماعي,408,,0.74,0.74,agree,55032,1,42 43
الكاف,19,19,agree,قائمة عيش تونسي,562,,1.02,1.02,agree,55032,1,42 43
الكاف,20,20,agree,قائمة قلب تونس,13085,,23.78,23.78,agree,55032,1,42 43
الكاف,21,21,agree,قائمة الاتحاد الوطني للمستقلين,347,,0.63,0.63,agree,55032,1,42 43
الكاف,22,22,agree,,517,,0.94,0.94,agree,55032,1,42 43
الكاف,23,23,agree,قائمة الكاف العالي,766,,1.39,1.39,agree,55032,1,42 43
الكاف,24,24,agree,قائمة بني وطني,398,,0.72,0.72,agree,55032,1,42 43
الكاف,25,25,agree,قائمة تونس أخرى,349,,0.63,0.63,agree,55032,1,42 43
الكاف,26,26,agree,قائمة الوطن الجديد,229,,0.42,0.42,agree,55032,1,42 43
الكاف,27,27,agree,قائمة التيار الديمقراطي,1887,,3.43,3.43,agree,55032,1,42 43
الكاف,28,28,agree,قائمة أولاد البلاد,442,,0.8,0.8,agree,55032,1,42 43
الكاف,29,29,agree,قائمة الحزب الاشتراي,590,,1.07,1.07,agree,55032,1,42 43
الكاف,30,30,agree,قائمة الفلاحة هي الحل,1463,,2.66,2.66,agree,55032,1,42 43
الكاف,31,31,agree,قائمة حزب تيّار المحبة,300,,0.55,0.55,agree,55032,1,42 43
الكاف,32,32,agree,قائمة المستقلون الأحرار,999,,1.82,1.82,agree,55032,1,42 43
الكاف,33,33,agree,قائمة الكاف وقتاش,691,,1.26,1.26,agree,55032,1,42 43
الكاف,34,34,agree,قائمة حركة تحيا تونس,1006,,1.83,1.83,agree,55032,1,42 43
الكاف,35,35,agree,قائمة الحزب الاشتراكي الدستوري,206,,0.37,0.37,agree,55032,1,42 43
الكاف,36,36,agree,قائمة الكرامة و الأمل,172,,0.31,0.31,agree,55032,1,42 43
الكاف,37,37,agree,قائمة بدّل العقلية,282,,0.51,0.51,agree,55032,1,42 43
الكاف,38,38,agree,قائمة الرجوع إلى الأصل,156,,0.28,0.28,agree,55032,1,42 43
الكاف,39,39,agree,قائمة أنقذ تونس,109,,0.2,0.2,agree,55032,1,42 43
الكاف,40,40,agree,قائمة أحرار الكاف,443,,0.8,0.8,agree,55032,1,42 43
الكاف,41,41,agree,قائمة التحدي,356,,0.65,0.65,agree,55032,1,42 43
الكاف,42,42,agree,قائمة الكاف هي الكل,406,,0.74,0.74,agree,55032,1,42 43
الكاف,43,43,agree,,129,,0.23,0.23,agree,55032,1,42 43
الكاف,44,44,agree,قائمة الكاف حرة,1173,,2.13,2.13,agree,55032,1,42 43
الكاف,45,45,agree,قائمة ائتلاف الكرامة,1122,,2.04,2.04,agree,55032,1,42 43
الكاف,46,46,agree,قائمة الجبهة الشعبية,1014,,1.84,1.84,agree,55032,1,42 43
الكاف,47,47,agree,قائمة الشجرة الطيبة,125,,0.23,0.23,agree,55032,1,42 43
الكاف,48,48,agree,قائمة أمل وعمل المستقلة,250,,0.45,0.45,agree,55032,1,42 43
الكاف,49,49,agree,قائمة الكاف تسكننا,410,,0.75,0.75,agree,55032,1,42 43
الكاف,50,50,agree,قائمة حزب الأمل,494,,0.9,0.9,agree,55032,1,42 43
الكاف,51,51,agree,قائمة حركة اللنهضة بالكاف,7531,,13.68,13.68,agree,55032,1,42 43
جندوبة,1,1,agree,قائمة الجهة الشعبية,4057,,5.31,5.31,agree,76425,1,44 45
جندوبة,2,2,agree,قائمة سنابل جندوبة,1618,,2.12,2.12,agree,76425,1,44 45
جندوبة,3,3,agree,قائمة حركة الشعب,4849,,6.34,6.34,agree,76425,1,44 45
جندوبة,4,4,agree,قائمة قلب تونس,17633,,23.07,23.07,agree,76425,1,44 45
جندوبة,5,5,agree,قائمة تونس المتألقة,349,,0.46,0.46,agree,76425,1,44 45
جندوبة,6,6,agree,قائمة حركة مشروع تونس,924,,1.21,1.21,agree,76425,1,44 45
جندوبة,7,7,agree,قائمة لنكن معا,481,,0.63,0.63,agree,76425,1,44 45
جندوبة,8,8,agree,قائمة تونس الي نحبوها,422,,0.55,0.55,agree,76425,1,44 45
جندوبة,9,9,agree,قائمة الحزب الدستوري الحر,1714,,2.24,2.24,agree,76425,1,44 45
جندوبة,10,10,agree,قائمة حركة نداء تونس,663,,0.87,0.87,agree,76425,1,44 45
جندوبة,11,11,agree,قائمة حركة هلموا لتونس,477,,0.62,0.62,agree,76425,1,44 45
جندوبة,12,12,agree,قائمة حركة تحيا تونس,4009,,5.25,5.25,agree,76425,1,44 45
جندوبة,13,13,agree,قائمة الجية,597,,0.78,0.78,agree,76425,1,44 45
جندوبة,14,14,agree,قائمة صوت الضمير,475,,0.62,0.62,agree,76425,1,44 45
جندوبة,15,15,agree,قائمة البديل التونسي,312,,0.41,0.41,agree,76425,1,44 45
جندوبة,16,16,agree,قائمة الحزب الاشتراكي الدستوري,760,,0.99,0.99,agree,76425,1,44 45
جندوبة,17,17,agree,قائمة الاقلاع بجندوبة,1403,,1.84,1.84,agree,76425,1,44 45
جندوبة,18,18,agree,قائمة أمل وعمل المستقلة,725,,0.95,0.95,agree,76425,1,44 45
جندوبة,19,19,agree,قائمة عيش تونبسي,1022,,1.34,1.34,agree,76425,1,44 45
جندوبة,20,20,agree,قائمة كفانا...,685,,0.9,0.9,agree,76425,1,44 45
جندوبة,21,21,agree,قائمة تونس أخرى,891,,1.17,1.17,agree,76425,1,44 45
جندوبة,22,22,agree,قائمة من أجل الوطن,312,,0.41,0.41,agree,76425,1,44 45
جندوبة,23,23,agree,قائمة الرابطة الخضبراء,317,,0.41,0.41,agree,76425,1,44 45
جندوبة,24,24,agree,قائمة حزب المؤتمرمن أجل الجمهورية,283,,0.37,0.37,agree,76425,1,44 45
جندوبة,25,25,agree,قائمة حركة الهضة بجندوبة,11798,,15.44,15.44,agree,76425,1,44 45
جندوبة,26,26,agree,قائمة صوت الفلاحين,2687,,3.52,3.52,agree,76425,1,44 45
جندوبة,27,27,agree,قائمة رابطة الأحرار للعدالة والتنمية,1368,,1.79,1.79,agree,76425,1,44 45
جندوبة,28,28,agree,قائمة ائتلاف الكرامة,2892,,3.78,3.78,agree,76425,1,44 45
جندوبة,29,29,agree,,1371,,1.79,1.79,agree,76425,1,44 45
جندوبة,30,30,agree,قائمة شمس خمير,1817,,2.38,2.38,agree,76425,1,44 45
جندوبة,31,31,agree,قائمة الاتحاد الديمقراطي الاجتماعي,434,,0.57,0.57,agree,76425,1,44 45
جندوبة,32,32,agree,قائمة الوفاء لجندوبة,404,,0.53,0.53,agree,76425,1,44 45
جندوبة,33,33,agree,قائمة كلنا للوطن,1030,,1.35,1.35,agree,76425,1,44 45
جندوبة,34,34,agree,قائمة جندوبة تجمعنا,275,,0.36,0.36,agree,76425,1,44 45
جندوبة,35,35,agree,قائمة آفاق تونس,171,,0.22,0.22,agree,76425,1,44 45
جندوبة,36,36,agree,قائمة إلى الأمام جندوبة القوى الديمقراطية,162,,0.21,0.21,agree,76425,1,44 45
