governorate_ar,constituency_ar,imada_ar,adm4_pcode,adm4_name_ar,adm4_name,adm3_pcode,delegation_name,governorate_name,lat,lon,area_sqkm,registry_voters,match_score,match_method,match_scope
أريانة,أريانة المدينة,أريانة الجديدة,TN125151,اريانة الجديدة,La Nouvelle Ariana,TN1251,Ariana Médina,Ariana,36.85376897,10.18236318,0.535224,5209,1.0000,scoped,constituency
أريانة,أريانة المدينة,أريانة العليا,TN125152,أريانة العليا,Ariana Superieur,TN1251,Ariana Médina,Ariana,36.87339252,10.16711195,6.202261,16430,1.0000,scoped,constituency
أريانة,أريانة المدينة,أريانة المدينة,TN125153,اريانة المدينة,L'Ariana Ville,TN1251,Ariana Médina,Ariana,36.86879905,10.18448870,0.889464,10593,1.0000,scoped,constituency
أريانة,أريانة المدينة,التعمير,TN125156,التعمير,Etaamir,TN1251,Ariana Médina,Ariana,36.86687855,10.19242055,1.139266,7805,1.0000,scoped,constituency
أريانة,أريانة المدينة,المنزه الخامس,TN125154,المنزه الخامس,El Menzah V,TN1251,Ariana Médina,Ariana,36.84802069,10.17592466,1.351132,8318,1.0000,scoped,constituency
أريانة,أريانة المدينة,المنزه السادس,TN125155,المنزه السادس,El Menzah VI,TN1251,Ariana Médina,Ariana,36.84837817,10.16339437,0.836472,10524,1.0000,scoped,constituency
أريانة,أريانة المدينة,النصر 1,TN125158,النصر 1,Ennasr 1,TN1251,Ariana Médina,Ariana,36.85924518,10.17001653,2.221725,9874,1.0000,scoped,constituency
أريانة,أريانة المدينة,النصر 2,TN125159,النصر 2,Ennasr 2,TN1251,Ariana Médina,Ariana,36.86587929,10.15528512,3.888443,21598,1.0000,scoped,constituency
أريانة,أريانة المدينة,الياسمينة,TN125157,الياسمينة,El Yasmina,TN1251,Ariana Médina,Ariana,36.85363432,10.19406671,1.323836,18421,1.0000,scoped,constituency
أريانة,المنيهلة,15 أكتوبر,TN125755,15أكتوبر,15 Octobre,TN1257,Mnihla,Ariana,36.85660943,10.09115066,3.112211,4567,1.0000,scoped,constituency
أريانة,المنيهلة,البساتين,TN125754,البساتين,El-Bassatine,TN1257,Mnihla,Ariana,36.84568768,10.10101022,0.949587,11410,1.0000,scoped,constituency
أريانة,المنيهلة,الرفاهة,TN125752,الرفاهة,Errafaha,TN1257,Mnihla,Ariana,36.86663215,10.12920635,10.047668,12830,1.0000,scoped,constituency
أريانة,المنيهلة,المنيهلة,TN125751,المنيهلة,El Mnihla,TN1257,Mnihla,Ariana,36.86741030,10.09970448,8.892346,11396,1.0000,scoped,constituency
أريانة,المنيهلة,النصر,TN125753,النصر,En-Nasr,TN1257,Mnihla,Ariana,36.84218631,10.11189315,0.567690,20755,1.0000,scoped,constituency
أريانة,حي التضامن,18جانفي,TN125654,18جانفي,18 Janvier,TN1256,Ettadhamen,Ariana,36.83150334,10.10299281,0.472002,21700,1.0000,scoped,constituency
أريانة,حي التضامن,2مارس,TN125655,20مارس,20 Mars,TN1256,Ettadhamen,Ariana,36.83760460,10.10128182,0.366136,6660,0.9091,scoped,constituency
أريانة,حي التضامن,ابن خلدون,TN125652,ابن خلدون,Ibn Khaldoun,TN1256,Ettadhamen,Ariana,36.83692012,10.11224653,0.243341,680,1.0000,scoped,constituency
أريانة,حي التضامن,ابو القاسم الشابي,TN125658,ابو القاسم الشابي,Abulkassem Ech-Chebbi,TN1256,Ettadhamen,Ariana,36.83872158,10.10785871,0.278062,1743,1.0000,scoped,constituency
أريانة,حي التضامن,التضامن 4,TN125651,حي التضامن,Cite Ettadhamen,TN1256,Ettadhamen,Ariana,36.83262089,10.11310238,0.454671,4964,0.8235,near,constituency
أريانة,حي التضامن,المنجي سليم,TN125656,منجي سليم,Mongi Slim,TN1256,Ettadhamen,Ariana,36.84081907,10.09802486,0.184212,4578,0.9000,scoped,constituency
أريانة,حي التضامن,حي التضامن,TN125651,حي التضامن,Cite Ettadhamen,TN1256,Ettadhamen,Ariana,36.83262089,10.11310238,0.454671,17225,1.0000,scoped,constituency
أريانة,حي التضامن,خير الدين باشا,TN125659,خير الدين باشا,Khaireddine Pacha,TN1256,Ettadhamen,Ariana,36.84217024,10.10421142,0.213810,981,1.0000,scoped,constituency
أريانة,روّاد 1,جعفر,TN125351,جعفر,Jaafer,TN1253,Raoued,Ariana,36.91682335,10.18253604,2.477105,16129,1.0000,scoped,constituency
أريانة,روّاد 1,رواد,TN125355,روّاد,Raoued,TN1253,Raoued,Ariana,36.96013903,10.20523359,14.437187,11726,1.0000,scoped,constituency
أريانة,روّاد 1,سيدي عمر بوخطيوة,TN125357,سيدي عمر بوخطيوة,Sidi Amor Bou Khtioua,TN1253,Raoued,Ariana,36.94026433,10.17356400,9.645599,8716,1.0000,scoped,constituency
أريانة,روّاد 2,الغزالة,TN125354,الغزالة,El Ghazala,TN1253,Raoued,Ariana,36.88258552,10.17916892,1.223273,13624,1.0000,scoped,constituency
أريانة,روّاد 2,المدينة الفاضلة,TN125353,المدينة الفاضلة,El Medina El Fadhila,TN1253,Raoued,Ariana,36.89758175,10.16401146,6.569129,6815,1.0000,scoped,constituency
أريانة,روّاد 2,النخيلات,TN125352,النخيلات,Enkhilet,TN1253,Raoued,Ariana,36.89268659,10.19604731,4.050133,13867,1.0000,scoped,constituency
أريانة,روّاد 2,برج الطويل,TN125356,برج الطويل,Bourj Ettouil,TN1253,Raoued,Ariana,36.92307769,10.13944987,17.790158,8136,1.0000,scoped,constituency
أريانة,سكرة 1,البساتين,TN125253,البساتين,El Bessatine,TN1252,Soukra,Ariana,36.87648539,10.23103010,3.095042,4103,1.0000,scoped,constituency
أريانة,سكرة 1,دار فضال,TN125252,دار فضال,Dar Fadhal,TN1252,Soukra,Ariana,36.86588751,10.24253330,2.375755,13734,1.0000,scoped,constituency
أريانة,سكرة 1,سكرة,TN125251,سكرة,Soukra,TN1252,Soukra,Ariana,36.87619251,10.25821522,8.426084,19977,1.0000,scoped,constituency
أريانة,سكرة 1,شطرانة,TN125254,شطرانة,Chotrana,TN1252,Soukra,Ariana,36.89526013,10.21943831,6.680596,8093,1.0000,scoped,constituency
أريانة,سكرة 2,التعمير الخامس,TN125257,التعمير,Ettaamir,TN1252,Soukra,Ariana,36.87474335,10.21097287,2.006707,14675,0.9000,scoped,constituency
أريانة,سكرة 2,النسيم,TN125256,النسيم,Ennasim,TN1252,Soukra,Ariana,36.87628642,10.19506466,2.714111,19228,1.0000,scoped,constituency
أريانة,سكرة 2,برج الوزير,TN125255,برج الوزير,Borj El Ouzir,TN1252,Soukra,Ariana,36.86071727,10.20930641,3.010268,8805,1.0000,scoped,constituency
أريانة,قلعة الأندلس - سيدي ثابت,الحسيان,TN125455,الحسيان,El Hessiane,TN1254,Kalaat El Andalous,Ariana,36.98827072,10.18219721,29.195867,537,1.0000,scoped,constituency
أريانة,قلعة الأندلس - سيدي ثابت,المنجي سليم,TN125553,المنجي سليم,Mongi Slim,TN1255,Sidi Thabet,Ariana,36.89504780,10.02586213,16.788542,2969,1.0000,scoped,constituency
أريانة,قلعة الأندلس - سيدي ثابت,النحلي,TN125456,النحلي,Ennahli,TN1254,Kalaat El Andalous,Ariana,36.90217702,10.12179226,7.957027,1380,1.0000,scoped,constituency
أريانة,قلعة الأندلس - سيدي ثابت,بجاوة,TN125552,بجاوة,Bejaoua,TN1255,Sidi Thabet,Ariana,36.86218009,10.01523459,13.464852,2194,1.0000,scoped,constituency
أريانة,قلعة الأندلس - سيدي ثابت,بوحنش,TN125454,بوحنش,Bou Hanach,TN1254,Kalaat El Andalous,Ariana,36.96121024,10.11713982,39.195341,1522,1.0000,scoped,constituency
أريانة,قلعة الأندلس - سيدي ثابت,سبالة بن عمار,TN125554,سبالة بن عمار,Cebalet Ben Ammar,TN1255,Sidi Thabet,Ariana,36.91055471,10.09785342,20.214633,4346,1.0000,scoped,constituency
أريانة,قلعة الأندلس - سيدي ثابت,سيدي ثابت,TN125551,سيدي ثابت,Sidi Thabet,TN1255,Sidi Thabet,Ariana,36.90201174,10.05866472,13.429154,7118,1.0000,scoped,constituency
أريانة,قلعة الأندلس - سيدي ثابت,شرفش,TN125555,شرفش,Chorfech,TN1255,Sidi Thabet,Ariana,36.94902387,10.04994379,33.245882,2528,1.0000,scoped,constituency
أريانة,قلعة الأندلس - سيدي ثابت,قلعة الاندلس الشرقية,TN125451,قلعة الاندلس الشرقية,Kalaat El Andalous Est,TN1254,Kalaat El Andalous,Ariana,37.06357054,10.14772051,60.233652,8050,1.0000,scoped,constituency
أريانة,قلعة الأندلس - سيدي ثابت,قلعة الاندلس الغربية,TN125452,قلعة الاندلس الغربية,Kalaat El Andalous Ouest,TN1254,Kalaat El Andalous,Ariana,37.05756168,10.10519395,23.350525,6896,1.0000,scoped,constituency
أريانة,قلعة الأندلس - سيدي ثابت,قنطرة بنزرت,TN125453,قنطرة بنزرت,Pont De Bizerte,TN1254,Kalaat El Andalous,Ariana,36.99081845,10.07653244,29.420761,2290,1.0000,scoped,constituency
القصرين,القصرين الجنوبية - حاسي الفريد,الدغرة,TN425255,الدغرة,Eddoghra,TN4252,Kasserine Sud,Kassérine,35.17399838,8.69796749,107.393127,1563,1.0000,scoped,constituency
القصرين,القصرين الجنوبية - حاسي الفريد,السلوم,TN425454,السلوم,Essalloum,TN4254,Hassi El Ferid,Kassérine,35.08887966,8.98242476,85.037631,1768,1.0000,scoped,constituency
القصرين,القصرين الجنوبية - حاسي الفريد,العويجة,TN425251,العويجة,El Aouija,TN4252,Kasserine Sud,Kassérine,35.11531359,8.88485381,212.875159,2675,1.0000,scoped,constituency
القصرين,القصرين الجنوبية - حاسي الفريد,الكامور,TN425455,الكامور,El Kamour,TN4254,Hassi El Ferid,Kassérine,34.87416579,8.83473279,341.263813,5365,1.0000,scoped,constituency
القصرين,القصرين الجنوبية - حاسي الفريد,الهشيم,TN425452,الهشيم,El Hechim,TN4254,Hassi El Ferid,Kassérine,34.99734997,9.00673623,150.160482,1522,1.0000,scoped,constituency
القصرين,القصرين الجنوبية - حاسي الفريد,بوزقام,TN425254,بوزقام,Bouzguam,TN4252,Kasserine Sud,Kassérine,35.22539370,8.89364930,83.665377,7475,1.0000,scoped,constituency
القصرين,القصرين الجنوبية - حاسي الفريد,بولهيجات,TN425252,بولهيجات,Boulhijet,TN4252,Kasserine Sud,Kassérine,35.06601504,8.63581247,149.542398,1562,1.0000,scoped,constituency
القصرين,القصرين الجنوبية - حاسي الفريد,حاسي الفريد,TN425451,حاسي الفريد,Hassi El Ferid,TN4254,Hassi El Ferid,Kassérine,34.94185729,8.93829902,257.825101,5163,1.0000,scoped,constituency
القصرين,القصرين الجنوبية - حاسي الفريد,خنقة الجازية,TN425453,خنقة الجازية,Khanguet Jezia,TN4254,Hassi El Ferid,Kassérine,35.06737428,9.09771898,134.825745,1692,1.0000,scoped,constituency
القصرين,القصرين الجنوبية - حاسي الفريد,سيدي حراث,TN425256,سيدي حراث,Sidi Harreth,TN4252,Kasserine Sud,Kassérine,35.25925167,8.80924336,79.655203,1083,1.0000,scoped,constituency
القصرين,القصرين الجنوبية - حاسي الفريد,مقدودش,TN425253,مقدودش,Meghdoudech,TN4252,Kasserine Sud,Kassérine,35.00503436,8.69741268,232.349559,2601,1.0000,scoped,constituency
القصرين,القصرين الشمالية - الزهور,البساتين,TN425153,البساتين,El Bassatine,TN4251,Kasserine Nord,Kassérine,35.17577709,8.83872162,2.965745,17398,1.0000,scoped,constituency
القصرين,القصرين الشمالية - الزهور,الخضراء,TN425154,الخضراء,El Khadhra,TN4251,Kasserine Nord,Kassérine,35.16799589,8.81173447,3.382115,3451,1.0000,scoped,constituency
القصرين,القصرين الشمالية - الزهور,الزهور الشرقي 1,TN425351,الزهور الشرقي 1,Ezzouhour Est (1),TN4253,Ezzouhour,Kassérine,35.16496511,8.83516627,0.276607,864,1.0000,scoped,constituency
القصرين,القصرين الشمالية - الزهور,الزهور الشرقي 2,TN425352,الزهور الشرقي 2,Ezzouhour Est (2),TN4253,Ezzouhour,Kassérine,35.15679188,8.83948823,0.521854,2542,1.0000,scoped,constituency
القصرين,القصرين الشمالية - الزهور,الزهور الغربي 1,TN425353,الزهور الغربي 1,Ezzouhour Ouest (1),TN4253,Ezzouhour,Kassérine,35.15882300,8.83462708,0.161988,1317,1.0000,scoped,constituency
القصرين,القصرين الشمالية - الزهور,الزهور الغربي 2,TN425354,الزهور الغربي 2,Ezzouhour Ouest (2),TN4253,Ezzouhour,Kassérine,35.15427271,8.83530785,0.578610,2800,1.0000,scoped,constituency
القصرين,القصرين الشمالية - الزهور,الزهور الغربي 3,TN425355,الزهور الغربي 3,Ezzouhour Ouest (3),TN4253,Ezzouhour,Kassérine,35.15669773,8.82747925,0.745212,10469,1.0000,scoped,constituency
القصرين,القصرين الشمالية - الزهور,الزهور الغربي 4,TN425356,الزهور الغربي 4,Ezzouhour Ouest (4),TN4253,Ezzouhour,Kassérine,35.16125415,8.81864060,0.886295,2254,1.0000,scoped,constituency
القصرين,القصرين الشمالية - الزهور,العريش,TN425155,العريش,El Arich,TN4251,Kasserine Nord,Kassérine,35.20825403,8.80823441,41.402647,2069,1.0000,scoped,constituency
القصرين,القصرين الشمالية - الزهور,النور الشرقي,TN425151,النور الشرقي,Ennour Est,TN4251,Kasserine Nord,Kassérine,35.17246856,8.85338994,2.735847,26069,1.0000,scoped,constituency
القصرين,القصرين الشمالية - الزهور,النور الغربي,TN425152,النور الغربي,Ennour Ouest,TN4251,Kasserine Nord,Kassérine,35.15913063,8.84698488,1.846547,7467,1.0000,scoped,constituency
القصرين,القصرين الشمالية - الزهور,بولعابة,TN425156,بولعابة,Boulaaba,TN4251,Kasserine Nord,Kassérine,35.22283047,8.73407549,45.446521,2282,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,أفران,TN426156,أفران,Afrane,TN4261,Foussana,Kassérine,35.42789827,8.40685895,104.201189,1551,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,أولاد محفوظ,TN426155,أولاد محفوظ,Ouled Mahfoudh,TN4261,Foussana,Kassérine,35.34725039,8.56241325,98.781299,2370,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,الأجرد,TN426054,الأجرد,Lajrad,TN4260,Hidra,Kassérine,35.45757745,8.56171299,120.724396,597,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,البريكة,TN426160,البريكة,El Brika,TN4261,Foussana,Kassérine,35.24260133,8.66541221,78.927975,1235,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,الجوي,TN425957,الجوى,El Joua,TN4259,Thala,Kassérine,35.51429270,8.75415642,93.357332,1539,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,الحازة,TN426159,الحازة,El Hazza,TN4261,Foussana,Kassérine,35.36905195,8.39109912,102.649947,1063,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,الحماد,TN425958,الحماد,El Hamed,TN4259,Thala,Kassérine,35.48883247,8.68777807,108.044324,1007,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,الدشرة,TN425953,الدشرة,Eddachra,TN4259,Thala,Kassérine,35.64180276,8.63152241,70.071446,1318,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,الرطيبات,TN426163,الرطيبات,Er-Rtibet,TN4261,Foussana,Kassérine,35.40128342,8.70548590,29.761814,1973,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,الشافعي,TN425963,الشافعي,Ech-Chaffai,TN4259,Thala,Kassérine,35.54505090,8.60285364,75.226797,609,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,الصري,TN426055,الصري,Es-Sray,TN4260,Hidra,Kassérine,35.55698955,8.39731002,71.848190,272,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,الطباقة,TN426052,الطباقة,T'Baga,TN4260,Hidra,Kassérine,35.50482107,8.45804797,74.132301,1206,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,العذيرة,TN426158,العذيرة,El Aadhira,TN4261,Foussana,Kassérine,35.31883340,8.48900719,65.309326,1819,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,المزيرعة,TN426157,المزيرعة,El Meziraa,TN4261,Foussana,Kassérine,35.29284335,8.62080427,72.150390,2184,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,المكيمن,TN426053,المكيمن,El Mekimen,TN4260,Hidra,Kassérine,35.63196239,8.47302308,97.162312,525,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,برماجنة,TN425955,برماجنة,Barmajna,TN4259,Thala,Kassérine,35.63139150,8.69830293,66.188022,483,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,بو الاحناش,TN425960,بو الأحناش,Boulahnech,TN4259,Thala,Kassérine,35.68702342,8.72689751,36.048368,743,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,بودرياس,TN426161,بودرياس,Bouderiass,TN4261,Foussana,Kassérine,35.25029986,8.47334447,81.088748,2259,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,تالة الشرقية,TN425951,تالة الشرقية,Thala Est,TN4259,Thala,Kassérine,35.57762530,8.67090233,1.442886,5274,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,تالة الغربية,TN425952,تالة الغربية,Thala Ouest,TN4259,Thala,Kassérine,35.57715928,8.66712026,1.344182,7437,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,حيدرة,TN426051,حيدرة,Hidra,TN4260,Hidra,Kassérine,35.55780706,8.50114601,106.845634,3342,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,خمودة الجنوبية,TN426154,خمودةالجنوبية,Khmouda Sud,TN4261,Foussana,Kassérine,35.34754183,8.78148766,52.118494,2146,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,خمودة الشمالية,TN426153,خمودة الشمالية,Khmouda Nord,TN4261,Foussana,Kassérine,35.32256369,8.71912553,53.071075,3856,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,زلفان,TN425959,زلفان,Zelfane,TN4259,Thala,Kassérine,35.41921269,8.77465779,50.974169,2157,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,سيدي محمد,TN425961,سيدي محمد,Sidi M'Hammed,TN4259,Thala,Kassérine,35.72607231,8.77806606,72.286790,668,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,عين الجديدة,TN425954,عين الجديدة,Ain Aj-Jadeida,TN4259,Thala,Kassérine,35.63644138,8.75005009,41.758535,2782,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,عين الجنان,TN426162,عين الجنان,Ain El Jinene,TN4261,Foussana,Kassérine,35.29433944,8.37830895,71.598392,1196,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,عين الدفلة,TN426056,عين الدفلة,Ain Eddefla,TN4260,Hidra,Kassérine,35.60680435,8.57044298,25.333862,767,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,فوسانة,TN426151,فوسانة,Foussana,TN4261,Foussana,Kassérine,35.35110798,8.62223816,21.961323,10968,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,فوسانة الأحواز,TN426152,فوسانة الأحواز,Foussana Lahouaz,TN4261,Foussana,Kassérine,35.35541997,8.67580450,81.499340,2547,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,وادي الرشح,TN425956,وادي الرشح,Oued Errachech,TN4259,Thala,Kassérine,35.43097625,8.72724233,17.286048,645,1.0000,scoped,constituency
القصرين,تالة - حيدرة - فوسانة,ولجة الظل,TN425962,ولجة الظل,Ouljet Edhel,TN4259,Thala,Kassérine,35.73737007,8.67738435,82.627834,764,1.0000,scoped,constituency
القصرين,سبيبة - جدليان - العيون,إبراهيم الزهار,TN425654,إبراهيم الزهار,Brahim Ezzahhar,TN4256,Sbiba,Kassérine,35.54073501,9.22986733,83.279084,4168,1.0000,scoped,constituency
القصرين,سبيبة - جدليان - العيون,الأحواز,TN425652,الأحواز,El Ahouaz,TN4256,Sbiba,Kassérine,35.50773205,9.06668557,63.419764,5674,1.0000,scoped,constituency
القصرين,سبيبة - جدليان - العيون,البرك,TN425853,البرك,El Brek,TN4258,Ayoun,Kassérine,35.47146069,8.84121536,41.310232,2631,1.0000,scoped,constituency
القصرين,سبيبة - جدليان - العيون,البواجر,TN425854,البواجر,El Baouajer,TN4258,Ayoun,Kassérine,35.57767875,8.84130690,69.234109,1445,1.0000,scoped,constituency
القصرين,سبيبة - جدليان - العيون,الثماد,TN425656,الثماد,Etthamed,TN4256,Sbiba,Kassérine,35.45808891,9.23203821,85.947084,2441,1.0000,scoped,constituency
القصرين,سبيبة - جدليان - العيون,العيون,TN425851,العيون,El Ayoun,TN4258,Ayoun,Kassérine,35.53483241,8.85792677,70.454075,3486,1.0000,scoped,constituency
القصرين,سبيبة - جدليان - العيون,القرين,TN425852,القرين,El Grine,TN4258,Ayoun,Kassérine,35.41019308,8.84797319,56.162218,3427,1.0000,scoped,constituency
القصرين,سبيبة - جدليان - العيون,توشة,TN425855,توشة,Tiwicha,TN4258,Ayoun,Kassérine,35.48390995,8.94793178,116.087333,2722,1.0000,scoped,constituency
القصرين,سبيبة - جدليان - العيون,جدليان,TN425751,جدليان,Djedliane,TN4257,Jedeliane,Kassérine,35.59756254,9.04405225,46.874951,5674,1.0000,scoped,constituency
القصرين,سبيبة - جدليان - العيون,سبيبة,TN425651,سبيبة,Sbiba,TN4256,Sbiba,Kassérine,35.54476458,9.04579273,50.169197,11370,1.0000,scoped,constituency
القصرين,سبيبة - جدليان - العيون,عين أم الجدور,TN425755,عين أم الجدور,Ain Oum El Jedour,TN4257,Jedeliane,Kassérine,35.63351551,8.93681449,62.860995,1116,1.0000,scoped,constituency
القصرين,سبيبة - جدليان - العيون,عين الحمادنة,TN425753,عين الحمادنة,Ain El Hamadna,TN4257,Jedeliane,Kassérine,35.65654252,8.83020381,44.530893,920,1.0000,scoped,constituency
القصرين,سبيبة - جدليان - العيون,عين الخمائسية,TN425657,عين الخمائسية,Ain El Khemaissia,TN4256,Sbiba,Kassérine,35.47050288,9.12822814,61.820380,4702,1.0000,scoped,constituency
القصرين,سبيبة - جدليان - العيون,عين السلسلة,TN425856,عين السلسلة,Ain Esselsela,TN4258,Ayoun,Kassérine,35.57265658,8.96302059,58.328733,1048,1.0000,scoped,constituency
القصرين,سبيبة - جدليان - العيون,عين زيان,TN425655,عين زيان,Ain Zaiene,TN4256,Sbiba,Kassérine,35.41369870,9.18710126,47.477231,3347,1.0000,scoped,constituency
القصرين,سبيبة - جدليان - العيون,فج تربح,TN425752,فج تربح,Fej Terbah,TN4257,Jedeliane,Kassérine,35.69849910,8.92441003,85.581829,1682,1.0000,scoped,constituency
القصرين,سبيبة - جدليان - العيون,محرزة,TN425754,محرزة,Mehrza,TN4257,Jedeliane,Kassérine,35.61513425,8.83981816,35.254654,690,1.0000,scoped,constituency
القصرين,سبيبة - جدليان - العيون,وادي الحطب,TN425653,وادي الحطب,Oued El Hatab,TN4256,Sbiba,Kassérine,35.58277418,9.12504102,55.357104,3213,1.0000,scoped,constituency
القصرين,سبيطلة,الآثار,TN425561,الأثار,El Athar,TN4255,Sbeitla,Kassérine,35.16352758,9.09883360,117.463256,3419,1.0000,scoped,constituency
القصرين,سبيطلة,الخضراء,TN425560,الخضراء,El Khadhra,TN4255,Sbeitla,Kassérine,35.24660600,9.16003358,84.645449,3646,1.0000,scoped,constituency
القصرين,سبيطلة,الدولاب,TN425556,الدولاب,Eddouleb,TN4255,Sbeitla,Kassérine,35.37663762,9.05774181,104.658760,3350,1.0000,scoped,constituency
القصرين,سبيطلة,الرخمات,TN425554,الرخمات,Errakhmet,TN4255,Sbeitla,Kassérine,35.07081856,9.22510307,64.557170,3180,1.0000,scoped,constituency
القصرين,سبيطلة,الشرائع,TN425557,الشرائع,Ech-Charaya,TN4255,Sbeitla,Kassérine,35.21487504,9.01435305,69.138195,3666,1.0000,scoped,constituency
القصرين,سبيطلة,القرعة الحمراء,TN425563,القرعة الحمراء,El Garaa El Hamra,TN4255,Sbeitla,Kassérine,35.12130365,9.17267050,108.724520,5614,1.0000,scoped,constituency
القصرين,سبيطلة,القصر,TN425564,القصر,El Ksar,TN4255,Sbeitla,Kassérine,35.25501009,9.07044804,27.146773,2727,1.0000,scoped,constituency
القصرين,سبيطلة,القنة,TN425555,الفنة,El Gounna,TN4255,Sbeitla,Kassérine,35.40394569,9.10393596,103.182067,2693,0.8000,near,constituency
القصرين,سبيطلة,المزارة,TN425562,المزارة,El Mezara,TN4255,Sbeitla,Kassérine,35.07432825,9.17068375,62.993411,2193,1.0000,scoped,constituency
القصرين,سبيطلة,الوساعية,TN425559,الوساعية,Ouassaia,TN4255,Sbeitla,Kassérine,35.29324321,8.93198681,142.252255,3424,1.0000,scoped,constituency
القصرين,سبيطلة,حي السرور,TN425552,حي السرور,Cite Essourour,TN4255,Sbeitla,Kassérine,35.22020152,9.13630528,2.394914,6482,1.0000,scoped,constituency
القصرين,سبيطلة,سبيطلة,TN425551,سبيطلة,Sbeitla,TN4255,Sbeitla,Kassérine,35.24057080,9.11165760,6.574325,14012,1.0000,scoped,constituency
القصرين,سبيطلة,سمامة,TN425553,سمامة,Semama,TN4255,Sbeitla,Kassérine,35.37360162,8.91695099,118.537126,2702,1.0000,scoped,constituency
القصرين,سبيطلة,مشرق الشمس,TN425558,مشرق الشمس,Machrek Ech-Chams,TN4255,Sbeitla,Kassérine,35.32353323,9.03201409,103.032695,2948,1.0000,scoped,constituency
القصرين,ماجل بالعباس - فريانة,أم الاقصاب,TN426353,أم الأقصاب,Oum Laksab,TN4263,Majel Belabbes,Kassérine,34.74286815,8.40767292,210.013203,2848,1.0000,scoped,constituency
القصرين,ماجل بالعباس - فريانة,أم علي,TN426259,أم علي,Om Ali,TN4262,Feriana,Kassérine,35.03936806,8.39391339,127.694294,954,1.0000,scoped,constituency
القصرين,ماجل بالعباس - فريانة,الأحواش,TN426253,الأحواش,El Ahouach,TN4262,Feriana,Kassérine,34.91500385,8.53059572,63.771953,9743,1.0000,scoped,constituency
القصرين,ماجل بالعباس - فريانة,الصخيرات,TN426254,الصخيرات,Es-Skhirat,TN4262,Feriana,Kassérine,34.87533880,8.31592218,112.174419,1699,1.0000,scoped,constituency
القصرين,ماجل بالعباس - فريانة,العرعار,TN426255,العرعار,El Araar,TN4262,Feriana,Kassérine,34.92008974,8.35939685,81.811067,743,1.0000,scoped,constituency
القصرين,ماجل بالعباس - فريانة,العرق,TN426252,العرق,El Erg,TN4262,Feriana,Kassérine,34.90529333,8.59663802,52.849737,3247,1.0000,scoped,constituency
القصرين,ماجل بالعباس - فريانة,الناظور,TN426354,الناظور,Ennadhour,TN4263,Majel Belabbes,Kassérine,34.72860902,8.69891587,74.408018,1655,1.0000,scoped,constituency
القصرين,ماجل بالعباس - فريانة,بوحية,TN426260,بوحية,Bouhaya,TN4262,Feriana,Kassérine,35.11007555,8.56735747,76.374460,1138,1.0000,scoped,constituency
القصرين,ماجل بالعباس - فريانة,بوشبكة,TN426258,بوشبكة,Bouchebka,TN4262,Feriana,Kassérine,35.11007555,8.45123933,128.557242,1692,1.0000,scoped,constituency
القصرين,ماجل بالعباس - فريانة,تلابت,TN426261,تلابت,Telept,TN4262,Feriana,Kassérine,34.98907296,8.59454586,18.637577,6047,1.0000,scoped,constituency
القصرين,ماجل بالعباس - فريانة,حناشي,TN426256,حناشي,Hanachi,TN4262,Feriana,Kassérine,34.93114780,8.45620660,92.886940,1267,1.0000,scoped,constituency
