governorate_ar,constituency_ar,imada_ar,adm4_pcode,adm4_name_ar,adm4_name,adm3_pcode,delegation_name,governorate_name,lat,lon,area_sqkm,registry_voters,match_score,match_method,match_scope
جندوبة,غار الدماء - وادي مليز,فرقصان,TN225759,فرقصان,Forgassen,TN2257,Ghardimaou,Jendouba,36.54880693,8.41842850,44.060691,2624,1.0000,scoped,constituency
جندوبة,غار الدماء - وادي مليز,وادي مليز الشرقية,TN225851,واد مليز الشرقية,Oued Meliz Est,TN2258,Oued Mliz,Jendouba,36.44373272,8.56525609,41.748778,6249,0.9655,scoped,constituency
جندوبة,غار الدماء - وادي مليز,وادي مليز الغربية,TN225852,واد مليز الغريبة,Oued Meliz Ouest,TN2258,Oued Mliz,Jendouba,36.43676144,8.51591586,33.063311,1444,0.8966,scoped,constituency
جندوبة,غار الدماء - وادي مليز,وشتاتة,TN225756,وشتاتة,Ouechtata,TN2257,Ghardimaou,Jendouba,36.50547069,8.24994227,61.055311,3050,1.0000,scoped,constituency
زغوان,الناظور - صواف,الحميرة,TN165653,الحميرة,El Hamira,TN1656,Saouaf,Zaghouan,36.20986157,10.23260565,60.924974,1429,1.0000,scoped,constituency
زغوان,الناظور - صواف,الدغافلة الشرقية,TN165654,الدغافلة الشرقية,Deghafla Est,TN1656,Saouaf,Zaghouan,36.19124628,10.11478677,30.558114,2092,1.0000,scoped,constituency
زغوان,الناظور - صواف,الدغافلة الغربية,TN165655,الدغافلة الغربية,Deghafla Ouest,TN1656,Saouaf,Zaghouan,36.19643801,10.07198235,57.181925,1043,1.0000,scoped,constituency
زغوان,الناظور - صواف,الناظور,TN165551,الناظور,En Nadhour,TN1655,Nadhour,Zaghouan,36.11560359,10.08889454,59.848070,10429,1.0000,scoped,constituency
زغوان,الناظور - صواف,بئر الشاوش,TN165554,بئر الشاوش,Bir Chaouch,TN1655,Nadhour,Zaghouan,36.07928990,10.04295272,57.920313,4863,1.0000,scoped,constituency
زغوان,الناظور - صواف,سوغاس,TN165555,سوغاس,Sougas,TN1655,Nadhour,Zaghouan,36.10604954,9.91261936,118.136456,3917,1.0000,scoped,constituency
زغوان,الناظور - صواف,صوار,TN165553,صوار,Saouar,TN1655,Nadhour,Zaghouan,36.16833151,9.96486205,77.189426,1561,1.0000,scoped,constituency
زغوان,الناظور - صواف,صواف الشرقية,TN165651,صواف الشرقية,Saouef Est,TN1656,Saouaf,Zaghouan,36.25089559,10.16392215,51.065038,3036,1.0000,scoped,constituency
زغوان,الناظور - صواف,صواف الغربية,TN165652,صواف الغربية,Saouef Ouest,TN1656,Saouaf,Zaghouan,36.19460672,10.15794251,61.263728,2510,1.0000,scoped,constituency
زغوان,الناظور - صواف,عين البطوم,TN165552,عين البطوم,Ain El Batthoum,TN1655,Nadhour,Zaghouan,36.06287901,10.00621923,42.544616,5128,1.0000,scoped,constituency
زغوان,بئر مشارقة - الفحص,أحواز الفحص,TN165451,أحواز الفحص,Banlieu D'El Fahs,TN1654,Fahs,Zaghouan,36.37673298,9.91624539,9.559418,13201,1.0000,scoped,constituency
زغوان,بئر مشارقة - الفحص,أم الأبواب,TN165454,أم الأبواب,Oum El Abouab,TN1654,Fahs,Zaghouan,36.18170416,9.82109152,142.769091,1385,1.0000,scoped,constituency
زغوان,بئر مشارقة - الفحص,أولاد الزوابي,TN165455,أولاد الزوابي,Ouled Ezzouabi,TN1654,Fahs,Zaghouan,36.09236379,9.84005309,20.523564,317,1.0000,scoped,constituency
زغوان,بئر مشارقة - الفحص,الدروع,TN165457,الدروع,Ed-Droua,TN1654,Fahs,Zaghouan,36.23640062,9.75476547,97.798048,1725,1.0000,scoped,constituency
زغوان,بئر مشارقة - الفحص,العمايم الجنوبية,TN165461,العمايم الجنوبية,El Amiem Sud,TN1654,Fahs,Zaghouan,36.27901756,9.86615087,46.287469,2568,1.0000,scoped,constituency
زغوان,بئر مشارقة - الفحص,العمايم الشمالية,TN165460,العمايم الشمالية,El Amiem Nord,TN1654,Fahs,Zaghouan,36.32971224,9.86882648,67.459279,2301,1.0000,scoped,constituency
زغوان,بئر مشارقة - الفحص,الغريفات,TN165458,الغريفات,El Ghrifet,TN1654,Fahs,Zaghouan,36.42471089,9.85677484,165.010153,2664,1.0000,scoped,constituency
زغوان,بئر مشارقة - الفحص,الفحص,TN165456,الفحص,El Fahs,TN1654,Fahs,Zaghouan,36.36317533,9.89984163,19.070363,9269,1.0000,scoped,constituency
زغوان,بئر مشارقة - الفحص,بئر مشارقة,TN165351,بئر مشارقة,Bir M'Chergua,TN1653,Bir Mchergua,Zaghouan,36.50442274,9.96124830,49.496464,5629,1.0000,scoped,constituency
زغوان,بئر مشارقة - الفحص,بئر مشارقة المحطة,TN165352,بئر مشارقة المحطة,Bir M'Chergua Gare,TN1653,Bir Mchergua,Zaghouan,36.49498051,10.05478463,43.704239,1846,1.0000,scoped,constituency
زغوان,بئر مشارقة - الفحص,بئر مقرة,TN165453,بئر مقرة,Bir Magra,TN1654,Fahs,Zaghouan,36.33256228,9.75796656,69.205939,972,1.0000,scoped,constituency
زغوان,بئر مشارقة - الفحص,بنت سعيدان,TN165459,بنت سعيدان,Bent Saidane,TN1654,Fahs,Zaghouan,36.27670315,9.95185668,79.833624,1601,1.0000,scoped,constituency
زغوان,بئر مشارقة - الفحص,بوشة,TN165357,بوشة,Boucha,TN1653,Bir Mchergua,Zaghouan,36.51103945,9.83599229,61.096407,794,1.0000,scoped,constituency
زغوان,بئر مشارقة - الفحص,تليل الصالحي,TN165463,تليل الصالحي,Telil Essalhi,TN1654,Fahs,Zaghouan,36.26081517,9.66773982,83.252202,930,1.0000,scoped,constituency
زغوان,بئر مشارقة - الفحص,جبل الوسط,TN165355,جبل الوسط,Jebel Oust,TN1653,Bir Mchergua,Zaghouan,36.56728760,10.06667660,118.094664,4596,1.0000,scoped,constituency
زغوان,بئر مشارقة - الفحص,جوقار,TN165452,جوقار,Jouguar,TN1654,Fahs,Zaghouan,36.26032013,10.02953875,58.318911,1421,1.0000,scoped,constituency
زغوان,بئر مشارقة - الفحص,دلائل العروس,TN165353,دلائل العروس,Daleil El Arous,TN1653,Bir Mchergua,Zaghouan,36.50493463,9.89601156,75.255450,713,1.0000,scoped,constituency
زغوان,بئر مشارقة - الفحص,سمنجة,TN165354,سمنجة,Smenja,TN1653,Bir Mchergua,Zaghouan,36.44780365,10.01008484,75.734726,2652,1.0000,scoped,constituency
زغوان,بئر مشارقة - الفحص,عين الصفصاف,TN165356,عين الصفصاف,Ain Essafsaf,TN1653,Bir Mchergua,Zaghouan,36.52487897,10.15814040,37.555245,1060,1.0000,scoped,constituency
زغوان,بئر مشارقة - الفحص,عين عسكر,TN165358,عين عسكر,Ain Asker,TN1653,Bir Mchergua,Zaghouan,36.59847629,9.98246693,73.887948,1544,1.0000,scoped,constituency
زغوان,بئر مشارقة - الفحص,وادي الخضراء,TN165462,وادي الخضراء,Oued El Khadhra,TN1654,Fahs,Zaghouan,36.34833029,9.97733518,67.500190,1660,1.0000,scoped,constituency
زغوان,زغوان - الزريبة,الجوف الشرقية,TN165251,الجوف الشرقية,El Jouf Est,TN1652,Zriba,Zaghouan,36.33297721,10.14848524,42.656961,3769,1.0000,scoped,constituency
زغوان,زغوان - الزريبة,الجوف الغربية,TN165252,الجوف الغربية,El Jouf Ouest,TN1652,Zriba,Zaghouan,36.29767220,10.10437797,53.007020,1595,1.0000,scoped,constituency
زغوان,زغوان - الزريبة,الزريبة الحمام الجنوبية,TN165253,الزريبة الحمام الجنوبية,Ez-Zeriba Hammam Sud,TN1652,Zriba,Zaghouan,36.31512221,10.20291469,27.130881,6176,1.0000,scoped,constituency
زغوان,زغوان - الزريبة,الزريبة الحمام الشمالية,TN165254,الزريبة الحمام الشمالية,Ez-Zriba Hammam Nord,TN1652,Zriba,Zaghouan,36.35712268,10.25322550,39.391584,1227,1.0000,scoped,constituency
زغوان,زغوان - الزريبة,الزريبة القرية,TN165255,الزريبة القرية,Ez-Zeriba Village,TN1652,Zriba,Zaghouan,36.32846794,10.25842349,29.433848,2073,1.0000,scoped,constituency
زغوان,زغوان - الزريبة,العيثة,TN165157,العيثة,El Aitha,TN1651,Zaghouan,Zaghouan,36.40878116,10.19453314,24.076792,2217,1.0000,scoped,constituency
زغوان,زغوان - الزريبة,بئر حليمة,TN165154,بئر حليمة,Bir Halima,TN1651,Zaghouan,Zaghouan,36.36088598,10.06827499,84.318426,2652,1.0000,scoped,constituency
زغوان,زغوان - الزريبة,بوعشير,TN165256,بوعشير,Bou Achir,TN1652,Zriba,Zaghouan,36.32896443,10.32732073,39.399436,1161,1.0000,scoped,constituency
زغوان,زغوان - الزريبة,جرادو,TN165257,جرادو,Jeradou,TN1652,Zriba,Zaghouan,36.26910713,10.32919974,59.356907,1186,1.0000,scoped,constituency
زغوان,زغوان - الزريبة,جيملة,TN165156,جيملة,Jimla,TN1651,Zaghouan,Zaghouan,36.47397934,10.19670589,75.973339,1466,1.0000,scoped,constituency
زغوان,زغوان - الزريبة,زغوان الجنوبية,TN165153,زغوان الجنوبية,Zaghouan Sud,TN1651,Zaghouan,Zaghouan,36.39850905,10.16152880,14.825164,4653,1.0000,scoped,constituency
زغوان,زغوان - الزريبة,زغوان الشمالية,TN165152,زغوان الشمالية,Zaghouan Nord,TN1651,Zaghouan,Zaghouan,36.41060202,10.14025672,5.633591,10706,1.0000,scoped,constituency
زغوان,زغوان - الزريبة,زغوان المدينة,TN165151,زغوان المدينة,Zaghouan Ville,TN1651,Zaghouan,Zaghouan,36.39765789,10.14388406,1.256555,4637,1.0000,scoped,constituency
زغوان,زغوان - الزريبة,عين الباطرية,TN165258,عين الباطريية,Ain El Batria,TN1652,Zriba,Zaghouan,36.26798313,10.25353574,49.050280,1947,0.9565,scoped,constituency
زغوان,زغوان - الزريبة,مقرن,TN165155,مقرن,Mograne,TN1651,Zaghouan,Zaghouan,36.42413339,10.09721531,73.095878,4466,1.0000,scoped,constituency
زغوان,زغوان - الزريبة,وادي الرمل,TN165158,وادي الرمل,Oued Erremel,TN1651,Zaghouan,Zaghouan,36.41045607,10.25346182,62.812140,1988,1.0000,scoped,constituency
زغوان,زغوان - الزريبة,وادي الزيت,TN165159,وادي الزيت,Oued Ezzit,TN1651,Zaghouan,Zaghouan,36.40595896,10.32877309,78.110844,1721,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,أحواز بوعرادة,TN245351,أحواز بوعرادة,Banlieue De Bouarada,TN2453,Bouarada,Siliana,36.38467496,9.59773674,66.208567,1479,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,الأحواز الجنوبية,TN245456,الأحواز الجنوبية,El Ahouez Sud,TN2454,Gaafour,Siliana,36.25781688,9.30483862,81.823204,318,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,الأحواز الشمالية,TN245455,الأحواز الشمالية,El Ahouez Nord,TN2454,Gaafour,Siliana,36.28248802,9.36385979,84.724863,294,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,الاخوات,TN245453,الأخوات,El Khouat,TN2454,Gaafour,Siliana,36.25001915,9.23062429,32.300129,1584,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,الاقصاب,TN245457,الأقصاب,El Aksab,TN2454,Gaafour,Siliana,36.19200805,9.26792579,82.099365,1201,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,التريشة,TN245653,التريشة,Ettricha,TN2456,Bourouis,Siliana,36.12470024,9.14420817,37.699804,556,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,الدخانية,TN245553,الدخانية,Dokhania,TN2455,El Krib,Siliana,36.33854677,9.21865053,64.485542,1832,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,الرميل,TN246153,الرميل,Er Remil,TN2461,Laroussa,Siliana,36.30826074,9.50692503,89.409880,911,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,العباسي,TN245654,العباسي,El Abbassi,TN2456,Bourouis,Siliana,36.23717036,9.10583784,60.808288,1515,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,العروسة,TN246151,العروسة,El Aroussa,TN2461,Laroussa,Siliana,36.39255268,9.44565248,110.165480,4581,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,الكريب الجنوبية,TN245552,الكريب الجنوبية,El Krib Sud,TN2455,El Krib,Siliana,36.29949039,9.15740216,67.258277,3547,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,الكريب الشمالية,TN245551,الكريب الشمالية,El Krib Nord,TN2455,El Krib,Siliana,36.33560507,9.10935783,27.131051,4142,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,برج المسعودي الجنوبية,TN245557,برج المسعودي الجنوبية,Borj El Messaoudi Sud,TN2455,El Krib,Siliana,36.29311148,8.98827554,60.071503,1876,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,برج المسعودي الشمالية,TN245556,برج المسعودي الشمالية,Borj El Messaoudi Nord,TN2455,El Krib,Siliana,36.32076322,9.05156210,71.562358,1783,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,بوجليدة,TN246152,بوجليدة,Bou Jlida,TN2461,Laroussa,Siliana,36.41745385,9.51947045,66.334643,1260,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,بورويس الجنوبية,TN245652,بورويس الجنوبية,Bourouis Sud,TN2456,Bourouis,Siliana,36.16992483,9.17967259,79.377996,974,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,بورويس الشمالية,TN245651,بورويس الشمالية,Bourouis Nord,TN2456,Bourouis,Siliana,36.17737009,9.12783596,6.552772,3850,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,بوعرادة,TN245352,بوعرادة,Bouarada,TN2453,Bouarada,Siliana,36.34793513,9.63642923,5.496665,11683,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,حمام بياضة الجنوبية,TN245555,حمام بياضة الجنوبية,Hammam Biadha Sud,TN2455,El Krib,Siliana,36.38476528,9.04125396,79.393038,1796,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,حمام بياضة الشمالية,TN245554,حمام بياضة الشمالية,Hammam Biadha Nord,TN2455,El Krib,Siliana,36.42931800,8.98826004,54.443981,766,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,سيدي عبد النور,TN245355,سيدي عبد النور,Sidi Abdennour,TN2453,Bouarada,Siliana,36.28677984,9.58315501,67.561573,693,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,سيدي عياد,TN246155,سيد عياد,Sidi Ayed,TN2461,Laroussa,Siliana,36.36671795,9.37058740,51.896538,634,0.9333,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,طرف الشناء,TN245356,طرف الشناء,Tarf Ech-Chena,TN2453,Bouarada,Siliana,36.32249613,9.66825917,59.102766,1257,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,عين زريق,TN245454,عين زريق,Ain Zerig,TN2454,Gaafour,Siliana,36.19377755,9.40972775,142.972502,1439,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,عين عاشور,TN245655,عين عاشور,Ain Achour,TN2456,Bourouis,Siliana,36.17817393,9.07154292,66.920713,2061,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,فطيس,TN245353,فطيس,Fatis,TN2453,Bouarada,Siliana,36.40259800,9.70324825,88.423878,622,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,قعفور الشرقية,TN245451,قعفور الشرقية,Gaafour Est,TN2454,Gaafour,Siliana,36.34349300,9.32088691,14.198946,4714,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,قعفور الغربية,TN245452,قعفور الغربية,Gaafour Ouest,TN2454,Gaafour,Siliana,36.33276668,9.28882361,22.992330,3373,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,محطة الكريب,TN245656,محطة الكريب,El Krib Gare,TN2456,Bourouis,Siliana,36.23907011,9.16988708,23.059373,789,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,مسراطة,TN246154,مسراطة,Mousrata,TN2461,Laroussa,Siliana,36.31455421,9.43506420,42.802935,406,1.0000,scoped,constituency
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,هنشير الرومان,TN245354,هنشير الرومان,Henchir Er-Roman,TN2453,Bouarada,Siliana,36.22718308,9.52839994,89.967478,1023,1.0000,scoped,constituency
سليانة,سليانة - برقو,أحواز برقو,TN246052,أحواز برقو,Banlieue Bargou,TN2460,Bargou,Siliana,36.09638498,9.53191651,86.944868,480,1.0000,scoped,constituency
سليانة,سليانة - برقو,أولاد زناق,TN245258,أولاد زناق,Ouled Zenag,TN2452,Siliana Sud,Siliana,35.94297208,9.42752188,58.404818,1730,1.0000,scoped,constituency
سليانة,سليانة - برقو,أولاد فرج,TN246053,أولاد فرج,Ouled Fredj,TN2460,Bargou,Siliana,36.05376509,9.56924951,66.587790,752,1.0000,scoped,constituency
سليانة,سليانة - برقو,البحيرين,TN246058,البحيرين,El Behirin,TN2460,Bargou,Siliana,36.01354226,9.60751580,43.066633,814,1.0000,scoped,constituency
سليانة,سليانة - برقو,الجوي,TN245156,الجوي,El Jouii,TN2451,Siliana Nord,Siliana,36.06317967,9.19854557,67.335005,1294,1.0000,scoped,constituency
سليانة,سليانة - برقو,الخلصة,TN245157,الخلصة,El Khalsa,TN2451,Siliana Nord,Siliana,35.96908161,9.18261307,53.255482,682,1.0000,scoped,constituency
سليانة,سليانة - برقو,الدريجة,TN246057,الدريجة,Ed-Derija,TN2460,Bargou,Siliana,36.11328918,9.70019663,74.439066,1052,1.0000,scoped,constituency
سليانة,سليانة - برقو,السفينة,TN245253,السفينة,Es-Sefina,TN2452,Siliana Sud,Siliana,35.90269423,9.32385789,99.950430,1688,1.0000,scoped,constituency
سليانة,سليانة - برقو,العرب,TN245153,العرب,El Arab,TN2451,Siliana Nord,Siliana,36.11731895,9.44137252,76.870567,2152,1.0000,scoped,constituency
سليانة,سليانة - برقو,القابل,TN245259,القابل,El Kabel,TN2452,Siliana Sud,Siliana,36.00206118,9.41882299,71.719591,3125,1.0000,scoped,constituency
سليانة,سليانة - برقو,برقو,TN246051,برقو,Bargou,TN2460,Bargou,Siliana,36.09236733,9.56604724,1.166070,4941,1.0000,scoped,constituency
سليانة,سليانة - برقو,جامة,TN245154,جامة,Jema,TN2451,Siliana Nord,Siliana,36.09279796,9.30533863,113.292528,1675,1.0000,scoped,constituency
سليانة,سليانة - برقو,سجة,TN245257,سجة,Sejja,TN2452,Siliana Sud,Siliana,36.05033543,9.44833190,58.869165,1939,1.0000,scoped,constituency
سليانة,سليانة - برقو,سليانة الجنوبية,TN245251,سليانة الجنوبية,Siliana Sud,TN2452,Siliana Sud,Siliana,36.07842490,9.37089424,2.188934,10764,1.0000,scoped,constituency
سليانة,سليانة - برقو,سليانة الشمالية,TN245152,سليانة الشمالية,Siliana Nord,TN2451,Siliana Nord,Siliana,36.09804615,9.37658922,9.542715,5185,1.0000,scoped,constituency
سليانة,سليانة - برقو,سليانة المدينة,TN245151,سليانة المدينة,Siliana Ville,TN2451,Siliana Nord,Siliana,36.08946337,9.36179365,1.993077,15717,1.0000,scoped,constituency
سليانة,سليانة - برقو,سيدي حمادة,TN245256,سيدي حمادة,Sidi Hmada,TN2452,Siliana Sud,Siliana,35.98055994,9.54845267,39.807635,925,1.0000,scoped,constituency
سليانة,سليانة - برقو,سيدي سعيد,TN246054,سيدي سعيد,Sidi Said,TN2460,Bargou,Siliana,36.17706837,9.68683077,71.070608,1122,1.0000,scoped,constituency
سليانة,سليانة - برقو,سيدي مرشد,TN245254,سيدي مرشد,Sidi Morched,TN2452,Siliana Sud,Siliana,35.94043510,9.51265168,63.175438,4594,1.0000,scoped,constituency
سليانة,سليانة - برقو,سيدي منصور,TN245255,سيدي منصور,Sidi Mansour,TN2452,Siliana Sud,Siliana,36.01915337,9.32766168,59.162666,1378,1.0000,scoped,constituency
سليانة,سليانة - برقو,عين بوسعدية,TN246056,عين بوسعدية,Ain Bous Saadia,TN2460,Bargou,Siliana,36.05604530,9.65688779,56.303342,760,1.0000,scoped,constituency
سليانة,سليانة - برقو,عين ديسة,TN245158,عين ديسة,Ain Ed-Dissa,TN2451,Siliana Nord,Siliana,35.94060194,9.24365805,21.830869,364,1.0000,scoped,constituency
سليانة,سليانة - برقو,عين فرنة,TN246055,عين فرنة,Ain Fourna,TN2460,Bargou,Siliana,36.15358186,9.59507130,58.303868,992,1.0000,scoped,constituency
سليانة,سليانة - برقو,مرج مقدم,TN245252,مرج مقدم,Marj Mokaddem,TN2452,Siliana Sud,Siliana,35.97843783,9.27857235,39.898602,1031,1.0000,scoped,constituency
سليانة,سليانة - برقو,مصوج,TN245155,مصوج,Massouj,TN2451,Siliana Nord,Siliana,36.01044669,9.24226376,42.206114,1005,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,الجميلات,TN245853,الجميلات,El Jamilet,TN2458,Rouhia,Siliana,35.65862700,9.25943441,77.428357,1142,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,الحبابسة الجنوبية,TN245852,الحبابسة الجنوبية,El Hababsa Sud,TN2458,Rouhia,Siliana,35.54083337,9.37912455,98.975028,2185,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,الحبابسة الشمالية,TN245851,الحبابسةالشمالية,El Hababsa Nord,TN2458,Rouhia,Siliana,35.57481141,9.27632971,138.107906,2244,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,الحمام,TN245952,الحمام,El Hammam,TN2459,Kesra,Siliana,35.82417687,9.30261411,58.544231,777,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,الحميمة,TN245859,الحميمة,El Hamaima,TN2458,Rouhia,Siliana,35.66491262,9.02538557,37.436876,1316,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,الروحية,TN245858,الروحية,Er-Rouhia,TN2458,Rouhia,Siliana,35.66993832,9.09121371,79.430072,8992,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,السميرات الجنوبية,TN245855,السميرات الجنوبية,Es-Semirat Sud,TN2458,Rouhia,Siliana,35.71719742,9.20345466,35.257027,623,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,السميرات الشمالية,TN245854,السميرات الشمالية,Es-Semiret Nord,TN2458,Rouhia,Siliana,35.74431127,9.13799275,60.101779,1113,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,السوالم,TN245761,السوالم,Soualem,TN2457,Makthar,Siliana,35.79772162,9.20104411,71.035335,2089,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,الشوارنية,TN245759,الشوارنية,Chouarnia,TN2457,Makthar,Siliana,35.95510978,9.12690414,27.292707,834,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,الفضول,TN245958,الفضول,El Foudhoul,TN2459,Kesra,Siliana,35.72669587,9.40368589,56.247281,1698,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,القرعة,TN245754,القرعة,El Garaa,TN2457,Makthar,Siliana,35.88126630,9.25771751,35.587816,1124,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,القرية الجنوبية,TN245957,القرية الجنوبية,El Karia Sud,TN2459,Kesra,Siliana,35.75892454,9.48540249,28.181367,1461,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,القرية الشمالية,TN245956,القرية الشمالية,El Karia Nord,TN2459,Kesra,Siliana,35.77195534,9.43379680,33.330293,1469,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,اللوزة,TN245959,اللوزة,El Louza,TN2459,Kesra,Siliana,35.74862264,9.27893738,83.613017,942,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,المساحلة,TN245856,المساحلة,El Messahla,TN2458,Rouhia,Siliana,35.78195868,9.09377831,41.771831,861,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,المنصورة الجنوبية,TN245954,المنصورة الجنوبية,El Mansoura Sud,TN2459,Kesra,Siliana,35.80363038,9.47225202,19.526413,1313,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,المنصورة الشمالية,TN245953,المنصورة الشمالية,El Mansoura Nord,TN2459,Kesra,Siliana,35.83787390,9.48261997,36.794184,1107,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,الهرية,TN245857,الهرية,El Haria,TN2458,Rouhia,Siliana,35.71954756,9.04905155,27.940018,935,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,باز,TN245755,باز,Bez,TN2457,Makthar,Siliana,35.89310410,9.14078388,56.324462,1530,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,بني حازم,TN245756,بني حازم,Beni Hazem,TN2457,Makthar,Siliana,35.86103937,9.06623558,33.681812,1221,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,بوعبد اللّه,TN245955,بوعبد اللّه,Bou Abdallah,TN2459,Kesra,Siliana,35.87611850,9.43776088,47.262619,1292,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,بوعجيلة,TN245860,بوعجيلة,Bou-Ajila,TN2458,Rouhia,Siliana,35.65369278,9.16920039,65.616072,2709,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,راس الوادي,TN245757,رأس الوادي,Ras El Ouedi,TN2457,Makthar,Siliana,35.85101625,9.13337313,18.964059,1200,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,سند الحداد,TN245760,سند الحداد,Sened El Haddad,TN2457,Makthar,Siliana,35.91684766,9.19407009,20.807089,1582,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,صدّين,TN245758,الصدّين,Saddine,TN2457,Makthar,Siliana,35.80882346,9.06129778,37.130276,1409,0.9000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,صيار,TN245753,صيار,Sayar,TN2457,Makthar,Siliana,35.84318272,9.22170968,38.996365,2225,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,كسرى,TN245951,كسرى,Kesra,TN2459,Kesra,Siliana,35.79651648,9.36654840,75.982281,3456,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,مكثر الجنوبية,TN245752,مكثر الجنوبية,Makthar Sud,TN2457,Makthar,Siliana,35.85228634,9.20039539,2.807786,6934,1.0000,scoped,constituency
سليانة,مكثر - الروحية - كسرى,مكثر الشمالية,TN245751,مكثر الشمالية,Makthar Nord,TN2457,Makthar,Siliana,35.86074398,9.18857048,4.682011,2268,1.0000,scoped,constituency
سوسة,الزاوية - القصيبة - الثريات,الثريات,TN316653,الثريّات,Thrayet,TN3166,Zaouia Ksiba Thraya,Sousse,35.75901392,10.65967126,9.054004,1934,1.0000,scoped,constituency
