date,year,language,slug,title_from_slug,attachments,section,source_url,drive_folder_id
2022-06-15,2022,fr,laccreditation-des-observateurs-et-des-journalistes-et-des-hotes-pour-le-referendum-de-2022,laccreditation des observateurs et des journalistes et des hotes pour le referendum de 2022,0,actualites,https://www.isie.tn/actualites/2022/06/15/laccreditation-des-observateurs-et-des-journalistes-et-des-hotes-pour-le-referendum-de-2022/,1LsY9L9zk2FoxiYEJI74yB-B72VKTj1NQ
2022-06-16,2022,fr,referendum-2022-annuaire-des-codes-ussd-ces-centres-de-vote,referendum 2022 annuaire des codes ussd ces centres de vote,0,actualites,https://www.isie.tn/actualites/2022/06/16/referendum-2022-annuaire-des-codes-ussd-ces-centres-de-vote/,1NkDAQJNdWO-nlZQrmDDyvQ0bYaCxZj8h
2022-06-16,2022,fr,referendum-2022-la-liste-des-centres-fixes-dinscription-destines-a-la-mise-a-jour-des-inscriptions,referendum 2022 la liste des centres fixes dinscription destines a la mise a jour des inscriptions,0,actualites,https://www.isie.tn/actualites/2022/06/16/referendum-2022-la-liste-des-centres-fixes-dinscription-destines-a-la-mise-a-jour-des-inscriptions/,1T6MO3ow5DoWf3NEWIrKzGWHiQ_-klhxC
2022-06-17,2022,fr,جلسة-عمل-مع-البنك-المركزي-والبريد,جلسة عمل مع البنك المركزي والبريد,4,actualites,https://www.isie.tn/actualites/2022/06/17/جلسة-عمل-مع-البنك-المركزي-والبريد/,1282iVOUnMWVqZud7Udq6RbVodlQVdMlV
2022-07-04,2022,fr,المذكرة-التفسيرية-للجهة-الداعية-للاس,المذكرة التفسيرية للجهة الداعية للاس,0,actualites,https://www.isie.tn/actualites/2022/07/04/المذكرة-التفسيرية-للجهة-الداعية-للاس/,1BJt8-3Zr5V4r526XpOWTLyJfdCO3iYpi
2022-07-05,2022,fr,القائمة-النهائية-للأطراف-المشاركة-في,القائمة النهائية للأطراف المشاركة في,0,actualites,https://www.isie.tn/actualites/2022/07/05/القائمة-النهائية-للأطراف-المشاركة-في/,1zx8x-3zgGYbe3gZnN8SPHANx98lgGIhq
2022-07-06,2022,fr,القائمة-التكميلية-لعضوية-الهيئات-الف,القائمة التكميلية لعضوية الهيئات الف,0,actualites,https://www.isie.tn/actualites/2022/07/06/القائمة-التكميلية-لعضوية-الهيئات-الف/,1fENk2nlhQWjJ9L-a03lsz79TPoutdmck
2022-07-27,2022,fr,pv-resultats-referendum-2022,pv resultats referendum 2022,0,actualites,https://www.isie.tn/actualites/2022/07/27/pv-resultats-referendum-2022/,11bLmz66unYSm0LJapo5u0XJXyvyR75L8
2022-07-27,2022,fr,النتائج-الأولية-للاستفتاء,النتائج الأولية للاستفتاء,0,actualites,https://www.isie.tn/actualites/2022/07/27/النتائج-الأولية-للاستفتاء/,1qmfwg9G_cyNTmO_VjxXvahOx-bVk9TPV
2022-08-16,2022,fr,les-resultats-definitifs-du-referendum-sur-un-projet-dune-nouvelle-constitution-de-la-republique-tunisienne,les resultats definitifs du referendum sur un projet dune nouvelle constitution de la republique tunisienne,0,actualites,https://www.isie.tn/actualites/2022/08/16/les-resultats-definitifs-du-referendum-sur-un-projet-dune-nouvelle-constitution-de-la-republique-tunisienne/,1BDnTu2lhHUlc4vwaGHyWQm9YDrKf-971
2022-09-22,2022,fr,le-calendrier-des-elections-legislatives-2022,le calendrier des elections legislatives 2022,0,actualites,https://www.isie.tn/actualites/2022/09/22/le-calendrier-des-elections-legislatives-2022/,1rqJMHWHtBY07WbdeA1HnR_vNo-pXx6jj
2022-10-25,2022,fr,prolongation-des-delais-de-depot-des-candidatures,prolongation des delais de depot des candidatures,0,actualites,https://www.isie.tn/actualites/2022/10/25/prolongation-des-delais-de-depot-des-candidatures/,1Z6VDmF0PbP7mU7A7JaNt6xfXxsZ1KCL9
2022-10-27,2022,fr,communique-relatif-a-louverture-dune-periode-exceptionnelle-de-mise-a-jour-des-listes-electorales-pour-les-elections-des-membres-de-larp,communique relatif a louverture dune periode exceptionnelle de mise a jour des listes electorales pour les elections des membres de larp,0,actualites,https://www.isie.tn/actualites/2022/10/27/communique-relatif-a-louverture-dune-periode-exceptionnelle-de-mise-a-jour-des-listes-electorales-pour-les-elections-des-membres-de-larp/,19ZNRR9tcfxNtMjnk1iokGu9nsMBmOMHX
2022-12-20,2022,fr,legislatives-2022-proces-verbaux-des-centres-de-compilation-des-resultats,legislatives 2022 proces verbaux des centres de compilation des resultats,0,actualites,https://www.isie.tn/actualites/2022/12/20/legislatives-2022-proces-verbaux-des-centres-de-compilation-des-resultats/,11sYSMtJ_WD2VL-UhqILf3YCck-xtvjM_
2022-12-20,2022,fr,resultats-preliminaires-des-elections-legislatives-2022,resultats preliminaires des elections legislatives 2022,0,actualites,https://www.isie.tn/actualites/2022/12/20/resultats-preliminaires-des-elections-legislatives-2022/,1KEj1Kt94cmrxXv1EDHYtqpHrSzkQpdGY
2023-01-18,2023,fr,liste-des-centres-de-votes-pour-les-elections-legislatives-2eme-tour,liste des centres de votes pour les elections legislatives 2eme tour,0,actualites,https://www.isie.tn/actualites/2023/01/18/liste-des-centres-de-votes-pour-les-elections-legislatives-2eme-tour/,1GiDubgb5h7K7tTgCqwygxbI4xVvhwISW
2023-01-31,2023,fr,leg-2eme-tour-pv-resultats,leg 2eme tour pv resultats,0,actualites,https://www.isie.tn/actualites/2023/01/31/leg-2eme-tour-pv-resultats/,1Bnrw3z6jHGe3rGTidRMKmhJyqf6DvKgP
2023-09-09,2023,fr,recrutements-pour-les-elections-locales-2023,recrutements pour les elections locales 2023,0,actualites,https://www.isie.tn/actualites/2023/09/09/recrutements-pour-les-elections-locales-2023/,1ch4oPdmIwgaJSl3JUOUQ_T7v2GTy1eJb
2023-11-17,2023,fr,guide-candidats-elections-locales,guide candidats elections locales,0,actualites,https://www.isie.tn/actualites/2023/11/17/guide-candidats-elections-locales/,1I5jyzZo5G8M9njEYzYYr2okRexQ4l7ul
2023-12-15,2023,fr,decouvrez-les-candidats-aux-elections-locales,decouvrez les candidats aux elections locales,0,actualites,https://www.isie.tn/actualites/2023/12/15/decouvrez-les-candidats-aux-elections-locales/,1tbx4zeuFgI_iW1c1i8JaYLmbAH2DQfnx
2023-12-20,2023,fr,elections-locales-centre-de-vote,elections locales centre de vote,0,actualites,https://www.isie.tn/actualites/2023/12/20/elections-locales-centre-de-vote/,13qsOiIO2wpgvxqpdLQpXKZNd-w7S2E4j
2024-01-20,2024,fr,les-resultats-definitifs-du-premier-tour-des-elections-locales,les resultats definitifs du premier tour des elections locales,0,actualites,https://www.isie.tn/actualites/2024/01/20/les-resultats-definitifs-du-premier-tour-des-elections-locales/,1UAivI0aV1FbPv3GQBNFbtUW0uvFVVG0L
2024-01-22,2024,fr,laccreditation-des-observateurs-et-des-journalistes-et-des-hotes-pour-le-second-tour-des-elections-locales,laccreditation des observateurs et des journalistes et des hotes pour le second tour des elections locales,0,actualites,https://www.isie.tn/actualites/2024/01/22/laccreditation-des-observateurs-et-des-journalistes-et-des-hotes-pour-le-second-tour-des-elections-locales/,1E-0w0627Wkaw27zXlznbVIBTwEN624Z2
2024-01-22,2024,fr,le-calendrier-du-second-tour-des-elections-locales,le calendrier du second tour des elections locales,0,actualites,https://www.isie.tn/actualites/2024/01/22/le-calendrier-du-second-tour-des-elections-locales/,1pY4-uSQPLKUi5rFzqSt4I6pkpxubqP6_
2024-02-16,2024,fr,decision-isie-282-2024,decision isie 282 2024,0,actualites,https://www.isie.tn/actualites/2024/02/16/decision-isie-282-2024/,1AQAuGXRtSgXoXxsSPeAt4i2-N8f-OBvy
2024-03-06,2024,fr,candidatures-conseils-districts-mars-2024,candidatures conseils districts mars 2024,0,actualites,https://www.isie.tn/actualites/2024/03/06/candidatures-conseils-districts-mars-2024/,1a4F6YbRzunsAg3niAG1a3wtnMi_dgezL
2024-03-12,2024,fr,elections-conseils-districts,elections conseils districts,0,actualites,https://www.isie.tn/actualites/2024/03/12/elections-conseils-districts/,1drLq2MjYZPiol-_JcKqWDR3uw0rsV4_8
2024-03-13,2024,fr,service-retrait-de-confiance,service retrait de confiance,0,actualites,https://www.isie.tn/actualites/2024/03/13/service-retrait-de-confiance/,1teOIrHfI0VdN4ekMIv8kvWVijN9BwabJ
2024-03-18,2024,fr,conseil-national-des-regions-et-des-districts,conseil national des regions et des districts,0,actualites,https://www.isie.tn/actualites/2024/03/18/conseil-national-des-regions-et-des-districts/,1t0yKXJdXKaySSgGvt57JAfe7ST_s1JQq
2024-07-03,2024,fr,بلاغ,بلاغ,0,actualites,https://www.isie.tn/actualites/2024/07/03/بلاغ/,1MiyHi0LLPB3w5aiIOpg_ylLwltget1IX
2024-07-05,2024,fr,قائمات-الناخبين-الرئاسية-2024,قائمات الناخبين الرئاسية 2024,0,actualites,https://www.isie.tn/actualites/2024/07/05/قائمات-الناخبين-الرئاسية-2024/,1JHUlpIgPHxreX0-eFmW7dRrLXGa0cow4
2024-07-06,2024,fr,قائمات-الناخبين-للانتخابات-الرئاسية-2024,قائمات الناخبين للانتخابات الرئاسية 2024,0,actualites,https://www.isie.tn/actualites/2024/07/06/قائمات-الناخبين-للانتخابات-الرئاسية-2024/,1ozWTg4gRzo1DPjB5HS_4sesNbOCHFWBF
2024-07-07,2024,fr,بلاغ-حول-التزكيات,بلاغ حول التزكيات,0,actualites,https://www.isie.tn/actualites/2024/07/07/بلاغ-حول-التزكيات/,1Oe7468OEMrR-qjmt1JP7_ALK42F920ke
2024-07-13,2024,fr,بلاغ-13-07-2024,بلاغ 13 07 2024,0,actualites,https://www.isie.tn/actualites/2024/07/13/بلاغ-13-07-2024/,1icHzjCxnEYG1BIoj0WKtBd4uGBFdyTUc
2024-07-14,2024,fr,بلاغ-حول-انطلاق-الفترة-الانتخابية,بلاغ حول انطلاق الفترة الانتخابية,0,actualites,https://www.isie.tn/actualites/2024/07/14/بلاغ-حول-انطلاق-الفترة-الانتخابية/,1l3kNvtGFF5dNkuEyA6IsBe6PjCn9ELs0
2024-07-15,2024,fr,accreditation-presidentielle-2024,accreditation presidentielle 2024,0,actualites,https://www.isie.tn/actualites/2024/07/15/accreditation-presidentielle-2024/,1-xJP14NBdxP1wjInRGyvv-ddLG-8_zEy
2024-07-15,2024,fr,فتح-باب-الترشح-لعضوية-الهيئات-بالخارج,فتح باب الترشح لعضوية الهيئات بالخارج,0,actualites,https://www.isie.tn/actualites/2024/07/15/فتح-باب-الترشح-لعضوية-الهيئات-بالخارج/,1Uf42MzmhwxLqZ5yYgfE5RNIMLU7a4NiL
2024-07-15,2024,fr,فتح-باب-الترشح-لعضوية-الهيئات-بالداخل,فتح باب الترشح لعضوية الهيئات بالداخل,0,actualites,https://www.isie.tn/actualites/2024/07/15/فتح-باب-الترشح-لعضوية-الهيئات-بالداخل/,1J-nSt9Tfi2mxko7IKsGFnw1WiAvoxwrD
2024-08-11,2024,fr,presidentielle-2024-la-liste-preliminaire-des-candidats,presidentielle 2024 la liste preliminaire des candidats,0,actualites,https://www.isie.tn/actualites/2024/08/11/presidentielle-2024-la-liste-preliminaire-des-candidats/,17NxBOefa358x1bSyiGp1wwXONAwpITfW
2024-08-12,2024,fr,communique,communique,0,actualites,https://www.isie.tn/actualites/2024/08/12/communique/,19ZGrzdQ9gmJeOLdfXjB28NtLDiOHk__J
2024-09-03,2024,fr,presidentielle-2024-la-liste-finale-des-candidats,presidentielle 2024 la liste finale des candidats,0,actualites,https://www.isie.tn/actualites/2024/09/03/presidentielle-2024-la-liste-finale-des-candidats/,1V26533Muh0vufXzgfF8CTDPfPECYUTgL
2024-09-04,2024,fr,إجراءات-تمويل-الحملة-الانتخابية,إجراءات تمويل الحملة الانتخابية,0,actualites,https://www.isie.tn/actualites/2024/09/04/إجراءات-تمويل-الحملة-الانتخابية/,1-13BDFEAUuHPnniY24rIn_cSMrmOy4kt
2024-10-02,2024,fr,communique-sur-le-scrutin-libre-a-letranger-lors-des-elections-presidentielles-des-4-5-et-6-octobre-2024,communique sur le scrutin libre a letranger lors des elections presidentielles des 4 5 et 6 octobre 2024,0,actualites,https://www.isie.tn/actualites/2024/10/02/communique-sur-le-scrutin-libre-a-letranger-lors-des-elections-presidentielles-des-4-5-et-6-octobre-2024/,1CtzEDb9o8hkstg-nfYaWn2_7Yb2rGeaZ
2024-10-05,2024,fr,la-liste-finale-des-espaces-de-compilation-des-resultats,la liste finale des espaces de compilation des resultats,0,actualites,https://www.isie.tn/actualites/2024/10/05/la-liste-finale-des-espaces-de-compilation-des-resultats/,11HPfEGI6jUK9vup5E0qzKyXCDxvJksDs
2024-10-08,2024,ar,بلاغ-3,بلاغ 3,0,communiques-ar,https://www.isie.tn/ar/communiques-ar/2024/10/08/بلاغ-3/,1o5d_Q85p2roBNPIxZ-QmZKVHO16EmKDF
2024-10-10,2024,ar,بلاغ-4,بلاغ 4,0,communiques-ar,https://www.isie.tn/ar/communiques-ar/2024/10/10/بلاغ-4/,18nYrxPiJ6cKJk0bCXz90pYb0vBGOist1
