bureau_code,isie_code,governorate_ar,delegation_ar_published,delegation_ar,governorate_name,delegation_name,id_delegation,label_change
14110310201,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14110310202,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14110410101,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14110410201,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14110510101,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14110510201,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14110510202,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14110510301,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14110610101,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14110610102,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14110610201,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14110610202,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14110710101,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14110710201,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14110710301,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14110810101,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14110810102,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14110810201,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14110810301,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14110810401,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14110910101,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14110910201,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14110910301,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14110910401,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14111010101,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14111010201,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14111010202,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14111010301,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14111010302,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14111110101,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14111110102,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14111110201,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14111110301,1411,سيدي بوزيد,سيدي بوزيد الشرقية,سيدي بوزيد الشرقية,Sidi Bouzid,Sidi Bouzid Est,4352,
14120110101,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120110201,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120210101,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120210102,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120210201,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120210301,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120210302,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120210401,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120210402,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120210501,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120210502,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120310101,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120410101,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120410102,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120410201,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120410202,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120410203,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120410204,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120410205,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120410206,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120410301,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120410302,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120410303,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120510101,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120510102,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120610101,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120610201,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120610202,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120710101,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120710102,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120710103,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120710104,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120710105,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120710106,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120710201,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120710202,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120710203,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120810101,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120810102,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120810201,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120810202,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120810203,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120810301,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120810302,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120810303,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120810304,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120810305,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120910101,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120910102,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120910103,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120910104,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120910201,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120910202,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14120910203,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14121010101,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14121010201,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14121010202,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14121010301,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14121010302,1412,سيدي بوزيد,سيدي بوزيد الغربية,سيدي بوزيد الغربية,Sidi Bouzid,Sidi Bouzid Ouest,4351,
14130110101,1413,سيدي بوزيد,سيدي علي بن عون,سيدي علي بن عون,Sidi Bouzid,Sidi Ali Ben Aoun,4356,
14130110102,1413,سيدي بوزيد,سيدي علي بن عون,سيدي علي بن عون,Sidi Bouzid,Sidi Ali Ben Aoun,4356,
14130110201,1413,سيدي بوزيد,سيدي علي بن عون,سيدي علي بن عون,Sidi Bouzid,Sidi Ali Ben Aoun,4356,
14130110301,1413,سيدي بوزيد,سيدي علي بن عون,سيدي علي بن عون,Sidi Bouzid,Sidi Ali Ben Aoun,4356,
14130110401,1413,سيدي بوزيد,سيدي علي بن عون,سيدي علي بن عون,Sidi Bouzid,Sidi Ali Ben Aoun,4356,
14130210101,1413,سيدي بوزيد,سيدي علي بن عون,سيدي علي بن عون,Sidi Bouzid,Sidi Ali Ben Aoun,4356,
14130210201,1413,سيدي بوزيد,سيدي علي بن عون,سيدي علي بن عون,Sidi Bouzid,Sidi Ali Ben Aoun,4356,
14130310101,1413,سيدي بوزيد,سيدي علي بن عون,سيدي علي بن عون,Sidi Bouzid,Sidi Ali Ben Aoun,4356,
14130310201,1413,سيدي بوزيد,سيدي علي بن عون,سيدي علي بن عون,Sidi Bouzid,Sidi Ali Ben Aoun,4356,
14130410101,1413,سيدي بوزيد,سيدي علي بن عون,سيدي علي بن عون,Sidi Bouzid,Sidi Ali Ben Aoun,4356,
14130410201,1413,سيدي بوزيد,سيدي علي بن عون,سيدي علي بن عون,Sidi Bouzid,Sidi Ali Ben Aoun,4356,
14130510101,1413,سيدي بوزيد,سيدي علي بن عون,سيدي علي بن عون,Sidi Bouzid,Sidi Ali Ben Aoun,4356,
14130510201,1413,سيدي بوزيد,سيدي علي بن عون,سيدي علي بن عون,Sidi Bouzid,Sidi Ali Ben Aoun,4356,
14130510202,1413,سيدي بوزيد,سيدي علي بن عون,سيدي علي بن عون,Sidi Bouzid,Sidi Ali Ben Aoun,4356,
14130610101,1413,سيدي بوزيد,سيدي علي بن عون,سيدي علي بن عون,Sidi Bouzid,Sidi Ali Ben Aoun,4356,
14130610102,1413,سيدي بوزيد,سيدي علي بن عون,سيدي علي بن عون,Sidi Bouzid,Sidi Ali Ben Aoun,4356,
14130710101,1413,سيدي بوزيد,سيدي علي بن عون,سيدي علي بن عون,Sidi Bouzid,Sidi Ali Ben Aoun,4356,
14130710102,1413,سيدي بوزيد,سيدي علي بن عون,سيدي علي بن عون,Sidi Bouzid,Sidi Ali Ben Aoun,4356,
14130710201,1413,سيدي بوزيد,سيدي علي بن عون,سيدي علي بن عون,Sidi Bouzid,Sidi Ali Ben Aoun,4356,
14130710301,1413,سيدي بوزيد,سيدي علي بن عون,سيدي علي بن عون,Sidi Bouzid,Sidi Ali Ben Aoun,4356,
14130710401,1413,سيدي بوزيد,سيدي علي بن عون,سيدي علي بن عون,Sidi Bouzid,Sidi Ali Ben Aoun,4356,
14130710402,1413,سيدي بوزيد,سيدي علي بن عون,سيدي علي بن عون,Sidi Bouzid,Sidi Ali Ben Aoun,4356,
14130710403,1413,سيدي بوزيد,سيدي علي بن عون,سيدي علي بن عون,Sidi Bouzid,Sidi Ali Ben Aoun,4356,
14130710404,1413,سيدي بوزيد,سيدي علي بن عون,سيدي علي بن عون,Sidi Bouzid,Sidi Ali Ben Aoun,4356,
14130710501,1413,سيدي بوزيد,سيدي علي بن عون,سيدي علي بن عون,Sidi Bouzid,Sidi Ali Ben Aoun,4356,
14130710601,1413,سيدي بوزيد,سيدي علي بن عون,سيدي علي بن عون,Sidi Bouzid,Sidi Ali Ben Aoun,4356,
14140110101,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140110201,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140110301,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140110401,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140210101,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140210201,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140210301,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140210401,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140210501,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140310101,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140310201,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140310301,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140310401,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140410101,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140410201,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140410301,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140410401,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140510101,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140510102,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140510103,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140510201,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140510301,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140510401,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140510501,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140510601,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140610101,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140610201,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140610301,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140610302,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140610401,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140610402,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140710101,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140710102,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140710103,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
14140710104,1414,سيدي بوزيد,منزل بوزيان,منزل بوزيان,Sidi Bouzid,Menzel Bouzaienne,4357,
15010110101,1501,قفصة,الرديف,الرديف,Gafsa,Redeyef,6156,
15010110201,1501,قفصة,الرديف,الرديف,Gafsa,Redeyef,6156,
15010110202,1501,قفصة,الرديف,الرديف,Gafsa,Redeyef,6156,
15010110301,1501,قفصة,الرديف,الرديف,Gafsa,Redeyef,6156,
15010110401,1501,قفصة,الرديف,الرديف,Gafsa,Redeyef,6156,
15010110402,1501,قفصة,الرديف,الرديف,Gafsa,Redeyef,6156,
15010110403,1501,قفصة,الرديف,الرديف,Gafsa,Redeyef,6156,
15010210101,1501,قفصة,الرديف,الرديف,Gafsa,Redeyef,6156,
15010210102,1501,قفصة,الرديف,الرديف,Gafsa,Redeyef,6156,
15010210201,1501,قفصة,الرديف,الرديف,Gafsa,Redeyef,6156,
15010210202,1501,قفصة,الرديف,الرديف,Gafsa,Redeyef,6156,
15010310101,1501,قفصة,الرديف,الرديف,Gafsa,Redeyef,6156,
15010310102,1501,قفصة,الرديف,الرديف,Gafsa,Redeyef,6156,
15010310201,1501,قفصة,الرديف,الرديف,Gafsa,Redeyef,6156,
15010310301,1501,قفصة,الرديف,الرديف,Gafsa,Redeyef,6156,
15010310302,1501,قفصة,الرديف,الرديف,Gafsa,Redeyef,6156,
15010310401,1501,قفصة,الرديف,الرديف,Gafsa,Redeyef,6156,
15010310402,1501,قفصة,الرديف,الرديف,Gafsa,Redeyef,6156,
15010310502,1501,قفصة,الرديف,الرديف,Gafsa,Redeyef,6156,
15010410101,1501,قفصة,الرديف,الرديف,Gafsa,Redeyef,6156,
15010410102,1501,قفصة,الرديف,الرديف,Gafsa,Redeyef,6156,
15010410103,1501,قفصة,الرديف,الرديف,Gafsa,Redeyef,6156,
15010510101,1501,قفصة,الرديف,الرديف,Gafsa,Redeyef,6156,
15010510201,1501,قفصة,الرديف,الرديف,Gafsa,Redeyef,6156,
15020110101,1502,قفصة,السند,السند,Gafsa,Sned,6161,
15020110102,1502,قفصة,السند,السند,Gafsa,Sned,6161,
15020110201,1502,قفصة,السند,السند,Gafsa,Sned,6161,
15020110301,1502,قفصة,السند,السند,Gafsa,Sned,6161,
15020110401,1502,قفصة,السند,السند,Gafsa,Sned,6161,
15020110402,1502,قفصة,السند,السند,Gafsa,Sned,6161,
15020110403,1502,قفصة,السند,السند,Gafsa,Sned,6161,
15020110501,1502,قفصة,السند,السند,Gafsa,Sned,6161,
15020110502,1502,قفصة,السند,السند,Gafsa,Sned,6161,
15020210101,1502,قفصة,السند,السند,Gafsa,Sned,6161,
15020310101,1502,قفصة,السند,السند,Gafsa,Sned,6161,
15020310201,1502,قفصة,السند,السند,Gafsa,Sned,6161,
15020310301,1502,قفصة,السند,السند,Gafsa,Sned,6161,
15020310401,1502,قفصة,السند,السند,Gafsa,Sned,6161,
15020310501,1502,قفصة,السند,السند,Gafsa,Sned,6161,
15020310502,1502,قفصة,السند,السند,Gafsa,Sned,6161,
15020310601,1502,قفصة,السند,السند,Gafsa,Sned,6161,
15020410101,1502,قفصة,السند,السند,Gafsa,Sned,6161,
15020410201,1502,قفصة,السند,السند,Gafsa,Sned,6161,
15020410301,1502,قفصة,السند,السند,Gafsa,Sned,6161,
15020410401,1502,قفصة,السند,السند,Gafsa,Sned,6161,
15020410402,1502,قفصة,السند,السند,Gafsa,Sned,6161,
15020420101,1502,قفصة,السند,السند,Gafsa,Sned,6161,
15020420102,1502,قفصة,السند,السند,Gafsa,Sned,6161,
15030110101,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030110201,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030110202,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030110203,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030110204,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030110301,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030110302,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030110303,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030110401,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030110402,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030110403,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030110404,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030110501,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030210101,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030210102,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030310101,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030310201,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030310202,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030310203,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030410101,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030410102,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030410201,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030410301,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030510101,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030510201,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030610101,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030610201,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030610202,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030610203,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15030610204,1503,قفصة,القصر,القصر,Gafsa,El Ksar,6153,
15040110101,1504,قفصة,القطار,القطار,Gafsa,El Guetar,6159,
15040110201,1504,قفصة,القطار,القطار,Gafsa,El Guetar,6159,
15040210101,1504,قفصة,القطار,القطار,Gafsa,El Guetar,6159,
15040210201,1504,قفصة,القطار,القطار,Gafsa,El Guetar,6159,
15040310101,1504,قفصة,القطار,القطار,Gafsa,El Guetar,6159,
15040310201,1504,قفصة,القطار,القطار,Gafsa,El Guetar,6159,
15040410101,1504,قفصة,القطار,القطار,Gafsa,El Guetar,6159,
15040410201,1504,قفصة,القطار,القطار,Gafsa,El Guetar,6159,
15040410202,1504,قفصة,القطار,القطار,Gafsa,El Guetar,6159,
