adm4_pcode,governorate_name,delegation_name,imada_name,n_stations,n_read,read_pct,stations_with_any,any_pct,any_lo_pct,any_hi_pct,representatives,reps_per_100_stations,reps_saied,reps_zammel,reps_maghzaoui,stations_with_saied,stations_with_zammel,stations_with_maghzaoui,stations_with_saied_pct,stations_with_zammel_pct,stations_with_maghzaoui_pct,unattributed
TN155558,Nabeul,Menzel Temime,El Asfour,4,2,50.0,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN155559,Nabeul,Menzel Temime,Lezdine,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN155651,Nabeul,El Mida,Tafelloum,4,2,50.0,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN155652,Nabeul,El Mida,El Mida,8,1,12.5,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN155653,Nabeul,El Mida,Fartouna,4,1,25.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN155654,Nabeul,El Mida,Oum Dhouil,4,1,25.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN155655,Nabeul,El Mida,Lebna,2,2,100.0,0,0.0,0.0,65.8,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN155656,Nabeul,El Mida,Korchine,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN155751,Nabeul,Kelibia,Oued El Khatf,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN155752,Nabeul,Kelibia,Melloul,3,1,33.3,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN155753,Nabeul,Kelibia,Azmour,5,1,20.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN155754,Nabeul,Kelibia,Kelibia Est,27,7,25.9,2,28.6,8.2,64.1,2,28.6,2,0,0,2,0,0,28.6,0.0,0.0,0
TN155755,Nabeul,Kelibia,Kelibia Ouest,10,2,20.0,0,0.0,0.0,65.8,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN155851,Nabeul,Hammam Ghezaz,Hammam El Guezaz,8,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN155852,Nabeul,Hammam Ghezaz,Dar Allouch,4,2,50.0,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN155853,Nabeul,Hammam Ghezaz,Harat Ech-Choara,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN155854,Nabeul,Hammam Ghezaz,Ouezdra,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN155951,Nabeul,Haouaria,El Haouaria Nord,10,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN155952,Nabeul,Haouaria,El Haouaria Sud,4,1,25.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN155954,Nabeul,Haouaria,Saheb El Jebel Sud,5,4,80.0,0,0.0,0.0,49.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN155955,Nabeul,Haouaria,Bou Krim,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN155956,Nabeul,Haouaria,Tazaghrane Est,2,1,50.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN155957,Nabeul,Haouaria,Tazaghrane Ouest,5,1,20.0,1,100.0,20.7,100.0,3,300.0,3,0,0,1,0,0,100.0,0.0,0.0,0
TN155958,Nabeul,Haouaria,Zaouiet El Megaiez,4,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN156051,Nabeul,Takelsa,Oued El Abid,3,2,66.7,0,0.0,0.0,65.8,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN156052,Nabeul,Takelsa,Bir Ezzit,6,1,16.7,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN156053,Nabeul,Takelsa,El Arima,3,1,33.3,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN156054,Nabeul,Takelsa,Takelsa Nord,4,1,25.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN156055,Nabeul,Takelsa,Takelsa Centre,5,1,20.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN156151,Nabeul,Soliman,El Mraissa,3,1,33.3,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN156152,Nabeul,Soliman,Ech-Cherifet,5,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN156153,Nabeul,Soliman,Bou Charray,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN156154,Nabeul,Soliman,Soliman,25,7,28.0,4,57.1,25.0,84.2,4,57.1,4,0,0,4,0,0,57.1,0.0,0.0,0
TN156155,Nabeul,Soliman,Soliman Sud,5,2,40.0,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN156251,Nabeul,Menzel Bouzelfa,Damous El Hajja,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN156252,Nabeul,Menzel Bouzelfa,Errahma,5,1,20.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN156253,Nabeul,Menzel Bouzelfa,Menzel Bou Zelfa Nord,4,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN156254,Nabeul,Menzel Bouzelfa,Menzel Bou Zelfa Sud,10,1,10.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN156255,Nabeul,Menzel Bouzelfa,Menzel Bou Zelfa Ouest,9,2,22.2,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN156351,Nabeul,Beni Khalled,Beni Khalled Nord,4,1,25.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN156352,Nabeul,Beni Khalled,Beni Khalled Sud (Toumi),2,1,50.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN156353,Nabeul,Beni Khalled,Zaouiet Djedidi,5,1,20.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN156354,Nabeul,Beni Khalled,Kobba El Kebira,4,3,75.0,2,66.7,20.8,93.9,2,66.7,2,0,0,2,0,0,66.7,0.0,0.0,0
TN156355,Nabeul,Beni Khalled,Bir Drassen,4,1,25.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN156356,Nabeul,Beni Khalled,Bni Khaled Echarkya,13,2,15.4,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN156451,Nabeul,Grombalia,Fondouk Djedid,10,3,30.0,1,33.3,6.1,79.2,1,33.3,1,0,0,1,0,0,33.3,0.0,0.0,0
TN156452,Nabeul,Grombalia,Chammes,5,2,40.0,0,0.0,0.0,65.8,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN156453,Nabeul,Grombalia,Nianou,4,2,50.0,0,0.0,0.0,65.8,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN156454,Nabeul,Grombalia,Turki,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN156455,Nabeul,Grombalia,Khanguet El Hojjej,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN156456,Nabeul,Grombalia,Grombalia Est,11,2,18.2,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN156457,Nabeul,Grombalia,Grombalia Ouest,9,2,22.2,0,0.0,0.0,65.8,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN156458,Nabeul,Grombalia,Djebel Terif,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN156459,Nabeul,Grombalia,Ain Tebournouk,2,1,50.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN156551,Nabeul,Bou Argoub,Sidi Dhaher,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN156552,Nabeul,Bou Argoub,El Machrouha,5,2,40.0,0,0.0,0.0,65.8,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN156553,Nabeul,Bou Argoub,Borj Hefaied,5,1,20.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN156554,Nabeul,Bou Argoub,Bou Argoub Nord,7,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN156555,Nabeul,Bou Argoub,Bou Argoub Sud,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN156556,Nabeul,Bou Argoub,Belli,4,1,25.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN156557,Nabeul,Bou Argoub,El Kharrouba,3,2,66.7,0,0.0,0.0,65.8,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN156651,Nabeul,Hammamet,Sidi Djedidi,8,2,25.0,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN156652,Nabeul,Hammamet,Latrach,3,1,33.3,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN156653,Nabeul,Hammamet,Bir Bou Regba,10,3,30.0,0,0.0,0.0,56.2,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN156654,Nabeul,Hammamet,Baraket Es-Sahel,10,2,20.0,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN156655,Nabeul,Hammamet,Hammamet Nord,8,2,25.0,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN156656,Nabeul,Hammamet,Hammamet Est,27,5,18.5,2,40.0,11.8,76.9,2,40.0,2,0,0,2,0,0,40.0,0.0,0.0,0
TN156657,Nabeul,Hammamet,Hammamet Ouest,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN156658,Nabeul,Hammamet,Mrezga,5,2,40.0,0,0.0,0.0,65.8,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN156659,Nabeul,Hammamet,Yasmin Hammamet,4,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165151,Zaghouan,Zaghouan,Zaghouan Ville,4,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165152,Zaghouan,Zaghouan,Zaghouan Nord,11,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165153,Zaghouan,Zaghouan,Zaghouan Sud,5,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165154,Zaghouan,Zaghouan,Bir Halima,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165155,Zaghouan,Zaghouan,Mograne,5,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165156,Zaghouan,Zaghouan,Jimla,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165157,Zaghouan,Zaghouan,El Aitha,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165158,Zaghouan,Zaghouan,Oued Erremel,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165159,Zaghouan,Zaghouan,Oued Ezzit,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165251,Zaghouan,Zriba,El Jouf Est,4,3,75.0,2,66.7,20.8,93.9,3,100.0,3,0,0,2,0,0,66.7,0.0,0.0,2
TN165252,Zaghouan,Zriba,El Jouf Ouest,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165253,Zaghouan,Zriba,Ez-Zeriba Hammam Sud,6,3,50.0,3,100.0,43.8,100.0,5,166.7,5,0,0,3,0,0,100.0,0.0,0.0,0
TN165254,Zaghouan,Zriba,Ez-Zriba Hammam Nord,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165255,Zaghouan,Zriba,Ez-Zeriba Village,2,2,100.0,2,100.0,34.2,100.0,3,150.0,3,0,0,2,0,0,100.0,0.0,0.0,0
TN165256,Zaghouan,Zriba,Bou Achir,1,1,100.0,1,100.0,20.7,100.0,2,200.0,2,0,0,1,0,0,100.0,0.0,0.0,0
TN165257,Zaghouan,Zriba,Jeradou,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165258,Zaghouan,Zriba,Ain El Batria,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165351,Zaghouan,Bir Mchergua,Bir M'Chergua,6,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165352,Zaghouan,Bir Mchergua,Bir M'Chergua Gare,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165353,Zaghouan,Bir Mchergua,Daleil El Arous,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165354,Zaghouan,Bir Mchergua,Smenja,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165355,Zaghouan,Bir Mchergua,Jebel Oust,4,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165356,Zaghouan,Bir Mchergua,Ain Essafsaf,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165357,Zaghouan,Bir Mchergua,Boucha,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165358,Zaghouan,Bir Mchergua,Ain Asker,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165451,Zaghouan,Fahs,Banlieu D'El Fahs,12,5,41.7,5,100.0,56.6,100.0,6,120.0,6,0,0,5,0,0,100.0,0.0,0.0,0
TN165452,Zaghouan,Fahs,Jouguar,2,1,50.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN165453,Zaghouan,Fahs,Bir Magra,2,1,50.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN165454,Zaghouan,Fahs,Oum El Abouab,3,3,100.0,2,66.7,20.8,93.9,2,66.7,2,0,0,2,0,0,66.7,0.0,0.0,0
TN165455,Zaghouan,Fahs,Ouled Ezzouabi,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165456,Zaghouan,Fahs,El Fahs,9,5,55.6,1,20.0,3.6,62.4,1,20.0,1,0,0,1,0,0,20.0,0.0,0.0,0
TN165457,Zaghouan,Fahs,Ed-Droua,4,3,75.0,2,66.7,20.8,93.9,2,66.7,2,0,0,2,0,0,66.7,0.0,0.0,0
TN165458,Zaghouan,Fahs,El Ghrifet,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165459,Zaghouan,Fahs,Bent Saidane,2,2,100.0,2,100.0,34.2,100.0,3,150.0,3,0,0,2,0,0,100.0,0.0,0.0,0
TN165460,Zaghouan,Fahs,El Amiem Nord,3,3,100.0,2,66.7,20.8,93.9,2,66.7,2,0,0,2,0,0,66.7,0.0,0.0,0
TN165461,Zaghouan,Fahs,El Amiem Sud,3,1,33.3,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN165462,Zaghouan,Fahs,Oued El Khadhra,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165463,Zaghouan,Fahs,Telil Essalhi,3,3,100.0,0,0.0,0.0,56.2,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN165551,Zaghouan,Nadhour,En Nadhour,11,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165552,Zaghouan,Nadhour,Ain El Batthoum,5,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165553,Zaghouan,Nadhour,Saouar,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165554,Zaghouan,Nadhour,Bir Chaouch,5,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165555,Zaghouan,Nadhour,Sougas,5,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165651,Zaghouan,Saouaf,Saouef Est,5,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165652,Zaghouan,Saouaf,Saouef Ouest,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165653,Zaghouan,Saouaf,El Hamira,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165654,Zaghouan,Saouaf,Deghafla Est,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN165655,Zaghouan,Saouaf,Deghafla Ouest,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175151,Bizerte,Bizerte Nord,Hassen Nouri,4,1,25.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN175152,Bizerte,Bizerte Nord,Habib Bouguatfa,6,1,16.7,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN175153,Bizerte,Bizerte Nord,El Korniche,5,2,40.0,0,0.0,0.0,65.8,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN175154,Bizerte,Bizerte Nord,La Medina,8,1,12.5,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN175155,Bizerte,Bizerte Nord,Cheik Driss,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175156,Bizerte,Bizerte Nord,El Canal,4,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175157,Bizerte,Bizerte Nord,Bou Baker Bakir,5,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175158,Bizerte,Bizerte Nord,Ain Mariam,8,4,50.0,0,0.0,0.0,49.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN175159,Bizerte,Bizerte Nord,Habib Haddad,14,3,21.4,1,33.3,6.1,79.2,1,33.3,1,0,0,1,0,0,33.3,0.0,0.0,0
TN175160,Bizerte,Bizerte Nord,El Motamar,6,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175161,Bizerte,Bizerte Nord,El Hana,10,1,10.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN175162,Bizerte,Bizerte Nord,15 Octobre,3,1,33.3,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN175251,Bizerte,Jarzouna,Zarzouna Ouest,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175252,Bizerte,Jarzouna,Zarzouna Est,4,1,25.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN175253,Bizerte,Jarzouna,Zarzouna Nord,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175254,Bizerte,Jarzouna,Zarzouna Sud,10,2,20.0,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN175351,Bizerte,Bizerte Sud,Teskraia,3,2,66.7,2,100.0,34.2,100.0,3,150.0,3,0,0,2,0,0,100.0,0.0,0.0,0
TN175352,Bizerte,Bizerte Sud,Farhat Hached,9,2,22.2,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN175353,Bizerte,Bizerte Sud,Marnissa,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175354,Bizerte,Bizerte Sud,Hicher,1,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175355,Bizerte,Bizerte Sud,Sidi Ameur,2,1,50.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN175356,Bizerte,Bizerte Sud,Louata,6,1,16.7,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN175357,Bizerte,Bizerte Sud,Bab Mateur,5,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175358,Bizerte,Bizerte Sud,Cite El Jala,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175359,Bizerte,Bizerte Sud,El Massida,5,1,20.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN175360,Bizerte,Bizerte Sud,Sidi Ahmed,5,1,20.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN175451,Bizerte,Sejnane,Sedjnane,9,1,11.1,1,100.0,20.7,100.0,2,200.0,2,0,0,1,0,0,100.0,0.0,0.0,0
TN175452,Bizerte,Sejnane,El Maalia,5,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175453,Bizerte,Sejnane,El Ababssa,3,1,33.3,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN175454,Bizerte,Sejnane,El Hachachna,5,1,20.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN175455,Bizerte,Sejnane,Sehabna,6,1,16.7,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN175456,Bizerte,Sejnane,Sidi Mechrek,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175457,Bizerte,Sejnane,Amaden,5,2,40.0,0,0.0,0.0,65.8,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN175458,Bizerte,Sejnane,Mechargua,4,1,25.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN175551,Bizerte,Joumine,Ouled Ghanem,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175552,Bizerte,Joumine,Essemman,4,1,25.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN175553,Bizerte,Joumine,Chenana,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175554,Bizerte,Joumine,Tahent,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175555,Bizerte,Joumine,Kef Ghrab,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175556,Bizerte,Joumine,Berraies,3,1,33.3,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN175557,Bizerte,Joumine,Touajnia,5,3,60.0,1,33.3,6.1,79.2,1,33.3,1,0,0,1,0,0,33.3,0.0,0.0,0
TN175558,Bizerte,Joumine,Bazina,6,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175559,Bizerte,Joumine,Rouaha,3,2,66.7,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN175651,Bizerte,Mateur,Mateur,11,2,18.2,0,0.0,0.0,65.8,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1
TN175652,Bizerte,Mateur,Banlieue De Mateur,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175653,Bizerte,Mateur,Mateur Sud,5,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175654,Bizerte,Mateur,Cite En Nasr,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175655,Bizerte,Mateur,Nefat,4,1,25.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN175656,Bizerte,Mateur,Cite Essadaka,3,1,33.3,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN175657,Bizerte,Mateur,Targuellache,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175658,Bizerte,Mateur,Arab Majour,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175659,Bizerte,Mateur,Behaya,2,1,50.0,1,100.0,20.7,100.0,2,200.0,2,0,0,1,0,0,100.0,0.0,0.0,0
TN175660,Bizerte,Mateur,Boumkhila,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175751,Bizerte,Ghazala,Ghezala,6,2,33.3,2,100.0,34.2,100.0,2,100.0,2,0,0,2,0,0,100.0,0.0,0.0,0
TN175752,Bizerte,Ghazala,El Arab,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175753,Bizerte,Ghazala,Dheouaouda,4,1,25.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN175754,Bizerte,Ghazala,Hached,4,1,25.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN175755,Bizerte,Ghazala,Ouled El May,1,1,100.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN175756,Bizerte,Ghazala,Sidi Aissa,4,1,25.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN175757,Bizerte,Ghazala,Rakb,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175758,Bizerte,Ghazala,Bou Jerir,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175759,Bizerte,Ghazala,Sidi Mansour,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175851,Bizerte,Menzel Bourguiba,En-Najah (1),6,3,50.0,0,0.0,0.0,56.2,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN175852,Bizerte,Menzel Bourguiba,Gabtna (1),2,1,50.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN175853,Bizerte,Menzel Bourguiba,Gabtna (2),4,2,50.0,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN175854,Bizerte,Menzel Bourguiba,Cite Etthaoura,5,2,40.0,0,0.0,0.0,65.8,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN175855,Bizerte,Menzel Bourguiba,En-Najah (2),7,2,28.6,0,0.0,0.0,65.8,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN175856,Bizerte,Menzel Bourguiba,El Medina,17,4,23.5,1,25.0,4.6,69.9,1,25.0,1,0,0,1,0,0,25.0,0.0,0.0,0
TN175857,Bizerte,Menzel Bourguiba,Chelagmia,4,1,25.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN175858,Bizerte,Menzel Bourguiba,Cite Jardins,2,1,50.0,0,0.0,0.0,79.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0
TN175951,Bizerte,Tinja,Tinja,9,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN175952,Bizerte,Tinja,Guengla,5,2,40.0,1,50.0,9.5,90.5,1,50.0,1,0,0,1,0,0,50.0,0.0,0.0,0
TN175953,Bizerte,Tinja,Ez-Zarour,3,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN176051,Bizerte,Utique,Utique,5,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN176052,Bizerte,Utique,Nouvelle Utique,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
TN176053,Bizerte,Utique,Besbassia,2,1,50.0,1,100.0,20.7,100.0,1,100.0,1,0,0,1,0,0,100.0,0.0,0.0,0
TN176054,Bizerte,Utique,El Houidh,2,0,0.0,0,,,,0,,0,0,0,0,0,0,,,,0
