bureau_code,reps_rows_filled,rep_row1,rep_row2,rep_row3,row1_score,row2_score,row3_score,register_cc,row_shift
01020310402,2,1,1,0,0.05923,0.08636,0.00877,0.9647,1
01020310501,1,1,0,0,0.08200,0.00000,0.00000,0.9730,1
01020310502,1,1,0,0,0.12736,0.00000,0.00000,0.9765,2
01020310601,1,1,0,0,0.09890,0.00000,0.00000,0.9756,1
01020310602,0,0,0,0,0.00000,0.00000,0.00000,0.9647,2
01020310603,0,0,0,0,0.00000,0.00000,0.00000,0.9626,2
01020410101,0,0,0,0,0.00000,0.00000,0.00000,0.9866,0
01020410201,0,0,0,0,0.00000,0.00000,0.00000,0.9712,-1
01020410202,1,1,0,0,0.14318,0.00000,0.00000,0.9804,0
01020410203,0,0,0,0,0.00000,0.00000,0.00000,0.9845,0
01020410204,1,1,0,0,0.05921,0.00000,0.00000,0.9758,1
01020410205,0,0,0,0,0.00000,0.00000,0.00000,0.9854,-1
01020410206,0,0,0,0,0.00000,0.00000,0.00000,0.9799,0
01020410301,1,1,0,0,0.12736,0.00000,0.00000,0.9769,-1
01020410302,1,1,0,0,0.09545,0.00000,0.00000,0.9842,-2
01020410303,0,0,0,0,0.00000,0.00000,0.00000,0.9643,0
01020510101,0,0,0,0,0.00000,0.00000,0.00000,0.9650,2
01020510102,0,0,0,0,0.00000,0.00000,0.00000,0.9806,0
01020510103,1,1,0,0,0.14318,0.00000,0.00000,0.9743,0
01020510104,1,0,1,0,0.00228,0.01974,0.00219,0.9800,0
01020610101,0,0,0,0,0.00000,0.00000,0.00219,0.9805,1
01020610102,0,0,0,0,0.00000,0.00000,0.00000,0.9908,0
01020610103,0,0,0,0,0.00000,0.00000,0.00000,0.9785,-1
01020710101,1,1,0,0,0.08656,0.00000,0.00000,0.9825,0
01020710102,0,0,0,0,0.00000,0.00000,0.00000,0.9725,5
01020710103,1,1,0,0,0.10000,0.00000,0.00000,0.9775,1
01020810101,0,0,0,0,0.00000,0.00000,0.00000,0.9815,1
01020810102,0,0,0,0,0.00000,0.00000,0.00000,0.9870,2
01020910101,1,1,0,0,0.12766,0.00000,0.00000,0.9701,0
01020910102,1,1,0,0,0.15059,0.00000,0.00000,0.9687,1
01020910103,1,1,0,0,0.12955,0.00000,0.00000,0.9839,0
01030110101,0,0,0,0,0.00000,0.00000,0.00000,0.9924,0
01030110102,1,1,0,0,0.09836,0.00000,0.00000,0.9867,1
01030110103,1,1,0,0,0.09133,0.00000,0.00000,0.9879,1
01030110104,1,1,0,0,0.12190,0.00000,0.00000,0.9893,-1
01030110105,1,1,0,0,0.06306,0.00000,0.00000,0.9903,1
01030110106,3,1,1,1,0.02576,0.02576,0.01405,0.9802,0
01030110107,2,1,1,0,0.14317,0.06982,0.00000,0.9907,1
01030110108,1,1,0,0,0.08333,0.00000,0.00000,0.9833,0
01030110109,0,0,0,0,0.00468,0.00000,0.00000,0.9858,0
01030110110,1,1,0,0,0.16667,0.00000,0.00000,0.9820,1
01030210101,1,1,0,0,0.08019,0.00000,0.00000,0.9730,1
01030210102,1,1,0,0,0.10023,0.00000,0.00000,0.9743,0
01030210103,1,1,0,0,0.08991,0.00000,0.00000,0.9839,0
01030310101,1,1,0,0,0.06546,0.00000,0.00000,0.9890,1
01030310102,1,1,0,0,0.12162,0.00000,0.00000,0.9810,1
01030410101,1,1,0,0,0.01139,0.00229,0.00000,0.9894,0
01030410102,1,1,0,0,0.08884,0.00000,0.00000,0.9373,1
01030410103,1,1,0,0,0.02500,0.00440,0.00000,0.9797,-1
01030410104,1,1,0,0,0.02733,0.00000,0.00000,0.9798,0
01030510101,1,1,0,0,0.18925,0.00000,0.00000,0.9840,1
01030510102,0,0,0,0,0.00000,0.00000,0.00000,0.9759,0
01030510103,1,1,0,0,0.19438,0.00000,0.00000,0.9796,1
01030510201,1,1,0,0,0.11944,0.00000,0.00000,0.9809,0
01030610101,1,1,0,0,0.07026,0.00000,0.00000,0.9822,-1
01030610102,0,0,0,0,0.00000,0.00000,0.00000,0.9838,-1
01030610103,1,1,0,0,0.02342,0.00000,0.00000,0.9057,4
01030610201,1,1,0,0,0.09929,0.00000,0.00000,0.9851,0
01030610202,0,0,0,0,0.00000,0.00000,0.00000,0.9822,-1
01030610301,0,0,0,0,0.00000,0.00000,0.00000,0.9854,-1
01040110101,0,0,0,0,0.00000,0.00000,0.00000,0.9541,2
01040110102,0,0,0,0,0.00000,0.00000,0.00000,0.9507,2
01040110103,0,0,0,0,0.00000,0.00000,0.00000,0.9400,3
01040110104,0,0,0,0,0.00000,0.00000,0.00000,0.9249,2
01040110105,0,0,0,0,0.00000,0.00000,0.00000,0.9323,2
01040210101,0,0,0,0,0.00000,0.00000,0.00000,0.9394,3
01040210102,0,0,0,0,0.00000,0.00000,0.00000,0.8972,3
01040210201,0,0,0,0,0.00000,0.00000,0.00000,0.9391,3
01040210202,0,0,0,0,0.00000,0.00000,0.00000,0.8907,3
01040310101,0,0,0,0,0.00000,0.00000,0.00000,0.9868,1
01040410101,1,1,0,0,0.06154,0.00000,0.00000,0.9533,1
01040510101,1,1,0,0,0.05455,0.00000,0.00000,0.9009,4
01040510102,1,1,0,0,0.08608,0.00000,0.00000,0.9465,2
01040510103,0,0,0,0,0.00000,0.00000,0.00000,0.9449,2
01040510104,0,0,0,0,0.00000,0.00000,0.00000,0.8965,4
01040510105,0,0,0,0,0.00000,0.00000,0.00000,0.9203,3
01040610101,1,1,0,0,0.08791,0.00000,0.00000,0.9287,3
01040610102,1,1,0,0,0.02506,0.00000,0.00000,0.9488,2
01040610103,1,1,0,0,0.05882,0.00000,0.00000,0.9528,2
01040610104,1,1,0,0,0.05275,0.00000,0.00000,0.9518,2
01040610105,0,0,0,0,0.00000,0.00000,0.00000,0.9368,3
01040610106,1,1,0,0,0.10023,0.00000,0.00000,0.9307,2
01050110101,0,0,0,0,0.00000,0.00000,0.00000,0.9768,1
01050110102,0,0,0,0,0.00000,0.00000,0.00000,0.9623,0
01050110103,1,1,0,0,0.03409,0.00000,0.00000,0.9424,2
01050110104,1,1,0,0,0.12045,0.00000,0.00000,0.9453,2
01050110105,1,1,0,0,0.06619,0.00000,0.00000,0.9680,1
01050110106,1,1,0,0,0.10402,0.00000,0.00000,0.9705,1
01050210101,3,1,1,1,0.04100,0.02114,0.06606,0.9586,1
01050210102,1,1,0,0,0.04481,0.00000,0.00000,0.9639,1
01050210103,1,1,0,0,0.12698,0.00000,0.00000,0.8576,6
01050210104,1,1,0,0,0.09112,0.00000,0.00000,0.9518,1
01050210201,1,1,0,0,0.07269,0.00000,0.00000,0.9376,1
01050210202,1,1,0,0,0.04728,0.00000,0.00000,0.9451,-1
01050210203,0,0,0,0,0.00000,0.00000,0.00000,0.9671,0
01050210204,1,1,0,0,0.03783,0.00000,0.00000,0.9718,1
01050210205,1,1,0,0,0.11442,0.00000,0.00000,0.9788,0
01050210301,1,1,0,0,0.11845,0.00000,0.00000,0.9591,1
01050310101,1,1,0,0,0.12736,0.00000,0.00000,0.9129,2
01050310102,1,1,0,0,0.04019,0.00000,0.00000,0.9698,0
01050310103,1,1,0,0,0.01535,0.00000,0.00000,0.9833,0
01050410101,0,0,0,0,0.00000,0.00000,0.00000,0.9664,1
01050410102,2,1,1,0,0.10909,0.14091,0.00000,0.9718,0
01050410103,0,0,0,0,0.00000,0.00000,0.00000,0.9729,1
01050410201,1,1,0,0,0.09567,0.00000,0.00000,0.9350,3
01050410202,1,1,0,0,0.05467,0.00000,0.00000,0.9789,1
01050410203,1,1,0,0,0.07547,0.00000,0.00000,0.8814,2
01050410301,2,1,1,0,0.02594,0.09906,0.00000,0.8956,2
01050510101,0,0,0,0,0.00000,0.00000,0.00000,0.9732,1
01050510102,0,0,0,0,0.00000,0.00000,0.00000,0.9623,1
01050510201,0,0,0,0,0.00000,0.00000,0.00000,0.9642,2
01050510202,1,1,0,0,0.03415,0.00000,0.00000,0.8832,3
01050510203,0,0,0,0,0.00000,0.00000,0.00000,0.9259,3
01050610101,1,1,0,0,0.06834,0.00000,0.00000,0.9626,1
01050610102,0,0,0,0,0.00000,0.00000,0.00000,0.9239,4
01050610201,1,1,0,0,0.07033,0.00000,0.00000,0.9706,0
01060110101,2,1,1,0,0.12747,0.12308,0.00000,0.9778,1
01060110102,1,1,0,0,0.01655,0.00440,0.00000,0.9783,-1
01060110103,1,1,0,0,0.11369,0.00000,0.00000,0.9786,1
01060210101,1,1,0,0,0.10251,0.00000,0.00000,0.9766,2
01060210102,1,1,0,0,0.07062,0.00000,0.00000,1.0000,-1
01060210103,2,1,1,0,0.16364,0.03636,0.00000,0.9906,1
01060210104,1,1,0,0,0.02128,0.00000,0.00000,0.9555,1
01060210105,1,1,0,0,0.11591,0.00000,0.00000,0.9699,1
01060210106,1,1,0,0,0.08428,0.00000,0.00000,0.9894,0
01060210107,1,1,0,0,0.04556,0.00000,0.00000,0.9353,2
01060310101,1,1,0,0,0.10682,0.00000,0.00000,0.9180,2
01060310102,1,1,0,0,0.13158,0.00000,0.00000,0.9724,1
01060410101,1,1,0,0,0.06798,0.00000,0.00000,0.9254,1
01060410102,1,1,0,0,0.10000,0.00000,0.00000,0.9775,2
01060410103,1,1,0,0,0.07801,0.00000,0.00000,0.9345,1
01060410104,1,1,0,0,0.13053,0.00000,0.00000,0.9213,3
01060410201,1,1,0,0,0.12530,0.00000,0.00000,0.9626,0
01060410202,2,1,1,0,0.13846,0.11321,0.00000,0.9621,1
01060410203,2,1,1,0,0.14773,0.13475,0.00000,0.9203,0
01060410204,0,0,0,0,0.00000,0.00000,0.00000,0.9889,0
01060510101,1,1,0,0,0.07473,0.00000,0.00000,0.9238,0
01060510102,2,1,1,0,0.07780,0.08132,0.00000,0.9840,-1
01060510103,0,0,0,0,0.00000,0.00000,0.00000,0.9861,-1
01060610101,1,1,0,0,0.03066,0.00000,0.00000,0.9788,2
01060610102,1,1,0,0,0.11751,0.00000,0.00000,0.9538,0
01060610201,0,0,0,0,0.00223,0.00000,0.00000,0.9690,1
01060610202,2,1,1,0,0.13409,0.13182,0.00000,0.9821,2
01060610203,1,1,0,0,0.04502,0.00000,0.00000,0.9644,0
01060610204,2,1,1,0,0.08447,0.10550,0.00000,0.9626,0
01060610205,1,1,0,0,0.15132,0.00000,0.00000,0.9778,3
01060610206,0,0,0,0,0.00278,0.00000,0.00000,0.9654,2
01060710101,2,1,1,0,0.14155,0.12530,0.00000,0.9655,1
01060710102,1,1,0,0,0.03645,0.00000,0.00000,0.9722,1
01060710201,1,1,0,0,0.11136,0.00000,0.00000,0.9654,1
01060710202,1,1,0,0,0.09112,0.00000,0.00000,0.9737,2
01060710203,1,1,0,0,0.11591,0.00000,0.00000,0.9781,2
01060810101,1,1,0,0,0.02721,0.00907,0.00000,0.9756,2
01060910101,2,1,1,0,0.12972,0.09929,0.00000,0.9787,1
01070110101,0,0,0,0,0.00000,0.00000,0.00000,0.9697,-3
01070110102,0,0,0,0,0.00000,0.00000,0.00000,0.9423,-2
01070110103,0,0,0,0,0.00000,0.00000,0.00000,0.9216,0
01070110104,1,1,0,0,0.05423,0.00000,0.00000,0.9583,2
01070110105,0,0,0,0,0.00000,0.00000,0.00000,0.9667,-1
01070110106,0,0,0,0,0.00000,0.00000,0.00000,0.8620,4
01070110201,2,1,1,0,0.11390,0.05687,0.00000,0.8982,0
01070110202,1,1,0,0,0.06865,0.00000,0.00000,0.8984,4
01070110203,0,0,0,0,0.00000,0.00000,0.00000,0.8697,3
01070110204,0,0,0,0,0.00000,0.00000,0.00000,0.9463,-1
01070210101,1,1,0,0,0.13656,0.00000,0.00000,0.9788,-1
01070210201,1,1,0,0,0.08945,0.00000,0.00000,0.9730,-2
01070210202,0,0,0,0,0.00000,0.00000,0.00000,0.9264,3
01070210203,0,0,0,0,0.00000,0.00000,0.00000,0.9065,2
01070210401,0,0,0,0,0.00000,0.00000,0.00238,0.9690,-2
01070310101,2,1,1,0,0.08811,0.03744,0.00000,0.9371,0
01070310102,0,0,0,0,0.00000,0.00000,0.00000,0.9572,-3
01070310103,0,0,0,0,0.00000,0.00000,0.00000,0.9490,-2
01070310104,0,0,0,0,0.00000,0.00220,0.00000,0.9377,1
01070310105,0,0,0,0,0.00000,0.00000,0.00000,0.9310,-2
01070310106,0,0,0,0,0.00219,0.00000,0.00000,0.7882,4
01070410101,0,0,0,0,0.00000,0.00000,0.00000,0.9600,1
01070410102,1,1,0,0,0.07094,0.00000,0.00000,0.9458,-1
01070410103,0,0,0,0,0.00000,0.00000,0.00000,0.9000,2
01070410104,0,0,0,0,0.00000,0.00000,0.00000,0.9527,0
01070510101,1,1,0,0,0.07110,0.00000,0.00000,0.9489,1
01070510102,1,1,0,0,0.14005,0.00000,0.00000,0.9506,-1
01070510201,0,0,0,0,0.00000,0.00000,0.00000,0.9297,-1
01070510202,0,0,0,0,0.00000,0.00000,0.00000,0.9111,-2
01070510203,1,1,0,0,0.13272,0.00000,0.00000,0.9001,0
01070610101,2,1,1,0,0.08571,0.12984,0.00000,0.9439,3
01070610201,1,1,0,0,0.09339,0.00000,0.00000,0.8133,6
01070610202,1,1,0,0,0.11163,0.00000,0.00000,0.9606,0
01070610203,0,0,0,0,0.00000,0.00000,0.00000,0.9822,-1
01070610301,1,1,0,0,0.10706,0.00000,0.00000,0.9552,-1
01070710101,1,1,0,0,0.06650,0.00000,0.00000,0.9711,-1
01070710102,0,0,0,0,0.00000,0.00000,0.00000,0.9039,1
01070710103,0,0,0,0,0.00000,0.00000,0.00000,0.9695,-1
01070710201,0,0,0,0,0.00000,0.00000,0.00000,0.9018,0
01070710202,0,0,0,0,0.00000,0.00000,0.00000,0.9149,1
01070710203,1,1,0,0,0.07780,0.00000,0.00000,0.9531,0
01070710204,0,0,0,0,0.00000,0.00000,0.00000,0.9477,-2
01070710205,0,0,0,0,0.00000,0.00000,0.00000,0.9478,-1
01070710301,0,0,0,0,0.00000,0.00244,0.00000,0.9270,1
01070710302,0,0,0,0,0.00000,0.00000,0.00000,0.9364,-1
01070810101,0,0,0,0,0.00000,0.00000,0.00000,0.9376,-2
01070810102,1,1,0,0,0.07109,0.00000,0.00000,0.9330,-2
01070810103,0,0,0,0,0.00000,0.00000,0.00000,0.9625,0
01070810104,0,0,0,0,0.00000,0.00000,0.00000,0.9417,-3
01070810105,0,0,0,0,0.00000,0.00000,0.00000,0.9655,-2
01080110101,0,0,0,0,0.00000,0.00000,0.00000,0.9328,3
01080110102,0,0,0,0,0.00000,0.00000,0.00000,0.8898,3
01080110103,0,0,0,0,0.00000,0.00000,0.00000,0.9454,1
01080210101,1,1,0,0,0.06863,0.00000,0.00000,0.9741,-1
01080210102,1,1,0,0,0.01182,0.00000,0.00000,0.9783,-1
01080210103,1,1,0,0,0.01229,0.00228,0.00000,0.9740,-1
01080210104,1,1,0,0,0.07583,0.00000,0.00000,0.9748,0
01080210105,1,1,0,0,0.06147,0.00000,0.00000,0.9625,0
01080210201,0,0,0,0,0.00000,0.00000,0.00000,0.9171,1
01080210202,1,1,0,0,0.04328,0.00000,0.00000,0.9576,2
01080210203,0,0,0,0,0.00000,0.00000,0.00000,0.9322,2
01080310101,1,1,0,0,0.07745,0.00000,0.00000,0.9558,1
01080310102,0,0,0,0,0.00000,0.00000,0.00000,0.9793,0
01080310103,0,0,0,0,0.00000,0.00000,0.00000,0.9735,1
01080310201,1,1,0,0,0.09339,0.00000,0.00000,0.9659,1
01080310202,0,0,0,0,0.00000,0.00000,0.00000,0.9809,-1
01080310203,0,0,0,0,0.00000,0.00000,0.00000,0.9093,3
01080410101,1,1,0,0,0.10526,0.00000,0.00000,0.9444,0
01080410102,1,1,0,0,0.04328,0.00000,0.00000,0.9421,2
01080410201,1,1,0,0,0.10682,0.00000,0.00000,0.9705,1
01080410202,1,1,0,0,0.03555,0.00000,0.00000,0.9471,-1
01080410203,1,1,0,0,0.08019,0.00000,0.00000,0.9246,3
01080410204,1,1,0,0,0.02071,0.00000,0.00000,0.9357,2
01080410205,1,1,0,0,0.06150,0.00000,0.00000,0.8808,3
01080410301,1,1,0,0,0.06383,0.00000,0.00000,0.9687,1
01080410302,1,1,0,0,0.01316,0.00708,0.00000,0.9033,3
01080410303,1,1,0,0,0.09220,0.00000,0.00000,0.9309,2
01080410304,1,1,0,0,0.07062,0.00000,0.00000,0.8547,2
01080510101,0,0,0,0,0.00000,0.00000,0.00000,0.9650,1
01080510102,0,0,0,0,0.00000,0.00000,0.00000,0.9512,1
01080510103,0,0,0,0,0.00000,0.00000,0.00000,0.9240,1
01080510104,0,0,0,0,0.00000,0.00000,0.00000,0.9680,-1
01080510105,0,0,0,0,0.00000,0.00000,0.00000,0.9682,1
01080510107,1,1,0,0,0.08009,0.00000,0.00000,0.9666,0
01080510108,0,0,0,0,0.00000,0.00000,0.00000,0.9697,1
01080610101,0,0,0,0,0.00000,0.00000,0.00000,0.9715,1
01080710101,1,1,0,0,0.08390,0.00000,0.00000,0.9333,3
01080710102,1,1,0,0,0.09817,0.00000,0.00000,0.9412,1
01080710103,1,1,0,0,0.08019,0.00000,0.00000,0.9147,2
01090110101,0,0,0,0,0.00000,0.00000,0.00000,0.9540,-2
01090210101,1,1,0,0,0.08274,0.00000,0.00000,0.9420,-1
01090210102,0,0,0,0,0.00000,0.00000,0.00000,0.9302,-1
01090210103,0,0,0,0,0.00000,0.00000,0.00000,0.8940,0
01090210104,0,0,0,0,0.00000,0.00000,0.00000,0.9825,2
01090310101,1,1,0,0,0.11765,0.00000,0.00000,0.9697,0
01090310102,0,0,0,0,0.00000,0.00000,0.00000,0.9739,-1
01090310103,0,0,0,0,0.00000,0.00000,0.00000,0.9603,0
01090310104,0,0,0,0,0.00000,0.00000,0.00000,0.9605,2
01090310105,0,0,0,0,0.00000,0.00000,0.00000,0.9598,-1
01090310106,0,0,0,0,0.00000,0.00000,0.00000,0.9046,-1
01090410101,1,1,0,0,0.05349,0.00000,0.00000,0.9741,-1
01090510101,1,1,0,0,0.08409,0.00000,0.00000,0.9747,1
01090610101,0,0,0,0,0.00000,0.00000,0.00000,0.9175,3
01090710101,0,0,0,0,0.00000,0.00000,0.00000,0.9583,-3
01090710102,0,0,0,0,0.00000,0.00000,0.00000,0.9387,0
01090710103,0,0,0,0,0.00000,0.00000,0.00000,0.9376,2
01090710104,0,0,0,0,0.00000,0.00000,0.00000,0.9630,0
01090710105,1,1,0,0,0.07565,0.00000,0.00000,0.8135,-1
01090810101,0,0,0,0,0.00000,0.00000,0.00000,0.9504,0
01090810102,0,0,0,0,0.00000,0.00000,0.00000,0.8962,1
01090810103,1,1,0,0,0.02025,0.00000,0.00000,0.8375,1
01090810201,1,1,0,0,0.08941,0.00000,0.00000,0.6504,5
01090910101,2,1,1,0,0.13436,0.02863,0.00000,0.9715,1
01090910102,0,0,0,0,0.00000,0.00000,0.00000,0.9547,-2
01090910103,0,0,0,0,0.00000,0.00000,0.00000,0.9639,-1
01090910104,0,0,0,0,0.00000,0.00000,0.00000,0.9639,-1
01090910105,0,0,0,0,0.00000,0.00000,0.00000,0.9502,1
0109100101,1,1,0,0,0.07783,0.00000,0.00000,0.9277,4
01091110101,0,0,0,0,0.00455,0.00000,0.00455,0.9741,1
01091110102,2,1,1,0,0.03864,0.02955,0.00000,0.9811,3
01091110103,1,1,0,0,0.05882,0.00000,0.00000,0.7877,3
01091210101,1,1,0,0,0.05708,0.00000,0.00000,0.9418,-1
01091210102,1,1,0,0,0.06794,0.00000,0.00000,0.9794,1
01091210103,1,1,0,0,0.07711,0.00239,0.00000,0.9415,-3
01100110101,1,1,0,0,0.12679,0.00000,0.00000,0.9513,-1
01100110102,1,1,0,0,0.07619,0.00000,0.00000,0.9762,-1
01100110103,0,0,0,0,0.00000,0.00000,0.00000,0.8915,2
01100110104,1,1,0,0,0.09005,0.00000,0.00000,0.9653,-2
01100110105,0,0,0,0,0.00000,0.00000,0.00000,0.9698,0
01100110106,0,0,0,0,0.00000,0.00000,0.00000,0.9698,-1
01100110107,1,0,0,1,0.00491,0.00713,0.01229,0.9646,-1
01100110108,0,0,0,0,0.00220,0.00220,0.00440,0.8989,0
01100210101,2,1,1,0,0.10909,0.06818,0.00000,0.9797,0
01100210102,2,1,1,0,0.04795,0.09132,0.00000,0.9676,1
01100210201,1,1,0,0,0.09091,0.00000,0.00000,0.9538,0
01100210202,1,1,0,0,0.12996,0.00000,0.00000,0.9613,-1
01100310101,1,1,0,0,0.06398,0.00000,0.00000,0.9523,0
01100310102,0,0,0,0,0.00000,0.00000,0.00000,0.9502,-1
01100310103,1,0,0,1,0.00000,0.00000,0.08294,0.9308,0
01100310104,1,1,0,0,0.04557,0.00000,0.00000,0.9514,0
01100410101,1,1,0,0,0.05425,0.00236,0.00000,0.9827,1
01100410102,1,1,0,0,0.07621,0.00000,0.00000,0.9608,-2
01100410103,0,0,0,0,0.00000,0.00000,0.00000,0.9666,-1
01100410104,1,1,0,0,0.08696,0.00000,0.00000,0.9650,-1
01100410105,0,0,0,0,0.00000,0.00000,0.00000,0.9670,0
01100410106,0,0,0,0,0.00000,0.00000,0.00000,0.9532,-2
01100410107,0,0,0,0,0.00000,0.00000,0.00000,0.8711,-1
01100410108,0,0,0,0,0.00000,0.00000,0.00000,0.8974,0
01100410109,1,1,0,0,0.11390,0.00000,0.00000,0.9695,-2
01100410110,1,1,0,0,0.10023,0.00000,0.00000,0.8885,2
01100410201,0,0,0,0,0.00000,0.00000,0.00000,0.9681,0
01100410202,1,1,0,0,0.10968,0.00000,0.00000,0.9678,1
01100410203,1,1,0,0,0.06835,0.00000,0.00000,0.9662,-2
01100410204,1,1,0,0,0.07824,0.00000,0.00000,0.7934,2
01100410205,0,0,0,0,0.00000,0.00000,0.00000,0.9185,1
01100510101,3,1,1,1,0.12156,0.13470,0.13270,0.9596,-2
01100510102,3,1,1,1,0.09800,0.05568,0.07527,0.9701,-3
01100510103,2,1,1,0,0.09657,0.08000,0.00000,0.9332,0
01100510104,1,1,0,0,0.06368,0.00000,0.00000,0.9092,0
01100510105,1,1,0,0,0.08390,0.00000,0.00000,0.7469,3
01100610101,1,1,0,0,0.04185,0.00000,0.00000,0.9784,-1
01100610102,1,1,0,0,0.11982,0.00000,0.00000,0.9696,2
01100610103,0,0,0,0,0.00000,0.00000,0.00000,0.9465,-2
01100610104,0,0,0,0,0.00000,0.00000,0.00000,0.8914,0
01100610105,0,0,0,0,0.00000,0.00000,0.00000,0.9834,1
01100610201,1,1,0,0,0.14978,0.00000,0.00000,0.9504,-1
01100610202,1,1,0,0,0.07991,0.00000,0.00000,0.9278,2
01100610203,0,0,0,0,0.00000,0.00000,0.00000,0.9582,1
01100610204,0,0,0,0,0.00000,0.00000,0.00000,0.9430,2
01100610205,0,0,0,0,0.00000,0.00000,0.00000,0.9923,-1
01100610206,0,0,0,0,0.00000,0.00000,0.00000,0.9628,1
01100610207,1,1,0,0,0.05134,0.00000,0.00000,0.9391,3
01100610208,0,0,0,0,0.00000,0.00000,0.00000,0.9414,1
01100610209,0,0,0,0,0.00000,0.00000,0.00000,0.9004,2
01100610301,0,0,0,0,0.00000,0.00000,0.00000,0.9891,1
01100610303,1,1,0,0,0.08061,0.00000,0.00000,0.5303,8
01100610304,0,0,0,0,0.00000,0.00000,0.00000,0.9629,1
01100610305,0,0,0,0,0.00000,0.00000,0.00000,0.9277,2
01100710101,1,1,0,0,0.07092,0.00000,0.00000,0.9673,0
01100810101,0,0,0,0,0.00000,0.00000,0.00000,0.9144,1
01100810102,0,0,0,0,0.00000,0.00000,0.00000,0.8861,3
01100810103,0,0,0,0,0.00000,0.00000,0.00000,0.9243,2
01100810104,0,0,0,0,0.00000,0.00000,0.00000,0.9648,0
01100810105,0,0,0,0,0.00000,0.00000,0.00000,0.7732,2
01100810201,1,1,0,0,0.08511,0.00000,0.00000,0.9348,-2
01100810202,0,0,0,0,0.00997,0.00321,0.00641,0.9076,4
01100810203,2,1,0,1,0.01386,0.00000,0.01152,0.9622,-3
01100910101,0,0,0,0,0.00000,0.00000,0.00000,0.9718,-2
