bureau_code,reps_rows_filled,rep_row1,rep_row2,rep_row3,row1_score,row2_score,row3_score,register_cc,row_shift
02090110101,1,1,0,0,0.02278,0.00000,0.00000,0.9574,0
02090110102,1,1,0,0,0.01139,0.00000,0.00000,0.9046,1
02090110103,1,1,0,0,0.04255,0.00000,0.00000,0.9332,1
02090110104,0,0,0,0,0.00455,0.00000,0.00000,0.9340,2
02090110105,1,1,0,0,0.09628,0.00000,0.00000,0.9377,2
02090110106,0,0,0,0,0.00000,0.00000,0.00000,0.9474,1
02090210101,1,1,0,0,0.05455,0.00000,0.00000,0.9366,2
02090210102,1,1,0,0,0.02045,0.00000,0.00000,0.9358,2
02090310101,1,1,0,0,0.07973,0.00000,0.00000,0.9356,2
02090310102,1,1,0,0,0.10989,0.00000,0.00000,0.9259,2
02090310201,1,1,0,0,0.05000,0.00000,0.00000,0.9369,2
02090410101,0,0,0,0,0.00000,0.00000,0.00000,0.8806,4
02090410102,1,1,0,0,0.15130,0.00000,0.00000,0.9629,0
02090410103,1,1,0,0,0.05923,0.00000,0.00000,0.9249,1
02090410104,1,1,0,0,0.07483,0.00000,0.00000,0.8943,4
02090410105,1,1,0,0,0.05677,0.00421,0.00000,0.8758,4
02090410201,1,0,0,1,0.00000,0.00000,0.06576,0.8673,4
02090410202,1,1,0,0,0.01538,0.00228,0.00000,0.9673,1
02090410203,1,1,0,0,0.06378,0.00000,0.00000,0.9530,1
02090410204,1,1,0,0,0.12955,0.00000,0.00000,0.9125,4
02090410205,1,1,0,0,0.03586,0.00000,0.00000,0.8970,1
02090410301,1,1,0,0,0.01313,0.00455,0.00000,0.9285,1
02090410302,1,1,0,0,0.06818,0.00000,0.00000,0.9142,2
02090410303,1,1,0,0,0.07253,0.00000,0.00000,0.9599,0
02090510101,1,1,0,0,0.09091,0.00000,0.00000,0.8352,5
02090510102,1,1,0,0,0.05227,0.00000,0.00000,0.9436,2
02090510103,1,1,0,0,0.08617,0.00000,0.00000,0.8532,4
02090510104,0,0,0,0,0.00000,0.00000,0.00000,0.8962,2
02090510105,0,0,0,0,0.00000,0.00000,0.00000,0.9357,2
02090610101,0,0,0,0,0.00000,0.00000,0.00000,0.9267,2
02090610102,1,1,0,0,0.03186,0.00000,0.00000,0.8885,2
02090610103,1,1,0,0,0.09276,0.00000,0.00000,0.9381,2
02090610201,1,1,0,0,0.05000,0.00000,0.00000,0.9086,1
02090610202,1,1,0,0,0.03417,0.00000,0.00000,0.9309,1
02090610203,1,1,0,0,0.02045,0.00000,0.00000,0.9311,1
02090610301,0,0,0,0,0.00000,0.00000,0.00000,0.8878,3
02090610302,1,1,0,0,0.06132,0.00000,0.00000,0.8805,3
02090610401,1,1,0,0,0.05437,0.00000,0.00000,0.9015,1
02090710101,1,1,0,0,0.05455,0.00000,0.00000,0.9380,2
02090710102,1,1,0,0,0.07048,0.00000,0.00000,0.9580,0
02090710103,1,1,0,0,0.08844,0.00000,0.00000,0.9262,3
02090710104,1,1,0,0,0.07483,0.00000,0.00000,0.9037,3
02090710105,1,1,0,0,0.04255,0.00000,0.00000,0.9481,1
02090810101,0,0,0,0,0.00683,0.00000,0.00000,0.9272,0
02100110101,1,1,0,0,0.05882,0.00000,0.00000,0.9668,0
02100110301,0,0,0,0,0.00000,0.00000,0.00000,0.4346,10
02100110302,1,1,0,0,0.08409,0.00000,0.00000,0.8986,4
02100210101,1,1,0,0,0.07092,0.00000,0.00000,0.9618,0
02100210102,0,0,0,0,0.00000,0.00000,0.00000,0.9132,4
02100210201,2,1,1,0,0.07002,0.02845,0.00000,0.9202,4
02100210202,1,1,0,0,0.06136,0.00000,0.00000,0.8945,5
02100210203,0,0,0,0,0.00000,0.00000,0.00000,0.9229,3
02100210301,1,1,0,0,0.05386,0.00000,0.00000,0.4605,12
02100210302,1,1,0,0,0.05033,0.00000,0.00000,0.8978,5
02100210401,0,0,0,0,0.00000,0.00000,0.00000,0.9329,1
02100210402,1,1,0,0,0.04060,0.00000,0.00000,0.3758,-10
02100210403,1,1,0,0,0.16079,0.00000,0.00000,0.9621,2
02100210501,1,1,0,0,0.07517,0.00000,0.00000,0.9531,1
02100310101,0,0,0,0,0.00000,0.00000,0.00000,0.9720,1
02100310102,1,1,0,0,0.06369,0.00000,0.00000,0.9685,2
02100310103,2,1,1,0,0.11031,0.13525,0.00000,0.9629,-1
02100310104,1,1,0,0,0.08571,0.00000,0.00000,0.9712,1
02100310201,1,1,0,0,0.05727,0.00000,0.00441,0.9753,1
02100310202,1,1,0,0,0.05669,0.00000,0.00000,0.5741,10
02100310203,1,1,0,0,0.05950,0.00000,0.00000,0.9726,1
02100410101,1,1,0,0,0.05011,0.00000,0.00000,0.9653,1
02100410201,1,1,0,0,0.05495,0.00000,0.00000,0.9514,0
02100410202,1,1,0,0,0.02670,0.00000,0.00000,0.5182,11
02100510101,2,1,1,0,0.11136,0.06132,0.00000,0.9381,1
02100510102,1,1,0,0,0.02804,0.00000,0.00000,0.9051,4
02100510201,1,1,0,0,0.04805,0.00000,0.00000,0.9714,1
02100610101,2,1,1,0,0.04082,0.03855,0.00000,0.5136,10
02100610102,0,0,0,0,0.00000,0.00000,0.00000,0.9712,1
02100610103,0,0,0,0,0.00000,0.00000,0.00000,0.9708,1
02100610104,1,1,0,0,0.04805,0.00000,0.00000,0.9806,1
02100610105,0,0,0,0,0.00000,0.00000,0.00000,0.8802,4
02100610201,0,0,0,0,0.00000,0.00000,0.00000,0.9658,0
02100610202,2,1,1,0,0.09459,0.11039,0.00000,0.4855,11
02100610203,1,1,0,0,0.07026,0.00000,0.00000,0.9776,-1
02100610204,0,0,0,0,0.00000,0.00000,0.00000,0.9787,-1
02100610205,1,1,0,0,0.07963,0.00000,0.00000,0.9713,-1
02100610301,1,1,0,0,0.07692,0.00000,0.00000,0.9674,1
02100610302,0,0,0,0,0.00000,0.00000,0.00000,0.9351,2
02100710101,0,0,0,0,0.00455,0.00658,0.00000,0.9234,2
02100710102,0,0,0,0,0.00000,0.00000,0.00000,0.9611,1
02100710103,1,1,0,0,0.07973,0.00000,0.00000,0.9608,0
02100710104,2,1,1,0,0.09231,0.12747,0.00000,0.9182,0
02100710105,1,1,0,0,0.08656,0.00000,0.00000,0.9568,0
02100710106,0,0,0,0,0.00000,0.00000,0.00000,0.9777,0
02100710201,1,1,0,0,0.10934,0.00000,0.00000,0.9646,2
02100710202,0,0,0,0,0.00000,0.00000,0.00000,0.9766,-1
02100710203,0,0,0,0,0.00000,0.00000,0.00000,0.9617,1
02100710204,0,0,0,0,0.00000,0.00000,0.00000,0.9760,0
02100710205,0,0,0,0,0.00000,0.00000,0.00000,0.9718,0
02100710206,0,0,0,0,0.00000,0.00000,0.00000,0.9091,2
02100710301,1,1,0,0,0.01595,0.00000,0.00000,0.9532,0
021010201,1,1,0,0,0.01532,0.00000,0.00000,0.9240,3
021010202,1,1,0,0,0.07045,0.00000,0.00000,0.9046,2
02110110101,1,1,0,0,0.05721,0.00000,0.00000,0.9347,0
02110110102,1,1,0,0,0.06154,0.00000,0.00000,0.9495,0
02110110103,0,0,0,0,0.00000,0.00000,0.00000,0.9633,0
02110110201,1,1,0,0,0.08000,0.00000,0.00000,0.9280,2
02110110202,0,0,0,0,0.00000,0.00000,0.00000,0.9704,1
02110210101,1,1,0,0,0.07843,0.00000,0.00000,0.9353,1
02110210102,0,0,0,0,0.00000,0.00000,0.00000,0.9539,1
02110210201,0,0,0,0,0.00000,0.00000,0.00000,0.9664,1
02110310101,0,0,0,0,0.00000,0.00000,0.00000,0.9347,1
02110310201,0,0,0,0,0.00000,0.00000,0.00000,0.8894,4
02110310202,0,0,0,0,0.00000,0.00000,0.00000,0.9286,1
02110310203,0,0,0,0,0.00000,0.00000,0.00000,0.9361,3
02110410101,1,1,0,0,0.05227,0.00000,0.00000,0.9143,2
02110410102,1,1,0,0,0.11348,0.00000,0.00000,0.9685,1
02110410103,0,0,0,0,0.00000,0.00000,0.00000,0.9698,0
02110410201,0,0,0,0,0.00000,0.00000,0.00000,0.8818,2
02110510101,1,1,0,0,0.06863,0.00000,0.00000,0.9652,0
02110510102,1,1,0,0,0.06618,0.00000,0.00000,0.9701,0
02110710101,0,0,0,0,0.00000,0.00000,0.00000,0.9252,2
02110710201,0,0,0,0,0.00000,0.00000,0.00000,0.9684,0
02110810101,0,0,0,0,0.00000,0.00000,0.00000,0.8885,4
02110810201,1,1,0,0,0.09112,0.00000,0.00000,0.9765,1
02110810202,0,0,0,0,0.00000,0.00000,0.00000,0.9615,2
02110910101,1,1,0,0,0.02845,0.00000,0.00000,0.9250,3
02110910201,0,0,0,0,0.00000,0.00000,0.00000,0.8802,3
02110910301,0,0,0,0,0.00000,0.00000,0.00000,0.8676,4
02111010201,0,0,0,0,0.00000,0.00000,0.00000,0.9387,3
02111110101,1,1,0,0,0.08370,0.00000,0.00000,0.9572,1
02111110102,2,1,1,0,0.11136,0.07440,0.00000,0.9065,3
02111110201,0,0,0,0,0.00000,0.00000,0.00000,0.9445,0
02111110202,1,1,0,0,0.05895,0.00000,0.00000,0.8503,4
02111210101,1,1,0,0,0.02494,0.00000,0.00000,0.9126,4
02111210201,0,0,0,0,0.00000,0.00000,0.00000,0.8894,4
02111310101,1,1,0,0,0.04989,0.00000,0.00000,0.8729,3
02111310102,1,1,0,0,0.08333,0.00000,0.00000,0.9284,1
02111310201,1,1,0,0,0.03501,0.00000,0.00000,0.9258,3
02111310202,0,0,0,0,0.00000,0.00000,0.00000,0.9475,2
02111310203,0,0,0,0,0.00000,0.00000,0.00000,0.9509,2
02111310204,0,0,0,0,0.00000,0.00000,0.00000,0.9438,1
02111310301,1,1,0,0,0.01822,0.00000,0.00000,0.9607,1
02111310302,0,0,0,0,0.00000,0.00000,0.00000,0.3496,11
02111310303,0,0,0,0,0.00000,0.00000,0.00000,0.9340,0
02111310304,0,0,0,0,0.00000,0.00000,0.00000,0.8974,3
02111310305,0,0,0,0,0.00000,0.00000,0.00000,0.9659,1
02111310306,0,0,0,0,0.00000,0.00000,0.00000,0.9236,3
02111310307,0,0,0,0,0.00000,0.00000,0.00000,0.9143,2
02111410101,0,0,0,0,0.00000,0.00000,0.00000,0.9664,0
02111410102,1,1,0,0,0.06824,0.00000,0.00000,0.8873,3
02111410201,1,1,0,0,0.01595,0.00000,0.00000,0.9519,1
02111410202,1,1,0,0,0.01595,0.00000,0.00000,0.9723,1
02111410203,1,1,0,0,0.06374,0.00000,0.00000,0.9489,1
02116610101,2,1,1,0,0.07062,0.04430,0.00000,0.9702,1
02120110101,1,1,0,0,0.16818,0.00000,0.00219,0.9806,1
02120110102,1,1,0,0,0.03425,0.00000,0.00000,0.9802,1
02120110103,1,1,0,0,0.13158,0.00000,0.00000,0.9622,2
02120210101,1,1,0,0,0.08656,0.00000,0.00000,0.9472,3
02120210102,1,1,0,0,0.06813,0.00000,0.00000,0.9483,3
02120310101,2,1,1,0,0.03456,0.08969,0.00000,0.5530,-15
02120410101,1,1,0,0,0.09250,0.00241,0.00239,0.9825,-1
02120410102,1,1,0,0,0.09069,0.00000,0.00000,0.9730,1
02120410103,1,1,0,0,0.14849,0.00000,0.00000,0.9661,2
02120510101,1,1,0,0,0.22042,0.00000,0.00420,0.9471,3
02120510102,1,1,0,0,0.15081,0.00000,0.00000,0.9566,5
02120510103,1,1,0,0,0.20979,0.00000,0.00000,0.9828,0
02120510104,1,1,0,0,0.16865,0.00000,0.00000,0.9799,1
02120610101,1,1,0,0,0.05240,0.00000,0.00000,0.5760,11
02120610102,1,1,0,0,0.07323,0.00000,0.00000,0.9815,0
02120610103,2,1,1,0,0.28855,0.01139,0.00000,0.9684,-1
02120610104,1,1,0,0,0.29817,0.00220,0.00000,0.9581,2
02120610105,1,1,0,0,0.05825,0.00427,0.00000,0.9133,-2
02120610106,1,1,0,0,0.19500,0.00962,0.00000,0.9646,1
02120710102,1,1,0,0,0.07710,0.00000,0.00000,0.5318,12
02120710103,0,0,0,0,0.00000,0.00230,0.00241,0.9747,2
02120810101,1,1,0,0,0.10251,0.00000,0.00000,0.9529,2
03010110101,0,0,0,0,0.00000,0.00000,0.00000,0.7876,5
03010110102,1,1,0,0,0.08222,0.00000,0.00000,0.5567,11
03010110103,1,1,0,0,0.12993,0.00000,0.00000,0.5360,10
03010110104,1,1,0,0,0.04911,0.00000,0.00000,0.5424,8
03010110105,0,0,0,0,0.00000,0.00000,0.00000,0.5342,10
03010210101,0,0,0,0,0.00000,0.00000,0.00000,0.5937,10
03010210102,0,0,0,0,0.00000,0.00000,0.00000,0.4884,10
03010210103,0,0,0,0,0.00000,0.00000,0.00000,0.5690,7
03010210104,2,0,1,1,0.00000,0.01766,0.01101,0.3758,14
03010210201,1,1,0,0,0.08585,0.00000,0.00000,0.9432,3
03010210202,0,0,0,0,0.00000,0.00000,0.00000,0.9002,1
03010210301,1,1,0,0,0.05459,0.00000,0.00000,0.6517,15
03010210302,1,1,0,0,0.13072,0.00218,0.00000,0.9354,3
03010210303,2,1,1,0,0.03256,0.07676,0.00000,0.4737,-2
03010210304,1,1,0,0,0.06831,0.00000,0.00000,0.4922,9
03010210305,1,1,0,0,0.05077,0.00000,0.00000,0.4301,15
03010210401,1,1,0,0,0.11013,0.00232,0.00000,0.9496,1
03010210402,1,1,0,0,0.11888,0.00000,0.00000,0.9786,-1
03010210403,1,1,0,0,0.12871,0.00000,0.00000,0.9626,0
03010310101,2,1,1,0,0.13054,0.11888,0.00000,0.9715,-1
03010310201,2,1,1,0,0.11138,0.01205,0.00000,0.4911,8
03010310202,1,1,0,0,0.06373,0.00000,0.00000,0.4214,12
03010310204,1,1,0,0,0.11572,0.00000,0.00000,0.4845,9
03010310205,2,1,1,0,0.09934,0.07726,0.00000,0.4490,14
03010310206,1,1,0,0,0.01747,0.00652,0.00000,0.5571,12
03010310208,2,1,0,1,0.12255,0.00472,0.01367,0.9434,1
03010410102,1,1,0,0,0.03091,0.00000,0.00000,0.5358,11
03010410103,1,1,0,0,0.08009,0.00000,0.00000,0.4936,10
03010410201,1,1,0,0,0.13303,0.00000,0.00000,0.5450,10
03010410202,0,0,0,0,0.00000,0.00000,0.00000,0.5397,10
03010410203,0,0,0,0,0.00000,0.00000,0.00000,0.4345,9
03010410204,0,0,0,0,0.00000,0.00000,0.00000,0.6134,12
03010510101,2,1,1,0,0.09201,0.11806,0.00000,0.4575,12
03010510102,0,0,0,0,0.00000,0.00000,0.00000,0.4214,8
03010510103,0,0,0,0,0.00000,0.00000,0.00211,0.5370,9
03010510201,1,1,0,0,0.05991,0.00000,0.00000,0.5525,8
03010510202,1,1,0,0,0.07930,0.00000,0.00000,0.4193,15
03010510203,0,0,0,0,0.00000,0.00000,0.00000,0.6039,13
03010510204,2,1,1,0,0.04086,0.04979,0.00000,0.3929,-10
03010610101,0,0,0,0,0.00000,0.00000,0.00000,0.5498,9
03010610102,1,1,0,0,0.09649,0.00000,0.00000,0.5428,9
03010610103,1,1,0,0,0.03548,0.00633,0.00000,0.5686,8
03010610104,0,0,0,0,0.00000,0.00000,0.00000,0.5573,9
03010610105,1,1,0,0,0.02870,0.00000,0.00000,0.5422,8
03010610202,1,1,0,0,0.06601,0.00000,0.00000,0.4467,14
03010610203,1,1,0,0,0.05069,0.00442,0.00000,0.5354,10
03010610204,1,1,0,0,0.07979,0.00000,0.00000,0.5033,9
03010710101,1,1,0,0,0.06402,0.00000,0.00000,0.5547,9
03010710102,1,1,0,0,0.06652,0.00000,0.00000,0.4831,8
03010710103,0,0,0,0,0.00000,0.00000,0.00000,0.4801,9
03010710104,2,1,1,0,0.07761,0.01747,0.00000,0.6004,8
03010710201,0,0,0,0,0.00000,0.00000,0.00000,0.5422,10
03010710202,0,0,0,0,0.00000,0.00000,0.00000,0.5660,7
03010710203,0,0,0,0,0.00000,0.00222,0.00000,0.4682,9
03010710204,1,1,0,0,0.06193,0.00000,0.00000,0.5667,10
03010710205,0,0,0,0,0.00000,0.00000,0.00000,0.5701,9
03010810101,1,1,0,0,0.06221,0.00000,0.00000,0.5637,10
03010810102,1,1,0,0,0.13194,0.00000,0.00000,0.5691,9
03010810103,1,1,0,0,0.08609,0.00000,0.00000,0.5465,7
03010810104,1,1,0,0,0.06874,0.00000,0.00211,0.5616,10
03010810202,0,0,0,0,0.00000,0.00000,0.00000,0.5823,8
03010810203,0,0,0,0,0.00000,0.00000,0.00000,0.9390,-2
03010810204,0,0,0,0,0.00000,0.00000,0.00000,0.4254,15
03010810301,2,1,1,0,0.08467,0.09611,0.00000,0.9605,0
03010810302,1,1,0,0,0.10297,0.00000,0.00000,0.9394,2
03010810303,1,0,1,0,0.00881,0.02506,0.00000,0.9534,0
03010810304,2,1,1,0,0.06881,0.08257,0.00000,0.5279,10
03010810402,1,1,0,0,0.05963,0.00000,0.00000,0.4836,9
03010810403,2,1,1,0,0.06105,0.03376,0.00000,0.5616,9
03010810404,0,0,0,0,0.00000,0.00000,0.00000,0.5317,8
03010810405,0,0,0,0,0.00000,0.00000,0.00000,0.5531,8
03010910101,1,1,0,0,0.08392,0.00000,0.00000,0.9714,0
03010910102,1,1,0,0,0.10240,0.00000,0.00000,0.9506,3
03010910103,0,0,0,0,0.00000,0.00232,0.00000,0.9540,1
03010910201,1,1,0,0,0.06402,0.00000,0.00000,0.4705,10
03010910202,1,1,0,0,0.03899,0.00883,0.00000,0.5325,9
03010910203,1,1,0,0,0.10092,0.00000,0.00000,0.5700,13
03010910204,1,1,0,0,0.03440,0.00000,0.00000,0.5309,10
03010910205,1,1,0,0,0.11338,0.00000,0.00000,0.9470,1
03010910206,0,0,0,0,0.00000,0.00000,0.00000,0.5761,8
03010910301,1,1,0,0,0.07424,0.00218,0.00633,0.5467,11
03010910302,1,1,0,0,0.07128,0.00000,0.00000,0.4587,14
03010910401,1,1,0,0,0.07692,0.00000,0.00000,0.5485,14
03010910402,1,1,0,0,0.08031,0.00000,0.00248,0.9334,0
03010910403,1,1,0,0,0.02752,0.00000,0.00000,0.4494,12
03010910404,1,1,0,0,0.07860,0.00000,0.00000,0.5538,12
03010910405,0,0,0,0,0.00000,0.00000,0.00000,0.5943,14
03020110101,1,1,0,0,0.12993,0.00000,0.00000,0.9382,2
03020110201,1,1,0,0,0.14351,0.00000,0.00219,0.9338,1
03020110202,1,1,0,0,0.09745,0.00000,0.00000,0.9613,-1
03020110203,0,0,0,0,0.00696,0.00696,0.00000,0.9613,0
03020210101,1,1,0,0,0.11954,0.00000,0.00000,0.9443,0
03020210102,1,1,0,0,0.08370,0.00000,0.00000,0.9690,0
03020210103,1,1,0,0,0.10023,0.00219,0.00000,0.9588,-1
03020210104,1,1,0,0,0.10805,0.00442,0.00000,0.9626,0
03020210201,0,0,0,0,0.00000,0.00000,0.00000,0.9622,-1
03020210202,1,1,0,0,0.12136,0.00000,0.00000,0.9266,-1
03020210203,3,1,1,1,0.03947,0.02955,0.01974,0.9499,2
03020210204,0,0,0,0,0.00000,0.00000,0.00000,0.9435,2
03020210301,0,0,0,0,0.00000,0.00000,0.00219,0.9394,0
03020210302,0,0,0,0,0.00000,0.00000,0.00000,0.9354,0
03020210303,1,1,0,0,0.14579,0.00000,0.00000,0.9602,0
03020310101,1,1,0,0,0.14640,0.00000,0.00000,0.9458,1
03020310102,0,0,0,0,0.00000,0.00000,0.00000,0.9276,0
03020310201,1,1,0,0,0.15851,0.00000,0.00000,0.9614,0
03020310202,1,1,0,0,0.06437,0.00000,0.00000,0.9619,2
03020310203,1,1,0,0,0.13689,0.00000,0.00000,0.9506,0
03020310204,1,1,0,0,0.13753,0.00000,0.00240,0.9429,1
03020310301,1,1,0,0,0.13986,0.00000,0.00000,0.9603,-1
03020310302,0,0,0,0,0.00000,0.00000,0.00466,0.9437,-3
03020310303,1,1,0,0,0.05556,0.00000,0.00000,0.9384,0
03020310401,1,1,0,0,0.10956,0.00000,0.00224,0.9308,3
03020310402,1,1,0,0,0.11200,0.00000,0.00000,0.9291,2
03020310403,1,1,0,0,0.07982,0.00000,0.00000,0.9761,0
03020310501,1,1,0,0,0.08625,0.00000,0.00000,0.9310,3
03020410101,1,0,0,1,0.00000,0.00448,0.01121,0.9592,-1
03020410102,1,1,0,0,0.07322,0.00000,0.00000,0.9502,2
03020410103,1,1,0,0,0.11547,0.00000,0.00000,0.9359,2
03020410201,2,1,1,0,0.09833,0.07322,0.00897,0.9443,1
03020410202,1,1,0,0,0.08159,0.00000,0.00000,0.9171,2
03020410203,1,1,0,0,0.09375,0.00000,0.00000,0.9322,1
03020410204,0,0,0,0,0.00000,0.00000,0.00000,0.9354,4
03020410205,1,1,0,0,0.07143,0.00000,0.00000,0.9413,3
03020410206,1,1,0,0,0.15385,0.00225,0.00000,0.9624,1
03020410207,1,1,0,0,0.08296,0.00000,0.00000,0.9160,1
03020510101,1,1,0,0,0.04523,0.00000,0.00000,0.6064,9
03020510102,0,0,0,0,0.00231,0.00484,0.00000,0.6271,8
03020510103,1,1,0,0,0.06340,0.00000,0.00000,0.4794,8
03020510104,0,0,0,0,0.00000,0.00000,0.00000,0.4933,7
03020510201,2,1,1,0,0.02584,0.08728,0.00000,0.5644,-15
03020510202,2,1,1,0,0.09110,0.05720,0.00000,0.4573,14
03020510301,1,1,0,0,0.02174,0.00000,0.00000,0.4546,15
03020510302,1,1,0,0,0.03015,0.00000,0.00253,0.5248,12
03020510303,0,0,0,0,0.00000,0.00000,0.00000,0.9632,0
03020510304,1,1,0,0,0.06329,0.00000,0.00314,0.4871,13
03020510402,0,0,0,0,0.00824,0.00000,0.00000,0.3816,-13
03020510502,1,1,0,0,0.01656,0.00000,0.00000,0.5021,13
03020510503,2,1,1,0,0.03365,0.05288,0.00000,0.4260,5
03020510504,1,1,0,0,0.07339,0.00000,0.00000,0.5840,10
03030110101,1,1,0,0,0.05229,0.00000,0.00000,0.4343,14
03030110102,1,1,0,0,0.05765,0.00887,0.00000,0.5042,7
03030110103,1,1,0,0,0.07761,0.00000,0.00000,0.5631,7
03030110104,0,0,0,0,0.00000,0.00000,0.00000,0.5639,9
03030110105,2,1,1,0,0.01392,0.04176,0.00000,0.4842,8
03030110106,0,0,0,0,0.00000,0.00000,0.00000,0.5418,7
03030110201,1,1,0,0,0.11927,0.00000,0.00000,0.5766,9
03030110202,2,1,1,0,0.06947,0.04587,0.00221,0.5011,9
03030110203,2,1,1,0,0.01774,0.01109,0.00000,0.6063,7
03030110204,1,1,0,0,0.12529,0.00223,0.00000,0.9427,1
03030110205,1,1,0,0,0.03955,0.00000,0.00000,0.4701,14
03030110206,1,1,0,0,0.11727,0.00000,0.00000,0.8909,2
03030110301,1,1,0,0,0.14557,0.00000,0.00000,0.5583,11
03030110302,1,1,0,0,0.03789,0.00000,0.00000,0.4287,8
03030110303,1,1,0,0,0.10101,0.00000,0.00000,0.5711,8
03030110304,1,1,0,0,0.09978,0.00000,0.00000,0.5881,9
03030110305,1,1,0,0,0.05240,0.00000,0.00211,0.5306,11
03030110306,1,1,0,0,0.07062,0.00000,0.00000,0.9658,1
03030210101,1,1,0,0,0.10956,0.00224,0.00000,0.9605,1
03030210102,1,1,0,0,0.06032,0.00224,0.00000,0.9588,-1
03030210103,1,1,0,0,0.04167,0.00000,0.00000,0.5786,11
03030210104,1,1,0,0,0.13393,0.00000,0.00000,0.9418,1
03030210105,1,1,0,0,0.11329,0.00000,0.00000,0.9463,-1
03030210106,1,1,0,0,0.14617,0.00000,0.00000,0.9658,-1
03030310101,1,1,0,0,0.04817,0.00000,0.00000,0.4781,8
03030310102,1,1,0,0,0.06402,0.00000,0.00000,0.3858,13
03030310103,1,1,0,0,0.06652,0.00000,0.00000,0.5474,9
03030310104,1,1,0,0,0.03661,0.00000,0.00000,0.4097,-14
03030410101,1,1,0,0,0.10090,0.00000,0.00000,0.9689,-1
03030510101,0,0,0,0,0.00000,0.00209,0.00000,0.9409,1
03030510102,1,1,0,0,0.05804,0.00000,0.00417,0.9479,3
03030610101,1,1,0,0,0.11888,0.00000,0.00000,0.9436,0
03030610102,1,1,0,0,0.09049,0.00000,0.00000,0.9510,1
03030610103,1,1,0,0,0.11111,0.00000,0.00000,0.9608,0
03030610202,1,1,0,0,0.07193,0.00000,0.00000,0.9530,0
03030710101,1,1,0,0,0.08817,0.00000,0.00000,0.9593,1
03030710102,1,1,0,0,0.11659,0.00224,0.00000,0.9563,-2
03030710103,1,1,0,0,0.01515,0.00224,0.00000,0.9643,-2
03030710201,2,1,1,0,0.07113,0.10256,0.00000,0.9748,0
03030710202,1,1,0,0,0.11369,0.00000,0.00000,0.9415,2
03030810101,1,1,0,0,0.10209,0.00000,0.00218,0.9402,2
03030810102,1,1,0,0,0.14126,0.00000,0.00448,0.9475,2
03030810103,2,1,1,0,0.12065,0.04688,0.00928,0.9510,1
03030810104,1,1,0,0,0.06961,0.00000,0.00000,0.9383,1
03030810105,1,1,0,0,0.10023,0.00000,0.00000,0.9751,-1
03030810106,0,0,0,0,0.00226,0.00870,0.00000,0.9385,3
03030810107,1,1,0,0,0.07193,0.00000,0.00000,0.9425,1
03030810201,1,1,0,0,0.13229,0.00000,0.00000,0.9234,2
03030810202,1,1,0,0,0.10448,0.00000,0.00000,0.9589,1
03030810203,1,0,0,1,0.00000,0.00673,0.16937,0.9662,1
03030810204,0,0,0,0,0.00000,0.00000,0.00000,0.9484,1
03030810301,1,1,0,0,0.07178,0.00000,0.00000,0.9707,1
03030810302,2,1,1,0,0.08293,0.07780,0.00000,0.9655,0
03030810303,1,1,0,0,0.08585,0.00000,0.00000,0.9545,2
03030910101,1,1,0,0,0.18451,0.00000,0.00000,0.9617,0
03040110101,0,0,0,0,0.00000,0.00000,0.00000,0.9719,0
03040110102,0,0,0,0,0.00000,0.00000,0.00000,0.9606,1
03040110104,0,0,0,0,0.00000,0.00000,0.00000,0.9775,-2
03040110105,1,1,0,0,0.01570,0.00673,0.00000,0.8887,4
03040110106,1,1,0,0,0.10987,0.00000,0.00000,0.9500,3
03040110107,0,0,0,0,0.00000,0.00000,0.00000,0.9661,0
03040110201,0,0,0,0,0.00000,0.00000,0.00446,0.9349,1
03040110202,0,0,0,0,0.00000,0.00000,0.00000,0.9666,-1
03040110203,0,0,0,0,0.00000,0.00000,0.00000,0.9487,2
03040110204,0,0,0,0,0.00000,0.00224,0.00448,0.9730,0
03040210101,1,1,0,0,0.15618,0.00000,0.00448,0.9725,1
03040210102,0,0,0,0,0.00000,0.00000,0.00000,0.9383,1
03040210103,1,1,0,0,0.15022,0.00000,0.00000,0.9584,2
03040210104,1,1,0,0,0.08520,0.00000,0.00000,0.9688,0
03040210105,0,0,0,0,0.00000,0.00000,0.00000,0.9708,1
03040210106,1,1,0,0,0.01632,0.00000,0.00000,0.9680,0
03040210201,1,1,0,0,0.08585,0.00000,0.00000,0.9307,3
03040310101,0,0,0,0,0.00000,0.00000,0.00000,0.9394,-1
03040310102,2,1,0,1,0.01160,0.00000,0.01345,0.9410,0
03040310103,1,1,0,0,0.06710,0.00000,0.00000,0.9483,-2
03040310104,1,1,0,0,0.13853,0.00232,0.00000,0.9626,0
03040310201,0,0,0,0,0.00000,0.00000,0.00224,0.9387,1
03040310202,1,1,0,0,0.12338,0.00000,0.00000,0.9699,-1
03040310203,0,0,0,0,0.00000,0.00000,0.00000,0.9387,1
03040310204,1,1,0,0,0.07579,0.00000,0.00000,0.9544,1
03040310205,0,,,,,,,0.9441,0
03040310206,0,0,0,0,0.00000,0.00224,0.00000,0.9681,-1
03040310207,0,0,0,0,0.00000,0.00000,0.00000,0.9708,1
03040410101,0,0,0,0,0.00000,0.00000,0.00219,0.9556,3
03040410103,0,0,0,0,0.00000,0.00000,0.00000,0.9707,0
03040410201,1,1,0,0,0.08585,0.00000,0.00000,0.9638,-1
