id_2024;id_census;city_name_sources;city_name;id_geonames;caidat_1926;caidat_1931;controle_civil_1931;delegation_1956;lat;lon;sources_lat_lon;comments;geo_precision
1;educ_1;Agareb;Agareb;6;;;;;34.741726;10.526864;Google Maps;;1
2;educ_10;Armand-Colin;El M'nagha;54;;;;;36.55536;9.944775;Google Maps;;1
3;educ_100;Enfidaville;Enfidaville;506;;;Sousse;;36.134153;10.375055;Google Maps;;1
4;educ_101;Fedj El-Khemakhem;Fedj El-Khemakhem;514;;;Tunis;;;;;;
5;educ_106;Fondouk-Hafaied;Fondouk-Hafaied;529;;;;;36.475003;10.608637;Google Maps;Borj Hfaiedh. JORT (2 Avril 1957) qui parle de la piste de Fondouk Hafaïedh reliant la piste de Beni Khalled à Hammamet.;1
6;educ_108;Foum-Tataouine;Foum-Tataouine;531;;;;;32.930227;10.453397;Google Maps;;1
7;educ_110;Gabes;Gabès;537;;;Gabès;;33.8857096933919;10.0996046929066;Google Maps;;1
8;educ_111;Gafour;Gafour;540;Téboursouk;Téboursouk;Téboursouk;;36.323129;9.32117;Google Maps;;1
9;educ_115;Gamart;Gamart;543;;;;;36.910101;10.286288;Google Maps;;1
10;educ_116;Garn-Alfaya;Garn-Alfaya;545;;;;;36.025211;8.517282;Mindat;Mine.;1
11;educ_117;Ghardimaou;Ghardimaou;547;Souk-el-Arba;Souk-el-Arba;Souk-el-Arba;;36.447103544526;8.43827133348973;Google Maps;;1
12;educ_119;Ghomrassen;Ghomrassen;553;Tatahouine;Tatahouine;Cercle militaire de Tatahouine;;33.060144;10.33998;Google Maps;;1
13;educ_12;Attar;Attar;56;;;;;36.733332;10.083161;Google Maps;;1
14;educ_121;Goulette;La Goulette;679;;;;;36.820138;10.304205;Google Maps;;1
15;educ_124;Hamma de Gabes;Hamma de Gabes;572;;;;;33.878581;9.75173;Google Maps;;1
16;educ_125;Hammaim;Hammaim;573;;;;;;;;;
17;educ_127;Hammam-Lif;Hammam-Lif;576;;;;;36.723072;10.344176;Google Maps;;1
18;educ_13;Azib;Azib;57;;;;;37.201979;9.951135;Google Maps;;1
19;educ_130;Hergla;Hergla;600;Sousse;Sousse;Sousse;;36.030038;10.507693;Google Maps;;1
20;educ_131;Hiboun;Hiboun;601;;;;;35.52268;11.031582;Google Maps;;1
21;educ_133;Jama;Jema (Siliana);612;;;;;36.1123814873654;9.2848002252173;Google maps;;1
22;educ_134;Kairouan;Kairouan;625;Kairouan;Kairouan;Kairouan;;35.675914;10.091924;Google Maps;;1
23;educ_136;Kalaa-Kebira;Kalaa-Kebira;628;Sousse;Sousse;Sousse;;35.869824;10.535237;Google Maps;;1
24;educ_138;Kalaat-el-Andleus;Kalaat-El-Andalous;630;Tunis Banlieue ;Tunis Banlieue ;Tunis;;37.061832;10.119917;Google Maps;;1
25;educ_14;Baie Ponty;Baie Ponty;66;;;;;37.25702;9.835388;Google Maps;Pêcherie.;1
26;educ_143;Kebili;Kebili;633;Nefzaoua;Nefzaoua;Kebili;;33.7029352692366;8.96913732215862;Google Maps;;1
27;educ_15;Bani-Hassen;Bani-Hassen;68;;;;;35.567307;10.808129;Google Maps;;1
28;educ_156;Khledia;Khledia;652;;;;;36.644301;10.193304;Google Maps;;1
29;educ_157;Korba;Korba;658;Nabeul;Nabeul;Grombalia;;36.57277;10.857826;Google Maps;;1
30;educ_16;Bardo;Le Bardo;688;;;;;36.813457;10.14071;Google Maps;;1
31;educ_162;Ksar;Ksar;666;;;;;;;;;
32;educ_163;Ksar-Hellal;Ksar-Hellal;669;Monastir;Monastir;Sousse;;35.647952;10.875709;Google Maps;;1
33;educ_164;Ksar-Lahmar;Ksar-Lahmar;670;;;;;;;;;
34;educ_165;Ksiba-Sousse;Ksibet;672;;;;;;;;;
