pdf_path,filename,governorate,constituency,imada,pages,official_count,extracted_count,completeness_pct,is_diaspora
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1503_تالة - حيدرة - فوسانة/خمودة الجنوبية.pdf,خمودة الجنوبية.pdf,القصرين,تالة - حيدرة - فوسانة,خمودة الجنوبية,50,2146,2146,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1503_تالة - حيدرة - فوسانة/خمودة الشمالية.pdf,خمودة الشمالية.pdf,القصرين,تالة - حيدرة - فوسانة,خمودة الشمالية,89,3856,3856,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1503_تالة - حيدرة - فوسانة/زلفان.pdf,زلفان.pdf,القصرين,تالة - حيدرة - فوسانة,زلفان,51,2157,2157,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1503_تالة - حيدرة - فوسانة/سيدي محمد.pdf,سيدي محمد.pdf,القصرين,تالة - حيدرة - فوسانة,سيدي محمد,17,668,668,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1503_تالة - حيدرة - فوسانة/عين الجديدة.pdf,عين الجديدة.pdf,القصرين,تالة - حيدرة - فوسانة,عين الجديدة,65,2782,2782,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1503_تالة - حيدرة - فوسانة/عين الجنان.pdf,عين الجنان.pdf,القصرين,تالة - حيدرة - فوسانة,عين الجنان,29,1196,1196,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1503_تالة - حيدرة - فوسانة/عين الدفلة.pdf,عين الدفلة.pdf,القصرين,تالة - حيدرة - فوسانة,عين الدفلة,19,767,767,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1503_تالة - حيدرة - فوسانة/فوسانة.pdf,فوسانة.pdf,القصرين,تالة - حيدرة - فوسانة,فوسانة,251,10968,10968,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1503_تالة - حيدرة - فوسانة/فوسانة الأحواز.pdf,فوسانة الأحواز.pdf,القصرين,تالة - حيدرة - فوسانة,فوسانة الأحواز,59,2547,2547,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1503_تالة - حيدرة - فوسانة/وادي الرشح.pdf,وادي الرشح.pdf,القصرين,تالة - حيدرة - فوسانة,وادي الرشح,16,645,645,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1503_تالة - حيدرة - فوسانة/ولجة الظل.pdf,ولجة الظل.pdf,القصرين,تالة - حيدرة - فوسانة,ولجة الظل,19,764,764,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1504_سبيبة - جدليان - العيون/إبراهيم الزهار.pdf,إبراهيم الزهار.pdf,القصرين,سبيبة - جدليان - العيون,إبراهيم الزهار,96,4168,4168,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1504_سبيبة - جدليان - العيون/الأحواز.pdf,الأحواز.pdf,القصرين,سبيبة - جدليان - العيون,الأحواز,130,5674,5674,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1504_سبيبة - جدليان - العيون/البرك.pdf,البرك.pdf,القصرين,سبيبة - جدليان - العيون,البرك,61,2631,2631,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1504_سبيبة - جدليان - العيون/البواجر.pdf,البواجر.pdf,القصرين,سبيبة - جدليان - العيون,البواجر,34,1445,1445,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1504_سبيبة - جدليان - العيون/الثماد.pdf,الثماد.pdf,القصرين,سبيبة - جدليان - العيون,الثماد,57,2441,2441,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1504_سبيبة - جدليان - العيون/العيون.pdf,العيون.pdf,القصرين,سبيبة - جدليان - العيون,العيون,81,3486,3486,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1504_سبيبة - جدليان - العيون/القرين.pdf,القرين.pdf,القصرين,سبيبة - جدليان - العيون,القرين,79,3427,3427,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1504_سبيبة - جدليان - العيون/توشة.pdf,توشة.pdf,القصرين,سبيبة - جدليان - العيون,توشة,63,2722,2722,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1504_سبيبة - جدليان - العيون/جدليان.pdf,جدليان.pdf,القصرين,سبيبة - جدليان - العيون,جدليان,130,5674,5674,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1504_سبيبة - جدليان - العيون/سبيبة.pdf,سبيبة.pdf,القصرين,سبيبة - جدليان - العيون,سبيبة,260,11370,11370,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1504_سبيبة - جدليان - العيون/عين أم الجدور.pdf,عين أم الجدور.pdf,القصرين,سبيبة - جدليان - العيون,عين أم الجدور,27,1116,1116,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1504_سبيبة - جدليان - العيون/عين الحمادنة.pdf,عين الحمادنة.pdf,القصرين,سبيبة - جدليان - العيون,عين الحمادنة,22,920,920,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1504_سبيبة - جدليان - العيون/عين الخمائسية.pdf,عين الخمائسية.pdf,القصرين,سبيبة - جدليان - العيون,عين الخمائسية,108,4702,4702,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1504_سبيبة - جدليان - العيون/عين السلسلة.pdf,عين السلسلة.pdf,القصرين,سبيبة - جدليان - العيون,عين السلسلة,25,1048,1048,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1504_سبيبة - جدليان - العيون/عين زيان.pdf,عين زيان.pdf,القصرين,سبيبة - جدليان - العيون,عين زيان,78,3347,3347,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1504_سبيبة - جدليان - العيون/فج تربح.pdf,فج تربح.pdf,القصرين,سبيبة - جدليان - العيون,فج تربح,40,1682,1682,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1504_سبيبة - جدليان - العيون/محرزة.pdf,محرزة.pdf,القصرين,سبيبة - جدليان - العيون,محرزة,17,690,690,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1504_سبيبة - جدليان - العيون/وادي الحطب.pdf,وادي الحطب.pdf,القصرين,سبيبة - جدليان - العيون,وادي الحطب,75,3213,3213,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1505_سبيطلة/الآثار.pdf,الآثار.pdf,القصرين,سبيطلة,الآثار,79,3419,3419,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1505_سبيطلة/الخضراء.pdf,الخضراء.pdf,القصرين,سبيطلة,الخضراء,84,3646,3646,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1505_سبيطلة/الدولاب.pdf,الدولاب.pdf,القصرين,سبيطلة,الدولاب,78,3350,3350,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1505_سبيطلة/الرخمات.pdf,الرخمات.pdf,القصرين,سبيطلة,الرخمات,74,3180,3180,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1505_سبيطلة/الشرائع.pdf,الشرائع.pdf,القصرين,سبيطلة,الشرائع,85,3666,3666,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1505_سبيطلة/القرعة الحمراء.pdf,القرعة الحمراء.pdf,القصرين,سبيطلة,القرعة الحمراء,129,5614,5614,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1505_سبيطلة/القصر.pdf,القصر.pdf,القصرين,سبيطلة,القصر,63,2727,2727,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1505_سبيطلة/القنة.pdf,القنة.pdf,القصرين,سبيطلة,القنة,63,2693,2693,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1505_سبيطلة/المزارة.pdf,المزارة.pdf,القصرين,سبيطلة,المزارة,51,2193,2193,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1505_سبيطلة/الوساعية.pdf,الوساعية.pdf,القصرين,سبيطلة,الوساعية,79,3424,3424,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1505_سبيطلة/حي السرور.pdf,حي السرور.pdf,القصرين,سبيطلة,حي السرور,149,6482,6482,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1505_سبيطلة/سبيطلة.pdf,سبيطلة.pdf,القصرين,سبيطلة,سبيطلة,320,14012,14012,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1505_سبيطلة/سمامة.pdf,سمامة.pdf,القصرين,سبيطلة,سمامة,63,2702,2702,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1505_سبيطلة/مشرق الشمس.pdf,مشرق الشمس.pdf,القصرين,سبيطلة,مشرق الشمس,68,2948,2948,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1506_ماجل بالعباس - فريانة/أم الاقصاب.pdf,أم الاقصاب.pdf,القصرين,ماجل بالعباس - فريانة,أم الاقصاب,66,2848,2848,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1506_ماجل بالعباس - فريانة/أم علي.pdf,أم علي.pdf,القصرين,ماجل بالعباس - فريانة,أم علي,23,954,954,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1506_ماجل بالعباس - فريانة/الأحواش.pdf,الأحواش.pdf,القصرين,ماجل بالعباس - فريانة,الأحواش,223,9743,9743,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1506_ماجل بالعباس - فريانة/الصخيرات.pdf,الصخيرات.pdf,القصرين,ماجل بالعباس - فريانة,الصخيرات,40,1699,1699,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1506_ماجل بالعباس - فريانة/العرعار.pdf,العرعار.pdf,القصرين,ماجل بالعباس - فريانة,العرعار,18,743,743,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1506_ماجل بالعباس - فريانة/العرق.pdf,العرق.pdf,القصرين,ماجل بالعباس - فريانة,العرق,75,3247,3247,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1506_ماجل بالعباس - فريانة/الناظور.pdf,الناظور.pdf,القصرين,ماجل بالعباس - فريانة,الناظور,39,1655,1655,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1506_ماجل بالعباس - فريانة/بوحية.pdf,بوحية.pdf,القصرين,ماجل بالعباس - فريانة,بوحية,27,1138,1138,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/القصرين/1506_ماجل بالعباس - فريانة/بوشبكة.pdf,بوشبكة.pdf,القصرين,ماجل بالعباس - فريانة,بوشبكة,40,1692,1692,100.0,0
